,group,variable,month,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
HUATAJATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,7,4,7,4,11
HUAYLLAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,6,1,1,2,7,9
ICHOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,5,8,14,10,19,29
ICLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,5,4,37,43,42,47,89
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,2,0,0,1,2,3
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,4,0,1,2,5,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,14,18,38,42,52,60,112
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,5,9,14,15,19,34
JESUS DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,2,1,2,2,4
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,14,34,19,33,33,67,100
LA PAZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,320,582,78,91,398,673,1071
LAGUNILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,0,0,0,1,0,1
LAJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,8,0,0,6,8,14
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,29,65,23,45,52,110,162
LLICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,5,2,4,3,9,12
LORETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,0,0,0,1,0,1
LURIBAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,4,0,0,1,4,5
MACHARETI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,1,0,0,6,1,7
MAGDALENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,41,55,67,59,108,167
MAIRANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,3,0,3,0,3
MALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,4,58,60,59,64,123
MAPIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,9,16,21,17,30,47
MECAPACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,13,41,53,49,66,115
MINEROS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,4,15,15,17,19,36
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,9,21,15,29,24,53
MOJINETE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,1,0,0,2,1,3
MONTEAGUDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,2,3,7,9,9,18
MONTERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,27,184,65,81,92,265,357
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,10,1,48,43,58,44,102
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,0,0,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,2,0,2,0,2
OCURI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,31,26,32,28,63,91
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,5,13,9,14,14,28
ORURO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,107,420,13,21,120,441,561
PADCAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,22,1,4,5,26,31
PAILON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,10,6,10,6,16
PALCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,17,26,30,34,47,81
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,10,23,200,164,210,187,397
PAMPA AULLAGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,2,0,1,0,3,3
PAMPA GRANDE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,0,1,0,1,1
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,5,23,4,5,9,28,37
PASORAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,2,2,2,5,7
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,48,6,4,12,52,64
PAZÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,7,0,0,3,7,10
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,11,0,0,4,11,15
POCOATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,5,17,5,7,10,24,34
POCONA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,7,10,6,13,13,26
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,8,7,16,9,24,33
POOPO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,8,0,0,1,8,9
PORCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,19,0,1,1,20,21
POROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,6,0,0,4,6,10
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,9,31,0,1,9,32,41
PORVENIR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,2,1,2,5,4,9
POTOSI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,69,363,10,25,79,388,467
PRESTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,2,1,2,4,6
PUCARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,7,40,38,37,45,77,122
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,5,5,3,7,8,15
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,7,176,8,178,15,193
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,2,1,2,4,6
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,7,10,52,52,59,62,121
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,7,11,10,0,17,11,28
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,7,57,2,61,9,70
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,11,19,205,196,216,215,431
PUNA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,34,53,42,46,76,99,175
PUNATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,32,19,24,14,56,33,89
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,4,2,2,3,6,9
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,61,53,101,106,162,159,321
QUIME,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,7,24,17,14,24,38,62
QUIRUSILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,1,1,1,2,3
RAVELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,20,16,34,19,54,73
REYES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,30,0,0,2,30,32
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,108,105,13,113,121,234
ROBORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,649,0,649,3,652
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,9,40,21,12,30,52,82
SABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,1,4,0,5,1,6
SACABA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,64,90,89,146,153,236,389
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,8,6,8,7,15
SACACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,42,5,18,8,60,68
SAIPINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,2,0,0,2,2,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,10,14,8,16,18,34
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,18,15,2,2,20,17,37
SAN ANDRES DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,1,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,5,0,3,3,8,11
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,7,10,1,6,8,16,24
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,18,181,106,189,124,313
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,22,77,28,13,50,90,140
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,15,35,5,41,20,61
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,2,0,0,3,2,5
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,5,9,7,13,12,22,34
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,13,0,12,6,25,31
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,2,9,6,10,8,18
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,11,47,9,2,20,49,69
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,16,0,0,0,16,16
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,5,6,0,6,5,12,17
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,5,0,0,1,5,6
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,19,56,38,51,57,107,164
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,1,18,14,21,15,36
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,7,23,2,6,9,29,38
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,7,0,1,3,8,11
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,11,0,0,2,11,13
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,11,0,2,3,13,16
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,8,6,8,7,15
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,5,0,0,1,5,6
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,60,0,5,2,65,67
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,11,0,0,1,11,12
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,35,0,3,2,38,40
SAN PEDRO DE QUEMES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,0,1,0,4,4
SAN RAFAEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,6,1,0,1,6,7
SAN RAMON BENI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,6,0,0,0,6,6
SAN RAMON SCZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,10,0,0,0,10,10
SANTA ANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,1,3,1,5,2,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,429,733,829,195,1258,928,2186
SANTA ROSA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,4,0,0,0,4,4
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,17,253,255,261,272,533
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,6,4,12,8,18,26
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,3,1,0,2,3,5
SANTIAGO DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,5,0,0,2,5,7
SANTIVAÑES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,12,8,71,1,83,9,92
SAPAHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,8,1,5,5,13,18
SENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,5,11,5,12,10,22
SHINAOTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,12,11,268,234,280,245,525
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,18,143,176,149,194,343
SIPE SIPE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,22,17,15,23,37,60
SOPACHUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,3,0,3,1,6,7
SORACACHI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,9,0,1,1,10,11
SORATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,13,19,132,49,145,68,213
SUCRE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,97,93,8,13,105,106,211
TACACHI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,2,1,1,1,3,4
TACACOMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,2,17,5,19,7,26
TACOBAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,0,9,0,12,12
TACOPAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,3,11,8,13,11,24
TAHUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,9,22,121,78,130,100,230
TARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,7,0,0,6,7,13
TARACO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,4,0,0,0,4,4
TARATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,0,18,2,19,2,21
TARIJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,85,215,129,39,214,254,468
TARVITA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
TEOPONTE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,10,12,90,77,100,89,189
TIAHUANACU,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,4,0,3,2,7,9
TIPUANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,3,30,16,36,19,55
TIQUIPAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,19,25,53,64,72,89,161
TIRAQUE (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,5,8,76,56,81,64,145
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,0,9,6,10,6,16
TOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,3,2,4,4,7,11
TOLATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,0,115,0,119,0,119
TOLEDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,4,0,0,0,4,4
TOMAVE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,13,13,1,14,14,28
TOMINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,23,18,0,0,23,18,41
TORO TORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,5,0,0,2,5,7
TOTORA(CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,5,0,2,1,7,8
TOTORA(ORR),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,1,1,1,2,3
TRINIDAD,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,59,237,333,39,392,276,668
TUPIZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,84,68,208,5,292,73,365
TURCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,1,2,3,3,4,7
UMALA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,3,9,6,10,9,19
UNCIA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,8,25,197,8,205,33,238
URIONDO (A. CONCEPCION),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,11,15,0,0,11,15,26
URUBICHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,11,0,0,4,11,15
UYUNI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,31,32,257,0,288,32,320
VACAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,5,48,52,54,57,111
VALLEGRANDE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,9,9,1,1,10,10,20
VIACHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,29,95,120,74,149,169,318
VILA VILA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,4,1,2,3,6,9
VILLA CHARCAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,1,7,11,7,12,19
VILLA MONTES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,15,25,233,6,248,31,279
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,0,5,0,6,0,6
VILLA RIVERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,4,7,1,3,5,10,15
VILLA SERRANO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,8,3,8,3,11
VILLA TUNARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,11,53,98,80,109,133,242
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,10,1,0,2,10,12
VINTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,55,106,47,75,102,181,283
VITICHI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,5,10,4,10,9,19
WALDO BALLIVIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,0,11,5,11,5,16
WARNES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,21,50,3,10,24,60,84
YACO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,6,11,0,26,6,37,43
YACUIBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,47,93,233,7,280,100,380
YAMPARAEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,1,3,1,2,2,5,7
YANACACHI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,3,10,1,1,4,11,15
YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,59,75,0,5,59,80,139
YOCALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,6,0,0,0,6,6
YOTALA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,6,0,1,0,7,7
YUNCHARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,3,1,1,1,4,5
ZUDAÑEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-03-01,0,4,0,0,0,4,4
ACACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,0,5,0,1,0,6,6
ACHACACHI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,6,31,2,5,8,36,44
ACHOCALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,28,81,14,25,42,106,148
AIQUILE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,7,228,226,233,233,466
ALTO BENI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,14,14,41,33,55,47,102
ANCORAIMES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,7,5,3,10,10,20
ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,2,4,5,10,7,14,21
ANTEQUERA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,2,7,47,44,49,51,100
ANZALDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,1,0,16,18,17,18,35
APOLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,30,33,95,71,125,104,229
ARAMPAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,3,3,3,3,6,6,12
ARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,10,13,1,0,11,13,24
ARBIETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,9,37,38,42,47,89
ARQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,4,53,38,58,42,100
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,22,38,19,14,41,52,93
ATOCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,6,9,6,1,12,10,22
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,5,0,0,5,5,10
AYATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,0,1,27,23,27,24,51
AYO AYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,1,2,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,18,18,27,23,45,68
AZURDUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,3,4,0,0,3,4,7
BATALLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,1,8,12,28,13,36,49
BAURES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,0,11,0,0,0,11,11
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,1,1,0,1,1,2,3
BERMEJO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,13,29,112,1,125,30,155
BETANZOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,6,30,13,24,19,54,73
BOLIVAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,11,0,9,5,20,25
BOLPEBRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,2,0,1,0,3,0,3
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,5,0,46,0,51,0,51
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,1,10,0,0,1,10,11
CABEZAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,12,10,25,12,37,22,59
CAIROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,2,13,1,6,3,19,22
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,1,8,31,13,32,21,53
CAJUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,3,20,21,21,24,41,65
CALACOTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,3,4,8,16,11,20,31
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,3,3,39,48,42,51,93
CAMARGO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2021-04-01,0,6,0,0,0,6,6
