,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
MOCOMOCO,otras vacunaciones,sr,2021-06-01,0,0,2,0,2,0,2
MONTERO,otras vacunaciones,sr,2021-06-01,27,1,17,6,44,7,51
NAZACARA DE PACAJES,otras vacunaciones,sr,2021-06-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,sr,2021-06-01,56,56,125,115,181,171,352
PAILON,otras vacunaciones,sr,2021-06-01,2,3,4,0,6,3,9
PALOS BLANCOS,otras vacunaciones,sr,2021-06-01,0,0,3,0,3,0,3
PAMPA GRANDE,otras vacunaciones,sr,2021-06-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,sr,2021-06-01,0,0,1,0,1,0,1
PASORAPA,otras vacunaciones,sr,2021-06-01,4,5,0,0,4,5,9
POOPO,otras vacunaciones,sr,2021-06-01,1,0,0,0,1,0,1
PORONGO,otras vacunaciones,sr,2021-06-01,1,0,1,1,2,1,3
POTOSI,otras vacunaciones,sr,2021-06-01,174,177,569,213,743,390,1133
PUCARANI,otras vacunaciones,sr,2021-06-01,25,26,3,5,28,31,59
PUERTO GONZALO MORENO,otras vacunaciones,sr,2021-06-01,2,0,0,0,2,0,2
PUERTO RICO,otras vacunaciones,sr,2021-06-01,0,0,1,3,1,3,4
PUERTO VILLARROEL,otras vacunaciones,sr,2021-06-01,17,102,17,0,34,102,136
PUNA,otras vacunaciones,sr,2021-06-01,2,0,0,0,2,0,2
QUILLACOLLO,otras vacunaciones,sr,2021-06-01,10,3,10,0,20,3,23
QUIRUSILLAS,otras vacunaciones,sr,2021-06-01,2,1,0,0,2,1,3
REYES,otras vacunaciones,sr,2021-06-01,1,0,9,10,10,10,20
RIBERALTA,otras vacunaciones,sr,2021-06-01,0,0,3,1,3,1,4
ROBORE,otras vacunaciones,sr,2021-06-01,2,1,7,3,9,4,13
RURRENABAQUE,otras vacunaciones,sr,2021-06-01,4,3,0,0,4,3,7
SACABA,otras vacunaciones,sr,2021-06-01,1,0,4,0,5,0,5
SAMAIPATA,otras vacunaciones,sr,2021-06-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,sr,2021-06-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,sr,2021-06-01,6,3,7,4,13,7,20
SAN CARLOS,otras vacunaciones,sr,2021-06-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,sr,2021-06-01,7,5,0,0,7,5,12
SAN JAVIER(STC),otras vacunaciones,sr,2021-06-01,0,0,3,3,3,3,6
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2021-06-01,1,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-06-01,2,5,0,0,2,5,7
SAN RAMON BENI,otras vacunaciones,sr,2021-06-01,0,1,1,1,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-06-01,922,1103,2791,2704,3713,3807,7520
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-06-01,4,11,1,0,5,11,16
SANTIAGO DE HUARI,otras vacunaciones,sr,2021-06-01,3,0,0,0,3,0,3
SANTIAGO DE HUATA,otras vacunaciones,sr,2021-06-01,1,3,0,0,1,3,4
SAPAHAQUI,otras vacunaciones,sr,2021-06-01,3,2,0,0,3,2,5
SUCRE,otras vacunaciones,sr,2021-06-01,13,14,37,27,50,41,91
TACACOMA,otras vacunaciones,sr,2021-06-01,1,2,8,0,9,2,11
TACOPAYA,otras vacunaciones,sr,2021-06-01,0,2,1,0,1,2,3
TARIJA,otras vacunaciones,sr,2021-06-01,12,19,69,98,81,117,198
TEOPONTE,otras vacunaciones,sr,2021-06-01,0,0,1,0,1,0,1
TIPUANI,otras vacunaciones,sr,2021-06-01,0,0,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,sr,2021-06-01,0,1,1,0,1,1,2
TIRAQUE (CBBA),otras vacunaciones,sr,2021-06-01,1,4,0,0,1,4,5
TOLATA,otras vacunaciones,sr,2021-06-01,5,2,0,0,5,2,7
TOLEDO,otras vacunaciones,sr,2021-06-01,1,2,0,0,1,2,3
TOMAVE,otras vacunaciones,sr,2021-06-01,2,2,0,0,2,2,4
TOMINA,otras vacunaciones,sr,2021-06-01,3,9,6,14,9,23,32
TORO TORO,otras vacunaciones,sr,2021-06-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,sr,2021-06-01,26,32,41,28,67,60,127
TURCO,otras vacunaciones,sr,2021-06-01,1,0,4,0,5,0,5
UMALA,otras vacunaciones,sr,2021-06-01,1,0,4,2,5,2,7
UNCIA,otras vacunaciones,sr,2021-06-01,0,0,5,0,5,0,5
URUBICHA,otras vacunaciones,sr,2021-06-01,0,13,0,0,0,13,13
VALLEGRANDE,otras vacunaciones,sr,2021-06-01,16,45,1,1,17,46,63
VILA VILA,otras vacunaciones,sr,2021-06-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,sr,2021-06-01,3,4,1,0,4,4,8
VILLA TUNARI,otras vacunaciones,sr,2021-06-01,20,28,22,0,42,28,70
VILLAZON,otras vacunaciones,sr,2021-06-01,4,19,0,2,4,21,25
VITICHI,otras vacunaciones,sr,2021-06-01,2,2,0,0,2,2,4
WARNES,otras vacunaciones,sr,2021-06-01,68,140,67,10,135,150,285
YACO,otras vacunaciones,sr,2021-06-01,2,1,1,1,3,2,5
YACUIBA,otras vacunaciones,sr,2021-06-01,12,12,74,52,86,64,150
YAPACANI,otras vacunaciones,sr,2021-06-01,3,7,44,68,47,75,122
ACHACACHI,otras vacunaciones,sr,2021-07-01,29,38,8,0,37,38,75
AIQUILE,otras vacunaciones,sr,2021-07-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,sr,2021-07-01,1,1,4,3,5,4,9
ANTEQUERA,otras vacunaciones,sr,2021-07-01,0,3,25,0,25,3,28
ANZALDO,otras vacunaciones,sr,2021-07-01,1,0,0,0,1,0,1
ARANI,otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
ARQUE,otras vacunaciones,sr,2021-07-01,2,1,0,0,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2021-07-01,34,23,408,440,442,463,905
ATOCHA,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2021-07-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,sr,2021-07-01,4,16,0,0,4,16,20
BAURES,otras vacunaciones,sr,2021-07-01,1,1,0,0,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
BELEN DE URMIRI,otras vacunaciones,sr,2021-07-01,2,5,1,4,3,9,12
BELLA FLOR,otras vacunaciones,sr,2021-07-01,0,0,8,9,8,9,17
BERMEJO,otras vacunaciones,sr,2021-07-01,2,3,0,0,2,3,5
BETANZOS,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,sr,2021-07-01,0,0,0,5,0,5,5
CABEZAS,otras vacunaciones,sr,2021-07-01,0,0,15,17,15,17,32
CAIROMA,otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
CAJUATA,otras vacunaciones,sr,2021-07-01,8,0,5,0,13,0,13
CALAMARCA,otras vacunaciones,sr,2021-07-01,0,0,5,0,5,0,5
CAMIRI,otras vacunaciones,sr,2021-07-01,5,5,1,2,6,7,13
CAPINOTA,otras vacunaciones,sr,2021-07-01,27,28,0,0,27,28,55
CAQUIAVIRI,otras vacunaciones,sr,2021-07-01,0,3,0,0,0,3,3
CARACOLLO,otras vacunaciones,sr,2021-07-01,6,15,28,38,34,53,87
CARANAVI,otras vacunaciones,sr,2021-07-01,25,36,63,48,88,84,172
CHALLAPATA,otras vacunaciones,sr,2021-07-01,3,11,7,14,10,25,35
CHARAGUA,otras vacunaciones,sr,2021-07-01,1,1,0,0,1,1,2
CHIPAYA,otras vacunaciones,sr,2021-07-01,0,0,11,8,11,8,19
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2021-07-01,1,6,6,0,7,6,13
CLIZA,otras vacunaciones,sr,2021-07-01,0,0,5,0,5,0,5
COBIJA,otras vacunaciones,sr,2021-07-01,1,0,45,67,46,67,113
COCAPATA,otras vacunaciones,sr,2021-07-01,2,5,1,0,3,5,8
COCHABAMBA,otras vacunaciones,sr,2021-07-01,62,103,106,66,168,169,337
"COLCHA ""K""",otras vacunaciones,sr,2021-07-01,1,0,0,0,1,0,1
COLLANA,otras vacunaciones,sr,2021-07-01,0,9,0,0,0,9,9
COLPA BELGICA,otras vacunaciones,sr,2021-07-01,2,1,0,0,2,1,3
COLQUENCHA,otras vacunaciones,sr,2021-07-01,0,4,0,0,0,4,4
COLQUIRI,otras vacunaciones,sr,2021-07-01,4,2,9,0,13,2,15
CORIPATA,otras vacunaciones,sr,2021-07-01,4,5,16,0,20,5,25
CORO CORO,otras vacunaciones,sr,2021-07-01,2,0,2,0,4,0,4
COROICO,otras vacunaciones,sr,2021-07-01,5,3,2,3,7,6,13
CORQUE,otras vacunaciones,sr,2021-07-01,8,4,128,8,136,12,148
COTAGAITA,otras vacunaciones,sr,2021-07-01,1,4,0,0,1,4,5
COTOCA,otras vacunaciones,sr,2021-07-01,23,35,75,57,98,92,190
CUATRO CAÑADAS,otras vacunaciones,sr,2021-07-01,3,2,0,1,3,3,6
CUEVO,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
DESAGUADERO,otras vacunaciones,sr,2021-07-01,6,11,10,0,16,11,27
EL ALTO,otras vacunaciones,sr,2021-07-01,167,213,346,366,513,579,1092
EL CHORO,otras vacunaciones,sr,2021-07-01,0,0,35,0,35,0,35
EL PUENTE(STC),otras vacunaciones,sr,2021-07-01,31,35,5,13,36,48,84
EL PUENTE(TJA),otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
EL TORNO,otras vacunaciones,sr,2021-07-01,16,21,1,5,17,26,43
ESCARA,otras vacunaciones,sr,2021-07-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,sr,2021-07-01,1,0,22,23,23,23,46
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2021-07-01,1,1,33,16,34,17,51
FILADELFIA,otras vacunaciones,sr,2021-07-01,1,1,3,6,4,7,11
GENERAL SAAVEDRA,otras vacunaciones,sr,2021-07-01,1,6,0,0,1,6,7
GUAYARAMERIN,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,sr,2021-07-01,3,5,4,0,7,5,12
HUATAJATA,otras vacunaciones,sr,2021-07-01,2,5,0,0,2,5,7
HUAYLLAMARCA,otras vacunaciones,sr,2021-07-01,2,2,12,5,14,7,21
INGAVI (HUMAITA),otras vacunaciones,sr,2021-07-01,0,0,1,3,1,3,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2021-07-01,9,14,1,0,10,14,24
IXIAMAS,otras vacunaciones,sr,2021-07-01,4,7,16,13,20,20,40
JESUS DE MACHACA,otras vacunaciones,sr,2021-07-01,7,7,2,0,9,7,16
LA ASUNTA,otras vacunaciones,sr,2021-07-01,1,7,0,0,1,7,8
LA GUARDIA,otras vacunaciones,sr,2021-07-01,17,16,41,51,58,67,125
LA PAZ,otras vacunaciones,sr,2021-07-01,142,255,274,172,416,427,843
LAGUNILLAS,otras vacunaciones,sr,2021-07-01,4,5,7,2,11,7,18
MAIRANA,otras vacunaciones,sr,2021-07-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,sr,2021-07-01,3,4,6,6,9,10,19
MOCOMOCO,otras vacunaciones,sr,2021-07-01,0,0,1,4,1,4,5
MONTERO,otras vacunaciones,sr,2021-07-01,1,8,1,0,2,8,10
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2021-07-01,0,0,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2021-07-01,0,0,3,7,3,7,10
OKINAWA,otras vacunaciones,sr,2021-07-01,7,6,0,0,7,6,13
ORURO,otras vacunaciones,sr,2021-07-01,58,80,276,212,334,292,626
PADILLA,otras vacunaciones,sr,2021-07-01,4,1,0,0,4,1,5
PAILON,otras vacunaciones,sr,2021-07-01,5,4,8,9,13,13,26
PALCA,otras vacunaciones,sr,2021-07-01,4,10,30,0,34,10,44
PALOS BLANCOS,otras vacunaciones,sr,2021-07-01,5,6,15,9,20,15,35
PAMPA GRANDE,otras vacunaciones,sr,2021-07-01,2,1,1,0,3,1,4
PASORAPA,otras vacunaciones,sr,2021-07-01,2,5,2,0,4,5,9
PATACAMAYA,otras vacunaciones,sr,2021-07-01,5,18,11,15,16,33,49
PAZÑA,otras vacunaciones,sr,2021-07-01,1,1,5,0,6,1,7
POOPO,otras vacunaciones,sr,2021-07-01,1,1,20,0,21,1,22
PORONGO,otras vacunaciones,sr,2021-07-01,7,3,2,2,9,5,14
PORTACHUELO,otras vacunaciones,sr,2021-07-01,1,8,0,0,1,8,9
PORVENIR,otras vacunaciones,sr,2021-07-01,0,0,5,7,5,7,12
POSTRER VALLE,otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
POTOSI,otras vacunaciones,sr,2021-07-01,7,5,1,2,8,7,15
PUCARANI,otras vacunaciones,sr,2021-07-01,25,22,58,60,83,82,165
PUERTO ACOSTA,otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,sr,2021-07-01,2,0,10,1,12,1,13
PUERTO VILLARROEL,otras vacunaciones,sr,2021-07-01,12,18,19,0,31,18,49
PUNA,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,sr,2021-07-01,2,9,26,0,28,9,37
QUIRUSILLAS,otras vacunaciones,sr,2021-07-01,4,5,3,4,7,9,16
REYES,otras vacunaciones,sr,2021-07-01,0,2,11,12,11,14,25
RIBERALTA,otras vacunaciones,sr,2021-07-01,0,0,3,3,3,3,6
ROBORE,otras vacunaciones,sr,2021-07-01,1,2,0,0,1,2,3
RURRENABAQUE,otras vacunaciones,sr,2021-07-01,3,3,0,0,3,3,6
SABAYA,otras vacunaciones,sr,2021-07-01,6,12,17,13,23,25,48
SACABA,otras vacunaciones,sr,2021-07-01,4,6,6,0,10,6,16
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2021-07-01,11,17,15,7,26,24,50
SAMAIPATA,otras vacunaciones,sr,2021-07-01,4,4,0,0,4,4,8
SAN ANDRES,otras vacunaciones,sr,2021-07-01,0,0,1,1,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2021-07-01,10,11,14,24,24,35,59
SAN BENITO,otras vacunaciones,sr,2021-07-01,0,0,1,0,1,0,1
SAN BORJA,otras vacunaciones,sr,2021-07-01,1,0,10,5,11,5,16
SAN CARLOS,otras vacunaciones,sr,2021-07-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,sr,2021-07-01,0,1,2,0,2,1,3
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,sr,2021-07-01,4,3,0,0,4,3,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2021-07-01,1,3,0,0,1,3,4
SAN JULIAN,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
SAN LORENZO(PND),otras vacunaciones,sr,2021-07-01,0,0,3,10,3,10,13
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-07-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,sr,2021-07-01,0,0,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-07-01,529,723,168,171,697,894,1591
SANTA ROSA,otras vacunaciones,sr,2021-07-01,0,0,4,4,4,4,8
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-07-01,1,0,2,0,3,0,3
SANTIAGO DE HUARI,otras vacunaciones,sr,2021-07-01,4,2,12,10,16,12,28
SANTIAGO DE MACHACA,otras vacunaciones,sr,2021-07-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2021-07-01,8,15,7,0,15,15,30
SAPAHAQUI,otras vacunaciones,sr,2021-07-01,0,3,0,0,0,3,3
SENA,otras vacunaciones,sr,2021-07-01,0,0,7,15,7,15,22
SHINAOTA,otras vacunaciones,sr,2021-07-01,3,7,0,0,3,7,10
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2021-07-01,1,4,0,0,1,4,5
SOPACHUY,otras vacunaciones,sr,2021-07-01,0,0,10,5,10,5,15
SUCRE,otras vacunaciones,sr,2021-07-01,8,27,6,3,14,30,44
TARACO,otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,sr,2021-07-01,1,2,2,0,3,2,5
TARIJA,otras vacunaciones,sr,2021-07-01,26,20,148,120,174,140,314
TIQUIPAYA,otras vacunaciones,sr,2021-07-01,9,11,44,41,53,52,105
TIRAQUE (CBBA),otras vacunaciones,sr,2021-07-01,0,0,2,0,2,0,2
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2021-07-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,sr,2021-07-01,0,0,3,0,3,0,3
TOLEDO,otras vacunaciones,sr,2021-07-01,6,11,23,0,29,11,40
TOMINA,otras vacunaciones,sr,2021-07-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,sr,2021-07-01,9,14,21,24,30,38,68
TUPIZA,otras vacunaciones,sr,2021-07-01,0,0,6,4,6,4,10
TURCO,otras vacunaciones,sr,2021-07-01,3,3,1,0,4,3,7
UMALA,otras vacunaciones,sr,2021-07-01,4,2,1,0,5,2,7
URUBICHA,otras vacunaciones,sr,2021-07-01,8,12,23,16,31,28,59
VACAS,otras vacunaciones,sr,2021-07-01,1,3,3,2,4,5,9
VALLEGRANDE,otras vacunaciones,sr,2021-07-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,sr,2021-07-01,11,8,1,0,12,8,20
VILLA MONTES,otras vacunaciones,sr,2021-07-01,6,8,0,0,6,8,14
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2021-07-01,3,1,15,0,18,1,19
VILLA RIVERO,otras vacunaciones,sr,2021-07-01,2,2,6,10,8,12,20
VILLA TUNARI,otras vacunaciones,sr,2021-07-01,8,29,6,0,14,29,43
VILLAZON,otras vacunaciones,sr,2021-07-01,11,18,2,3,13,21,34
VITICHI,otras vacunaciones,sr,2021-07-01,4,5,0,0,4,5,9
WARNES,otras vacunaciones,sr,2021-07-01,18,22,10,2,28,24,52
YACUIBA,otras vacunaciones,sr,2021-07-01,14,11,64,43,78,54,132
YANACACHI,otras vacunaciones,sr,2021-07-01,7,5,0,0,7,5,12
YAPACANI,otras vacunaciones,sr,2021-07-01,1,5,75,86,76,91,167
ACHACACHI,otras vacunaciones,sr,2021-08-01,26,24,0,0,26,24,50
ACHOCALLA,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,sr,2021-08-01,1,0,1,0,2,0,2
ANCORAIMES,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,sr,2021-08-01,0,5,1,0,1,5,6
ANTEQUERA,otras vacunaciones,sr,2021-08-01,0,0,3,0,3,0,3
ARANI,otras vacunaciones,sr,2021-08-01,2,0,0,0,2,0,2
ARQUE,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2021-08-01,42,15,0,0,42,15,57
AYO AYO,otras vacunaciones,sr,2021-08-01,0,5,0,0,0,5,5
BATALLAS,otras vacunaciones,sr,2021-08-01,5,14,112,119,117,133,250
BAURES,otras vacunaciones,sr,2021-08-01,1,2,0,0,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,sr,2021-08-01,5,1,0,0,5,1,6
BELLA FLOR,otras vacunaciones,sr,2021-08-01,0,0,24,24,24,24,48
BERMEJO,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
BETANZOS,otras vacunaciones,sr,2021-08-01,0,2,0,0,0,2,2
BOLPEBRA,otras vacunaciones,sr,2021-08-01,0,0,23,25,23,25,48
CABEZAS,otras vacunaciones,sr,2021-08-01,43,49,149,145,192,194,386
"CAIZA ""D""",otras vacunaciones,sr,2021-08-01,0,0,33,24,33,24,57
CALAMARCA,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
CAMARGO,otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,sr,2021-08-01,31,30,26,22,57,52,109
CARACOLLO,otras vacunaciones,sr,2021-08-01,0,0,10,6,10,6,16
CARANAVI,otras vacunaciones,sr,2021-08-01,26,43,10,7,36,50,86
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2021-08-01,0,1,0,1,0,2,2
CHALLAPATA,otras vacunaciones,sr,2021-08-01,14,14,6,7,20,21,41
CHARAGUA,otras vacunaciones,sr,2021-08-01,8,5,0,0,8,5,13
CHAYANTA,otras vacunaciones,sr,2021-08-01,1,1,0,0,1,1,2
CHUA COCANI,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2021-08-01,0,1,3,2,3,3,6
CLIZA,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,sr,2021-08-01,34,41,1005,896,1039,937,1976
COCAPATA,otras vacunaciones,sr,2021-08-01,2,5,1,0,3,5,8
COCHABAMBA,otras vacunaciones,sr,2021-08-01,62,87,44,8,106,95,201
COIPASA,otras vacunaciones,sr,2021-08-01,0,0,4,6,4,6,10
COLCAPIRHUA,otras vacunaciones,sr,2021-08-01,3,3,39,61,42,64,106
COLPA BELGICA,otras vacunaciones,sr,2021-08-01,5,2,7,4,12,6,18
COLQUENCHA,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,sr,2021-08-01,0,1,2,0,2,1,3
COMANCHE,otras vacunaciones,sr,2021-08-01,0,0,0,1,0,1,1
COMBAYA,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
CONCEPCION,otras vacunaciones,sr,2021-08-01,10,65,46,74,56,139,195
COPACABANA,otras vacunaciones,sr,2021-08-01,0,2,3,0,3,2,5
CORIPATA,otras vacunaciones,sr,2021-08-01,0,0,1,0,1,0,1
COROICO,otras vacunaciones,sr,2021-08-01,11,8,11,3,22,11,33
CORQUE,otras vacunaciones,sr,2021-08-01,3,1,56,2,59,3,62
COTOCA,otras vacunaciones,sr,2021-08-01,18,26,20,27,38,53,91
CUATRO CAÑADAS,otras vacunaciones,sr,2021-08-01,6,5,3,2,9,7,16
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2021-08-01,3,3,0,0,3,3,6
CULPINA,otras vacunaciones,sr,2021-08-01,0,0,7,10,7,10,17
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2021-08-01,0,4,0,0,0,4,4
EL ALTO,otras vacunaciones,sr,2021-08-01,1014,907,2285,2323,3299,3230,6529
EL CHORO,otras vacunaciones,sr,2021-08-01,0,3,0,0,0,3,3
EL PUENTE(STC),otras vacunaciones,sr,2021-08-01,26,24,24,29,50,53,103
EL TORNO,otras vacunaciones,sr,2021-08-01,29,32,8,0,37,32,69
EL VILLAR,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
ESCARA,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
ESCOMA,otras vacunaciones,sr,2021-08-01,12,14,12,17,24,31,55
EUCALIPTUS,otras vacunaciones,sr,2021-08-01,4,1,2,7,6,8,14
EXALTACION,otras vacunaciones,sr,2021-08-01,0,0,7,0,7,0,7
FERNANDEZ ALONSO,otras vacunaciones,sr,2021-08-01,0,0,2,0,2,0,2
FILADELFIA,otras vacunaciones,sr,2021-08-01,0,0,58,37,58,37,95
GENERAL SAAVEDRA,otras vacunaciones,sr,2021-08-01,5,3,10,5,15,8,23
GUANAY,otras vacunaciones,sr,2021-08-01,5,2,1,0,6,2,8
GUAQUI,otras vacunaciones,sr,2021-08-01,1,6,4,0,5,6,11
GUTIERREZ,otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,sr,2021-08-01,4,4,34,0,38,4,42
HUARACAJE,otras vacunaciones,sr,2021-08-01,1,1,0,0,1,1,2
HUATAJATA,otras vacunaciones,sr,2021-08-01,0,3,0,0,0,3,3
HUAYLLAMARCA,otras vacunaciones,sr,2021-08-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,sr,2021-08-01,0,2,5,8,5,10,15
INGAVI (HUMAITA),otras vacunaciones,sr,2021-08-01,0,0,1,4,1,4,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2021-08-01,0,2,1,0,1,2,3
IXIAMAS,otras vacunaciones,sr,2021-08-01,0,0,13,11,13,11,24
JESUS DE MACHACA,otras vacunaciones,sr,2021-08-01,5,4,1,1,6,5,11
LA ASUNTA,otras vacunaciones,sr,2021-08-01,8,12,2,0,10,12,22
LA GUARDIA,otras vacunaciones,sr,2021-08-01,40,98,247,246,287,344,631
LA PAZ,otras vacunaciones,sr,2021-08-01,149,226,1121,1117,1270,1343,2613
LAGUNILLAS,otras vacunaciones,sr,2021-08-01,7,7,17,8,24,15,39
LLALLAGUA,otras vacunaciones,sr,2021-08-01,0,0,4,10,4,10,14
MACHARETI,otras vacunaciones,sr,2021-08-01,0,0,2,0,2,0,2
MAIRANA,otras vacunaciones,sr,2021-08-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,sr,2021-08-01,11,11,39,37,50,48,98
MOCOMOCO,otras vacunaciones,sr,2021-08-01,0,0,2,1,2,1,3
MONTEAGUDO,otras vacunaciones,sr,2021-08-01,5,4,3,4,8,8,16
MONTERO,otras vacunaciones,sr,2021-08-01,12,23,119,103,131,126,257
ORURO,otras vacunaciones,sr,2021-08-01,42,42,20,24,62,66,128
PADILLA,otras vacunaciones,sr,2021-08-01,1,0,1,10,2,10,12
PAILON,otras vacunaciones,sr,2021-08-01,8,5,38,36,46,41,87
PALCA,otras vacunaciones,sr,2021-08-01,2,3,9,0,11,3,14
PALOS BLANCOS,otras vacunaciones,sr,2021-08-01,0,0,9,11,9,11,20
PAMPA GRANDE,otras vacunaciones,sr,2021-08-01,34,5,9,14,43,19,62
PATACAMAYA,otras vacunaciones,sr,2021-08-01,1,3,44,43,45,46,91
POJO (CBBA),otras vacunaciones,sr,2021-08-01,6,4,0,0,6,4,10
PORONGO,otras vacunaciones,sr,2021-08-01,2,0,1,3,3,3,6
PORTACHUELO,otras vacunaciones,sr,2021-08-01,8,14,5,5,13,19,32
PORVENIR,otras vacunaciones,sr,2021-08-01,0,0,2,2,2,2,4
POSTRER VALLE,otras vacunaciones,sr,2021-08-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,sr,2021-08-01,25,29,15,15,40,44,84
PUCARANI,otras vacunaciones,sr,2021-08-01,42,27,108,108,150,135,285
