,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2021-05-01,340,320,0,0,340,320,660
SABAYA,otras vacunaciones,covid 1ra dosis,2021-05-01,209,211,0,0,209,211,420
SACABA,otras vacunaciones,covid 1ra dosis,2021-05-01,3001,3368,665,753,3666,4121,7787
SACABAMBA,otras vacunaciones,covid 1ra dosis,2021-05-01,95,111,0,0,95,111,206
SACACA,otras vacunaciones,covid 1ra dosis,2021-05-01,33,38,0,0,33,38,71
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2021-05-01,145,143,35,43,180,186,366
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2021-05-01,125,116,363,316,488,432,920
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2021-05-01,65,97,0,0,65,97,162
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2021-05-01,128,100,25,24,153,124,277
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2021-05-01,28,20,7,10,35,30,65
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2021-05-01,132,135,0,0,132,135,267
SAN BENITO,otras vacunaciones,covid 1ra dosis,2021-05-01,252,315,0,0,252,315,567
SAN BORJA,otras vacunaciones,covid 1ra dosis,2021-05-01,339,325,8,1,347,326,673
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2021-05-01,117,152,13,17,130,169,299
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2021-05-01,458,373,0,0,458,373,831
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2021-05-01,457,378,62,53,519,431,950
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-05-01,1383,1207,0,0,1383,1207,2590
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2021-05-01,5,7,3,1,8,8,16
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2021-05-01,380,375,0,0,380,375,755
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2021-05-01,86,67,0,0,86,67,153
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2021-05-01,618,578,0,0,618,578,1196
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2021-05-01,200,271,0,0,200,271,471
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2021-05-01,1389,1266,0,0,1389,1266,2655
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2021-05-01,32,37,140,141,172,178,350
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2021-05-01,83,88,0,0,83,88,171
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2021-05-01,243,307,0,0,243,307,550
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2021-05-01,559,565,0,0,559,565,1124
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-05-01,458,472,0,0,458,472,930
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2021-05-01,36,35,0,0,36,35,71
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2021-05-01,299,208,27,25,326,233,559
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-05-01,51,58,0,0,51,58,109
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2021-05-01,33,29,2,5,35,34,69
SAN PEDRO DE QUEMES,otras vacunaciones,covid 1ra dosis,2021-05-01,14,21,0,0,14,21,35
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2021-05-01,10,6,109,74,119,80,199
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2021-05-01,292,290,47,33,339,323,662
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2021-05-01,0,0,88,92,88,92,180
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2021-05-01,294,236,0,0,294,236,530
SANTA ANA,otras vacunaciones,covid 1ra dosis,2021-05-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2021-05-01,29119,30483,16401,12815,45520,43298,88818
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2021-05-01,319,298,83,76,402,374,776
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2021-05-01,336,266,188,164,524,430,954
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2021-05-01,42,35,131,136,173,171,344
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2021-05-01,0,0,105,97,105,97,202
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-05-01,57,75,23,38,80,113,193
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2021-05-01,187,186,0,0,187,186,373
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2021-05-01,91,99,36,39,127,138,265
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2021-05-01,102,93,15,15,117,108,225
SENA,otras vacunaciones,covid 1ra dosis,2021-05-01,8,2,43,30,51,32,83
SHINAOTA,otras vacunaciones,covid 1ra dosis,2021-05-01,493,443,2,3,495,446,941
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2021-05-01,696,756,0,0,696,756,1452
SOPACHUY,otras vacunaciones,covid 1ra dosis,2021-05-01,109,148,2,2,111,150,261
SORACACHI,otras vacunaciones,covid 1ra dosis,2021-05-01,164,166,40,57,204,223,427
SORATA,otras vacunaciones,covid 1ra dosis,2021-05-01,42,58,155,98,197,156,353
SUCRE,otras vacunaciones,covid 1ra dosis,2021-05-01,7318,7900,4950,5651,12268,13551,25819
TACACHI,otras vacunaciones,covid 1ra dosis,2021-05-01,32,45,0,0,32,45,77
TACACOMA,otras vacunaciones,covid 1ra dosis,2021-05-01,42,44,53,34,95,78,173
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2021-05-01,121,130,84,100,205,230,435
TACOPAYA,otras vacunaciones,covid 1ra dosis,2021-05-01,35,36,9,11,44,47,91
TAHUA,otras vacunaciones,covid 1ra dosis,2021-05-01,12,9,40,42,52,51,103
TAPACARI,otras vacunaciones,covid 1ra dosis,2021-05-01,560,511,0,0,560,511,1071
TARABUCO,otras vacunaciones,covid 1ra dosis,2021-05-01,93,120,34,38,127,158,285
TARATA,otras vacunaciones,covid 1ra dosis,2021-05-01,334,348,0,0,334,348,682
TARIJA,otras vacunaciones,covid 1ra dosis,2021-05-01,6503,6833,3937,4414,10440,11247,21687
TARVITA,otras vacunaciones,covid 1ra dosis,2021-05-01,167,183,67,69,234,252,486
TEOPONTE,otras vacunaciones,covid 1ra dosis,2021-05-01,42,34,92,63,134,97,231
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2021-05-01,2,1,0,0,2,1,3
TIPUANI,otras vacunaciones,covid 1ra dosis,2021-05-01,276,192,0,0,276,192,468
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2021-05-01,863,1047,0,0,863,1047,1910
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2021-05-01,128,116,0,1,128,117,245
TOCO,otras vacunaciones,covid 1ra dosis,2021-05-01,122,134,0,0,122,134,256
TOLATA,otras vacunaciones,covid 1ra dosis,2021-05-01,92,117,0,0,92,117,209
TOLEDO,otras vacunaciones,covid 1ra dosis,2021-05-01,131,128,0,0,131,128,259
TOMAVE,otras vacunaciones,covid 1ra dosis,2021-05-01,156,144,89,104,245,248,493
TOMINA,otras vacunaciones,covid 1ra dosis,2021-05-01,76,72,0,1,76,73,149
TORO TORO,otras vacunaciones,covid 1ra dosis,2021-05-01,89,68,0,1,89,69,158
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2021-05-01,200,199,0,0,200,199,399
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2021-05-01,119,126,43,46,162,172,334
TRIGAL,otras vacunaciones,covid 1ra dosis,2021-05-01,141,168,43,41,184,209,393
TRINIDAD,otras vacunaciones,covid 1ra dosis,2021-05-01,453,429,394,504,847,933,1780
TUPIZA,otras vacunaciones,covid 1ra dosis,2021-05-01,513,497,257,297,770,794,1564
TURCO,otras vacunaciones,covid 1ra dosis,2021-05-01,157,158,0,0,157,158,315
UNCIA,otras vacunaciones,covid 1ra dosis,2021-05-01,188,201,0,0,188,201,389
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2021-05-01,455,550,0,0,455,550,1005
URUBICHA,otras vacunaciones,covid 1ra dosis,2021-05-01,79,105,0,0,79,105,184
UYUNI,otras vacunaciones,covid 1ra dosis,2021-05-01,220,220,3,14,223,234,457
VACAS,otras vacunaciones,covid 1ra dosis,2021-05-01,97,97,0,0,97,97,194
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2021-05-01,1042,1196,166,146,1208,1342,2550
VILA VILA,otras vacunaciones,covid 1ra dosis,2021-05-01,50,63,132,159,182,222,404
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2021-05-01,310,339,0,0,310,339,649
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2021-05-01,317,312,242,190,559,502,1061
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2021-05-01,93,54,48,32,141,86,227
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2021-05-01,100,105,0,0,100,105,205
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2021-05-01,95,111,23,12,118,123,241
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2021-05-01,1751,1449,54,26,1805,1475,3280
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2021-05-01,249,224,12,9,261,233,494
VILLAZON,otras vacunaciones,covid 1ra dosis,2021-05-01,553,623,75,144,628,767,1395
VINTO,otras vacunaciones,covid 1ra dosis,2021-05-01,731,892,0,0,731,892,1623
VITICHI,otras vacunaciones,covid 1ra dosis,2021-05-01,30,46,0,3,30,49,79
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2021-05-01,50,47,0,0,50,47,97
YACO,otras vacunaciones,covid 1ra dosis,2021-05-01,62,53,50,53,112,106,218
YACUIBA,otras vacunaciones,covid 1ra dosis,2021-05-01,2081,2112,988,1110,3069,3222,6291
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2021-05-01,116,155,80,126,196,281,477
YANACACHI,otras vacunaciones,covid 1ra dosis,2021-05-01,129,92,9,8,138,100,238
YAPACANI,otras vacunaciones,covid 1ra dosis,2021-05-01,911,793,0,0,911,793,1704
YOCALLA,otras vacunaciones,covid 1ra dosis,2021-05-01,107,133,0,0,107,133,240
YOTALA,otras vacunaciones,covid 1ra dosis,2021-05-01,174,182,344,455,518,637,1155
YUNCHARA,otras vacunaciones,covid 1ra dosis,2021-05-01,112,122,68,102,180,224,404
YUNGUYO DE LITORAL,otras vacunaciones,covid 1ra dosis,2021-05-01,4,4,0,0,4,4,8
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2021-05-01,184,214,0,0,184,214,398
ACACIO,otras vacunaciones,covid 1ra dosis,2021-06-01,20,23,16,13,36,36,72
ACHACACHI,otras vacunaciones,covid 1ra dosis,2021-06-01,187,189,113,132,300,321,621
AIQUILE,otras vacunaciones,covid 1ra dosis,2021-06-01,403,495,0,0,403,495,898
ALALAY,otras vacunaciones,covid 1ra dosis,2021-06-01,22,16,0,0,22,16,38
ALCALA,otras vacunaciones,covid 1ra dosis,2021-06-01,40,40,104,66,144,106,250
ALTO BENI,otras vacunaciones,covid 1ra dosis,2021-06-01,2,0,0,0,2,0,2
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2021-06-01,57,49,3,3,60,52,112
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-06-01,46,51,0,0,46,51,97
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2021-06-01,161,124,0,0,161,124,285
ANZALDO,otras vacunaciones,covid 1ra dosis,2021-06-01,45,49,0,0,45,49,94
APOLO,otras vacunaciones,covid 1ra dosis,2021-06-01,145,154,57,48,202,202,404
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2021-06-01,6,6,43,43,49,49,98
ARANI,otras vacunaciones,covid 1ra dosis,2021-06-01,138,147,0,0,138,147,285
ARBIETO,otras vacunaciones,covid 1ra dosis,2021-06-01,277,308,0,0,277,308,585
ARQUE,otras vacunaciones,covid 1ra dosis,2021-06-01,40,33,103,98,143,131,274
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2021-06-01,325,330,232,176,557,506,1063
ATOCHA,otras vacunaciones,covid 1ra dosis,2021-06-01,74,95,52,24,126,119,245
AUCAPATA,otras vacunaciones,covid 1ra dosis,2021-06-01,29,27,15,7,44,34,78
AYATA,otras vacunaciones,covid 1ra dosis,2021-06-01,70,62,68,85,138,147,285
AYO AYO,otras vacunaciones,covid 1ra dosis,2021-06-01,49,53,8,6,57,59,116
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2021-06-01,90,113,101,106,191,219,410
AZURDUY,otras vacunaciones,covid 1ra dosis,2021-06-01,57,67,0,0,57,67,124
BATALLAS,otras vacunaciones,covid 1ra dosis,2021-06-01,85,94,0,0,85,94,179
BAURES,otras vacunaciones,covid 1ra dosis,2021-06-01,144,115,0,0,144,115,259
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-06-01,6,8,0,0,6,8,14
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2021-06-01,2,4,2,1,4,5,9
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2021-06-01,36,26,79,63,115,89,204
BETANZOS,otras vacunaciones,covid 1ra dosis,2021-06-01,122,135,49,56,171,191,362
BOLIVAR,otras vacunaciones,covid 1ra dosis,2021-06-01,17,10,19,18,36,28,64
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2021-06-01,11,12,46,17,57,29,86
BOYUIBE,otras vacunaciones,covid 1ra dosis,2021-06-01,191,215,1,0,192,215,407
CABEZAS,otras vacunaciones,covid 1ra dosis,2021-06-01,698,554,0,0,698,554,1252
CAIROMA,otras vacunaciones,covid 1ra dosis,2021-06-01,87,85,63,67,150,152,302
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2021-06-01,45,60,26,45,71,105,176
CAJUATA,otras vacunaciones,covid 1ra dosis,2021-06-01,204,186,50,37,254,223,477
CALACOTO,otras vacunaciones,covid 1ra dosis,2021-06-01,20,15,58,63,78,78,156
CALAMARCA,otras vacunaciones,covid 1ra dosis,2021-06-01,123,127,33,32,156,159,315
CAMARGO,otras vacunaciones,covid 1ra dosis,2021-06-01,93,143,515,640,608,783,1391
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2021-06-01,87,100,15,17,102,117,219
CAMIRI,otras vacunaciones,covid 1ra dosis,2021-06-01,489,511,0,0,489,511,1000
CAPINOTA,otras vacunaciones,covid 1ra dosis,2021-06-01,266,178,0,0,266,178,444
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2021-06-01,63,63,41,48,104,111,215
CARACOLLO,otras vacunaciones,covid 1ra dosis,2021-06-01,92,102,13,12,105,114,219
CARANAVI,otras vacunaciones,covid 1ra dosis,2021-06-01,471,411,98,62,569,473,1042
CARANGAS,otras vacunaciones,covid 1ra dosis,2021-06-01,9,5,0,0,9,5,14
CARAPARI,otras vacunaciones,covid 1ra dosis,2021-06-01,57,65,326,7,383,72,455
CARIPUYO,otras vacunaciones,covid 1ra dosis,2021-06-01,19,15,27,30,46,45,91
CATACORA,otras vacunaciones,covid 1ra dosis,2021-06-01,25,8,28,32,53,40,93
CHACARILLA,otras vacunaciones,covid 1ra dosis,2021-06-01,5,5,18,12,23,17,40
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2021-06-01,377,159,108,87,485,246,731
CHAQUI,otras vacunaciones,covid 1ra dosis,2021-06-01,40,39,46,60,86,99,185
CHARAGUA,otras vacunaciones,covid 1ra dosis,2021-06-01,335,319,3,3,338,322,660
CHARAÑA,otras vacunaciones,covid 1ra dosis,2021-06-01,17,18,40,34,57,52,109
CHAYANTA,otras vacunaciones,covid 1ra dosis,2021-06-01,28,29,2,1,30,30,60
CHIMORE,otras vacunaciones,covid 1ra dosis,2021-06-01,202,103,34,14,236,117,353
CHIPAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,12,12,0,0,12,12,24
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2021-06-01,35,27,0,0,35,27,62
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2021-06-01,6,40,0,0,6,40,46
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2021-06-01,197,191,12,5,209,196,405
CHUMA,otras vacunaciones,covid 1ra dosis,2021-06-01,48,61,90,102,138,163,301
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2021-06-01,9,20,42,49,51,69,120
CKOCHAS,otras vacunaciones,covid 1ra dosis,2021-06-01,51,54,11,5,62,59,121
CLIZA,otras vacunaciones,covid 1ra dosis,2021-06-01,341,442,0,0,341,442,783
COBIJA,otras vacunaciones,covid 1ra dosis,2021-06-01,548,497,158,121,706,618,1324
COCAPATA,otras vacunaciones,covid 1ra dosis,2021-06-01,111,116,0,1,111,117,228
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2021-06-01,30710,29044,1,2,30711,29046,59757
COIPASA,otras vacunaciones,covid 1ra dosis,2021-06-01,26,21,0,0,26,21,47
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2021-06-01,477,520,1,0,478,520,998
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2021-06-01,568,399,42,47,610,446,1056
COLLANA,otras vacunaciones,covid 1ra dosis,2021-06-01,21,21,19,19,40,40,80
COLOMI,otras vacunaciones,covid 1ra dosis,2021-06-01,83,76,1,1,84,77,161
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2021-06-01,295,263,0,0,295,263,558
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2021-06-01,8,7,10,9,18,16,34
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2021-06-01,141,107,7,16,148,123,271
COLQUIRI,otras vacunaciones,covid 1ra dosis,2021-06-01,61,46,412,356,473,402,875
COMANCHE,otras vacunaciones,covid 1ra dosis,2021-06-01,25,37,41,43,66,80,146
COMBAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,12,11,9,9,21,20,41
CONCEPCION,otras vacunaciones,covid 1ra dosis,2021-06-01,541,506,23,16,564,522,1086
COPACABANA,otras vacunaciones,covid 1ra dosis,2021-06-01,12,6,1,2,13,8,21
CORIPATA,otras vacunaciones,covid 1ra dosis,2021-06-01,356,285,0,0,356,285,641
CORO CORO,otras vacunaciones,covid 1ra dosis,2021-06-01,39,52,57,83,96,135,231
COROICO,otras vacunaciones,covid 1ra dosis,2021-06-01,159,130,45,32,204,162,366
CORQUE,otras vacunaciones,covid 1ra dosis,2021-06-01,25,30,9,6,34,36,70
COTAGAITA,otras vacunaciones,covid 1ra dosis,2021-06-01,415,457,129,177,544,634,1178
COTOCA,otras vacunaciones,covid 1ra dosis,2021-06-01,1246,1370,9,1,1255,1371,2626
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-06-01,4,3,0,0,4,3,7
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2021-06-01,314,202,60,16,374,218,592
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2021-06-01,15,26,0,0,15,26,41
CUEVO,otras vacunaciones,covid 1ra dosis,2021-06-01,185,198,14,16,199,214,413
CULPINA,otras vacunaciones,covid 1ra dosis,2021-06-01,385,476,6,10,391,486,877
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2021-06-01,145,35,4,4,149,39,188
CURVA,otras vacunaciones,covid 1ra dosis,2021-06-01,17,15,3,8,20,23,43
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2021-06-01,54,63,0,1,54,64,118
EL ALTO,otras vacunaciones,covid 1ra dosis,2021-06-01,11347,10882,3531,4203,14878,15085,29963
EL CHORO,otras vacunaciones,covid 1ra dosis,2021-06-01,12,21,0,0,12,21,33
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2021-06-01,282,242,9,4,291,246,537
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2021-06-01,272,301,32,38,304,339,643
EL TORNO,otras vacunaciones,covid 1ra dosis,2021-06-01,1425,1450,0,0,1425,1450,2875
EL VILLAR,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,245,216,245,216,461
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2021-06-01,585,629,46,42,631,671,1302
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2021-06-01,269,190,0,0,269,190,459
ESCARA,otras vacunaciones,covid 1ra dosis,2021-06-01,16,14,0,0,16,14,30
ESCOMA,otras vacunaciones,covid 1ra dosis,2021-06-01,55,70,69,75,124,145,269
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2021-06-01,34,28,0,0,34,28,62
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,54,32,54,32,86
EXALTACION,otras vacunaciones,covid 1ra dosis,2021-06-01,20,27,0,0,20,27,47
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2021-06-01,298,235,0,0,298,235,533
FILADELFIA,otras vacunaciones,covid 1ra dosis,2021-06-01,42,23,64,48,106,71,177
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2021-06-01,570,590,15,23,585,613,1198
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2021-06-01,120,133,85,81,205,214,419
GUANAY,otras vacunaciones,covid 1ra dosis,2021-06-01,29,37,30,28,59,65,124
GUAQUI,otras vacunaciones,covid 1ra dosis,2021-06-01,64,56,8,9,72,65,137
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2021-06-01,1335,1506,578,601,1913,2107,4020
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2021-06-01,213,260,23,39,236,299,535
HUACARETA,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,1,1,1,1,2
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2021-06-01,94,1,0,0,94,1,95
HUANUNI,otras vacunaciones,covid 1ra dosis,2021-06-01,420,338,3,6,423,344,767
HUARACAJE,otras vacunaciones,covid 1ra dosis,2021-06-01,75,63,0,0,75,63,138
HUARINA,otras vacunaciones,covid 1ra dosis,2021-06-01,57,44,85,74,142,118,260
HUATAJATA,otras vacunaciones,covid 1ra dosis,2021-06-01,34,30,2,0,36,30,66
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2021-06-01,67,76,24,25,91,101,192
HUMANATA,otras vacunaciones,covid 1ra dosis,2021-06-01,33,39,3,2,36,41,77
ICHOCA,otras vacunaciones,covid 1ra dosis,2021-06-01,15,14,79,62,94,76,170
ICLA,otras vacunaciones,covid 1ra dosis,2021-06-01,2,5,7,16,9,21,30
INCAHUASI,otras vacunaciones,covid 1ra dosis,2021-06-01,59,87,48,69,107,156,263
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2021-06-01,15,11,14,11,29,22,51
INQUISIVI,otras vacunaciones,covid 1ra dosis,2021-06-01,110,76,51,46,161,122,283
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2021-06-01,233,204,83,46,316,250,566
IXIAMAS,otras vacunaciones,covid 1ra dosis,2021-06-01,82,71,11,11,93,82,175
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-06-01,87,81,23,23,110,104,214
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2021-06-01,264,223,99,58,363,281,644
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2021-06-01,1602,1874,0,0,1602,1874,3476
LA PAZ,otras vacunaciones,covid 1ra dosis,2021-06-01,24425,26751,13553,13518,37978,40269,78247
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2021-06-01,152,179,0,0,152,179,331
LAJA,otras vacunaciones,covid 1ra dosis,2021-06-01,140,137,27,41,167,178,345
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2021-06-01,52,53,0,0,52,53,105
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,46,52,46,52,98
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2021-06-01,542,587,1,0,543,587,1130
LLICA,otras vacunaciones,covid 1ra dosis,2021-06-01,60,51,3,1,63,52,115
LORETO,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,4,3,4,3,7
LURIBAY,otras vacunaciones,covid 1ra dosis,2021-06-01,24,34,102,80,126,114,240
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-06-01,41,63,0,0,41,63,104
MACHARETI,otras vacunaciones,covid 1ra dosis,2021-06-01,173,166,53,59,226,225,451
MAGDALENA,otras vacunaciones,covid 1ra dosis,2021-06-01,271,303,0,0,271,303,574
MAIRANA,otras vacunaciones,covid 1ra dosis,2021-06-01,316,310,94,147,410,457,867
MALLA,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,25,27,25,27,52
MAPIRI,otras vacunaciones,covid 1ra dosis,2021-06-01,99,78,27,21,126,99,225
MECAPACA,otras vacunaciones,covid 1ra dosis,2021-06-01,1,1,28,32,29,33,62
MINEROS,otras vacunaciones,covid 1ra dosis,2021-06-01,1006,704,2,2,1008,706,1714
MIZQUE,otras vacunaciones,covid 1ra dosis,2021-06-01,145,162,25,26,170,188,358
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2021-06-01,63,45,62,73,125,118,243
MOJINETE,otras vacunaciones,covid 1ra dosis,2021-06-01,17,14,8,11,25,25,50
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2021-06-01,80,92,27,30,107,122,229
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2021-06-01,106,82,1,2,107,84,191
MONTERO,otras vacunaciones,covid 1ra dosis,2021-06-01,1358,1471,0,0,1358,1471,2829
MORO MORO,otras vacunaciones,covid 1ra dosis,2021-06-01,79,89,77,83,156,172,328
MOROCHATA,otras vacunaciones,covid 1ra dosis,2021-06-01,30,26,5,10,35,36,71
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 1ra dosis,2021-06-01,47,30,40,32,87,62,149
NAZACARA DE PACAJES,otras vacunaciones,covid 1ra dosis,2021-06-01,18,16,0,0,18,16,34
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,24,4,24,4,28
OCURI,otras vacunaciones,covid 1ra dosis,2021-06-01,100,132,21,34,121,166,287
OMEREQUE,otras vacunaciones,covid 1ra dosis,2021-06-01,21,31,38,46,59,77,136
ORURO,otras vacunaciones,covid 1ra dosis,2021-06-01,10679,10412,6,13,10685,10425,21110
PADCAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,470,478,20,32,490,510,1000
PADILLA,otras vacunaciones,covid 1ra dosis,2021-06-01,240,209,0,0,240,209,449
PAILON,otras vacunaciones,covid 1ra dosis,2021-06-01,634,439,0,0,634,439,1073
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2021-06-01,301,245,71,57,372,302,674
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2021-06-01,26,23,0,0,26,23,49
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2021-06-01,62,52,200,196,262,248,510
