,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,3,0,0,1,3,4
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,5,0,0,1,5,6
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,1,1,1,5,6
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,7,42,9,11,16,53,69
ESCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,14,13,14,13,27
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,0,2,3,3,3,6
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,7,8,7,12,19
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,9,60,66,62,75,137
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,11,1,0,2,11,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,3,0,3,2,5
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,13,30,44,35,57,92
GUAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,4,34,106,6,110,40,150
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,9,13,2,3,11,16,27
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,3,0,0,5,3,8
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,0,0,0,3,3
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,6,5,16,34,22,39,61
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,16,0,0,2,16,18
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,5,0,0,0,5,5
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,5,3,3,3,8,11
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,10,20,10,20,30
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,1,27,22,29,23,52
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,1,2,4,3,5,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,1,23,35,26,36,62
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,6,7,13,9,19,28
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,2,0,0,1,2,3
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,26,2,7,2,33,35
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,169,504,224,192,393,696,1089
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,3,0,1,3,4,7
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,8,14,1,0,9,14,23
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,34,6,10,9,44,53
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,2,6,2,9,11
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,13,0,0,3,13,16
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,3,0,4,4
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,0,6,0,6,6
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,5,0,0,1,5,6
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,10,19,27,27,37,46,83
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,2,8,2,9,11
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,41,45,41,49,90
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,14,67,96,70,110,180
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,6,9,1,3,7,12,19
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,15,44,45,44,60,104
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,6,1,2,3,8,11
MOJINETE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,1,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,2,4,7,9,9,18
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,13,199,108,119,121,318,439
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,2,6,7,7,9,16
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,1,1,1,3,2,5
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,22,1,34,2,56,58
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,7,15,2,15,9,24
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,30,321,36,83,66,404,470
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,10,0,2,0,12,12
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,4,7,1,0,5,7,12
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,6,18,16,28,22,46,68
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,9,15,74,52,83,67,150
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,1,2,5,5,6,11
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,0,0,0,1,0,1
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,11,4,9,7,20,27
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,3,5,3,5,8
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,44,3,1,5,45,50
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,3,12,3,15,18
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,0,0,0,4,4
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,4,0,3,2,7,9
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,6,4,3,7,9,16
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,10,5,0,7,10,17
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,2,14,18,15,20,35
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,11,0,11,0,22,22
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,9,5,8,6,17,23
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,26,2,0,3,26,29
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,1,0,0,1,1,2
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,0,1,1,2,1,3
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,30,234,11,28,41,262,303
PRESTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,0,3,0,5,5
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,32,6,5,7,37,44
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,2,1,2,5,7
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,176,9,176,10,186
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,0,0,0,3,3
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,1,58,49,59,50,109
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,12,34,40,35,52,87
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,2,5,2,5,7
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,11,0,1,2,12,14
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,10,29,86,78,96,107,203
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,7,22,59,60,66,82,148
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,10,19,6,17,16,36,52
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,35,44,145,120,180,164,344
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,12,15,9,16,21,37
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,3,0,4,4
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,6,17,11,19,17,36,53
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,32,0,0,0,32,32
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,41,3,3,5,44,49
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,0,1,0,2,0,2
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,26,1,0,4,26,30
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,15,4,15,5,20
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,35,104,91,156,126,260,386
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,1,0,1,4,5
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,28,1,12,1,40,41
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,1,0,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,7,23,18,28,25,53
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,6,9,6,6,12,15,27
SAN ANTONIO DE ESMORUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,4,0,0,3,4,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,8,1,1,6,9,15
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,4,10,100,51,104,61,165
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,62,94,94,99,156,255
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,33,36,18,21,51,57,108
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,5,0,0,3,5,8
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,22,5,6,8,28,36
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,5,4,9,9,14,23
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,10,19,1,3,11,22,33
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,35,10,0,0,35,10,45
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,4,9,3,2,7,11,18
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,2,0,0,2,2,4
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,15,48,28,33,43,81,124
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,17,13,17,17,34
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,20,2,3,7,23,30
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,0,2,0,6,6
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,11,0,0,0,11,11
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,7,0,0,1,7,8
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,1,7,6,8,7,15
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,0,0,0,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,46,0,3,2,49,51
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,8,0,2,0,10,10
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,20,0,10,0,30,30
SAN PEDRO DE QUEMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,3,0,4,4
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,7,2,6,7,13,20
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,6,0,0,0,6,6
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,2,0,3,3
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,7,0,0,5,7,12
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,0,1,0,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,351,1003,887,248,1238,1251,2489
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,9,31,210,241,219,272,491
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,3,0,0,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,1,4,9,5,10,15
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,3,1,4,2,7,9
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,8,13,71,2,79,15,94
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,2,1,3,2,5,7
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,7,0,0,1,7,8
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,16,0,0,5,16,21
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,13,32,28,37,41,78
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,35,73,48,29,83,102,185
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,2,3,2,6,8
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,5,16,87,77,92,93,185
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,0,3,0,5,5
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,4,5,4,7,11
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,16,123,46,126,62,188
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,34,80,21,23,55,103,158
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,3,0,0,2,3,5
TACACOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,4,19,6,20,10,30
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,8,0,9,9
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,4,5,21,11,25,16,41
TAHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,8,24,49,29,57,53,110
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,9,0,5,2,14,16
TARACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,5,1,5,2,7
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,6,17,2,18,8,26
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,36,194,63,44,99,238,337
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,20,26,32,29,52,81
TIAHUANACU,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,5,0,5,0,10,10
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,10,23,33,24,43,67
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,19,33,39,53,58,86,144
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,13,33,44,36,57,93
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,1,4,4,7,5,12
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,1,1,4,4,5,9
TOLEDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,1,1,1,4,5
TOMAVE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,0,2,0,4,4
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,7,7,0,0,7,7,14
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,0,3,0,5,5
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,10,0,3,3,13,16
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,8,2,8,3,16,19
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,21,144,253,3,274,147,421
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,7,50,197,7,204,57,261
TURCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,3,3,3,6,9
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,10,9,5,10,15,25
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,8,171,5,174,13,187
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,13,0,0,0,13,13
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,2,0,0,1,2,3
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,9,182,0,182,9,191
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,1,6,10,8,11,19
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,5,2,1,5,6,11
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,74,101,35,104,109,213
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,4,5,4,5,9
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,7,3,0,4,7,11
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,18,125,0,127,18,145
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,0,4,5,4,5,9
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,3,9,2,3,5,12,17
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,7,44,237,28,244,72,316
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,3,0,0,2,3,5
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,10,1,2,3,12,15
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,10,39,44,55,54,94,148
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,5,0,1,0,6,6
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,4,0,4,0,8,8
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,17,37,91,50,108,87,195
YACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,6,23,9,22,15,45,60
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,13,40,223,14,236,54,290
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,3,0,0,0,3,3
YANACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,1,16,21,16,22,38
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,2,3,8,14,10,17,27
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,4,0,0,1,4,5
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,5,1,2,1,7,8
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,1,0,0,2,1,2,3
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-04-01,0,2,0,2,0,4,4
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,1,1,0,1,1,2
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,22,2,7,2,29,31
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,10,49,36,35,46,84,130
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,2,5,17,19,19,24,43
ALALAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,0,5,2,5,2,7
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,6,31,29,31,35,66
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,2,2,1,0,3,2,5
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,2,3,8,4,10,7,17
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,6,4,10,9,16,13,29
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,0,12,15,12,15,27
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,26,32,73,77,99,109,208
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,3,11,4,4,7,15,22
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,1,19,9,11,10,30,40
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,1,2,1,2,2,4,6
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,11,53,0,0,11,53,64
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,2,4,2,4,4,8
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,3,2,4,3,7,5,12
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-05-01,0,0,40,27,40,27,67
