,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,42,0,0,0,42,42
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,8,0,14,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,4,0,5,0,9,9
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,0,0,3,3
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,21,0,0,0,21,21
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,8,0,0,0,8,8
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,1,0,4,4
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,0,0,1,0,1,1
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,0,0,2,2
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,0,0,3,3
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,12,0,11,0,23,23
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,31,0,24,0,55,55
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,27,0,11,0,38,38
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,12,0,12,0,24,24
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,17,0,5,0,22,22
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,17,0,0,0,17,17
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,97,0,52,0,149,149
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,135,0,109,0,244,244
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1457,0,396,0,1853,1853
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,52,0,0,0,52,52
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,3,0,4,4
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,61,0,40,0,101,101
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,2,0,5,5
LORETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,0,0,7,0,7,7
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,2,0,4,4
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,15,0,3,0,18,18
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,7,0,4,0,11,11
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,12,0,0,0,12,12
MALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,4,0,2,0,6,6
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,64,0,7,0,71,71
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,17,0,4,0,21,21
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,57,0,0,0,57,57
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,21,0,13,0,34,34
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,2,0,13,13
MOJINETE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,46,0,8,0,54,54
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,301,0,7,0,308,308
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,14,0,11,0,25,25
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,1,0,12,12
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,8,0,3,0,11,11
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,17,0,5,0,22,22
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,0,0,6,6
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,10,0,12,12
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,569,0,23,0,592,592
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,33,0,7,0,40,40
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,20,0,6,0,26,26
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,69,0,15,0,84,84
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,55,0,41,0,96,96
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,4,0,1,0,5,5
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,0,0,11,11
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,4,0,0,0,4,4
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,1,0,3,3
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,24,0,1,0,25,25
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,5,0,0,0,5,5
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,21,0,0,0,21,21
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,23,0,16,0,39,39
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,21,0,15,0,36,36
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,29,0,6,0,35,35
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,2,0,3,3
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,20,0,8,0,28,28
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,42,0,15,0,57,57
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,17,0,28,28
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,61,0,4,0,65,65
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,7,0,3,0,10,10
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,709,0,103,0,812,812
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,3,0,9,9
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,58,0,29,0,87,87
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,15,0,2,0,17,17
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,10,0,1,0,11,11
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,16,0,2,0,18,18
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,14,0,7,0,21,21
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,5,0,0,0,5,5
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,24,0,0,0,24,24
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,2,0,5,5
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,55,0,1,0,56,56
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,239,0,161,0,400,400
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,35,0,28,0,63,63
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,52,0,26,0,78,78
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,3,0,9,9
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,45,0,377,0,422,422
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,16,0,2,0,18,18
QUIRUSILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,0,0,1,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,16,0,0,0,16,16
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,22,0,24,0,46,46
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,38,0,1,0,39,39
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,272,0,2,0,274,274
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,5,0,2,0,7,7
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,73,0,17,0,90,90
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,1,0,4,4
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,192,0,93,0,285,285
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,3,0,9,9
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,40,0,19,0,59,59
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,19,0,0,0,19,19
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,17,0,0,0,17,17
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,18,0,7,0,25,25
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,12,0,1,0,13,13
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,18,0,5,0,23,23
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,158,0,13,0,171,171
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,17,0,28,28
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,31,0,1,0,32,32
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,33,0,11,0,44,44
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,7,0,1,0,8,8
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,32,0,0,0,32,32
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,61,0,0,0,61,61
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,36,0,37,37
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,0,0,3,3
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,138,0,5,0,143,143
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,3,0,4,4
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,42,0,2,0,44,44
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,112,0,43,0,155,155
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,14,0,5,0,19,19
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,2,0,4,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,72,0,25,0,97,97
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,9,0,4,0,13,13
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,68,0,20,0,88,88
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,5,0,1,0,6,6
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,0,0,3,0,3,3
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,9,0,0,0,9,9
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,9,0,0,0,9,9
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,15,0,1,0,16,16
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1823,0,373,0,2196,2196
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,12,0,23,23
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,15,0,4,0,19,19
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,1,0,7,7
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,0,0,3,3
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,2,0,4,4
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,10,0,4,0,14,14
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,2,0,13,13
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,8,0,4,0,12,12
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,86,0,81,0,167,167
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,33,0,5,0,38,38
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,7,0,3,0,10,10
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,117,0,36,0,153,153
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,5,0,4,0,9,9
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,6,0,12,12
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,8,0,11,0,19,19
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,1,574,0,65,1,639,640
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,9,0,3,0,12,12
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,13,0,24,24
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,13,0,1,0,14,14
TAPACARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,47,0,13,0,60,60
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,8,0,5,0,13,13
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,4,0,1,0,5,5
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,14,0,2,0,16,16
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,387,0,47,0,434,434
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,11,0,15,0,26,26
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,22,0,6,0,28,28
TIAHUANACU,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,27,0,0,0,27,27
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,25,0,37,0,62,62
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,8,0,10,0,18,18
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,66,0,21,0,87,87
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,37,0,14,0,51,51
TOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,10,0,5,0,15,15
TOLATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,12,0,5,0,17,17
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,0,0,3,3
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,10,0,13,0,23,23
TOMINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,21,0,5,0,26,26
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,25,0,8,0,33,33
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,45,0,12,0,57,57
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,4,0,2,0,6,6
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,367,0,54,0,421,421
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,66,0,16,0,82,82
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,1,0,2,2
UMALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,6,0,2,0,8,8
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,60,0,24,0,84,84
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,24,0,3,0,27,27
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,13,0,0,0,13,13
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,71,0,10,0,81,81
VACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,28,0,4,0,32,32
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,16,0,1,0,17,17
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,261,0,11,0,272,272
VILA VILA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,7,0,1,0,8,8
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,16,0,24,0,40,40
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,55,0,2,0,57,57
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,4,0,6,6
VILLA RIVERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,20,0,1,0,21,21
VILLA SERRANO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,3,0,12,0,15,15
VILLA TUNARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,312,0,51,0,363,363
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,18,0,2,0,20,20
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,87,0,9,0,96,96
VINTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,103,0,65,0,168,168
VITICHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,18,0,6,0,24,24
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,112,0,24,0,136,136
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,15,0,7,0,22,22
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,134,0,13,0,147,147
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,2,0,4,4
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,39,0,74,0,113,113
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,13,0,2,0,15,15
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,9,0,6,0,15,15
YUNCHARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,2,0,8,0,10,10
ZUDAÑEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-06-01,0,0,0,3,0,3,3
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,6,0,1,0,7,7
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,37,0,19,0,56,56
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,46,0,0,0,46,46
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,16,0,1,0,17,17
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,1,0,0,0,1,1
ALCALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,1,0,3,0,4,4
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,26,0,5,0,31,31
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,8,0,1,0,9,9
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,2,0,0,0,2,2
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,1,0,1,0,2,2
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,1,0,8,0,9,9
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,18,0,1,0,19,19
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,2,0,3,0,5,5
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,9,0,3,0,12,12
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,43,0,8,0,51,51
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,17,0,6,0,23,23
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,21,0,14,0,35,35
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,9,0,3,0,12,12
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,3,0,3,0,6,6
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,16,0,0,0,16,16
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,31,0,29,0,60,60
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,6,0,3,0,9,9
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,25,0,6,0,31,31
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,18,0,1,0,19,19
BELEN DE URMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,0,0,4,0,4,4
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,2,0,4,0,6,6
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,34,0,0,0,34,34
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,19,0,3,0,22,22
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,8,0,1,0,9,9
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,1,0,0,0,1,1
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,2,0,0,0,2,2
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,23,0,0,0,23,23
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,9,0,0,0,9,9
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,3,0,4,0,7,7
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,12,0,0,0,12,12
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,25,0,0,0,25,25
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,2,0,4,0,6,6
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,8,0,1,0,9,9
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,10,0,3,0,13,13
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,0,0,2,0,2,2
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,70,0,6,0,76,76
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,15,0,5,0,20,20
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2021-07-01,0,9,0,0,0,9,9
