,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,1,0,6,6
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,27,0,32,32
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,14,0,2,0,16,16
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,22,0,25,25
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,45,0,45,45
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,22,0,22,22
AZURDUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,18,0,14,0,32,32
BATALLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
BAURES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,6,0,0,0,6,6
BELEN DE ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,4,0,4,0,8,8
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,1,0,4,4
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,35,0,37,37
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,24,0,24,24
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,41,0,43,43
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,7,0,6,0,13,13
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,7,0,8,8
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,34,0,39,39
CAJUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,42,0,47,47
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,18,0,21,21
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,6,0,8,8
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,12,0,17,17
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,6,0,14,0,20,20
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,22,0,25,25
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,51,0,54,54
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,90,0,92,92
CARAPARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,18,0,95,0,113,113
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,15,0,15,15
CHACARILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,38,0,40,40
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,7,0,14,0,21,21
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
CHARAÑA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
CHIMORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,7,0,7,7
CHIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
CHUA COCANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,11,0,11,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,52,0,53,53
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,47,0,48,48
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,21,0,21,21
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,23,0,23,23
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,19,0,10,0,29,29
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,39,0,42,42
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,116,0,935,0,1051,1051
COIPASA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,2,0,3,3
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,4,0,11,0,15,15
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,58,0,27,0,85,85
COLLANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,81,0,83,83
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,13,0,0,0,13,13
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,15,0,18,18
COLQUENCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,7,0,48,0,55,55
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,132,0,134,134
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,64,0,60,0,124,124
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,64,0,66,66
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
CORIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,153,0,153,153
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,6,0,6,6
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,17,0,17,17
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,8,0,9,0,17,17
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,12,0,38,0,50,50
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,157,0,250,0,407,407
CRUZ DE MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,8,0,8,0,16,16
CURAHUARA DE CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,12,0,14,14
DESAGUADERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,227,0,522,0,749,749
EL CHORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,46,0,46,46
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,12,0,13,13
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,245,0,156,0,401,401
EL VILLAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,7,0,7,7
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,22,0,110,0,132,132
ESCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
ESCOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,23,0,23,23
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,3,0,4,4
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,1,0,3,3
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,7,0,8,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,10,0,10,10
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,6,0,8,8
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,14,0,14,14
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,11,0,16,16
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,35,0,24,0,59,59
HUACARETA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,6,0,9,9
HUACHACALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,8,0,8,8
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,5,0,6,6
HUMANATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,21,0,21,21
ICHOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,18,0,18,18
INGAVI (HUMAITA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,7,0,7,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,28,0,28,28
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,24,0,24,24
LA ASUNTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,9,0,92,0,101,101
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,35,0,192,0,227,227
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,144,0,3,0,147,147
LA RIVERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,0,0,2,2
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,3,0,5,5
LAJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,106,0,106,106
LAS CARRERAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
LICOMA PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,8,0,8,8
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,14,0,16,16
LLICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
LORETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,18,0,18,18
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,9,0,10,10
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,7,0,6,0,13,13
MAIRANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,73,0,73,73
MALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
MAPIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,127,0,128,128
MINEROS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,41,0,227,0,268,268
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,7,0,9,9
MOCOMOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,45,0,46,46
MOJOCOYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,14,0,62,0,76,76
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,7,0,7,7
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,9,0,88,0,97,97
MOROCHATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,12,0,12,12
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,4,0,2,0,6,6
NAZACARA DE PACAJES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,25,0,82,0,107,107
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,24,0,16,0,40,40
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,10,0,2,0,12,12
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,1,0,3,3
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,4,0,20,0,24,24
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,55,0,58,58
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,6,0,11,11
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,6,0,9,9
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,9,0,9,9
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,48,0,48,48
PAZÑA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,16,0,16,16
PELECHUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
POCONA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
POJO (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,1,0,2,2
POOPO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,16,0,16,16
PORCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,34,0,36,36
POROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,59,0,59,59
PORVENIR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
POSTRER VALLE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,82,0,188,0,270,270
PRESTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,8,0,27,0,35,35
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,146,0,147,147
PUERTO ACOSTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,9,0,10,10
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,80,0,85,85
PUERTO RICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,44,0,44,44
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
PUNA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,55,0,58,58
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,8,0,11,11
QUIABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,11,0,11,11
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,75,0,96,0,171,171
QUIME,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,9,0,9,9
QUIRUSILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,4,0,4,4
RAQAYPAMPA(ETA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,6,0,51,0,57,57
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,12,0,13,13
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,14,0,1,0,15,15
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,56,0,64,0,120,120
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,8,0,8,8
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,24,0,24,24
SAIPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,76,0,3,0,79,79
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,12,0,12,12
SAMAIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,54,0,59,59
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,3,0,4,4
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,39,0,39,39
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,7,0,81,0,88,88
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,6,0,10,0,16,16
SAN CARLOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,11,0,192,0,203,203
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,15,0,21,0,36,36
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,13,0,8,0,21,21
SAN JAVIER(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,24,0,0,0,24,24
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,23,0,24,24
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,73,0,73,73
SAN JULIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,71,0,228,0,299,299
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,11,0,5,0,16,16
SAN MATIAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,121,0,122,122
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,55,0,60,60
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,13,0,4,0,17,17
SAN PEDRO DE MACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,15,0,15,15
SAN PEDRO DE QUEMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,6,0,6,6
SAN RAMON BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
SAN RAMON SCZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,1,0,3,3
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,366,0,751,0,1117,1117
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,11,0,11,11
SANTIAGO DE HUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
SANTIVAÑES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,5,0,29,0,34,34
SANTUARIO DE QUILLACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,23,0,25,25
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,2,0,2,2
SHINAOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,2,0,19,0,21,21
SICAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,5,0,5,5
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,3,0,83,0,86,86
SOPACHUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,0,0,3,0,3,3
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2021-04-01,0,1,0,25,0,26,26
