,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,2,3,3,3,6
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,7,8,8,8,16
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,25,26,5,4,30,30,60
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,154,218,95,84,249,302,551
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,21,2,19,3,40,43
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,747,1008,681,1058,1428,2066,3494
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,98,131,97,93,195,224,419
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,11,31,5,11,16,42,58
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,0,0,1,3,1,4
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,10,3,10,6,20,26
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,15,19,6,9,21,28,49
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,7,9,8,9,17
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,16,72,3,10,19,82,101
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,18,21,20,36,38,57,95
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,0,0,1,2,1,3
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,16,16,1,12,17,28,45
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,8,10,0,0,8,10,18
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,4,4,7,5,11,16
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,16,5,7,8,23,31
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,6,13,3,10,9,23,32
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,2,6,5,6,7,13
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,14,15,20,41,34,56,90
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,77,103,71,141,148,244,392
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,14,133,17,140,31,171
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,2,0,0,3,2,5
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,20,34,7,26,27,60,87
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,0,1,1,4,5
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,1,6,9,7,10,17
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,2,32,39,35,41,76
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1070,1525,1653,1550,2723,3075,5798
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,1,2,8,7,9,16
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,22,29,12,35,34,64,98
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,8,16,32,20,40,60
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,33,64,110,10,143,74,217
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,8,2,1,7,9,16
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,10,22,5,8,15,30,45
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,77,174,16,24,93,198,291
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,1,1,0,2,1,3
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,1,1,1,1,2
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,0,0,1,0,1
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,4,1,6,2,10,12
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,62,100,31,48,93,148,241
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,4,9,11,11,15,26
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,16,19,8,11,24,30,54
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,8,9,10,11,18,29
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,12,26,13,18,25,44,69
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,20,34,52,63,72,97,169
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,5,12,29,12,34,46
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,2,0,0,3,2,5
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,6,2,2,11,8,19
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,11,0,0,7,11,18
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,7,34,43,36,50,86
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,3,1,1,4,4,8
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,2,3,2,5,4,9
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,6,8,22,60,28,68,96
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,35,18,52,25,87,112
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,2,0,0,1,2,3
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,3,5,3,7,6,13
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,3,11,10,13,13,26
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,4,6,16,9,20,29
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,12,7,16,16,28,44
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,18,21,31,11,49,32,81
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,149,205,329,470,478,675,1153
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1184,1646,1472,991,2656,2637,5293
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,12,25,19,19,31,44,75
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,8,4,14,7,22,29
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,1,0,1,0,1
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,26,31,165,230,191,261,452
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,8,9,5,17,13,26,39
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,6,10,6,10,16
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,0,9,4,12,4,16
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,2,0,0,0,2,2
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,53,77,24,23,77,100,177
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,13,10,14,19,27,46
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,16,11,17,11,28
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,8,17,30,39,38,56,94
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,16,27,2,3,18,30,48
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,20,14,0,2,20,16,36
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,8,21,21,28,29,49,78
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,9,5,7,10,16,26
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,65,90,86,121,151,211,362
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,28,30,63,75,91,105,196
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,4,2,0,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,2,3,3,6,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,9,1,3,6,12,18
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,1,1,2,4,6
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,10,0,1,5,11,16
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,5,2,19,3,24,27
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,173,237,125,209,298,446,744
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,42,61,24,38,66,99,165
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,37,47,18,11,55,58,113
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,33,46,21,34,54,80,134
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,9,22,47,31,56,87
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,0,0,2,1,3
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,1,0,0,4,1,5
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,1,0,2,3,5
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,14,16,35,43,49,59,108
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,7,7,8,8,15,23
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,2,7,5,9,7,16
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,2,0,0,4,2,6
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,2,16,19,18,21,39
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,12,22,47,26,59,85
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,3,15,10,17,13,30
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,8,9,8,10,18
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,9,20,50,25,59,84
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,11,19,29,38,40,57,97
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,14,20,16,5,30,25,55
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,17,24,0,0,17,24,41
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,10,18,78,136,88,154,242
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,315,407,526,583,841,990,1831
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,17,31,50,36,67,103
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,13,10,14,13,27
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,9,9,14,13,23,36
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,6,2,4,4,10,14
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,5,9,7,10,17
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,17,6,952,967,969,973,1942
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,1,1,2,1,3
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,1,0,2,1,3,4
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,96,148,3,9,99,157,256
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,46,85,211,294,257,379,636
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,10,21,36,30,46,76
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,136,154,113,193,249,347,596
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,3,5,3,5,8
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,97,103,460,616,557,719,1276
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,0,9,0,9,9
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,7,1,4,10,11,21
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,6,1,1,4,7,11
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,5,28,55,32,60,92
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,13,62,99,63,112,175
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,156,243,108,171,264,414,678
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,10,14,1,2,11,16,27
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,11,9,19,18,30,48
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,3,3,5,4,9
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,97,110,140,241,237,351,588
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,1,10,20,13,21,34
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,10,11,6,16,16,27,43
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,4,3,9,4,13,17
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,10,1,1,8,11,19
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,7,1,0,4,7,11
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,25,28,25,44,50,72,122
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,18,18,24,41,42,59,101
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,14,2,9,9,23,32
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,8,17,20,47,28,64,92
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,19,29,45,46,64,75,139
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,2,18,33,19,35,54
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,3,10,7,19,10,29
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,22,18,23,27,45,72
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,8,14,9,17,26
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,38,168,5,18,43,186,229
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,85,103,0,0,85,103,188
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,12,29,12,29,41
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,52,167,28,36,80,203,283
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,4,7,6,8,14
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,33,59,9,23,42,82,124
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,15,34,23,46,38,80,118
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,16,34,19,21,35,55,90
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,7,1,0,4,7,11
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,4,3,1,7,5,12
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,19,23,27,37,46,60,106
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,7,1,1,3,8,11
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,10,21,13,26,23,49
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,0,1,1,3,1,4
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,8,0,0,7,8,15
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,0,1,2,1,2,3
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,6,27,41,30,47,77
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,21,11,0,0,21,11,32
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,12,23,20,36,32,59,91
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2319,2447,3170,4194,5489,6641,12130
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,6,5,0,0,6,5,11
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,87,138,48,69,135,207,342
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,3,0,0,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,1,0,1,1,2
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,2,3,3,4,5,9
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,2,1,2,2,4
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,8,8,21,16,29,24,53
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,2,5,8,5,10,15
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,4,1,5,6,9,15
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,24,34,100,86,124,120,244
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,9,22,31,17,40,39,79
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,3,9,5,10,15
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,36,30,31,53,67,83,150
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,12,10,16,12,28,40
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,3,29,14,32,17,49
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,330,622,824,971,1154,1593,2747
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,1,0,3,3,4,7
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,12,13,14,7,26,20,46
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,8,8,6,10,14,24
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,6,6,4,5,10,11,21
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,10,12,10,16,20,36
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,7,8,42,41,49,49,98
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,3,7,2,10,5,15
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,314,335,391,533,705,868,1573
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,19,37,11,43,30,80,110
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,10,6,9,9,19,28
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,14,2,5,7,19,26
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,20,31,22,32,54
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,5,1,69,89,74,90,164
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,70,44,83,139,153,183,336
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,42,81,73,146,115,227,342
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,5,7,15,7,20,27
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,8,4,8,8,16,24
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,10,5,3,5,13,10,23
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,0,3,3,4,3,7
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,11,17,4,6,15,23,38
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,32,54,8,5,40,59,99
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,6,5,7,12,13,17,30
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,4,10,37,51,41,61,102
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,3,1,1,0,4,1,5
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,1,0,0,2,1,3
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,103,162,469,659,572,821,1393
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,47,85,133,175,180,260,440
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,1,0,0,0,1,1
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,5,7,5,9,10,19
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,12,19,36,35,48,54,102
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,2,0,0,1,2,3
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,14,0,1,0,15,15
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,19,58,8,28,27,86,113
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,2,9,3,7,5,16,21
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,19,33,14,49,33,82,115
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,37,85,20,18,57,103,160
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,1,2,4,9,5,11,16
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,0,2,4,8,4,10,14
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-06-01,30,52,18,20,48,72,120
