,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
TIPUANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,4,5,0,0,4,5,9
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,2,0,0,0,2,0,2
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,4,21,0,0,4,21,25
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,16,4,0,0,16,4,20
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,2,1,0,0,2,1,3
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,4,5,1,0,5,5,10
VILLA SERRANO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,5,4,0,0,5,4,9
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
VINTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,3,14,0,0,3,14,17
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,3,2,0,0,3,2,5
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,0,2,1,2,1,3
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,6,5,0,0,6,5,11
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,13,0,0,2,13,15
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,1,1,2,2,4
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,4,0,0,1,4,5
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,7,0,0,2,7,9
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,5,0,0,1,5,6
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,0,1,0,1,0,1
CORO CORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,14,41,1,6,15,47,62
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,3,0,0,0,3,0,3
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
HUARACAJE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,6,7,6,9,15
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,30,53,0,0,30,53,83
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,5,0,0,1,5,6
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
MOJINETE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,3,0,0,1,3,4
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,3,2,0,0,3,2,5
OCURI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,11,15,0,0,11,15,26
PADCAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,3,0,0,1,3,4
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,12,37,0,0,12,37,49
PUCARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,1,0,3,3
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,4,5,0,0,4,5,9
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,3,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,3,5,0,0,3,5,8
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,8,7,23,7,31,38
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,1,0,0,2,1,3
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,4,0,0,2,4,6
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,11,23,0,0,11,23,34
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,0,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
SENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,4,0,0,1,4,5
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
TACACOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,1,16,5,18,6,24
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,1,0,2,2
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,5,13,0,0,5,13,18
TURCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,0,1,0,1,0,1
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,0,2,1,2,1,3
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,3,1,0,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,2,1,0,0,2,1,3
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-03-01,0,3,0,0,0,3,3
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,4,0,0,0,4,4
ALCALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
ALTO BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
BOLIVAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,3,0,0,2,3,5
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,1,0,2,2
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,0,0,0,2,0,2
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,3,0,0,0,3,3
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,0,0,0,2,0,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,4,0,0,2,4,6
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,8,10,0,0,8,10,18
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
COMBAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,2,0,0,1,2,3
CORO CORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,8,33,0,2,8,35,43
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,0,1,1,1,1,2
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,5,20,4,1,9,21,30
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,12,0,1,1,13,14
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,10,0,0,0,10,10
OMEREQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,5,13,0,0,5,13,18
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,4,0,0,2,4,6
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,2,0,0,2,2,4
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,10,13,0,0,10,13,23
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,0,1,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,9,20,0,0,9,20,29
PRESTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,2,0,0,1,2,3
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,2,0,0,2,2,4
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,7,9,3,6,10,15,25
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,1,0,0,2,1,3
SAN LUCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,5,24,0,0,5,24,29
SANTA ROSA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,2,0,0,1,2,3
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,3,0,0,0,3,3
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,5,4,0,0,5,4,9
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,0,7,19,7,19,26
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,2,0,0,1,2,3
TARVITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,2,0,0,0,2,2
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,0,2,1,2,1,3
TOMINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
TOTORA(ORR),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,5,0,0,2,5,7
VACAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,2,7,0,0,2,7,9
VILLA CHARCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,3,0,0,1,3,4
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
ZUDAÑEZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,2,1,0,0,2,1,3
BETANZOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,0,0,0,1,0,1
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,4,0,0,0,4,4
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,5,0,0,0,5,5
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,3,0,0,0,3,3
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,2,1,0,0,2,1,3
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,3,5,0,0,3,5,8
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
CHACARILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,1,1,1,2,3
CHARAÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,2,1,0,0,2,1,3
CHOQUE COTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,0,1,0,1,0,1
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,2,2,4,5,6,7,13
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,3,1,0,0,3,1,4
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,18,27,0,0,18,27,45
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,4,0,0,1,4,5
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,4,0,0,0,4,4
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,0,0,0,1,0,1
CORQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,3,6,0,0,3,6,9
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,2,0,0,0,2,2
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,3,0,0,1,3,4
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,5,16,4,7,9,23,32
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,2,4,0,0,2,4,6
EUCALIPTUS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,1,1,1,2,3
HUAYLLAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,3,0,0,0,3,0,3
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,0,0,2,1,2,3
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,1,11,0,0,1,11,12
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,14,39,25,14,39,53,92
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2021-05-01,0,2,0,0,0,2,2
