,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,9,8,10,7,19,15,34
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,21,12,21,12,33
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,138,168,18,17,156,185,341
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,108,110,203,278,311,388,699
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,8,37,50,47,58,105
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,1,12,4,12,5,17
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,13,10,68,52,81,62,143
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,15,57,105,68,120,188
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,8,5,1,3,9,8,17
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,18,17,162,192,180,209,389
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,11,13,13,25,24,49
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,9,14,18,25,27,52
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,3,0,0,3,3,6
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,21,21,133,157,154,178,332
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,30,31,21,26,51,57,108
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,21,31,42,50,63,81,144
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,93,68,15,16,108,84,192
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,24,94,107,126,131,257
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,11,83,141,93,152,245
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,7,28,28,34,35,69
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,2,9,11,10,13,23
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,4,21,30,33,34,67
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,15,18,86,108,101,126,227
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,35,44,61,63,96,107,203
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,1,1,1,1,2
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,16,10,21,21,37,31,68
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,41,131,181,163,222,385
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,17,16,15,23,32,39,71
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,1,0,0,2,1,3
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,9,9,1,2,10,11,21
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,29,30,29,20,58,50,108
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,31,31,42,55,73,86,159
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,9,4,58,66,67,70,137
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,19,25,88,111,107,136,243
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,115,139,17,29,132,168,300
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,73,56,44,55,117,111,228
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,45,46,60,70,105,116,221
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1283,1296,795,944,2078,2240,4318
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,128,117,272,312,400,429,829
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,29,40,33,34,62,74,136
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,8,4,1,8,9,12,21
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,25,24,12,11,37,35,72
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,1,0,0,2,1,3
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,12,95,81,107,93,200
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,22,1,4,13,26,39
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,3,82,87,87,90,177
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,1,6,4,6,5,11
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,77,90,9,11,86,101,187
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,1,4,5,4,6,10
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,1,0,0,4,1,5
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,15,21,48,44,63,65,128
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,62,34,18,9,80,43,123
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,8,19,23,29,31,60
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,24,20,26,21,50,41,91
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,19,21,21,18,40,39,79
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,33,46,106,155,139,201,340
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,33,40,17,16,50,56,106
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,2,1,1,4,3,7
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,17,16,8,19,25,35,60
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,4,1,4,4,8,12
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,85,92,24,41,109,133,242
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,4,17,25,23,29,52
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,3,18,19,19,22,41
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,20,17,72,90,92,107,199
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1444,1641,890,1275,2334,2916,5250
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,10,56,52,66,62,128
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,34,30,42,62,76,138
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,17,56,73,68,90,158
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,87,94,12,19,99,113,212
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,3,0,3,2,6,8
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,15,23,35,58,50,81,131
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,77,53,12,6,89,59,148
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,4,0,0,6,4,10
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,8,5,6,17,14,22,36
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,0,19,18,20,18,38
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,0,0,0,2,0,2
EXALTACION,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,0,0,0,2,0,2
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,5,13,8,15,13,28
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,8,17,3,6,11,23,34
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,7,27,28,38,35,73
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,26,19,41,47,67,66,133
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,20,49,42,81,62,143
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,19,25,21,10,40,35,75
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,47,52,92,131,139,183,322
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,3,58,102,68,105,173
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,1,0,0,6,1,7
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,9,15,0,1,9,16,25
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,2,26,23,26,25,51
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,21,24,6,11,27,35,62
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,8,12,4,3,12,15,27
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,6,1,2,6,8,14
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,7,5,10,12,17,17,34
ICLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,27,38,75,134,102,172,274
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,18,18,33,41,51,59,110
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,47,43,39,37,86,80,166
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,9,29,29,39,38,77
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,6,16,13,19,19,38
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,28,31,34,39,62,70,132
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,27,16,23,7,50,23,73
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,75,61,90,98,165,159,324
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1884,2207,1210,1333,3094,3540,6634
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,11,0,0,3,11,14
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,92,97,40,52,132,149,281
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,12,55,92,65,104,169
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,9,7,2,18,11,29
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,50,34,219,245,269,279,548
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,8,24,17,30,25,55
LORETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,30,33,30,33,63
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,3,58,30,60,33,93
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,5,6,1,9,6,15
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,31,35,51,67,82,149
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,9,10,11,12,20,22,42
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,4,2,3,3,7,10
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,2,39,40,41,42,83
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,13,6,21,17,34,23,57
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,24,13,23,18,47,31,78
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,16,0,0,14,16,30
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,16,28,96,102,112,130,242
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,36,30,39,25,75,55,130
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,1,5,5,6,6,12
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,97,124,84,103,181,227,408
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,17,11,43,43,60,54,114
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,12,26,39,40,51,91
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,2,8,7,11,9,20
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,4,3,4,3,7
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,11,51,54,65,65,130
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,8,13,10,8,18,21,39
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,6,74,88,78,94,172
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,286,304,203,271,489,575,1064
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,95,127,72,81,167,208,375
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,30,21,6,14,36,35,71
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,22,17,38,50,60,67,127
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,36,25,62,52,98,77,175
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,4,0,0,3,4,7
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,10,37,34,49,44,93
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,1,33,38,34,39,73
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,8,29,28,35,36,71
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,11,22,18,27,29,56
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,13,13,2,3,15,16,31
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,34,290,396,322,430,752
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,37,32,144,225,181,257,438
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,1,13,11,16,12,28
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,5,11,16,22,21,43
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,13,8,12,16,25,24,49
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,16,29,70,61,86,90,176
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,24,18,27,12,51,30,81
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,9,0,0,10,9,19
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,5,24,15,28,20,48
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,2,0,2,0,2
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,521,628,326,449,847,1077,1924
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,7,7,6,8,13,15,28
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,50,50,169,164,219,214,433
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,24,35,58,64,82,99,181
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,36,30,40,43,76,73,149
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,2,22,16,28,18,46
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,5,28,35,34,40,74
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,14,152,229,166,243,409
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,2,4,4,4,6,8,14
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,0,1,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,189,189,10,9,199,198,397
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,66,51,172,141,238,192,430
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,59,84,200,284,259,368,627
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,82,101,105,172,187,273,460
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,1,1,4,1,5,6
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,95,135,344,463,439,598,1037
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,5,5,4,16,9,25
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,1,10,14,14,15,29
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,52,47,7,6,59,53,112
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,37,47,432,490,469,537,1006
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,2,26,27,27,29,56
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,26,51,26,55,52,106,158
ROBORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,2,7,8,10,10,20
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,49,40,16,13,65,53,118
SABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,17,24,15,13,32,37,69
SACABA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,171,197,246,352,417,549,966
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,9,35,77,39,86,125
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,67,94,107,121,174,215,389
SAIPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,12,17,12,17,29
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,11,21,29,34,40,55,95
SAMAIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,12,17,4,5,16,22,38
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,31,20,50,24,81,44,125
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,32,15,75,111,107,126,233
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,4,0,0,4,4,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,23,23,17,23,40,46,86
SAN BENITO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,17,46,74,60,91,151
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,36,29,30,29,66,58,124
SAN BUENA VENTURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,6,3,33,44,39,47,86
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,4,11,9,12,13,25
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,7,10,20,24,27,51
SAN JAVIER(BNI),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,2,10,14,10,16,26
SAN JAVIER(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,57,14,79,13,136,27,163
SAN JOAQUIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,44,43,0,0,44,43,87
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,31,27,31,27,58
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,2,0,0,3,2,5
SAN JULIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,28,23,31,31,59,54,113
SAN LORENZO(PND),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,3,0,11,10,14,10,24
SAN LORENZO(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,50,78,20,45,70,123,193
SAN LUCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,154,179,172,281,326,460,786
SAN MATIAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,17,20,34,32,51,52,103
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,24,28,2,5,26,33,59
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,9,7,10,17,19,36
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,95,100,296,336,391,436,827
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,26,25,35,38,61,63,124
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,39,44,195,231,234,275,509
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,3,6,4,7,7,14
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,20,17,14,11,34,28,62
SAN PEDRO(PND),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,3,2,3,2,5
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,3,0,0,5,3,8
SAN RAMON SCZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,15,16,0,0,15,16,31
SANTA ANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,7,8,4,6,11,14,25
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,605,643,764,1010,1369,1653,3022
SANTA ROSA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,15,17,0,0,15,17,32
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,25,18,18,19,43,37,80
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,7,5,8,6,15,11,26
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,7,52,53,57,60,117
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,3,10,10,15,13,28
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,13,16,8,15,21,31,52
SANTIVAÑES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,14,19,50,76,64,95,159
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,4,4,7,4,11,15
SAPAHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,19,14,20,14,39,28,67
SENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,2,0,2,0,2
SHINAOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,22,12,86,87,108,99,207
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,60,73,56,67,116,140,256
SICAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,9,8,17,17,26,25,51
SIPE SIPE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,34,42,145,186,179,228,407
SOPACHUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,3,22,31,23,34,57
SORACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,5,4,42,45,47,49,96
SORATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,18,19,50,54,68,73,141
SUCRE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,423,558,357,509,780,1067,1847
TACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,0,0,7,17,7,17,24
TACACOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,4,6,68,59,72,65,137
TACOBAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,18,22,36,37,54,59,113
TACOPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,44,48,102,130,146,178,324
TAHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,83,99,251,248,334,347,681
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,28,29,38,30,66,59,125
TARATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,10,9,13,15,23,24,47
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,599,603,506,815,1105,1418,2523
TARVITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,26,22,44,81,70,103,173
TEOPONTE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,23,14,16,9,39,23,62
TIAHUANACU,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-06-01,58,77,25,31,83,108,191
