,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,0,2,3,2,3,5
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,1,0,0,0,1,0,1
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,2,3,1,1,3,4,7
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,1,2,0,3,1,4
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,0,0,2,0,2,2
COTOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,2,0,0,1,2,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,3,0,0,0,3,3
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,0,1,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,10,9,0,0,10,9,19
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,10,0,0,0,10,10
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,1,0,0,1,1,2
PAPEL PAMPA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,7,5,0,0,7,5,12
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,8,0,4,0,12,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,2,0,1,0,3,3
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,4,0,0,1,4,5
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,7,10,0,0,7,10,17
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,3,4,0,0,3,4,7
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,0,0,1,1,1,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,2,0,0,0,2,0,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-09-01,1,1,0,0,1,1,2
ARBIETO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,2,0,0,0,2,2
BETANZOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,45,4,0,0,45,4,49
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,6,0,0,0,6,6
EXALTACION,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,3,0,0,0,3,3
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,0,0,2,0,2,2
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,3,3,0,0,3,3,6
POCONA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,2,2,0,0,2,2,4
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,6,6,1,0,7,6,13
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,1,4,0,0,1,4,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,4,13,4,14,18
SAN RAMON SCZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,4,7,0,0,4,7,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,4,7,2,1,6,8,14
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,0,3,2,3,2,5
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,2,1,0,0,2,1,3
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,1,0,0,0,1,0,1
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,13,15,0,0,13,15,28
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-10-01,6,3,0,0,6,3,9
CAJUATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,3,0,0,0,3,3
CARANAVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,3,0,1,0,4,0,4
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,2,0,0,0,2,2
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,6,11,25,11,31,42
ESCOMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,28,71,0,1,28,72,100
LICOMA PAMPA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,0,1,0,1,0,1
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,1,0,2,0,3,3
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,8,0,0,0,8,8
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,3,2,0,0,3,2,5
PAMPA AULLAGAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,9,0,0,0,9,9
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,1,0,0,0,1,1
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,0,6,1,6,1,7
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,3,0,0,0,3,3
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,0,0,1,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,1,2,15,14,16,16,32
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,3,6,13,6,16,22
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,4,2,0,1,4,3,7
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,2,0,0,0,2,0,2
UNCIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,0,3,0,0,0,3,3
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-11-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,2,4,29,64,31,68,99
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,0,0,4,0,4,0,4
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,4,2,28,3,32,35
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,5,0,0,0,5,0,5
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,0,1,0,1,0,2,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,4,9,4,0,8,9,17
PALCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,2,0,0,1,2,3
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,0,1,1,2,1,3,4
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,3,4,0,0,3,4,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,0,0,0,1,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,1,0,0,1,1,2
SIPE SIPE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
UNCIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,2,0,0,0,2,0,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,1,0,0,0,1,0,1
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-12-01,0,1,0,0,0,1,1
