,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,23,34,0,10,23,44,67
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,112,176,12,31,124,207,331
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,10,0,0,7,10,17
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,15,26,0,0,15,26,41
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,15,5,7,17,22,39
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,19,0,0,12,19,31
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,11,0,0,5,11,16
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,13,1,1,6,14,20
SENA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,11,1,0,4,11,15
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,17,46,0,0,17,46,63
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,21,0,0,7,21,28
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,6,2,3,7,9,16
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,28,94,6,18,34,112,146
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,2,0,0,1,2,3
SORATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,6,0,0,11,6,17
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,227,441,256,154,483,595,1078
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,4,0,0,2,4,6
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,4,0,0,2,4,6
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,16,13,0,0,16,13,29
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,14,2,3,14,17,31
TARACO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,10,0,0,4,10,14
TARATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,18,27,8,21,26,48,74
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,249,439,113,160,362,599,961
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,19,0,0,5,19,24
TIAHUANACU,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,19,0,0,10,19,29
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,82,109,0,1,82,110,192
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,24,1,4,12,28,40
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,3,0,0,0,3,3
TOCO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,15,33,0,0,15,33,48
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,2,1,0,2,2,4
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,10,1,2,5,12,17
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,5,2,2,4,7,11
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,22,35,0,0,22,35,57
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,26,2,1,9,27,36
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,6,0,0,13,6,19
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,66,105,4,7,70,112,182
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,3,0,0,4,3,7
TURCO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,21,18,0,0,21,18,39
UMALA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,9,4,0,0,9,4,13
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,16,0,0,10,16,26
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,0,0,3,0,3,3
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,8,0,0,3,8,11
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,18,35,6,4,24,39,63
VACAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,14,28,0,0,14,28,42
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,16,32,15,21,31,53,84
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,6,1,5,8,11,19
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,41,108,0,0,41,108,149
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,19,25,0,0,19,25,44
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,5,0,0,4,5,9
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,63,88,1,0,64,88,152
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,12,0,0,0,12,12
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,15,32,1,0,16,32,48
VINTO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,71,115,2,1,73,116,189
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,4,0,0,7,4,11
YACO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,9,4,0,0,9,4,13
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,92,196,26,48,118,244,362
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,2,0,0,0,2,2
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,33,0,4,13,37,50
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,10,0,0,10,10,20
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,16,0,0,11,16,27
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,15,14,0,0,15,14,29
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,18,37,4,7,22,44,66
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,23,0,0,5,23,28
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,10,0,1,6,11,17
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,7,1,0,3,7,10
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,11,0,0,2,11,13
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,17,0,0,13,17,30
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,12,0,0,13,12,25
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,0,0,2,0,2,2
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,2,0,1,0,3,3
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,5,2,3,4,8,12
APOLO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,9,0,1,2,10,12
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,9,8,0,0,9,8,17
ARANI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,7,2,1,4,8,12
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,9,0,3,0,12,12
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,6,0,0,5,6,11
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,16,53,0,0,16,53,69
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,42,61,2,6,44,67,111
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,3,0,0,0,3,3
AYATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,4,0,0,2,4,6
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,5,1,1,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,13,1,0,8,13,21
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,8,12,0,0,8,12,20
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,8,0,0,3,8,11
BAURES,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,15,23,0,0,15,23,38
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,2,0,0,0,2,2
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,4,0,0,3,4,7
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,2,0,0,3,2,5
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,22,61,0,0,22,61,83
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,25,21,1,1,26,22,48
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,4,1,1,3,5,8
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,3,0,0,0,3,3
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,8,0,0,2,8,10
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2021-06-01,9,16,2,1,11,17,28
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,2,0,0,0,2,2
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,5,0,0,2,5,7
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,3,0,0,2,3,5
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,9,14,0,0,9,14,23
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,10,0,0,5,10,15
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,3,8,0,13,3,16
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,23,30,21,34,44,78
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,14,10,0,0,14,10,24
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,7,0,0,5,7,12
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,39,53,1,0,40,53,93
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,17,23,0,1,17,24,41
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,12,0,0,13,12,25
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,11,0,0,6,11,17
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,4,0,0,2,4,6
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,9,3,3,8,12,20
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,6,0,0,2,6,8
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,1,0,0,3,1,4
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,11,3,8,5,19,24
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,2,2,1,7,3,10
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,0,0,0,4,0,4
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,2,0,0,1,2,3
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,3,1,0,2,3,5
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,10,21,3,1,13,22,35
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,14,17,0,0,14,17,31
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,21,0,0,6,21,27
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,37,102,17,38,54,140,194
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,17,0,0,13,17,30
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,316,604,167,390,483,994,1477
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,1,0,0,3,1,4
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,26,57,11,27,37,84,121
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2021-06-01,18,14,0,0,18,14,32
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,3,0,0,2,3,5
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,11,15,2,1,13,16,29
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,4,0,0,3,4,7
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,4,2,1,9,5,14
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,5,0,1,2,6,8
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,30,64,0,0,30,64,94
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,4,0,0,1,4,5
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,2,2,3,2,5,7
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,15,11,0,0,15,11,26
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,6,0,2,4,8,12
COROICO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,14,33,0,0,14,33,47
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,1,0,0,1,1,2
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,31,2,0,9,31,40
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,53,145,0,0,53,145,198
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,7,0,0,3,7,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,3,0,0,2,3,5
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,5,0,1,3,6,9
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,4,0,0,4,4,8
CURVA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,3,0,0,1,3,4
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,2,0,2,1,4,5
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,225,540,256,490,481,1030,1511
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,6,0,1,1,7,8
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,8,0,3,5,11,16
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,10,0,0,3,10,13
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,29,80,2,0,31,80,111
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,5,0,0,2,5,7
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,10,1,1,5,11,16
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,25,58,1,2,26,60,86
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,2,0,0,2,2,4
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,0,1,2,1,2,3
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,1,0,0,1,1,2
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,4,0,0,4,4,8
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,27,0,0,6,27,33
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,3,4,5,4,8,12
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,12,34,0,0,12,34,46
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,9,11,1,1,10,12,22
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,11,3,1,7,12,19
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,0,0,0,3,0,3
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,9,19,0,1,9,20,29
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,10,0,1,13,11,24
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,12,20,0,1,12,21,33
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,5,0,0,1,5,6
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,25,26,0,0,25,26,51
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,7,0,0,3,7,10
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,4,0,0,6,4,10
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,2,0,0,0,2,2
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,3,0,0,0,3,3
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,1,0,0,2,1,3
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,1,0,0,2,1,3
ICLA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,20,25,3,2,23,27,50
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,4,0,1,2,5,7
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,1,0,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,1,0,0,2,1,3
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,11,11,1,3,12,14,26
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,10,0,3,7,13,20
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,40,115,0,1,40,116,156
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,574,945,372,543,946,1488,2434
LAJA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,9,0,0,1,9,10
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,0,0,1,1,1,2
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,8,0,0,2,8,10
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,15,26,51,85,66,111,177
LLICA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,0,0,3,0,3,3
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,2,1,0,2,2,4
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,3,0,0,1,3,4
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,8,9,0,2,8,11,19
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,17,8,0,2,17,10,27
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,9,49,0,0,9,49,58
MALLA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,3,0,0,2,3,5
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,8,20,0,0,8,20,28
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,22,0,0,6,22,28
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,11,20,0,0,11,20,31
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,10,3,2,9,12,21
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,3,0,0,4,3,7
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,22,38,0,0,22,38,60
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,80,275,58,90,138,365,503
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,4,3,1,9,5,14
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,1,0,1,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,10,5,4,1,14,6,20
OCURI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,12,17,0,0,12,17,29
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,8,13,0,0,8,13,21
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,1,0,1,2,2,4
ORURO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,181,337,4,14,185,351,536
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,19,36,0,0,19,36,55
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,17,45,0,0,17,45,62
PAILON,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,10,26,0,2,10,28,38
PALCA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,5,0,0,4,5,9
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,21,33,2,2,23,35,58
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,5,0,0,0,5,5
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,4,0,0,2,4,6
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,2,0,0,2,2,4
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,10,2,0,5,10,15
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,3,2,1,4,4,8
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,2,0,0,2,2,4
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,16,1,1,14,17,31
POCONA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,10,12,1,2,11,14,25
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,6,2,1,4,7,11
POOPO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,5,0,0,2,5,7
PORCO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,6,9,2,5,8,14,22
POROMA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,18,0,0,13,18,31
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,22,32,0,0,22,32,54
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,23,0,0,7,23,30
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,3,0,1,1,4,5
POSTRER VALLE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,3,0,0,1,3,4
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,183,407,39,56,222,463,685
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,7,0,0,4,7,11
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,4,0,2,5,6,11
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,8,4,0,1,8,5,13
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,4,0,0,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,26,20,1,3,27,23,50
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,1,0,0,3,1,4
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,11,2,0,2,11,13
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,4,0,0,1,4,5
PUERTO SILES,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,0,0,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,15,40,0,1,15,41,56
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,37,83,88,60,125,143,268
PUNA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,17,20,1,1,18,21,39
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,13,47,5,8,18,55,73
QUIABAYA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,10,0,0,4,10,14
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,30,44,24,59,54,103,157
QUIME,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,1,1,2,2,3,5
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,4,6,1,1,5,7,12
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,2,0,0,2,2,4
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,19,28,2,3,21,31,52
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,73,142,0,7,73,149,222
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,8,18,0,0,8,18,26
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,5,12,0,4,5,16,21
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,2,4,0,0,2,4,6
SACABA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,39,72,20,15,59,87,146
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,1,1,1,2,2,4
SACACA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,3,6,1,1,4,7,11
SAIPINA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,20,0,1,7,21,28
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,7,6,0,0,7,6,13
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,15,35,0,0,15,35,50
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2021-06-01,1,3,0,1,1,4,5
