,group,variable,month,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA FUERA,17.25 COVID DOSIS UNICA FUERA,TOTALES,TOTALES,TOTALES
PADILLA,otras vacunaciones,covid dosis unica,2021-08-01,544.0,456.0,0.0,0.0,544.0,456.0,1000.0
PALOS BLANCOS,otras vacunaciones,covid dosis unica,2021-08-01,389.0,453.0,284.0,279.0,673.0,732.0,1405.0
PAMPA AULLAGAS,otras vacunaciones,covid dosis unica,2021-08-01,55.0,45.0,0.0,0.0,55.0,45.0,100.0
PAMPA GRANDE,otras vacunaciones,covid dosis unica,2021-08-01,186.0,129.0,11.0,9.0,197.0,138.0,335.0
PASORAPA,otras vacunaciones,covid dosis unica,2021-08-01,93.0,57.0,0.0,0.0,93.0,57.0,150.0
PATACAMAYA,otras vacunaciones,covid dosis unica,2021-08-01,658.0,692.0,0.0,0.0,658.0,692.0,1350.0
PAZÑA,otras vacunaciones,covid dosis unica,2021-08-01,99.0,80.0,30.0,46.0,129.0,126.0,255.0
PELECHUCO,otras vacunaciones,covid dosis unica,2021-08-01,79.0,76.0,132.0,113.0,211.0,189.0,400.0
POCONA,otras vacunaciones,covid dosis unica,2021-08-01,137.0,128.0,0.0,0.0,137.0,128.0,265.0
POJO (CBBA),otras vacunaciones,covid dosis unica,2021-08-01,144.0,117.0,0.0,0.0,144.0,117.0,261.0
POOPO,otras vacunaciones,covid dosis unica,2021-08-01,288.0,202.0,0.0,0.0,288.0,202.0,490.0
PORCO,otras vacunaciones,covid dosis unica,2021-08-01,325.0,479.0,163.0,63.0,488.0,542.0,1030.0
POROMA,otras vacunaciones,covid dosis unica,2021-08-01,29.0,32.0,0.0,0.0,29.0,32.0,61.0
PORONGO,otras vacunaciones,covid dosis unica,2021-08-01,424.0,366.0,0.0,0.0,424.0,366.0,790.0
PORTACHUELO,otras vacunaciones,covid dosis unica,2021-08-01,1153.0,1032.0,0.0,0.0,1153.0,1032.0,2185.0
POTOSI,otras vacunaciones,covid dosis unica,2021-08-01,3861.0,4347.0,5756.0,6318.0,9617.0,10665.0,20282.0
PRESTO,otras vacunaciones,covid dosis unica,2021-08-01,35.0,17.0,83.0,75.0,118.0,92.0,210.0
PUCARA,otras vacunaciones,covid dosis unica,2021-08-01,25.0,15.0,0.0,0.0,25.0,15.0,40.0
PUCARANI,otras vacunaciones,covid dosis unica,2021-08-01,406.0,343.0,125.0,116.0,531.0,459.0,990.0
PUERTO ACOSTA,otras vacunaciones,covid dosis unica,2021-08-01,210.0,291.0,211.0,217.0,421.0,508.0,929.0
PUERTO CARABUCO,otras vacunaciones,covid dosis unica,2021-08-01,118.0,114.0,99.0,93.0,217.0,207.0,424.0
PUERTO SUAREZ,otras vacunaciones,covid dosis unica,2021-08-01,454.0,377.0,266.0,208.0,720.0,585.0,1305.0
PUERTO VILLARROEL,otras vacunaciones,covid dosis unica,2021-08-01,1311.0,1315.0,0.0,0.0,1311.0,1315.0,2626.0
PUNA,otras vacunaciones,covid dosis unica,2021-08-01,294.0,380.0,380.0,556.0,674.0,936.0,1610.0
PUNATA,otras vacunaciones,covid dosis unica,2021-08-01,2072.0,2338.0,0.0,0.0,2072.0,2338.0,4410.0
QUIABAYA,otras vacunaciones,covid dosis unica,2021-08-01,0.0,0.0,65.0,60.0,65.0,60.0,125.0
QUILLACOLLO,otras vacunaciones,covid dosis unica,2021-08-01,4241.0,4420.0,6.0,8.0,4247.0,4428.0,8675.0
QUIME,otras vacunaciones,covid dosis unica,2021-08-01,212.0,220.0,329.0,202.0,541.0,422.0,963.0
QUIRUSILLAS,otras vacunaciones,covid dosis unica,2021-08-01,37.0,23.0,21.0,19.0,58.0,42.0,100.0
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis unica,2021-08-01,138.0,112.0,103.0,127.0,241.0,239.0,480.0
RAVELO,otras vacunaciones,covid dosis unica,2021-08-01,247.0,228.0,167.0,151.0,414.0,379.0,793.0
RIBERALTA,otras vacunaciones,covid dosis unica,2021-08-01,657.0,571.0,82.0,56.0,739.0,627.0,1366.0
ROBORE,otras vacunaciones,covid dosis unica,2021-08-01,256.0,208.0,0.0,0.0,256.0,208.0,464.0
RURRENABAQUE,otras vacunaciones,covid dosis unica,2021-08-01,12.0,13.0,0.0,0.0,12.0,13.0,25.0
SABAYA,otras vacunaciones,covid dosis unica,2021-08-01,323.0,182.0,0.0,0.0,323.0,182.0,505.0
SACABA,otras vacunaciones,covid dosis unica,2021-08-01,5753.0,6537.0,780.0,611.0,6533.0,7148.0,13681.0
SACABAMBA,otras vacunaciones,covid dosis unica,2021-08-01,325.0,364.0,0.0,0.0,325.0,364.0,689.0
SACACA,otras vacunaciones,covid dosis unica,2021-08-01,176.0,201.0,22.0,33.0,198.0,234.0,432.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid dosis unica,2021-08-01,104.0,120.0,93.0,98.0,197.0,218.0,415.0
SAMAIPATA,otras vacunaciones,covid dosis unica,2021-08-01,137.0,118.0,179.0,166.0,316.0,284.0,600.0
SAN AGUSTIN,otras vacunaciones,covid dosis unica,2021-08-01,65.0,80.0,0.0,0.0,65.0,80.0,145.0
SAN ANDRES DE MACHACA,otras vacunaciones,covid dosis unica,2021-08-01,74.0,45.0,125.0,141.0,199.0,186.0,385.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid dosis unica,2021-08-01,28.0,30.0,15.0,10.0,43.0,40.0,83.0
SAN BENITO,otras vacunaciones,covid dosis unica,2021-08-01,897.0,1053.0,0.0,0.0,897.0,1053.0,1950.0
SAN BORJA,otras vacunaciones,covid dosis unica,2021-08-01,173.0,246.0,107.0,99.0,280.0,345.0,625.0
SAN BUENA VENTURA,otras vacunaciones,covid dosis unica,2021-08-01,245.0,279.0,72.0,64.0,317.0,343.0,660.0
SAN CARLOS,otras vacunaciones,covid dosis unica,2021-08-01,328.0,367.0,0.0,0.0,328.0,367.0,695.0
SAN IGNACIO DE VELASCO,otras vacunaciones,covid dosis unica,2021-08-01,894.0,991.0,14.0,11.0,908.0,1002.0,1910.0
SAN JAVIER(STC),otras vacunaciones,covid dosis unica,2021-08-01,241.0,248.0,0.0,0.0,241.0,248.0,489.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis unica,2021-08-01,345.0,283.0,0.0,0.0,345.0,283.0,628.0
SAN JUAN DE YAPACANI,otras vacunaciones,covid dosis unica,2021-08-01,38.0,37.0,0.0,0.0,38.0,37.0,75.0
SAN JULIAN,otras vacunaciones,covid dosis unica,2021-08-01,334.0,281.0,0.0,0.0,334.0,281.0,615.0
SAN LUCAS,otras vacunaciones,covid dosis unica,2021-08-01,311.0,394.0,0.0,0.0,311.0,394.0,705.0
SAN MATIAS,otras vacunaciones,covid dosis unica,2021-08-01,481.0,519.0,0.0,0.0,481.0,519.0,1000.0
SAN MIGUEL DE VELASCO,otras vacunaciones,covid dosis unica,2021-08-01,352.0,296.0,18.0,34.0,370.0,330.0,700.0
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis unica,2021-08-01,90.0,100.0,137.0,186.0,227.0,286.0,513.0
SAN RAFAEL,otras vacunaciones,covid dosis unica,2021-08-01,215.0,175.0,0.0,0.0,215.0,175.0,390.0
SAN RAMON SCZ,otras vacunaciones,covid dosis unica,2021-08-01,155.0,170.0,0.0,0.0,155.0,170.0,325.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis unica,2021-08-01,27222.0,25137.0,10895.0,9497.0,38117.0,34634.0,72751.0
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis unica,2021-08-01,434.0,386.0,16.0,9.0,450.0,395.0,845.0
SANTIAGO DE HUARI,otras vacunaciones,covid dosis unica,2021-08-01,96.0,104.0,88.0,117.0,184.0,221.0,405.0
SANTIAGO DE HUATA,otras vacunaciones,covid dosis unica,2021-08-01,103.0,137.0,128.0,212.0,231.0,349.0,580.0
SANTIAGO DE MACHACA,otras vacunaciones,covid dosis unica,2021-08-01,116.0,90.0,27.0,25.0,143.0,115.0,258.0
SANTIVAÑES,otras vacunaciones,covid dosis unica,2021-08-01,1034.0,911.0,0.0,0.0,1034.0,911.0,1945.0
SANTUARIO DE QUILLACAS,otras vacunaciones,covid dosis unica,2021-08-01,70.0,80.0,0.0,0.0,70.0,80.0,150.0
SAPAHAQUI,otras vacunaciones,covid dosis unica,2021-08-01,111.0,132.0,146.0,131.0,257.0,263.0,520.0
SHINAOTA,otras vacunaciones,covid dosis unica,2021-08-01,605.0,624.0,5.0,12.0,610.0,636.0,1246.0
SICAYA,otras vacunaciones,covid dosis unica,2021-08-01,136.0,167.0,33.0,44.0,169.0,211.0,380.0
SIPE SIPE,otras vacunaciones,covid dosis unica,2021-08-01,685.0,740.0,727.0,835.0,1412.0,1575.0,2987.0
SORACACHI,otras vacunaciones,covid dosis unica,2021-08-01,675.0,677.0,0.0,0.0,675.0,677.0,1352.0
SORATA,otras vacunaciones,covid dosis unica,2021-08-01,35.0,20.0,45.0,35.0,80.0,55.0,135.0
SUCRE,otras vacunaciones,covid dosis unica,2021-08-01,5851.0,6755.0,4427.0,4170.0,10278.0,10925.0,21203.0
TACACHI,otras vacunaciones,covid dosis unica,2021-08-01,88.0,97.0,0.0,0.0,88.0,97.0,185.0
TACACOMA,otras vacunaciones,covid dosis unica,2021-08-01,25.0,20.0,104.0,81.0,129.0,101.0,230.0
TACOBAMBA,otras vacunaciones,covid dosis unica,2021-08-01,124.0,162.0,203.0,256.0,327.0,418.0,745.0
TACOPAYA,otras vacunaciones,covid dosis unica,2021-08-01,115.0,84.0,139.0,132.0,254.0,216.0,470.0
TAHUA,otras vacunaciones,covid dosis unica,2021-08-01,43.0,59.0,21.0,27.0,64.0,86.0,150.0
TAPACARI,otras vacunaciones,covid dosis unica,2021-08-01,824.0,811.0,0.0,0.0,824.0,811.0,1635.0
TARABUCO,otras vacunaciones,covid dosis unica,2021-08-01,143.0,142.0,21.0,22.0,164.0,164.0,328.0
TARACO,otras vacunaciones,covid dosis unica,2021-08-01,97.0,100.0,76.0,82.0,173.0,182.0,355.0
TARATA,otras vacunaciones,covid dosis unica,2021-08-01,987.0,1004.0,4.0,5.0,991.0,1009.0,2000.0
TARIJA,otras vacunaciones,covid dosis unica,2021-08-01,4608.0,4534.0,716.0,774.0,5324.0,5308.0,10632.0
TARVITA,otras vacunaciones,covid dosis unica,2021-08-01,123.0,114.0,69.0,94.0,192.0,208.0,400.0
TEOPONTE,otras vacunaciones,covid dosis unica,2021-08-01,62.0,47.0,41.0,28.0,103.0,75.0,178.0
TIAHUANACU,otras vacunaciones,covid dosis unica,2021-08-01,309.0,351.0,190.0,200.0,499.0,551.0,1050.0
TINGUIPAYA,otras vacunaciones,covid dosis unica,2021-08-01,108.0,128.0,188.0,261.0,296.0,389.0,685.0
TIPUANI,otras vacunaciones,covid dosis unica,2021-08-01,364.0,339.0,80.0,37.0,444.0,376.0,820.0
TIQUIPAYA,otras vacunaciones,covid dosis unica,2021-08-01,1703.0,1717.0,2.0,3.0,1705.0,1720.0,3425.0
TIRAQUE (CBBA),otras vacunaciones,covid dosis unica,2021-08-01,360.0,390.0,0.0,0.0,360.0,390.0,750.0
TOCO,otras vacunaciones,covid dosis unica,2021-08-01,550.0,615.0,0.0,0.0,550.0,615.0,1165.0
TOLATA,otras vacunaciones,covid dosis unica,2021-08-01,459.0,452.0,0.0,0.0,459.0,452.0,911.0
TOLEDO,otras vacunaciones,covid dosis unica,2021-08-01,66.0,84.0,0.0,0.0,66.0,84.0,150.0
TOMAVE,otras vacunaciones,covid dosis unica,2021-08-01,280.0,436.0,210.0,234.0,490.0,670.0,1160.0
TOMINA,otras vacunaciones,covid dosis unica,2021-08-01,30.0,33.0,14.0,8.0,44.0,41.0,85.0
TOTORA(CBBA),otras vacunaciones,covid dosis unica,2021-08-01,714.0,786.0,1.0,4.0,715.0,790.0,1505.0
TOTORA(ORR),otras vacunaciones,covid dosis unica,2021-08-01,108.0,127.0,16.0,9.0,124.0,136.0,260.0
TRIGAL,otras vacunaciones,covid dosis unica,2021-08-01,5.0,5.0,9.0,14.0,14.0,19.0,33.0
TURCO,otras vacunaciones,covid dosis unica,2021-08-01,68.0,92.0,0.0,0.0,68.0,92.0,160.0
UNCIA,otras vacunaciones,covid dosis unica,2021-08-01,356.0,456.0,247.0,243.0,603.0,699.0,1302.0
URIONDO (A. CONCEPCION),otras vacunaciones,covid dosis unica,2021-08-01,379.0,324.0,0.0,0.0,379.0,324.0,703.0
URUBICHA,otras vacunaciones,covid dosis unica,2021-08-01,118.0,162.0,0.0,0.0,118.0,162.0,280.0
UYUNI,otras vacunaciones,covid dosis unica,2021-08-01,476.0,427.0,35.0,35.0,511.0,462.0,973.0
VACAS,otras vacunaciones,covid dosis unica,2021-08-01,209.0,220.0,18.0,21.0,227.0,241.0,468.0
VALLEGRANDE,otras vacunaciones,covid dosis unica,2021-08-01,289.0,204.0,107.0,71.0,396.0,275.0,671.0
VILA VILA,otras vacunaciones,covid dosis unica,2021-08-01,32.0,28.0,80.0,70.0,112.0,98.0,210.0
VILLA CHARCAS,otras vacunaciones,covid dosis unica,2021-08-01,23.0,27.0,0.0,0.0,23.0,27.0,50.0
VILLA MONTES,otras vacunaciones,covid dosis unica,2021-08-01,211.0,172.0,86.0,51.0,297.0,223.0,520.0
VILLA RIVERO,otras vacunaciones,covid dosis unica,2021-08-01,445.0,450.0,0.0,0.0,445.0,450.0,895.0
VILLA SERRANO,otras vacunaciones,covid dosis unica,2021-08-01,214.0,176.0,55.0,40.0,269.0,216.0,485.0
VILLA TUNARI,otras vacunaciones,covid dosis unica,2021-08-01,2789.0,2461.0,48.0,44.0,2837.0,2505.0,5342.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid dosis unica,2021-08-01,94.0,62.0,112.0,82.0,206.0,144.0,350.0
VILLAZON,otras vacunaciones,covid dosis unica,2021-08-01,0.0,0.0,3.0,7.0,3.0,7.0,10.0
VINTO,otras vacunaciones,covid dosis unica,2021-08-01,1432.0,1571.0,48.0,29.0,1480.0,1600.0,3080.0
WALDO BALLIVIAN,otras vacunaciones,covid dosis unica,2021-08-01,69.0,92.0,21.0,16.0,90.0,108.0,198.0
YACO,otras vacunaciones,covid dosis unica,2021-08-01,107.0,84.0,186.0,177.0,293.0,261.0,554.0
YACUIBA,otras vacunaciones,covid dosis unica,2021-08-01,1325.0,1332.0,1466.0,1512.0,2791.0,2844.0,5635.0
YAMPARAEZ,otras vacunaciones,covid dosis unica,2021-08-01,30.0,14.0,0.0,0.0,30.0,14.0,44.0
YAPACANI,otras vacunaciones,covid dosis unica,2021-08-01,970.0,605.0,93.0,67.0,1063.0,672.0,1735.0
YOCALLA,otras vacunaciones,covid dosis unica,2021-08-01,148.0,141.0,0.0,0.0,148.0,141.0,289.0
YOTALA,otras vacunaciones,covid dosis unica,2021-08-01,160.0,147.0,49.0,46.0,209.0,193.0,402.0
YUNCHARA,otras vacunaciones,covid dosis unica,2021-08-01,46.0,37.0,19.0,28.0,65.0,65.0,130.0
YUNGUYO DE LITORAL,otras vacunaciones,covid dosis unica,2021-08-01,30.0,44.0,0.0,0.0,30.0,44.0,74.0
ZUDAÑEZ,otras vacunaciones,covid dosis unica,2021-08-01,81.0,73.0,14.0,22.0,95.0,95.0,190.0
ACHACACHI,otras vacunaciones,covid dosis unica,2021-09-01,195.0,238.0,245.0,257.0,440.0,495.0,935.0
AIQUILE,otras vacunaciones,covid dosis unica,2021-09-01,433.0,427.0,0.0,0.0,433.0,427.0,860.0
ALALAY,otras vacunaciones,covid dosis unica,2021-09-01,101.0,109.0,0.0,0.0,101.0,109.0,210.0
ALTO BENI,otras vacunaciones,covid dosis unica,2021-09-01,18.0,21.0,27.0,46.0,45.0,67.0,112.0
ANCORAIMES,otras vacunaciones,covid dosis unica,2021-09-01,24.0,20.0,8.0,3.0,32.0,23.0,55.0
ANTEQUERA,otras vacunaciones,covid dosis unica,2021-09-01,32.0,23.0,0.0,0.0,32.0,23.0,55.0
ANZALDO,otras vacunaciones,covid dosis unica,2021-09-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
APOLO,otras vacunaciones,covid dosis unica,2021-09-01,4.0,8.0,106.0,118.0,110.0,126.0,236.0
ARAMPAMPA,otras vacunaciones,covid dosis unica,2021-09-01,21.0,12.0,54.0,71.0,75.0,83.0,158.0
ARANI,otras vacunaciones,covid dosis unica,2021-09-01,95.0,79.0,0.0,0.0,95.0,79.0,174.0
ARQUE,otras vacunaciones,covid dosis unica,2021-09-01,279.0,302.0,140.0,139.0,419.0,441.0,860.0
ASCENCION DE GUARAYOS,otras vacunaciones,covid dosis unica,2021-09-01,77.0,63.0,30.0,20.0,107.0,83.0,190.0
ATOCHA,otras vacunaciones,covid dosis unica,2021-09-01,50.0,67.0,23.0,26.0,73.0,93.0,166.0
AUCAPATA,otras vacunaciones,covid dosis unica,2021-09-01,17.0,24.0,14.0,15.0,31.0,39.0,70.0
AYATA,otras vacunaciones,covid dosis unica,2021-09-01,46.0,62.0,49.0,63.0,95.0,125.0,220.0
AYO AYO,otras vacunaciones,covid dosis unica,2021-09-01,47.0,69.0,11.0,23.0,58.0,92.0,150.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid dosis unica,2021-09-01,69.0,90.0,122.0,123.0,191.0,213.0,404.0
AZURDUY,otras vacunaciones,covid dosis unica,2021-09-01,176.0,135.0,46.0,42.0,222.0,177.0,399.0
BATALLAS,otras vacunaciones,covid dosis unica,2021-09-01,7.0,13.0,14.0,6.0,21.0,19.0,40.0
BAURES,otras vacunaciones,covid dosis unica,2021-09-01,5.0,5.0,61.0,49.0,66.0,54.0,120.0
BELEN DE ANDAMARCA,otras vacunaciones,covid dosis unica,2021-09-01,7.0,18.0,0.0,0.0,7.0,18.0,25.0
BELEN DE URMIRI,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
BERMEJO,otras vacunaciones,covid dosis unica,2021-09-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
BETANZOS,otras vacunaciones,covid dosis unica,2021-09-01,95.0,97.0,60.0,85.0,155.0,182.0,337.0
BOLIVAR,otras vacunaciones,covid dosis unica,2021-09-01,79.0,68.0,186.0,148.0,265.0,216.0,481.0
BOYUIBE,otras vacunaciones,covid dosis unica,2021-09-01,39.0,31.0,0.0,0.0,39.0,31.0,70.0
CABEZAS,otras vacunaciones,covid dosis unica,2021-09-01,43.0,33.0,0.0,0.0,43.0,33.0,76.0
CAIROMA,otras vacunaciones,covid dosis unica,2021-09-01,54.0,60.0,47.0,59.0,101.0,119.0,220.0
CAJUATA,otras vacunaciones,covid dosis unica,2021-09-01,53.0,71.0,12.0,19.0,65.0,90.0,155.0
CALACOTO,otras vacunaciones,covid dosis unica,2021-09-01,4.0,1.0,75.0,80.0,79.0,81.0,160.0
CALAMARCA,otras vacunaciones,covid dosis unica,2021-09-01,94.0,127.0,9.0,15.0,103.0,142.0,245.0
CAMARGO,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,276.0,228.0,276.0,228.0,504.0
CAMIRI,otras vacunaciones,covid dosis unica,2021-09-01,8.0,9.0,0.0,0.0,8.0,9.0,17.0
CAPINOTA,otras vacunaciones,covid dosis unica,2021-09-01,185.0,210.0,0.0,0.0,185.0,210.0,395.0
CAQUIAVIRI,otras vacunaciones,covid dosis unica,2021-09-01,28.0,32.0,10.0,10.0,38.0,42.0,80.0
CARACOLLO,otras vacunaciones,covid dosis unica,2021-09-01,192.0,178.0,0.0,0.0,192.0,178.0,370.0
CARANAVI,otras vacunaciones,covid dosis unica,2021-09-01,293.0,285.0,376.0,306.0,669.0,591.0,1260.0
CARIPUYO,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,3.0,2.0,3.0,2.0,5.0
CATACORA,otras vacunaciones,covid dosis unica,2021-09-01,1.0,6.0,33.0,40.0,34.0,46.0,80.0
CHAQUI,otras vacunaciones,covid dosis unica,2021-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
CHARAGUA,otras vacunaciones,covid dosis unica,2021-09-01,83.0,52.0,0.0,0.0,83.0,52.0,135.0
CHAYANTA,otras vacunaciones,covid dosis unica,2021-09-01,59.0,64.0,50.0,64.0,109.0,128.0,237.0
CHIMORE,otras vacunaciones,covid dosis unica,2021-09-01,308.0,297.0,0.0,0.0,308.0,297.0,605.0
CHIPAYA,otras vacunaciones,covid dosis unica,2021-09-01,6.0,14.0,0.0,0.0,6.0,14.0,20.0
CHOQUE COTA,otras vacunaciones,covid dosis unica,2021-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
CHUA COCANI,otras vacunaciones,covid dosis unica,2021-09-01,49.0,37.0,0.0,0.0,49.0,37.0,86.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid dosis unica,2021-09-01,114.0,134.0,71.0,86.0,185.0,220.0,405.0
CHUMA,otras vacunaciones,covid dosis unica,2021-09-01,33.0,29.0,80.0,85.0,113.0,114.0,227.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,24.0,21.0,24.0,21.0,45.0
CKOCHAS,otras vacunaciones,covid dosis unica,2021-09-01,75.0,89.0,44.0,47.0,119.0,136.0,255.0
COCAPATA,otras vacunaciones,covid dosis unica,2021-09-01,552.0,608.0,0.0,0.0,552.0,608.0,1160.0
COCHABAMBA,otras vacunaciones,covid dosis unica,2021-09-01,110.0,120.0,0.0,0.0,110.0,120.0,230.0
COIPASA,otras vacunaciones,covid dosis unica,2021-09-01,25.0,25.0,0.0,0.0,25.0,25.0,50.0
COLLANA,otras vacunaciones,covid dosis unica,2021-09-01,21.0,24.0,14.0,16.0,35.0,40.0,75.0
COLPA BELGICA,otras vacunaciones,covid dosis unica,2021-09-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
COLQUENCHA,otras vacunaciones,covid dosis unica,2021-09-01,92.0,98.0,0.0,0.0,92.0,98.0,190.0
COLQUIRI,otras vacunaciones,covid dosis unica,2021-09-01,22.0,19.0,0.0,0.0,22.0,19.0,41.0
COMANCHE,otras vacunaciones,covid dosis unica,2021-09-01,23.0,27.0,12.0,8.0,35.0,35.0,70.0
COMARAPA,otras vacunaciones,covid dosis unica,2021-09-01,89.0,78.0,1.0,0.0,90.0,78.0,168.0
COMBAYA,otras vacunaciones,covid dosis unica,2021-09-01,11.0,4.0,17.0,13.0,28.0,17.0,45.0
CONCEPCION,otras vacunaciones,covid dosis unica,2021-09-01,24.0,16.0,0.0,0.0,24.0,16.0,40.0
CORO CORO,otras vacunaciones,covid dosis unica,2021-09-01,17.0,20.0,41.0,55.0,58.0,75.0,133.0
COROICO,otras vacunaciones,covid dosis unica,2021-09-01,10.0,9.0,73.0,78.0,83.0,87.0,170.0
CORQUE,otras vacunaciones,covid dosis unica,2021-09-01,15.0,30.0,0.0,0.0,15.0,30.0,45.0
COTAGAITA,otras vacunaciones,covid dosis unica,2021-09-01,184.0,189.0,73.0,88.0,257.0,277.0,534.0
COTOCA,otras vacunaciones,covid dosis unica,2021-09-01,53.0,58.0,11.0,27.0,64.0,85.0,149.0
CUATRO CAÑADAS,otras vacunaciones,covid dosis unica,2021-09-01,91.0,77.0,25.0,32.0,116.0,109.0,225.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid dosis unica,2021-09-01,126.0,129.0,0.0,0.0,126.0,129.0,255.0
CULPINA,otras vacunaciones,covid dosis unica,2021-09-01,329.0,345.0,0.0,0.0,329.0,345.0,674.0
CURVA,otras vacunaciones,covid dosis unica,2021-09-01,2.0,6.0,42.0,65.0,44.0,71.0,115.0
DESAGUADERO,otras vacunaciones,covid dosis unica,2021-09-01,10.0,4.0,4.0,7.0,14.0,11.0,25.0
EL ALTO,otras vacunaciones,covid dosis unica,2021-09-01,63.0,77.0,128.0,117.0,191.0,194.0,385.0
EL CHORO,otras vacunaciones,covid dosis unica,2021-09-01,9.0,16.0,0.0,0.0,9.0,16.0,25.0
EL PUENTE(STC),otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,35.0,20.0,35.0,20.0,55.0
EL PUENTE(TJA),otras vacunaciones,covid dosis unica,2021-09-01,26.0,26.0,20.0,24.0,46.0,50.0,96.0
EL TORNO,otras vacunaciones,covid dosis unica,2021-09-01,228.0,227.0,0.0,0.0,228.0,227.0,455.0
EL VILLAR,otras vacunaciones,covid dosis unica,2021-09-01,0.0,0.0,8.0,12.0,8.0,12.0,20.0
ENTRE RIOS TRJ,otras vacunaciones,covid dosis unica,2021-09-01,146.0,109.0,22.0,22.0,168.0,131.0,299.0
ENTRE RIOS CBBA,otras vacunaciones,covid dosis unica,2021-09-01,750.0,695.0,0.0,0.0,750.0,695.0,1445.0
ESCARA,otras vacunaciones,covid dosis unica,2021-09-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
ESCOMA,otras vacunaciones,covid dosis unica,2021-09-01,52.0,40.0,53.0,70.0,105.0,110.0,215.0
ESMERALDA,otras vacunaciones,covid dosis unica,2021-09-01,23.0,22.0,0.0,0.0,23.0,22.0,45.0
EUCALIPTUS,otras vacunaciones,covid dosis unica,2021-09-01,46.0,49.0,0.0,0.0,46.0,49.0,95.0
GENERAL SAAVEDRA,otras vacunaciones,covid dosis unica,2021-09-01,10.0,10.0,0.0,0.0,10.0,10.0,20.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid dosis unica,2021-09-01,20.0,32.0,75.0,101.0,95.0,133.0,228.0
GUANAY,otras vacunaciones,covid dosis unica,2021-09-01,84.0,85.0,72.0,94.0,156.0,179.0,335.0
GUAQUI,otras vacunaciones,covid dosis unica,2021-09-01,13.0,7.0,0.0,0.0,13.0,7.0,20.0
GUAYARAMERIN,otras vacunaciones,covid dosis unica,2021-09-01,521.0,613.0,306.0,307.0,827.0,920.0,1747.0
GUTIERREZ,otras vacunaciones,covid dosis unica,2021-09-01,26.0,9.0,0.0,0.0,26.0,9.0,35.0
HUACARETA,otras vacunaciones,covid dosis unica,2021-09-01,22.0,20.0,14.0,4.0,36.0,24.0,60.0
HUANUNI,otras vacunaciones,covid dosis unica,2021-09-01,555.0,644.0,0.0,0.0,555.0,644.0,1199.0
HUARACAJE,otras vacunaciones,covid dosis unica,2021-09-01,78.0,86.0,0.0,0.0,78.0,86.0,164.0
HUARINA,otras vacunaciones,covid dosis unica,2021-09-01,39.0,34.0,72.0,65.0,111.0,99.0,210.0
HUATAJATA,otras vacunaciones,covid dosis unica,2021-09-01,144.0,149.0,45.0,57.0,189.0,206.0,395.0
HUMANATA,otras vacunaciones,covid dosis unica,2021-09-01,9.0,11.0,3.0,7.0,12.0,18.0,30.0
ICHOCA,otras vacunaciones,covid dosis unica,2021-09-01,7.0,8.0,76.0,77.0,83.0,85.0,168.0
ICLA,otras vacunaciones,covid dosis unica,2021-09-01,21.0,24.0,19.0,16.0,40.0,40.0,80.0
INCAHUASI,otras vacunaciones,covid dosis unica,2021-09-01,23.0,31.0,5.0,6.0,28.0,37.0,65.0
INQUISIVI,otras vacunaciones,covid dosis unica,2021-09-01,29.0,33.0,101.0,147.0,130.0,180.0,310.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid dosis unica,2021-09-01,101.0,101.0,84.0,82.0,185.0,183.0,368.0
IXIAMAS,otras vacunaciones,covid dosis unica,2021-09-01,31.0,29.0,138.0,114.0,169.0,143.0,312.0
JESUS DE MACHACA,otras vacunaciones,covid dosis unica,2021-09-01,117.0,135.0,59.0,74.0,176.0,209.0,385.0
