,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,11,18,1,0,30
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,63,48,2,0,113
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,0,1,1,0,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,8,2,3,5,18
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,29,36,2,6,73
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,2,0,2,3,7
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,6,7,0,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,4,8,3,0,15
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,56,54,6,6,122
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,16,7,0,2,25
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,28,43,1,5,77
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,23,18,9,10,60
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,4,7,2,2,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,1,1,0,1,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,124,113,2,3,242
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,3,4,2,3,12
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,80,69,11,4,164
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,4,4,2,0,10
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,9,6,0,0,15
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,47,45,7,5,104
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,10,5,1,4,20
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,7,4,3,0,14
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,5,0,3,1,9
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,1,0,0,0,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-03-01,2,6,2,1,11
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,2,6,5,15
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,12,19,12,6,49
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,10,6,3,24
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,20,13,5,13,51
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,1,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,8,0,1,14
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,8,4,3,18
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,1,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,1,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,3,0,2,9
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,13,12,0,2,27
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,1,2
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,13,6,5,2,26
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,12,9,3,4,28
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,1,4,0,9
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,27,32,4,4,67
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,17,6,3,2,28
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,4,0,1,7
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,0,2,2,7
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,4,1,0,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,11,4,9,5,29
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,8,4,2,18
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,9,6,5,25
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,3,1,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,2,4,2,9
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,19,21,4,3,47
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,17,17,5,8,47
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,3,1,4,10
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,9,0,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,6,9,5,2,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,18,17,12,6,53
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,6,1,3,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,7,0,0,9
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,10,1,0,15
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,9,7,0,1,17
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,15,7,2,3,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,2,0,0,5
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,31,35,2,5,73
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,18,19,3,2,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,3,0,3,10
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,9,11,5,29
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,25,22,6,2,55
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,15,13,3,3,34
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,7,3,2,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,3,2,2,12
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,19,18,11,17,65
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,3,1,1,8
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,13,9,17,21,60
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,0,1,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,9,4,7,27
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,21,19,1,1,42
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,1,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,17,12,2,1,32
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,5,6,0,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,6,4,2,2,14
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,5,1,6,17
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,13,12,0,1,26
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,51,61,6,4,122
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,8,4,4,8,24
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,573,554,3,4,1134
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,1,1,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,38,39,4,2,83
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,7,1,2,17
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,19,7,2,2,30
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,2,2,1,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,13,13,8,7,41
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,7,0,0,12
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,6,9,9,28
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,1,1,0,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,20,17,0,2,39
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,0,0,2
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,19,22,5,4,50
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,6,4,6,4,20
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,12,8,1,0,21
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,3,0,2,7
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,6,3,5,30
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,1,2,3,11
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,14,11,11,2,38
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,51,42,5,7,105
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,20,10,0,2,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,2,1,5
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,5,1,2,11
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,8,11,2,7,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,3,0,2,7
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,0,0,3,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,548,564,125,142,1379
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,12,13,3,4,32
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,9,1,4,21
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,34,38,2,5,79
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,3,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,9,8,6,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,33,26,2,0,61
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,1,0,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,3,1,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,0,0,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,2,0,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,9,11,4,1,25
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,7,0,0,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,11,10,0,1,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,7,4,0,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,5,6,3,21
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,4,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,35,26,2,1,64
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,5,5,10,25
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,9,8,1,2,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,20,14,1,4,39
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,2,1,0,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,0,3,2,8
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,0,2,1,7
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,2,0,0,2
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,1,2,5
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,2,1,5
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,6,7,5,4,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,2,0,1,5
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,5,7,2,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,5,7,4,20
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,7,0,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,4,1,0,12
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,35,30,3,6,74
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,74,77,2,4,157
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,609,559,3,6,1177
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,2,2,1,9
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,7,3,1,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,4,0,0,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,3,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,17,23,26,82
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,2,1,1,5
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,4,2,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,3,1,1,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,0,1,0,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,1,3,2,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,12,6,0,0,18
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,13,0,0,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,1,1,0,2
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,12,14,3,2,31
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,4,6,2,3,15
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,18,19,5,3,45
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,21,10,12,7,50
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,8,6,3,20
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,3,3,4,12
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,19,1,2,38
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,88,94,4,1,187
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,1,7,1,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,3,1,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,2,0,0,5
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,9,7,5,24
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,9,2,2,23
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,3,7,2,14
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,226,254,35,30,545
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,14,8,1,0,23
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,6,3,2,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,25,18,9,7,59
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,5,4,6,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,18,15,2,3,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,0,2,1,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,11,6,2,3,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,2,0,0,3
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,0,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,9,9,4,4,26
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,1,0,0,2
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,5,1,3,16
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,8,5,5,14,32
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,4,3,7,19
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,11,6,0,3,20
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,3,1,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,5,2,1,15
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,5,8,8,26
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,8,1,4,23
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,26,16,2,1,45
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,5,0,1,7
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,198,190,14,13,415
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,1,3,1,8
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,15,16,6,5,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,3,2,6,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,7,8,3,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,10,8,2,0,20
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,2,5,5,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,11,18,0,0,29
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,8,11,1,1,21
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,18,7,1,1,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,39,37,1,4,81
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,7,9,7,30
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,30,24,2,1,57
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,2,1,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,111,115,74,86,386
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,6,7,0,0,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,7,4,8,21
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,10,12,7,36
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,96,78,12,10,196
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,14,0,1,31
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,20,8,0,0,28
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,4,1,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,100,98,5,7,210
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,1,2,0,5
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,15,11,5,12,43
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,3,2,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,2,4,2,4,12
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,7,5,0,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,3,2,0,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,1,4,0,2,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,3,5,0,2,10
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,11,4,4,24
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,26,30,4,10,70
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,5,14,7,4,30
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,16,16,2,2,36
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-04-01,14,15,1,0,30
