,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,1,1,0,3
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,12,18,5,5,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,4,1,1,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,2,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,583,609,158,160,1510
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,1,0,0,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,9,2,6,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,9,1,1,18
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,36,40,6,3,85
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,1,2,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,16,10,10,5,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,35,38,1,0,74
ESCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,0,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,0,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,1,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,1,2,1,4
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,0,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,14,1,2,27
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,2,1,0,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,10,2,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,3,5,1,16
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,5,3,6,22
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,6,3,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,20,39,1,2,62
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,4,4,12,27
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,12,1,4,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,14,17,7,3,41
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,3,0,0,6
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,1,2,8
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,0,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,1,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,1,0,1,3
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,3,2,2,9
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,2,6,2,12
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,6,5,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,0,1,4
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,2,2,3,9
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,6,2,5,21
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,11,3,2,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,9,0,1,16
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,50,36,6,12,104
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,75,78,4,5,162
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,583,577,12,9,1181
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,6,4,2,16
LAJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,7,6,3,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,2,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,12,14,33,33,92
LLICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,0,1,6
LORETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,0,4,3,7
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,4,2,0,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,0,1,0,5
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,1,1,0,7
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,5,1,0,11
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,7,0,1,18
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,13,11,0,1,25
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,2,0,2,13
MINEROS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,13,7,1,28
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,14,13,12,6,45
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,5,5,3,18
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,1,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,0,0,2,5
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,24,18,1,0,43
MONTERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,108,106,2,3,219
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,3,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,2,6,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,3,0,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,1,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,0,0,3
OCURI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,4,3,6,16
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,9,1,2,23
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,0,4,5,11
ORURO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,233,247,36,48,564
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,7,2,0,19
PADILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,7,4,0,19
PAILON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,18,22,12,10,62
PALCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,11,5,2,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,18,13,0,3,34
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,3,1,4,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,10,0,0,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,3,0,1,7
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,3,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,14,6,3,34
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,2,3,1,10
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,5,1,1,14
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,3,16,12,36
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,4,2,1,10
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,7,1,5,21
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,1,1,5
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,6,4,1,19
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,11,6,4,25
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,11,2,3,21
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,12,1,2,25
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,3,5,3,16
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,199,170,14,21,404
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,3,3,2,13
PUCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,18,15,9,5,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,5,4,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,4,8,6,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,3,2,0,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,2,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,11,0,0,16
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,6,0,0,10
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,23,10,4,5,42
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,41,45,2,6,94
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,12,2,7,29
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,30,15,0,1,46
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,1,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,95,115,69,73,352
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,4,1,1,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,2,8,12,30
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,6,17,15,46
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,92,69,34,22,217
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,12,14,0,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,21,23,4,2,50
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,1,2,4
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,123,108,14,16,261
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,1,0,1,7
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,6,4,7,25
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,4,1,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,3,7,5,20
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,4,3,1,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,1,0,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,8,0,2,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,1,1,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,0,1,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,1,2,1,8
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,9,3,5,26
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,40,39,1,7,87
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,4,1,3,18
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,19,29,0,0,48
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,19,24,3,1,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,57,34,8,1,100
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,5,8,16
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,12,0,1,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,4,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,16,11,18,9,54
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,5,1,4,19
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,35,32,7,4,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,4,5,4,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,20,10,0,3,33
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,23,18,15,64
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,21,20,0,0,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,14,2,1,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,0,0,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,14,10,1,1,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,13,17,5,15,50
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,4,0,1,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,3,2,0,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,5,1,2,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,3,5,5,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,10,1,0,16
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,21,15,0,1,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1272,1221,28,32,2553
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,8,0,0,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,24,2,5,42
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,1,0,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,5,4,3,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,1,0,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,0,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,7,0,2,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,0,1,3,7
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,6,2,2,16
SENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,5,1,1,10
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,20,13,1,1,35
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,9,2,0,20
SICAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,0,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,45,50,1,2,98
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,3,3,1,9
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,5,5,4,15
SORATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,9,4,4,22
SUCRE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,265,265,2,3,535
TACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,0,0,3
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,5,4,3,20
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,1,1,3,13
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,0,2,7
TAHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,8,13,3,34
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,3,12,1,24
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,2,0,7
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,4,4,0,17
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,186,170,7,7,370
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,4,5,6,22
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,10,2,4,27
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,10,1,1,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,9,7,7,9,32
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,4,4,4,16
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,53,61,7,15,136
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,13,5,5,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,6,2,0,0,8
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,5,2,1,16
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,1,0,2,3
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,5,6,2,7,20
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,5,2,1,15
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,9,7,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,8,9,3,9,29
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,2,1,1,6
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,1,1,2,5
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,104,124,5,7,240
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,42,38,6,5,91
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,3,1,0,6
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,3,2,8
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,21,16,4,3,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,12,10,2,4,28
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,4,0,0,6
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,30,29,1,3,63
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,4,3,4,7,18
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,14,0,6,30
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,43,62,0,0,105
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,2,2,1,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,10,14,4,3,31
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,39,35,8,12,94
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,0,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,6,4,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,1,5,1,3,10
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,58,67,16,10,151
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,11,9,2,3,25
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,22,37,5,4,68
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,48,58,16,18,140
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,1,5,0,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,1,0,0,3
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,112,110,8,12,242
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,7,1,1,12
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,82,63,4,9,158
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,2,2,0,7
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,3,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,33,37,11,14,95
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,7,2,4,2,15
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,3,6,5,4,18
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,1,5,4,10
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,0,0,1,0,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-04-01,2,2,3,2,9
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,3,2,3,0,8
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,18,13,4,7,42
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,2,5,1,8,16
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,13,12,11,3,39
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,0,2,1,0,3
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,1,3,1,1,6
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,11,7,1,0,19
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,1,6,4,2,13
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,4,2,2,1,9
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,0,2,1,0,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2016-05-01,1,2,6,3,12
