,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,4,6,11,22
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,14,22,37
COMANCHE,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,4,2,1,8
COMARAPA,vacunaciones en menores de 1 ano,bcg,2016-04-01,20,7,0,1,28
COMBAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,4,0,0,4
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2016-04-01,22,13,2,2,39
COPACABANA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,4,1,2,8
CORIPATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,11,1,3,24
CORO CORO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,5,4,12
COROICO,vacunaciones en menores de 1 ano,bcg,2016-04-01,7,8,0,0,15
CORQUE,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,3,1,7
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2016-04-01,11,4,5,7,27
COTOCA,vacunaciones en menores de 1 ano,bcg,2016-04-01,61,49,0,0,110
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,0,1,2
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,20,20,0,0,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,1,2,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,0,1,1
CULPINA,vacunaciones en menores de 1 ano,bcg,2016-04-01,14,5,2,3,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,0,2,5
CURVA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,2,2,5
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,3,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,bcg,2016-04-01,815,865,41,60,1781
EL CHORO,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,1,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2016-04-01,4,6,2,0,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,2,4,9
EL TORNO,vacunaciones en menores de 1 ano,bcg,2016-04-01,53,49,1,0,103
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,0,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2016-04-01,7,7,4,6,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2016-04-01,21,35,0,0,56
ESCOMA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,4,2,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,0,2,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,9,3,2,23
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2016-04-01,5,2,0,1,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,7,0,0,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2016-04-01,4,4,2,5,15
GUANAY,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,4,2,4,12
GUAQUI,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,2,2,1,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2016-04-01,72,62,0,0,134
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,2,3,7,16
HUACARETA,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,7,2,1,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,0,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2016-04-01,13,12,1,2,28
HUARINA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,6,1,8
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,1,1,5
HUMANATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,1,1,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,2,1,2,7
ICLA,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,5,4,1,14
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2016-04-01,5,5,2,2,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,2,1,3
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2016-04-01,5,1,11,8,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2016-04-01,5,3,3,3,14
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,4,4,0,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,8,8,18
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2016-04-01,51,44,1,4,100
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2016-04-01,59,42,6,5,112
LA PAZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,1163,663,0,0,1826
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,8,1,0,11
LAJA,vacunaciones en menores de 1 ano,bcg,2016-04-01,8,9,3,1,21
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,6,1,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,2,2,4
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,15,31,16,71
LLICA,vacunaciones en menores de 1 ano,bcg,2016-04-01,7,3,0,0,10
LORETO,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,3,4,7
LURIBAY,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,1,1,3
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,5,0,1,7
MACHARETI,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,3,0,1,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2016-04-01,8,9,6,5,28
MAIRANA,vacunaciones en menores de 1 ano,bcg,2016-04-01,10,1,0,0,11
MALLA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,bcg,2016-04-01,15,9,2,1,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,4,0,0,8
MINEROS,vacunaciones en menores de 1 ano,bcg,2016-04-01,11,10,0,0,21
MIZQUE,vacunaciones en menores de 1 ano,bcg,2016-04-01,15,27,5,5,52
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,0,5,8,17
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,6,4,2,0,12
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2016-04-01,34,36,1,1,72
MONTERO,vacunaciones en menores de 1 ano,bcg,2016-04-01,195,172,0,0,367
MORO MORO,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,0,1,0,4
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,2,5,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,2,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,0,0,2
OCURI,vacunaciones en menores de 1 ano,bcg,2016-04-01,5,3,8,10,26
OKINAWA,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,5,5,2,15
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,2,1,6
ORURO,vacunaciones en menores de 1 ano,bcg,2016-04-01,354,368,11,15,748
PADCAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,5,2,1,5,13
PADILLA,vacunaciones en menores de 1 ano,bcg,2016-04-01,15,8,0,0,23
PAILON,vacunaciones en menores de 1 ano,bcg,2016-04-01,33,25,6,9,73
PALCA,vacunaciones en menores de 1 ano,bcg,2016-04-01,8,5,5,3,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2016-04-01,20,10,3,4,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,1,3,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,7,0,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,1,4,6
PASORAPA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,15,3,3,30
PAZÑA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,1,0,3
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,1,2,5
POCOATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,13,19,34
POCONA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,2,4,9
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2016-04-01,6,5,0,0,11
POOPO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,3,0,1,5
PORCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,11,14,2,4,31
POROMA,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,5,6,1,15
PORONGO,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,6,4,3,17
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2016-04-01,18,20,0,0,38
PORVENIR,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,3,0,1,8
POTOSI,vacunaciones en menores de 1 ano,bcg,2016-04-01,276,231,11,11,529
PRESTO,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,2,5,7
PUCARA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2016-04-01,13,5,21,16,55
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,6,7,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,8,11,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,0,1,4
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,3,4,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2016-04-01,10,16,0,0,26
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2016-04-01,5,10,2,2,19
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,31,29,0,0,60
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2016-04-01,59,91,2,6,158
PUNA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,8,5,6,20
PUNATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,45,22,0,1,68
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,6,0,0,7
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2016-04-01,115,112,13,10,250
QUIME,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,3,6,9
RAVELO,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,11,9,23
REYES,vacunaciones en menores de 1 ano,bcg,2016-04-01,8,11,17,15,51
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2016-04-01,169,190,11,10,380
ROBORE,vacunaciones en menores de 1 ano,bcg,2016-04-01,10,10,0,0,20
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2016-04-01,28,27,4,11,70
SABAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,0,0,2
SACABA,vacunaciones en menores de 1 ano,bcg,2016-04-01,118,113,3,0,234
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,1,0,4
SACACA,vacunaciones en menores de 1 ano,bcg,2016-04-01,19,18,14,9,60
SAIPINA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,1,3,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,3,4,3,11
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,2,2,0,7
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,3,4,2,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,0,3,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,2,2,6
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,7,2,5,17
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2016-04-01,44,32,11,20,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2016-04-01,13,9,4,5,31
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2016-04-01,13,11,2,1,27
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2016-04-01,16,23,2,2,43
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,78,69,6,4,157
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,5,10,13,28
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2016-04-01,15,10,0,0,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,1,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2016-04-01,24,26,21,15,86
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,4,0,2,9
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2016-04-01,30,43,7,5,85
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2016-04-01,3,2,8,12,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2016-04-01,3,7,1,1,12
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,14,9,11,7,41
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,12,18,3,1,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,7,0,0,10
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,3,0,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2016-04-01,20,8,1,0,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2016-04-01,13,23,17,14,67
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,3,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,0,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,3,1,0,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,2,4,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,10,6,0,0,16
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2016-04-01,20,22,0,0,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2025,1911,90,112,4138
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2016-04-01,13,7,2,0,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,7,2,1,12
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,0,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,3,3,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,4,3,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,1,3,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,3,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,1,4,6
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,3,3,2,10
SENA,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,4,5,8,26
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2016-04-01,23,21,0,0,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2016-04-01,6,8,7,11,32
SICAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2016-04-01,48,36,0,0,84
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,3,0,0,4
SORACACHI,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,5,0,7
SORATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,8,12,10,4,34
SUCRE,vacunaciones en menores de 1 ano,bcg,2016-04-01,339,333,0,0,672
TACACOMA,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,2,0,2,8
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,4,3,7
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,1,3,6
TAPACARI,vacunaciones en menores de 1 ano,bcg,2016-04-01,8,10,13,6,37
TARABUCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,9,6,2,3,20
TARACO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,0,1,2
TARATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,2,2,0,8
TARIJA,vacunaciones en menores de 1 ano,bcg,2016-04-01,239,237,1,3,480
TARVITA,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,4,2,4,13
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,7,1,6,18
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2016-04-01,6,8,1,5,20
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,7,5,14,20,46
TIPUANI,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,3,0,2,9
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2016-04-01,59,61,7,7,134
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2016-04-01,9,15,5,3,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,1,2,3
TOCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,3,0,0,5
TOLATA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,1,3,1,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,0,1,1,2
TOMAVE,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,2,2,7
TOMINA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,0,2,2,6
TORO TORO,vacunaciones en menores de 1 ano,bcg,2016-04-01,6,10,5,4,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2016-04-01,8,8,1,3,20
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,2,2,7
TRIGAL,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2016-04-01,198,179,10,6,393
TUPIZA,vacunaciones en menores de 1 ano,bcg,2016-04-01,46,34,9,3,92
TURCO,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,2,1,4
UMALA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,1,3,9,15
UNCIA,vacunaciones en menores de 1 ano,bcg,2016-04-01,18,14,15,11,58
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2016-04-01,6,6,0,0,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,6,0,0,9
UYUNI,vacunaciones en menores de 1 ano,bcg,2016-04-01,35,22,4,4,65
VACAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,2,2,6,12
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2016-04-01,19,17,0,0,36
VIACHA,vacunaciones en menores de 1 ano,bcg,2016-04-01,31,45,0,1,77
VILA VILA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,3,1,2,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,5,5,0,14
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2016-04-01,58,39,1,0,98
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,4,2,4,12
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,0,0,3
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2016-04-01,77,77,22,12,188
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2016-04-01,6,4,1,4,15
VILLAZON,vacunaciones en menores de 1 ano,bcg,2016-04-01,31,21,0,3,55
VINTO,vacunaciones en menores de 1 ano,bcg,2016-04-01,31,42,2,2,77
VITICHI,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,6,3,2,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2016-04-01,0,1,1,0,2
WARNES,vacunaciones en menores de 1 ano,bcg,2016-04-01,96,82,0,2,180
YACO,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,2,2,3,8
YACUIBA,vacunaciones en menores de 1 ano,bcg,2016-04-01,91,93,9,7,200
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,3,0,0,7
YANACACHI,vacunaciones en menores de 1 ano,bcg,2016-04-01,4,2,1,0,7
YAPACANI,vacunaciones en menores de 1 ano,bcg,2016-04-01,65,57,3,2,127
YOCALLA,vacunaciones en menores de 1 ano,bcg,2016-04-01,7,6,1,2,16
YOTALA,vacunaciones en menores de 1 ano,bcg,2016-04-01,2,4,0,0,6
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2016-04-01,1,0,3,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2016-04-01,3,7,0,1,11
ACACIO,vacunaciones en menores de 1 ano,bcg,2016-05-01,2,2,4,1,9
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2016-05-01,20,23,6,9,58
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,5,5,3,13
AIQUILE,vacunaciones en menores de 1 ano,bcg,2016-05-01,20,13,5,0,38
ALALAY,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,1,1,0,2
ALCALA,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,1,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,4,1,1,9
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2016-05-01,4,6,5,4,19
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2016-05-01,1,0,2,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2016-05-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,2,4,1,7
APOLO,vacunaciones en menores de 1 ano,bcg,2016-05-01,10,25,4,4,43
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,1,1,1,6
ARANI,vacunaciones en menores de 1 ano,bcg,2016-05-01,4,7,0,0,11
ARBIETO,vacunaciones en menores de 1 ano,bcg,2016-05-01,4,6,5,4,19
ARQUE,vacunaciones en menores de 1 ano,bcg,2016-05-01,5,8,1,3,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2016-05-01,26,30,0,0,56
ATOCHA,vacunaciones en menores de 1 ano,bcg,2016-05-01,8,3,3,1,15
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,0,0,1,1
AYATA,vacunaciones en menores de 1 ano,bcg,2016-05-01,4,3,5,0,12
AYO AYO,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,6,1,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2016-05-01,10,5,2,13,30
AZURDUY,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,3,3,3,12
BATALLAS,vacunaciones en menores de 1 ano,bcg,2016-05-01,4,9,4,3,20
BAURES,vacunaciones en menores de 1 ano,bcg,2016-05-01,2,3,0,0,5
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2016-05-01,1,0,0,1,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2016-05-01,29,32,1,1,63
BETANZOS,vacunaciones en menores de 1 ano,bcg,2016-05-01,7,10,12,8,37
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,2,3,6,11
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,5,0,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2016-05-01,2,5,2,1,10
CABEZAS,vacunaciones en menores de 1 ano,bcg,2016-05-01,11,8,17,6,42
CAIROMA,vacunaciones en menores de 1 ano,bcg,2016-05-01,2,4,1,1,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2016-05-01,4,0,1,3,8
CAJUATA,vacunaciones en menores de 1 ano,bcg,2016-05-01,10,8,0,0,18
CALACOTO,vacunaciones en menores de 1 ano,bcg,2016-05-01,1,0,3,0,4
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2016-05-01,2,1,5,3,11
CAMARGO,vacunaciones en menores de 1 ano,bcg,2016-05-01,5,12,1,3,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2016-05-01,2,1,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2016-05-01,39,36,0,0,75
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2016-05-01,16,17,0,4,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2016-05-01,1,1,5,2,9
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2016-05-01,7,9,3,2,21
CARANAVI,vacunaciones en menores de 1 ano,bcg,2016-05-01,46,38,6,2,92
CARANGAS,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,8,3,5,19
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,3,8,8,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,2,3,6,11
CATACORA,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,1,0,3,4
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2016-05-01,22,32,2,6,62
CHAQUI,vacunaciones en menores de 1 ano,bcg,2016-05-01,3,1,2,3,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2016-05-01,13,3,12,15,43
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2016-05-01,0,0,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2016-05-01,10,8,3,3,24
