,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,75,73,8,8,164
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,621,579,9,9,1218
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,3,2,1,11
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,7,3,1,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,4,0,0,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,3,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,16,17,23,26,82
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,2,1,1,5
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,0,4,3,9
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,3,1,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,0,1,0,4
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,1,3,3,10
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,10,1,0,21
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,13,0,0,23
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,1,0,2
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,12,14,3,2,31
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,6,6,2,4,18
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,18,20,6,4,48
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,24,10,13,7,54
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,8,6,3,20
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,3,3,4,12
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,16,19,2,2,39
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,94,107,3,1,205
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,7,1,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,3,1,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,2,0,0,5
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,9,7,5,24
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,11,9,2,2,24
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,3,7,3,15
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,240,271,46,42,599
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,13,9,1,0,23
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,6,3,2,16
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,25,22,7,7,61
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,17,5,4,6,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,18,15,2,3,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,0,2,1,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,5,2,4,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,2,0,0,3
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,0,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,10,5,4,29
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,1,0,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,5,1,4,17
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,5,5,14,32
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,4,3,7,19
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,5,1,4,20
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,3,1,0,7
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,6,4,1,19
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,5,8,8,26
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,8,1,4,23
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,26,16,3,1,46
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,5,0,2,8
POSTRER VALLE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,203,198,14,15,430
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,1,3,1,8
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,16,17,7,5,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,3,2,6,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,7,8,3,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,12,2,0,24
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,2,5,6,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,11,18,0,0,29
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,9,10,2,2,23
PUERTO SILES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,18,7,1,2,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,44,40,1,5,90
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,7,11,5,31
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,31,26,2,1,60
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,2,1,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,119,125,71,91,406
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,6,7,0,0,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,7,3,7,19
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,10,13,7,37
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,115,87,14,12,228
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,11,10,0,1,22
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,21,13,0,2,36
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,4,1,5
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,105,107,5,10,227
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,1,2,0,5
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,15,11,4,10,40
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,3,2,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,3,2,4,12
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,5,0,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,4,1,0,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,4,0,2,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,5,0,2,10
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,11,4,4,24
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,31,33,8,10,82
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,14,7,4,30
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,16,16,2,2,36
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,18,16,2,0,36
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,43,64,6,8,121
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,1,11,6,21
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,11,0,1,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,8,0,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,20,10,35,21,86
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,4,6,4,15
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,36,34,5,7,82
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,9,6,6,29
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,15,11,1,1,28
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,13,16,7,16,52
SAN MATIAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,13,17,2,2,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,6,2,1,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,3,1,0,9
SAN PEDRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,12,11,4,0,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,14,21,10,8,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,5,1,0,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,0,1,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,0,1,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,7,0,0,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,7,1,2,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,11,7,0,0,18
SANTA ANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,19,14,1,4,38
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1320,1241,33,26,2620
SANTA ROSA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,9,1,1,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,12,13,4,4,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,2,3,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,0,7,4,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,4,1,1,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,0,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,6,7,0,0,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,3,3,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,2,4,2,13
SENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,6,7,0,3,16
SHINAOTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,16,17,0,1,34
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,11,8,1,4,24
SICAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,2,0,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,46,65,2,0,113
SOPACHUY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,0,5,0,8
SORACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,5,7,7,26
SORATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,7,5,5,22
SUCRE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,298,278,1,5,582
TACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,11,10,3,1,25
TACOBAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,5,2,2,12
TACOPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,1,0,1,4
TAHUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,12,15,6,7,40
TARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,10,7,11,32
TARACO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,2,0,0,2
TARATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,11,2,2,25
TARIJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,164,199,7,6,376
TARVITA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,3,3,5,18
TEOPONTE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,12,4,1,21
TIAWANACU,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,9,4,0,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,15,9,15,11,50
TIPUANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,6,8,1,0,15
TIQUIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,60,69,12,6,147
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,14,10,6,11,41
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,1,0,1,3
TOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,5,1,0,11
TOLATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,2,2,0,7
TOLEDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,1,6,7
TOMAVE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,6,8,6,2,22
TOMINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,5,3,3,13
TORO TORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,5,6,4,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,10,9,6,33
TOTORA(ORR),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,3,2,0,8
TRIGAL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,135,103,6,6,250
TUPIZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,35,42,6,8,91
TURCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,2,2,0,5
UMALA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,2,1,1,8
UNCIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,8,16,8,5,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,12,17,3,2,34
URUBICHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,9,0,0,0,9
UYUNI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,22,19,1,4,46
VACAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,2,8,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,10,12,0,0,22
VIACHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,35,51,3,3,92
VILA VILA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,4,1,2,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,9,3,7,26
VILLA MONTES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,35,49,8,7,99
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,1,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,7,6,2,19
VILLA SERRANO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,7,8,1,0,16
VILLA TUNARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,48,49,11,10,118
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,5,5,3,2,15
VILLAZON,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,17,22,4,2,45
VINTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,56,55,20,25,156
VITICHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,5,3,3,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,2,0,0,6
WARNES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,113,111,6,7,237
YACO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,4,1,1,8
YACUIBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,77,65,10,7,159
YAMPARAEZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,5,1,3,10
YANACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,2,5,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,27,27,26,12,92
YOCALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,3,7,2,3,15
YOTALA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,6,2,2,14
YUNCHARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,1,1,5,8,15
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,0,0,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-04-01,4,3,1,6,14
ACACIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,3,3,4,11
ACHACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,18,23,9,6,56
ACHOCALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,4,8,3,7,22
AIQUILE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,12,17,5,7,41
ALALAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,0,1,0,2
ALCALA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,3,0,1,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,6,5,0,1,12
ANCORAIMES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,8,9,2,4,23
ANDAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,1,0,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,2,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,0,4,3,5,12
APOLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,10,18,3,4,35
ARAMPAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,1,4,3,9
ARANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,8,5,3,1,17
ARBIETO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,10,11,7,4,32
ARQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,7,18,3,8,36
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,32,40,0,1,73
ATOCHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,9,9,1,3,22
AUCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,2,0,1,1,4
AYATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,3,1,3,3,10
AYO AYO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,5,4,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,13,9,18,15,55
AZURDUY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,3,3,5,1,12
BATALLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,10,10,0,0,20
BAURES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,3,0,2,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,0,1,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,0,0,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,0,2,1,2,5
BERMEJO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,21,27,1,7,56
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,18,18,6,6,48
BOLIVAR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,3,2,4,3,12
BOLPEBRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,2,0,3,2,7
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,3,4,0,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,12,8,2,2,24
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,20,22,17,13,72
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,4,6,6,6,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,4,8,1,3,16
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,8,7,1,0,16
CALACOTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,1,0,1,3
CALAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,8,3,3,2,16
CAMARGO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,10,7,2,1,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,1,1,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,34,34,0,2,70
CAPINOTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,16,18,2,3,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2016-05-01,5,4,0,0,9
