,group,variable,month,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS FUERA,ANTINEUMOCÓCICA 1RA DOSIS FUERA,TOTALES
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,10,0,1,19
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,2,0,0,2
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,12,2,1,23
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,13,1,2,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,3,1,0,5
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,27,20,2,4,53
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,26,21,0,0,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,2,1,4,13
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,14,9,6,7,36
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,35,38,6,4,83
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,15,3,1,32
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,5,3,0,10
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,4,2,0,12
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,1,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,23,27,10,15,75
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,2,1,7
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,11,11,24,15,61
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,1,1,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,4,8,4,24
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,22,26,4,2,54
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,4,0,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,14,16,1,2,33
CHUMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,3,3,2,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,4,4,3,14
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,6,9,7,24
CLIZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,18,21,1,1,41
COBIJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,52,62,14,15,143
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,9,16,12,42
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,649,640,2,6,1297
COIPASA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,0,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,56,39,0,2,97
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,10,1,0,18
COLLANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,23,13,3,2,41
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,8,0,1,11
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,15,18,13,10,56
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,4,0,0,10
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,11,14,10,43
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,0,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,20,14,0,2,36
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,1,1,2,4
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,24,21,4,1,50
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,6,2,1,14
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,16,1,2,32
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,4,1,2,11
COROICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,15,9,2,1,27
CORQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,2,6,1,11
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,6,5,3,22
COTOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,79,67,3,3,152
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,25,20,1,1,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,1,1,0,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,1,0,1,3
CULPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,14,14,3,3,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,1,1,1,9
CURVA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,0,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,6,0,0,7
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,726,717,159,187,1789
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,1,0,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,9,3,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,7,1,2,19
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,53,56,0,2,111
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,2,1,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,12,21,5,4,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,40,33,2,4,79
ESCARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,2,1,0,3
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,3,1,1,9
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,0,0,1,4
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,4,0,0,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,12,0,2,21
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,8,2,0,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,9,2,0,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,6,1,1,14
GUANAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,8,4,4,24
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,3,0,3,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,33,53,1,1,88
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,5,6,9,29
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,4,4,2,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,3,3,1,8
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,2,0,1,3
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,18,0,1,32
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,2,0,0,6
HUARINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,0,0,1,4
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,2,0,0,3
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,0,0,1,1
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,3,2,5,11
ICLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,3,3,7
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,3,6,0,10
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,1,5,4,11
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,6,10,5,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,12,3,7,35
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,10,2,0,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,5,1,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,45,40,10,4,99
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,90,72,6,10,178
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,618,638,9,4,1269
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,1,1,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,2,5,1,11
LAJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,12,15,3,8,38
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,3,1,0,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,0,2,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,24,14,23,26,87
LLICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,0,0,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,4,7,12
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,2,3,2,7
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,5,0,1,12
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,6,1,1,16
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,11,0,0,21
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,7,0,1,17
MALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,12,11,0,0,23
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,4,2,1,9
MINEROS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,22,18,4,2,46
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,14,14,8,8,44
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,4,1,3,12
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,5,0,3,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,20,20,2,0,42
MONTERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,134,134,0,3,271
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,2,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,3,7,9,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,2,4,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,0,0,4
OCURI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,4,5,5,18
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,11,12,1,1,25
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,3,2,1,9
ORURO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,281,274,42,50,647
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,15,9,2,2,28
PADILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,14,0,0,16
PAILON,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,28,28,10,8,74
PALCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,18,4,3,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,29,20,6,3,58
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,2,1,2,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,8,0,0,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,2,1,0,4
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,0,1,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,18,13,7,0,38
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,4,1,1,8
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,7,0,1,11
POCOATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,5,13,15,36
POCONA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,5,4,6,17
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,7,3,4,17
POOPO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,5,1,0,9
PORCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,9,0,3,20
POROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,7,7,5,25
PORONGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,12,5,6,2,25
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,21,13,1,0,35
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,7,3,0,11
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,0,0,0,2
POTOSI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,198,203,18,16,435
PRESTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,4,5,1,12
PUCARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,3,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,18,23,8,8,57
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,1,3,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,2,5,4,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,2,3,1,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,4,3,6,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,10,0,0,23
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,5,3,0,15
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,21,16,0,0,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,56,50,2,8,116
PUNA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,4,4,11,26
PUNATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,25,21,2,3,51
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,2,1,0,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,122,92,49,50,313
QUIME,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,5,3,2,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,7,6,8,4,25
REYES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,10,19,12,49
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,134,129,7,2,272
ROBORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,15,14,0,0,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,16,24,7,2,49
SABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,4,1,6
SACABA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,126,136,4,4,270
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,0,1,5
SACACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,11,15,9,5,40
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,6,3,1,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,7,7,6,28
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,1,0,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,1,0,1,4
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,9,3,1,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,2,1,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,2,1,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,4,2,3,13
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,4,5,4,15
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,47,34,17,18,116
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,15,4,1,0,20
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,22,0,1,36
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,15,20,10,2,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,54,41,3,8,106
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,2,10,13,28
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,18,12,0,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,9,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,20,13,28,16,77
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,5,2,1,13
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,31,40,7,4,82
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,14,10,6,40
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,14,21,1,1,37
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,17,13,13,14,57
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,17,4,0,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,9,3,1,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,2,0,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,18,13,0,1,32
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,19,14,14,57
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,6,1,1,10
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,2,0,2,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,1,1,1,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,3,1,1,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,5,3,4,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,11,9,0,0,20
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,16,19,2,0,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1529,1395,31,38,2993
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,6,1,1,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,19,2,1,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,3,1,0,1,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,3,3,2,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,4,2,2,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,3,0,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,2,1,0,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,2,1,2,7
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,6,0,2,17
SENA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,11,7,10,9,37
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,34,15,0,1,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,17,15,4,5,41
SICAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,5,2,0,11
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,62,56,0,1,119
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,2,4,3,14
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,5,4,6,5,20
SORATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,8,7,8,7,30
SUCRE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,299,315,2,1,617
TACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,0,3,1,4
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,4,5,2,2,13
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,4,4,3,12
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,2,1,1,0,4
TAHUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,11,9,9,39
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,10,3,3,22
TARACO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,0,3,1,1,5
TARATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,8,3,3,20
TARIJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,233,207,6,3,449
TARVITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,11,5,3,5,24
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,7,3,9,25
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,10,5,0,1,16
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,9,11,15,19,54
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,6,10,1,1,18
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,55,54,9,6,124
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-04-01,13,21,4,2,40
