,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,18,20,1,1,40
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,52,60,11,14,137
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,9,17,16,47
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,607,614,1,7,1229
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,56,39,0,2,97
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,10,1,0,18
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,22,10,3,2,37
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,8,0,1,11
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,14,18,13,9,54
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,4,0,0,10
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,11,14,10,43
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,0,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,19,14,0,2,35
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,24,21,4,1,50
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,6,2,1,14
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,13,15,1,1,30
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,1,2,11
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,15,8,2,1,26
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,2,6,2,12
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,6,5,3,22
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,69,62,1,2,134
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,25,20,1,1,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,1,1,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,1,0,1,3
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,14,14,3,3,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,1,1,1,9
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,0,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,6,0,0,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,685,704,147,166,1702
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,1,0,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,8,3,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,7,4,0,19
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,52,56,0,2,110
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,2,1,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,13,21,6,4,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,38,27,2,3,70
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,2,1,0,3
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,3,1,1,9
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,1,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,0,0,1,4
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,0,0,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,8,0,3,18
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,8,2,0,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,9,2,0,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,4,1,1,12
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,8,4,4,24
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,3,0,3,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,22,43,1,1,67
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,5,6,9,29
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,4,4,2,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,3,3,0,7
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,11,17,1,0,29
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,2,0,0,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,0,0,1,4
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,2,0,0,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,0,1,1
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,3,2,5,11
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,3,3,7
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,2,6,0,9
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,2,5,3,11
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,6,9,5,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,13,12,3,7,35
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,10,4,1,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,5,1,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,42,33,9,4,88
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,93,65,5,8,171
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,603,624,9,3,1239
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,1,1,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,2,5,1,11
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,12,2,6,32
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,3,1,0,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,0,2,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,24,14,23,26,87
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,1,0,0,4
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,3,6,10
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,2,3,2,7
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,5,0,1,11
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,6,1,1,16
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,10,0,0,19
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,6,0,0,15
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,10,0,0,18
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,4,2,0,9
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,22,17,4,2,45
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,14,13,7,7,41
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,3,1,3,11
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,5,0,3,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,20,18,2,0,40
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,134,131,0,1,266
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,2,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,4,8,9,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,2,4,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,1,0,0,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,5,5,18
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,11,11,1,1,24
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,3,2,1,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,270,267,36,34,607
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,16,10,2,1,29
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,14,0,0,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,28,26,11,9,74
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,10,17,3,5,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,29,20,6,3,58
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,2,1,2,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,11,6,0,0,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,1,0,9
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,0,1,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,16,11,7,0,34
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,4,1,1,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,7,0,1,11
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,5,13,15,36
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,5,4,6,17
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,7,3,3,15
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,5,1,0,9
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,9,0,3,20
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,7,7,5,25
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,5,6,2,25
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,21,13,1,0,35
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,7,0,0,8
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,0,0,0,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,194,209,17,16,436
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,4,5,1,12
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,3,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,18,22,8,8,56
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,1,1,2,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,2,5,4,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,2,1,1,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,4,2,6,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,13,0,0,21
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,4,0,1,11
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,18,16,0,0,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,52,44,2,8,106
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,4,4,11,26
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,26,18,2,3,49
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,2,1,0,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,120,89,46,50,305
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,5,3,2,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,6,8,4,25
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,10,17,11,46
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,120,110,7,2,239
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,16,19,0,0,35
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,14,23,1,1,39
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,4,1,6
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,119,128,3,3,253
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,1,0,1,5
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,10,15,9,5,39
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,6,3,1,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,7,7,6,28
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,8,2,0,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,1,0,1,4
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,8,4,1,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,1,2,1,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,2,1,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,2,3,13
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,4,4,4,14
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,45,33,16,18,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,15,4,1,0,20
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,13,22,0,1,36
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,17,20,3,2,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,53,41,5,8,107
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,2,18,10,32
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,15,13,0,0,28
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,6,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,17,11,25,18,71
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,6,2,1,14
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,31,40,7,4,82
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,5,11,13,38
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,16,18,1,1,36
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,17,13,13,14,57
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,13,17,2,0,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,10,9,3,1,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,2,0,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,18,14,0,1,33
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,10,19,14,14,57
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,6,1,1,10
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,2,0,3,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,1,0,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,3,1,1,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,6,3,4,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,11,9,0,0,20
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,16,19,2,0,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1476,1387,28,27,2918
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,5,1,1,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,11,19,2,1,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,1,1,1,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,3,2,2,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,1,2,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,3,0,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,2,1,0,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,2,1,2,7
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,7,0,1,17
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,10,6,4,8,28
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,31,14,0,1,46
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,16,15,5,5,41
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,5,1,0,10
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,62,55,0,0,117
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,2,4,3,14
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,4,6,4,19
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,7,8,7,28
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,289,309,2,1,601
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,3,1,4
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,2,2,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,4,3,3,11
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,1,1,0,4
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,11,8,9,40
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,10,3,3,22
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,3,1,1,5
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,8,3,3,20
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,221,196,6,3,426
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,11,5,3,5,24
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,6,7,2,6,21
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,10,5,0,1,16
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,8,11,16,20,55
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,7,11,1,1,20
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,50,42,9,6,107
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,21,4,0,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,1,1,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,3,0,0,7
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,0,1,1,2
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,4,2,1,11
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,1,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,13,2,2,21
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,4,3,0,3,10
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,5,3,4,4,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,15,8,7,5,35
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,0,3,0,0,3
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,0,0,2,5
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,140,119,10,3,272
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,42,27,7,3,79
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,1,1,0,1,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,3,3,5,0,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,17,11,11,2,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,16,1,2,31
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,12,5,0,0,17
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,23,22,4,6,55
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,2,0,9,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-04-01,9,10,2,0,21
