,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
COMBAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,5,0,5
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,6,5,11
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,1,1,5,8
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,12,11,18,18,59
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,3,0,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,4,3,7
GUANAY,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,5,3,9,10,27
GUAQUI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,1,1,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,1,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,2,3,1,6
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,7,8,6,8,29
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,1,2
LORETO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,5,4,9
LURIBAY,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,1,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,3,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,0,1,0,3
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,4,3,9,9,25
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,5,15,15,35
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,1,6,5,13
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,3,3,12,6,24
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,2,0,0,3
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,2,0,4,8
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,0,1,0,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,8,10,0,0,18
SABAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,0,0,1
SACACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,2,0,0,4
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,0,3,6,11
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,1,1,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,2,0,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,6,2,8
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,3,2,6
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,1,1,1,5
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,5,6,11
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,3,0,0,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,5,8,13
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,1,0,0,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,29,24,31,24,108
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,0,1,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,1,0,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,0,0,1
TACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
TAHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,3,5,8
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,4,5
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,0,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,8,9,18
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,6,1,7
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,4,5,10,7,26
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,3,4
UNCIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,1,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,2,1,4
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,0,1,3,6
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,0,0,2,1,3
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,1,0,1,3
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,2,3,0,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,1,0,2,1,4
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-04-01,9,12,4,3,28
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,1,0,0,3
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,6,7,1,0,14
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,1,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,5,4,4,6,19
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,2,2,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,1,1,0,3
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,11,12,0,2,25
LAJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,4,0,0,0,4
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,0,0,0,2
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,2,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,0,0,0,2
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,4,4,3,3,14
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,7,3,4,5,19
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,3,4,0,1,8
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,2,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,6,2,2,0,10
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,2,2
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,2,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
SACACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,0,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,2,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,2,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,4,6,10
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,4,0,0,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,31,25,4,2,62
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,1,2,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,3,3,0,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,3,0,0,4
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,0,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,4,4,8
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,1,2,3
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,4,1,5
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,2,1,1,4
UYUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,2,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,15,13,0,0,28
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,0,1,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,0,0,3,3,6
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-05-01,2,0,2,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,2,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,6,3,5,6,20
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,2,0,0,3
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,2,0,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,2,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,5,7,0,2,14
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,2,0,1,4
COLOMI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,10,10
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,5,1,1,3,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,4,0,0,4
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,6,7,10,10,33
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,2,2
LORETO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,6,3,9
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,1,2,0,4
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,2,3,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,21,0,2,8,31
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,1,1,1,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,2,0,0,2
PASORAPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,1,3,1,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,2,1,0,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,2,0,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,1,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,1,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,4,1,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,3,6,19,19,47
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,2,3,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,9,7,21,10,47
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,0,1,0,2
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,1,1,2
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,0,2,2
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,1,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,0,0,4,1,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,3,0,0,0,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-06-01,3,2,0,1,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,4,2,1,2,9
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,3,1,0,1,5
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,1,2,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,15,3,0,0,18
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,3,1,0,0,4
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,2,1,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,6,3,0,0,9
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,5,4,9,5,23
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
