,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,3,6,2,1,12
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,3,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,1,1,1,2,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,1,1,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,1,0,0,0,1
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,1,1,0,0,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,2,3,5
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,12,17,1,8,38
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,1,1,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,2,0,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,2,1,1,1,5
UYUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,1,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,1,4,0,0,5
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,2,0,0,0,2
VITICHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,2,1,0,2,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,1,1,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-05-01,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,2,0,0,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,6,3,0,1,10
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,8,3,7,8,26
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,2,0,1,3
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,2,0,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,4,7,0,1,12
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,5,5
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,2,1,0,3
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,8,3,2,0,13
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,3,3,1,2,9
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,2,1,0,1,4
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,5,1,0,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,3,2,0,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,2,0,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,11,17,2,4,34
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,1,2,2,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,2,2,1,6
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,2,1,4
UNCIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,1,1,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,0,0,2,4,6
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,3,0,0,0,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,1,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,3,5,0,1,9
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,0,1,0,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,1,0,1,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,9,4,0,4,17
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,1,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,8,5,4,7,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,3,1,0,0,4
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,4,0,0,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,3,3,1,1,8
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,4,5,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,2,0,0,2
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,4,0,3,2,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,2,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,22,24,5,4,55
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,2,1,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,1,0,3,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,1,0,1,4
UMALA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,2,3,0,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,0,1,2
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,1,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,2,1,0,0,3
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,23,14,0,0,37
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,3,2,5,11
COLOMI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,1,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,1,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,7,3,8,2,20
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,2,1,0,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,1,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,4,5,2,0,11
MAIRANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,1,0,1,3
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,1,1,4,7
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,4,2,6
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,2,0,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,3,3,0,2,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,2,0,3,3,8
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,1,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,25,17,3,2,47
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,1,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,2,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,0,0,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,2,1,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,2,1,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-08-01,0,1,0,0,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,0,0,1,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,2,1,2,1,6
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,2,1,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,4,9,2,1,16
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,4,2,0,0,6
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,7,10,9,8,34
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,2,2,0,0,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,5,5,0,0,10
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,2,1,3
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,2,0,0,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,4,2,9,16
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,6,6,1,13
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,2,1,0,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,3,1,4
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,2,0,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,2,0,0,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,3,0,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,23,23,10,4,60
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,1,0,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,1,4,0,2,7
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,2,2,0,0,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 3ra dosis,2015-09-01,0,3,2,0,5
