,group,variable,month,NÚMERO DE CONDONES ENTREGADOS < 15,NÚMERO DE CONDONES ENTREGADOS 15 - 19,NÚMERO DE CONDONES ENTREGADOS 20 - 34,NÚMERO DE CONDONES ENTREGADOS 35 - 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,TOTALES
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,110,36,12,158
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,60,24,0,84
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,24,144,60,0,228
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,24,324,160,0,508
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,12,48,0,60
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,12,60,24,0,96
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,24,0,0,24
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,60,0,0,60
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,36,12,0,48
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,168,949,228,0,1345
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,36,12,0,48
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,36,216,72,0,324
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,60,288,84,0,432
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,24,0,24,0,48
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,24,0,0,24
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,48,230,170,0,448
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,24,0,0,24
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,12,108,249,116,12,497
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,24,0,0,24
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,0,24,48,0,72
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,158,564,144,0,866
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,12,36,12,0,60
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,48,37,0,0,85
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,12,65,32,20,129
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-02-01,0,12,48,24,0,84
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,0,0,36
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,13,24,0,0,37
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,120,12,0,144
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,12,108,0,0,132
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,12,0,24
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,0,12,72
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,84,72,0,180
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,24,0,0,36
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,36,0,96
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,0,0,36
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,12,0,60
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,96,24,0,144
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,144,108,0,252
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,12,0,60
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,144,120,0,276
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,96,25,0,121
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,12,36,0,84
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,0,0,48
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,72,24,0,108
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,24,0,48
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,12,0,0,36
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,12,0,24
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,20,54,48,0,122
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,94,35,0,141
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,0,0,48
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,12,0,12
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,180,132,0,336
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,132,48,0,180
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,12,0,36
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,132,24,0,156
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,96,24,0,168
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,0,0,24
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,72,12,0,96
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,96,24,0,120
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,12,0,24
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,0,0,48
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,48,12,0,84
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,12,0,48
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,120,24,0,156
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,144,72,0,264
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,24,0,36
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,36,36,0,84
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,96,0,0,120
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,24,0,0,36
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,138,48,12,198
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,24,0,60
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,12,0,48
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,540,180,0,756
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,12,0,36
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,24,0,24
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,108,60,0,180
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,72,12,0,108
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,24,72,0,120
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,120,36,0,156
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,84,24,0,144
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,84,12,0,108
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,90,1535,152,12,1789
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,12,0,60
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,96,84,12,228
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,60,0,0,72
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,96,36,0,144
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,12,0,36
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,72,180,36,0,288
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,108,48,24,0,180
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,96,12,0,108
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,12,0,12
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,92,24,0,116
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,12,24,12,0,60
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,108,12,0,120
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,0,36,0,48
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,24,0,36
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,48,48,0,120
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,48,588,396,72,0,1104
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,60,12,0,84
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,168,0,0,180
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,25,0,0,25
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,72,12,132
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,0,12,24,0,48
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,0,0,60
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,353,9183,5211,960,15707
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,0,0,36
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,120,72,0,204
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,140,108,24,272
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,84,192,636,132,12,1056
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,24,0,48
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,72,72,0,168
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,156,1404,468,0,2028
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,0,12,0,24
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,25,0,37
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,120,36,0,156
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,36,0,36
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,0,0,60
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,12,0,48
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,12,0,36
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,132,912,276,144,1464
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,48,0,84
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,24,24,0,60
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,17,1,12,54
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,156,24,0,180
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,84,0,120
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,36,0,72
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,72,84,24,0,192
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,84,12,0,96
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,0,24,24
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,36,12,108
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,168,24,0,192
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,24,0,60
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,48,0,84
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,156,24,0,228
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,289,61,0,398
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,228,1775,621,24,2648
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,72,48,0,120
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,0,0,0,12
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,0,0,0,12
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,192,264,60,0,516
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,12,0,72
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,60,12,0,84
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,24,0,48
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,3,16,12,0,31
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,36,60,0,108
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,36,24,0,72
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,12,0,12
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,24,0,36
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,120,84,0,228
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,48,24,0,108
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,84,24,0,144
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,48,0,0,72
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,138,84,15,285
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,126,60,0,186
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,96,240,96,12,444
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,12,0,24
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,0,36,12,0,60
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,0,0,24
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,60,12,0,84
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,48,156,60,24,300
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,24,372,1308,335,0,2039
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,84,24,0,108
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,932,4140,4349,2760,12181
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,20,40,192,196,64,512
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,36,48,0,96
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,216,72,0,288
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,36,12,0,72
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,156,36,0,216
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,24,0,60
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,12,84,0,108
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,24,0,0,36
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,36,24,0,60
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,12,0,36
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,36,36,0,84
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,84,217,84,0,385
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,132,24,0,180
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,0,0,12
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,108,12,0,132
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,12,24,12,96
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,252,12,0,312
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,12,60,12,0,84
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,12,0,36
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,48,12,0,60
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,110,972,348,0,1430
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,24,0,0,48
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,12,12,0,24
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,24,84,48,12,168
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,12,0,12
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,12,0,12
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,48,120,36,0,204
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,12,12,48
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,2,49,1,0,52
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,0,12,0,12
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,24,0,0,24
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,336,96,0,468
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,12,96,96,24,0,228
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,36,144,48,0,228
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2019-03-01,0,0,60,12,0,72
