,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,10,1,5,4,15,19
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,13,36,4,16,17,52,69
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,149,648,1042,345,1191,993,2184
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,15,10,17,10,27
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,7,0,1,0,8,8
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,6,30,16,32,22,54
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,31,20,96,21,127,148
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,0,13,22,16,22,38
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,8,0,0,1,8,9
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,4,0,0,0,4,4
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,5,7,2,0,7,7,14
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,12,9,12,10,24,34
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,2,0,0,1,2,3
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,5,8,5,8,13
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,18,5,9,9,27,36
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,10,10,14,11,24,35
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,10,15,4,16,14,30
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,6,0,3,4,9,13
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,2,3,2,4,6
MOJINETE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,6,0,0,1,6,7
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,6,4,9,17,15,21,36
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,18,204,52,59,70,263,333
MORO MORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,28,21,28,21,49
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,10,74,99,78,109,187
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,0,0,2,0,2
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,3,3,3,3,6
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,20,0,20,0,40,40
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,10,1,1,2,11,13
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,5,5,6,6,11,17
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,55,299,15,19,70,318,388
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,2,0,0,1,2,3
PADILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,14,17,10,17,24,41
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,15,17,14,19,29,48
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,19,54,47,55,66,121
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,7,0,0,2,7,9
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,5,0,2,0,7,7
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,25,0,1,0,26,26
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,2,0,3,0,5,5
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,0,0,1,3,1,4
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,5,13,5,17,10,27
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,11,1,2,1,13,14
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,2,0,5,0,7,7
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,8,41,7,41,15,56
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,13,11,13,11,24
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,31,0,0,4,31,35
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,0,17,0,20,0,20
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,6,5,6,6,12
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,37,270,309,52,346,322,668
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,13,37,47,39,60,99
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,4,12,4,12,16
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,6,1,3,1,9,10
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,2,0,3,3
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,180,60,180,61,241
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,12,169,1,169,13,182
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,0,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,14,3,381,3,395,6,401
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,7,57,55,32,62,89,151
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,11,38,46,41,57,98
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,10,35,5,23,15,58,73
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,164,156,430,249,594,405,999
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,5,9,2,9,7,16
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,0,0,1,1,1,2
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,1,10,21,14,22,36
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,7,10,12,10,19,29
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,8,0,0,0,8,8
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,10,78,39,43,49,121,170
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,1,271,0,272,1,273
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,5,3,5,5,10,15
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,9,3,2,5,11,16
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,22,123,111,85,133,208,341
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,4,5,3,8,7,15
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,16,1,5,1,21,22
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,5,0,1,0,6,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,6,54,55,54,61,115
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,2,0,0,3,2,5
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,13,2,2,6,15,21
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,17,7,2,8,19,27
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,11,57,58,58,69,127
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,10,45,0,7,10,52,62
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,3,1,0,1,3,4
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,6,1,7,4,13,17
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,28,47,43,50,71,121
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,17,1,4,4,21,25
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,3,2,10,2,13,15
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,9,0,0,0,9,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,12,19,56,67,68,86,154
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,3,69,63,72,66,138
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,10,64,4,3,14,67,81
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,15,9,15,9,24
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,5,4,6,5,11,16
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,5,26,4,3,9,29,38
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,9,16,3,1,12,17,29
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,6,8,27,15,33,23,56
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,24,0,2,1,26,27
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,2,2,2,2,4
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,4,0,0,0,4,4
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,4,0,0,0,4,4
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,19,0,0,0,19,19
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,6,16,4,17,10,33,43
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,605,1656,199,265,804,1921,2725
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,3,42,35,42,38,80
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,23,20,32,34,55,54,109
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,0,0,2,0,2
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,2,2,7,3,9,12
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,8,0,0,0,8,8
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,70,2,70,3,73
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,3,0,1,0,4,4
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,3,2,3,2,5
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,1,2,1,3,2,5
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,5,15,49,45,54,60,114
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,12,17,10,19,22,41
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,2,7,5,8,7,15
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,9,46,27,29,36,75,111
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,1,0,2,2
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,4,0,2,0,6,6
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,10,0,6,0,16,16
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,36,127,133,103,169,230,399
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,2,5,2,5,7
TACACOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,6,9,27,9,33,42
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,1,0,2,2
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,5,7,14,9,19,28
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,6,15,6,8,12,23,35
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,0,0,2,0,2
TARACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,3,0,0,3,3,6
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,5,2,2,3,7,10
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,58,211,479,37,537,248,785
TARVITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,1,0,0,4,1,5
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,10,47,44,49,54,103
TIAHUANACU,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,6,4,21,4,27,31
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,6,4,9,6,15,21
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,41,111,65,92,106,203,309
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,6,10,17,28,23,38,61
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,3,22,18,22,21,43
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,6,9,17,12,23,35
TOLEDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,1,2,3,2,5
TOMAVE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,6,17,6,17,23
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,3,0,5,1,8,9
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,5,8,8,8,13,21
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,9,5,6,8,15,23
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,8,0,2,3,10,13
TRIGAL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,51,161,210,6,261,167,428
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,53,12,21,15,74,89
TURCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,0,0,3,2,3,5
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,2,2,2,3,4,7
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,20,144,6,144,26,170
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,11,1,0,2,11,13
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,6,7,14,7,20,27
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,28,147,94,148,122,270
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,2,8,8,9,10,19
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,5,16,0,0,5,16,21
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,55,206,13,210,68,278
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,0,1,2,2,2,4
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,100,66,14,11,114,77,191
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,4,4,3,1,7,5,12
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,3,8,1,2,4,10,14
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,9,0,0,1,9,10
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,9,39,32,11,41,50,91
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,9,0,0,0,9,0,9
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,2,37,5,10,7,47,54
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,46,75,455,411,501,486,987
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,6,0,0,1,6,7
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,4,0,0,0,4,4
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,88,138,234,82,322,220,542
YACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,0,8,12,9,12,21
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,30,118,42,6,72,124,196
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
YANACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,1,5,2,52,3,57,60
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,12,15,15,9,27,24,51
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,7,0,0,0,7,7
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,0,2,2,2,2,4
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,1,3,1,4,5
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,4,0,0,0,4,4
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,16,0,0,1,16,17
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,18,44,6,6,24,50,74
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,19,0,3,1,22,23
ALALAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,1,1,1,1,2
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,4,10,31,37,35,47,82
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,4,2,3,5,7,7,14
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,3,1,10,4,13,5,18
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,0,1,2,2,2,4
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,6,109,96,109,102,211
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,2,1,1,1,3,4
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,14,25,11,13,25,38,63
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,10,26,15,38,25,64,89
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,2,9,26,19,28,28,56
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,25,44,14,36,39,80,119
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,5,11,2,5,7,16,23
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,4,9,4,9,13
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,9,8,9,8,17
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,2,38,27,38,29,67
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,15,23,22,24,37,61
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,20,29,43,38,63,67,130
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,3,3,14,50,17,53,70
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,2,7,14,29,16,36,52
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,2,1,5,1,7,8
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,0,44,5,45,5,50
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,6,39,0,1,6,40,46
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,26,37,33,33,59,70,129
BOLIVAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,0,2,0,2,2
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,3,4,3,4,7
BOYUIBE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,2,1,0,1,2,2,4
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,2,16,2,16,4,32,36
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,7,16,13,33,20,49,69
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,11,1,1,1,12,13
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,21,10,42,11,63,74
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,2,10,0,4,2,14,16
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,3,5,1,2,4,7,11
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,5,5,5,5,10
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,0,0,33,22,33,22,55
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,15,13,4,18,19,31,50
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,4,5,26,41,30,46,76
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,1,2,0,0,1,2,3
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,8,7,22,38,30,45,75
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,11,60,247,64,258,124,382
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,11,5,3,7,14,12,26
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,6,6,0,0,6,6,12
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2019-04-01,3,27,45,78,48,105,153
