,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,210,0,211,211
YANACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,17,0,18,18
YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,126,0,126,126
YOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,6,0,7,7
YOTALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,44,0,44,44
ZUDAÑEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,3,0,46,0,49,49
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
ACHACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,190,0,191,191
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,70,0,70,70
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,171,0,171,171
ALALAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,8,0,9,9
ANCORAIMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,50,0,50,50
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,0,0,2,2
ANTEQUERA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,22,0,22,22
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,75,0,76,76
ARAMPAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,6,0,6,6
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,91,0,94,94
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,6,0,78,0,84,84
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,14,0,10,0,24,24
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,26,0,52,0,78,78
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,6,0,6,6
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,19,0,19,19
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,13,0,13,13
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,106,0,106,106
AZURDUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,2,0,2,2
BATALLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,56,0,56,56
BAURES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,37,0,0,0,37,37
BELEN DE URMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,5,0,6,6
BELLA FLOR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,28,0,28,28
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,81,0,83,83
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,11,0,168,0,179,179
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,7,0,30,0,37,37
BOLPEBRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,7,0,7,7
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,6,0,6,6
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,54,0,54,54
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,6,0,99,0,105,105
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,15,0,70,0,85,85
CAJUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,100,0,100,100
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,21,0,21,21
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,55,0,55,55
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,9,0,17,17
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,6,0,7,7
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,19,0,110,0,129,129
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,73,0,73,73
CAQUIAVIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,35,0,38,38
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,13,0,138,0,151,151
CARAPARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,13,0,14,14
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,5,0,37,0,42,42
CARMEN RIVERO TORREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,66,0,66,66
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,164,0,164,164
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,22,0,26,26
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,30,0,255,0,285,285
CHAYANTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,24,0,79,0,103,103
CHIMORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,223,0,227,227
CHIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,8,0,8,8
CHOQUE COTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,17,0,85,0,102,102
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,2,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,33,0,33,33
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,31,0,33,33
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,166,0,10,0,176,176
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,31,0,173,0,204,204
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,9,0,32,0,41,41
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,987,0,2841,0,3828,3828
COIPASA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,10,0,10,10
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,172,0,172,172
COLLANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,8,0,8,8
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,159,0,160,160
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,44,0,0,0,44,44
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,113,0,117,117
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,107,0,108,108
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,6,0,38,0,44,44
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,7,0,117,0,124,124
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,12,0,14,0,26,26
CORIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,159,0,160,160
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,39,0,39,39
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,103,0,103,103
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,10,0,29,0,39,39
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,13,0,62,0,75,75
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,139,0,139,139
CRUZ DE MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,53,0,53,53
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,6,0,6,6
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,12,0,13,13
CULPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,26,0,30,30
CURAHUARA DE CARANGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,20,0,1,0,21,21
DESAGUADERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,864,0,4891,0,5755,5755
EL CHORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,19,0,22,22
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,10,0,10,10
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,24,0,26,26
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,10,0,31,0,41,41
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,39,0,43,43
ENTRE RIOS CBBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,175,0,248,0,423,423
ESCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,36,0,37,37
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,4,0,4,4
EXALTACION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,65,0,65,65
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,16,0,18,18
GENERAL SAAVEDRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,124,0,127,127
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,50,0,58,58
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,41,0,41,41
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,34,0,90,0,124,124
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,22,0,16,0,38,38
HUACARETA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,41,0,41,41
HUACHACALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,7,0,7,7
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,73,0,73,73
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,8,0,9,9
HUATAJATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,13,0,13,13
ICHOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,24,0,24,24
ICLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,16,0,38,0,54,54
INCAHUASI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,5,0,38,0,43,43
INQUISIVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,73,0,73,73
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,70,0,71,71
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,50,0,50,50
LA ASUNTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,20,0,20,20
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,311,0,311,311
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,589,0,2195,0,2784,2784
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,42,0,44,44
LAJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,113,0,113,113
LAS CARRERAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,8,0,8,8
LICOMA PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,16,0,16,16
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,89,0,89,89
LLICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,7,0,9,0,16,16
LORETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,31,0,6,0,37,37
MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,42,0,42,42
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,5,0,5,5
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,14,0,14,14
MAIRANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,35,0,35,35
MECAPACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,30,0,31,31
MINEROS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,9,0,229,0,238,238
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,139,0,140,140
MOCOMOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,58,0,58,58
MOJOCOYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,8,0,8,8
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,2,0,2,2
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,550,0,551,551
MOROCHATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,49,0,49,49
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,10,0,10,10
NAZACARA DE PACAJES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,21,0,21,21
OCURI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,31,0,4,0,35,35
OKINAWA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,8,0,16,16
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,20,0,20,20
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,87,0,1086,0,1173,1173
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,14,0,93,0,107,107
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,2,0,2,2
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,54,0,29,0,83,83
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,36,0,37,37
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,5,0,16,0,21,21
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,7,0,7,7
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,69,0,69,69
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,1,0,1,1
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,360,0,360,360
PAZÑA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,18,0,19,19
PELECHUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,12,0,12,12
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,144,0,144,144
POCONA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,73,0,75,75
POJO (CBBA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,6,0,6,6
POOPO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,10,0,9,0,19,19
PORCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,109,0,109,109
POROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,20,0,97,0,117,117
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,11,0,19,19
PORTACHUELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,198,0,198,198
PORVENIR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,20,0,20,20
POSTRER VALLE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,1,0,5,5
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1169,0,984,0,2153,2153
PRESTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,6,0,5,0,11,11
PUCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,2,0,10,10
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,51,0,51,51
PUERTO ACOSTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,52,0,52,52
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,34,0,35,35
PUERTO PEREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,32,0,32,32
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,118,0,118,118
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,16,0,17,17
PUERTO VILLARROEL,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,238,0,359,0,597,597
PUNA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,71,0,75,75
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,27,0,27,27
QUIABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,3,0,3,3
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,76,0,649,0,725,725
QUIME,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,54,0,54,54
QUIRUSILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,5,0,5,5
RAQAYPAMPA(ETA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,67,0,70,70
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,61,0,62,62
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,39,0,563,0,602,602
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,15,0,15,15
SABAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,2,0,22,0,24,24
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,16,0,535,0,551,551
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,7,0,10,10
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,135,0,136,136
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,15,0,19,19
SAMAIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,74,0,74,74
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,19,0,27,27
SAN ANDRES DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,3,0,7,0,10,10
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,4,0,0,0,4,4
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,80,0,80,80
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,8,0,46,0,54,54
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,7,0,7,7
SAN CARLOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,1,0,51,0,52,52
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,65,0,65,65
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,180,0,26,0,206,206
SAN JAVIER(BNI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,0,0,24,0,24,24
SAN JAVIER(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-03-01,0,119,0,0,0,119,119
