,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,29,28,96,160,125,188,313
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,77,234,11,1,88,235,323
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,22,30,49,99,71,129,200
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,3,6,5,11,8,19
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,6,7,9,17,15,32
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,15,49,52,62,67,129
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,4,6,44,92,48,98,146
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,1,11,16,14,17,31
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,1,4,9,9,10,19
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,4,37,26,39,30,69
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,7,15,21,16,28,44
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,1,8,7,8,8,16
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,29,63,77,78,106,184
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,19,29,40,58,59,87,146
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,19,24,22,33,41,74
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,31,60,9,7,40,67,107
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,18,52,77,67,95,162
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,2,4,3,6,5,11
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,7,5,13,13,20,18,38
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,8,28,34,33,42,75
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,6,32,39,35,45,80
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,28,35,39,65,67,100,167
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,5,11,21,17,26,43
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,23,14,0,0,23,14,37
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,1,1,1,1,2,3
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,14,9,15,24,29,33,62
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,12,8,13,10,23
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,69,125,34,73,103,198,301
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,23,59,81,65,104,124,228
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,8,2,20,30,28,32,60
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,2,25,10,28,12,40
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,14,3,2,12,16,28
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,52,48,42,37,94,85,179
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,170,162,85,64,255,226,481
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,37,57,20,30,57,87,144
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,6,12,12,15,18,33
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,73,105,10,27,83,132,215
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,4,5,6,8,10,18
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,19,2,9,11,28,39
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,42,38,70,117,112,155,267
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,2,2,7,4,9,13
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,77,130,138,206,215,336,551
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,30,51,139,205,169,256,425
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,4,10,11,12,15,27
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,46,50,198,229,244,279,523
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,47,50,26,21,73,71,144
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,30,31,63,82,93,113,206
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,9,21,33,27,42,69
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,19,22,196,351,215,373,588
CATACORA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,1,2,1,2,3
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,19,242,174,252,193,445
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,13,14,19,24,32,56
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,113,175,130,169,243,344,587
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,4,5,0,2,4,7,11
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,26,17,146,107,172,124,296
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,65,48,76,104,141,152,293
CHIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,2,3,3,5,8
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,198,27,198,27,225
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,7,7,22,14,29,21,50
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,15,21,22,26,37,63
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,5,24,85,30,90,120
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,25,38,7,28,32,66,98
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,75,68,179,196,254,264,518
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,33,42,84,108,117,150,267
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,21,20,12,44,33,64,97
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1724,2116,1494,1990,3218,4106,7324
COIPASA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,4,2,8,5,12,17
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,73,99,117,133,190,232,422
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,29,10,22,25,51,76
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,13,0,0,5,13,18
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,10,29,63,38,73,111
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,24,34,19,35,43,69,112
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,19,24,41,87,60,111,171
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,14,23,49,63,63,86,149
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,21,30,89,164,110,194,304
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,0,1,2,2,2,4
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,59,103,213,307,272,410,682
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,0,0,0,3,0,3
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,68,99,144,182,212,281,493
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,12,15,9,24,21,39,60
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,3,12,23,15,26,41
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,2,10,7,12,9,21
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,22,61,31,58,53,119,172
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,2,18,15,21,17,38
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,63,93,161,213,224,306,530
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,81,137,133,242,214,379,593
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,81,110,181,143,262,253,515
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,4,14,6,14,10,28,38
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,3,0,6,2,9,11
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,78,109,44,129,122,238,360
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,1,2,4,2,5,7
CURVA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,20,20,20,20,40
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,22,27,38,40,60,100
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1790,2759,2894,3827,4684,6586,11270
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,3,5,8,8,11,19
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,34,29,50,50,84,79,163
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,12,24,59,30,71,101
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,251,387,221,165,472,552,1024
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,7,6,4,17,11,23,34
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,24,65,133,75,157,232
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,69,81,66,97,135,178,313
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,13,2,6,15,19,34
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,0,3,0,4,0,4
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,8,7,5,9,13,16,29
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,6,11,15,16,21,37
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,13,44,60,57,73,130
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,6,12,20,14,26,40
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,49,87,36,64,85,151,236
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,14,23,17,33,31,64
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,11,9,59,66,70,75,145
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,4,4,21,36,25,40,65
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,35,74,151,241,186,315,501
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,26,3,4,16,30,46
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,17,29,24,35,41,64,105
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,5,3,19,9,24,33
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,4,14,15,16,19,35
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,27,22,161,332,188,354,542
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,18,56,16,24,34,80,114
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,22,30,16,26,38,56,94
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,1,3,2,3,3,6
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,0,1,1,3,4
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,1,9,8,11,9,20
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,20,20,48,25,68,93
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,40,55,41,83,81,138,219
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,1,4,8,4,9,13
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,8,7,16,20,24,44
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,30,44,44,51,74,95,169
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,1,10,14,12,15,27
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,22,53,40,63,62,125
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,102,99,77,81,179,180,359
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,428,744,749,915,1177,1659,2836
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2187,3181,1380,714,3567,3895,7462
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,25,56,86,71,111,182
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,30,52,56,107,86,159,245
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,10,34,47,47,57,104
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,12,24,12,24,36
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,117,121,104,186,221,307,528
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,1,8,16,8,17,25
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,1,0,0,1,1,2
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,8,19,13,25,21,46
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,21,41,22,43,65
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,57,56,22,49,79,105,184
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,8,8,2,5,10,13,23
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,34,17,49,27,83,110
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,7,6,7,6,13
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,44,67,11,12,55,79,134
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,7,7,45,73,52,80,132
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,48,76,29,41,77,117,194
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,16,19,31,28,47,75
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,19,44,76,57,95,152
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,1,0,1,0,1
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,42,43,87,75,129,118,247
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,57,78,240,298,297,376,673
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,255,381,1055,661,1310,1042,2352
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,4,4,14,6,18,24
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,10,9,36,10,46,56
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,6,1,1,3,7,10
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,1,54,40,56,41,97
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,28,15,31,30,59,89
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,20,42,23,26,43,68,111
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,15,30,55,35,70,105
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,314,472,530,860,844,1332,2176
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,29,43,63,95,92,138,230
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,14,26,31,56,45,82,127
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,49,49,147,151,196,200,396
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,15,61,112,66,127,193
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,41,44,36,59,77,103,180
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,20,22,18,32,38,54,92
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,0,1,2,2,2,4
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,7,10,64,78,71,88,159
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,0,10,9,20,9,29
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,10,10,11,12,23
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,11,17,7,5,18,22,40
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,7,2,23,42,30,44,74
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,17,57,72,62,89,151
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,7,13,21,15,28,43
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,6,1,5,3,11,14
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,11,147,64,156,75,231
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,17,23,34,53,51,76,127
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,14,33,32,48,46,81,127
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,217,11,412,9,629,20,649
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,11,6,10,9,21,30
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,17,25,2,11,19,36,55
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,531,558,557,1033,1088,1591,2679
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,26,63,64,110,90,173,263
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,10,0,0,5,10,15
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,30,37,104,52,134,186
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,38,46,39,48,87
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,5,11,15,13,20,33
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,2,3,3,4,5,9
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,11,17,11,17,28
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,57,39,454,402,511,441,952
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,3,9,12,11,15,26
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,0,5,8,5,8,13
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,26,232,266,247,292,539
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,66,86,161,201,227,287,514
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,13,15,21,56,34,71,105
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,63,120,82,165,145,285,430
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,2,2,7,5,9,14
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,213,505,380,847,593,1352,1945
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,7,30,45,36,52,88
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,30,32,20,14,50,46,96
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,8,18,6,7,14,25,39
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,0,6,12,12,12,18,30
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,3,4,11,16,14,20,34
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,65,119,233,30,298,149,447
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,30,33,25,56,55,89,144
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,26,47,16,22,42,69,111
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,2,3,3,1,5,4,9
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,128,249,1231,898,1359,1147,2506
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,19,21,37,27,56,83
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,4,9,30,73,34,82,116
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,11,16,41,54,52,70,122
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,7,34,39,43,46,89
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,16,30,13,17,29,47,76
SAN AGUSTIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,4,2,4,7,8,9,17
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,19,26,28,31,47,57,104
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,10,5,15,12,25,17,42
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,3,2,5,7,8,15
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,19,35,12,35,31,70,101
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,20,31,82,100,102,131,233
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,35,42,25,49,60,91,151
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,6,11,6,8,12,19,31
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,62,61,40,52,102,113,215
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,9,19,14,17,23,36,59
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,208,326,32,83,240,409,649
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,1,1,11,10,12,11,23
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,15,19,2,2,17,21,38
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,5,2,0,0,5,2,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2019-05-01,23,33,36,62,59,95,154
