,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,138,0,7,0,145,145
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,72,0,29,0,101,101
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,6,0,7,0,13,13
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,7,0,7,7
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,0,0,3,3
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,58,0,13,0,71,71
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,25,0,10,0,35,35
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,42,0,16,0,58,58
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,18,0,17,0,35,35
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,73,0,4,0,77,77
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,6,0,9,9
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,31,0,1,0,32,32
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,31,0,16,0,47,47
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,1,0,9,9
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,109,0,19,0,128,128
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,46,0,46,0,92,92
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,12,0,7,0,19,19
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,14,0,24,0,38,38
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,188,0,46,0,234,234
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,26,0,17,0,43,43
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,21,0,14,0,35,35
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,23,0,14,0,37,37
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,1,0,4,4
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,39,0,67,0,106,106
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,29,0,7,0,36,36
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,61,0,55,0,116,116
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,1,0,5,5
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,34,0,50,0,84,84
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,139,0,38,0,177,177
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,1,0,3,3
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,23,0,5,0,28,28
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,20,0,10,0,30,30
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,12,0,23,0,35,35
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,46,0,16,0,62,62
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,47,0,85,0,132,132
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,146,0,15,0,161,161
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,41,0,32,0,73,73
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2158,0,896,0,3054,3054
COIPASA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,2,0,3,3
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,67,0,25,0,92,92
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,38,0,7,0,45,45
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,3,0,11,11
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,103,0,10,0,113,113
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,1,0,8,8
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,114,0,74,0,188,188
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,22,0,1,0,23,23
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,31,0,26,0,57,57
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,30,0,14,0,44,44
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,3,0,4,4
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,44,0,29,0,73,73
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,31,0,13,0,44,44
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,55,0,25,0,80,80
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,19,0,3,0,22,22
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,38,0,11,0,49,49
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,20,0,24,24
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,65,0,29,0,94,94
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,189,0,72,0,261,261
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,1,0,2,2
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,28,0,6,0,34,34
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,9,0,0,0,9,9
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,1,0,5,5
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,45,0,23,0,68,68
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,0,0,3,3
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,12,0,19,19
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,19,0,4,0,23,23
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3384,0,2661,0,6045,6045
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,1,0,8,8
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,10,0,12,0,22,22
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,20,0,21,0,41,41
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,226,0,23,0,249,249
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,5,0,13,13
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,43,0,29,0,72,72
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,151,0,68,0,219,219
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,9,0,0,0,9,9
ESMERALDA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,2,0,2,2
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,0,0,7,7
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,0,0,7,7
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,2,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,47,0,10,0,57,57
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,6,0,10,10
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,38,0,11,0,49,49
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,21,0,5,0,26,26
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,21,0,19,0,40,40
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,6,0,11,11
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,256,0,69,0,325,325
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,26,0,15,0,41,41
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,12,0,10,0,22,22
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,6,0,11,11
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,42,0,25,0,67,67
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,13,0,1,0,14,14
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,3,0,10,10
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,0,0,5,5
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,2,0,7,7
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,12,0,2,0,14,14
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,17,0,16,0,33,33
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,22,0,19,0,41,41
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,9,0,0,0,9,9
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,36,0,13,0,49,49
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,48,0,7,0,55,55
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,25,0,2,0,27,27
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,30,0,7,0,37,37
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,157,0,120,0,277,277
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,234,0,265,0,499,499
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2232,0,115,0,2347,2347
LA RIVERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,0,0,1,1
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,15,0,12,0,27,27
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,58,0,6,0,64,64
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,3,0,8,8
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,178,0,193,0,371,371
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,11,0,1,0,12,12
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,26,0,6,0,32,32
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,9,0,14,14
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,11,0,3,0,14,14
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,10,0,1,0,11,11
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,58,0,10,0,68,68
MALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,11,0,11,11
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,64,0,6,0,70,70
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,43,0,13,0,56,56
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,103,0,10,0,113,113
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,43,0,21,0,64,64
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,17,0,5,0,22,22
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,2,0,10,10
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,29,0,26,0,55,55
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,449,0,23,0,472,472
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,0,0,7,7
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,17,0,20,0,37,37
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,12,0,6,0,18,18
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,5,0,6,6
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,20,0,15,0,35,35
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,16,0,4,0,20,20
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,20,0,8,0,28,28
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,759,0,155,0,914,914
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,32,0,27,0,59,59
PADILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,41,0,11,0,52,52
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,61,0,47,0,108,108
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,22,0,63,0,85,85
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,76,0,16,0,92,92
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,3,0,4,4
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,27,0,2,0,29,29
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,15,0,3,0,18,18
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,9,0,9,9
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,5,0,7,7
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,8,0,12,12
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,21,0,2,0,23,23
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,13,0,30,0,43,43
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,24,0,18,0,42,42
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,26,0,6,0,32,32
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,4,0,8,8
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,5,0,1,0,6,6
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,38,0,16,0,54,54
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,16,0,18,0,34,34
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,47,0,1,0,48,48
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,13,0,1,0,14,14
POSTRER VALLE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,3,0,3,3
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,703,0,255,0,958,958
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,21,0,17,0,38,38
PUCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,118,0,41,0,159,159
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,18,0,7,0,25,25
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,13,0,14,0,27,27
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,6,0,17,0,23,23
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,6,0,3,0,9,9
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,71,0,10,0,81,81
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,18,0,2,0,20,20
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,33,0,41,41
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,342,0,156,0,498,498
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,26,0,32,0,58,58
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,46,0,30,0,76,76
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,0,0,8,8
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,168,0,132,0,300,300
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,32,0,20,0,52,52
QUIRUSILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,0,0,4,4
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,24,0,1,0,25,25
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,20,0,26,0,46,46
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,9,0,3,0,12,12
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,428,0,4,0,432,432
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,34,0,6,0,40,40
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,64,0,7,0,71,71
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,1,0,2,2
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,433,0,371,0,804,804
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,17,0,9,0,26,26
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,32,0,100,0,132,132
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,10,0,1,0,11,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,15,0,0,0,15,15
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,29,0,5,0,34,34
SAN AGUSTIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,6,0,6,0,12,12
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,25,0,8,0,33,33
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,10,0,2,0,12,12
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,3,0,4,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,8,0,16,16
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,47,0,6,0,53,53
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,150,0,8,0,158,158
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,32,0,12,0,44,44
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,50,0,6,0,56,56
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,17,0,2,0,19,19
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,384,0,29,0,413,413
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,1,0,3,3
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,22,0,3,0,25,25
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,10,0,0,0,10,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,53,0,17,0,70,70
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,11,0,7,0,18,18
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,194,0,18,0,212,212
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,8,0,9,9
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,28,0,10,0,38,38
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,133,0,68,0,201,201
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,16,0,20,0,36,36
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,37,0,17,0,54,54
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,21,0,0,0,21,21
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,24,0,26,0,50,50
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,124,0,61,0,185,185
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,4,0,3,0,7,7
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,11,0,3,0,14,14
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,9,0,10,10
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,3,0,5,5
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,11,0,0,0,11,11
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,17,0,2,0,19,19
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,10,0,0,0,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3244,0,258,0,3502,3502
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,24,0,26,0,50,50
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,29,0,15,0,44,44
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,2,0,2,0,4,4
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,4,0,7,7
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,15,0,3,0,18,18
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,8,0,1,0,9,9
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,34,0,7,0,41,41
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,3,0,1,0,4,4
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,23,0,6,0,29,29
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,15,0,4,0,19,19
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,151,0,20,0,171,171
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,74,0,32,0,106,106
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,7,0,14,14
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,114,0,25,0,139,139
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,7,0,10,0,17,17
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,9,0,4,0,13,13
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,49,0,13,0,62,62
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,987,0,142,0,1129,1129
TACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,1,0,3,0,4,4
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,14,0,44,0,58,58
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-05-01,0,19,0,23,0,42,42
