,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
VILLA CHARCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,25,47,20,34,45,81,126
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,71,55,343,432,414,487,901
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,0,1,27,18,27,19,46
VILLA RIVERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,6,12,8,8,14,20,34
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,11,13,0,0,11,13,24
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,149,211,87,108,236,319,555
VINTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,29,35,25,17,54,52,106
WALDO BALLIVIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,0,1,1,0,1,1,2
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,91,120,183,230,274,350,624
YACUIBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,99,65,304,396,403,461,864
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,10,8,57,52,67,60,127
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,128,93,150,167,278,260,538
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,7,10,64,71,71,81,152
ZUDAÑEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-04-01,0,1,17,38,17,39,56
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,30,33,140,185,170,218,388
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,182,127,388,503,570,630,1200
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,85,111,30,46,115,157,272
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,88,109,239,332,327,441,768
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,14,44,46,51,60,111
ALCALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,39,62,61,52,100,114,214
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,82,36,109,72,191,108,299
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,76,79,264,359,340,438,778
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,42,31,103,109,145,140,285
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4,2,36,38,40,40,80
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,5,13,186,262,191,275,466
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,51,72,112,106,163,178,341
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,21,31,109,139,130,170,300
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,67,137,120,212,187,349,536
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,114,179,209,371,323,550,873
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,69,92,200,275,269,367,636
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,37,41,3,4,40,45,85
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,12,14,145,210,157,224,381
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,62,53,41,43,103,96,199
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,57,69,150,182,207,251,458
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,40,44,128,167,168,211,379
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,107,139,417,488,524,627,1151
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,49,61,60,81,109,142,251
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,79,76,193,215,272,291,563
BAURES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,23,25,5,3,28,28,56
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,5,4,32,29,37,33,70
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,18,21,41,31,59,52,111
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,3,4,19,9,22,13,35
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,153,175,89,141,242,316,558
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,236,256,298,391,534,647,1181
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,18,27,110,144,128,171,299
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,4,13,3,20,7,27
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,5,5,4,2,9,7,16
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,68,56,107,75,175,131,306
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,143,87,68,72,211,159,370
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,112,95,145,120,257,215,472
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,38,45,179,273,217,318,535
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,82,77,16,21,98,98,196
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,8,13,191,206,199,219,418
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,57,78,48,53,105,131,236
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,85,95,185,305,270,400,670
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,30,31,59,76,89,107,196
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,164,163,158,217,322,380,702
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,44,83,367,581,411,664,1075
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,46,29,139,158,185,187,372
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,48,46,210,257,258,303,561
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,391,256,138,89,529,345,874
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,62,57,261,286,323,343,666
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,27,28,200,308,227,336,563
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,21,24,109,115,130,139,269
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,11,47,50,54,61,115
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,3,6,15,15,18,21,39
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,62,71,356,389,418,460,878
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,55,67,184,265,239,332,571
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,101,143,184,231,285,374,659
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,14,15,59,44,73,59,132
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,29,46,324,473,353,519,872
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,116,94,126,108,242,202,444
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,2,1,12,24,14,25,39
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,11,9,12,24,23,33,56
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,66,93,66,93,159
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,33,30,66,45,99,75,174
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,110,133,217,217,327,350,677
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,20,17,76,145,96,162,258
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,113,164,229,279,342,443,785
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,120,157,375,543,495,700,1195
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,55,41,97,84,152,125,277
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,155,169,199,241,354,410,764
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4552,4769,1895,2412,6447,7181,13628
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,3,2,6,6,9,8,17
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,98,103,166,263,264,366,630
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,123,150,128,165,251,315,566
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,28,29,13,27,41,56,97
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,164,235,53,62,217,297,514
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,10,17,20,24,30,54
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,146,182,502,623,648,805,1453
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,76,71,51,45,127,116,243
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,46,42,237,239,283,281,564
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,22,20,22,16,44,36,80
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,52,66,149,184,201,250,451
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,20,16,54,60,74,76,150
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,48,49,124,147,172,196,368
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,35,43,141,155,176,198,374
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,64,57,69,68,133,125,258
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,58,54,107,130,165,184,349
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,54,53,107,89,161,142,303
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,17,20,171,172,188,192,380
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,174,214,477,743,651,957,1608
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,130,158,151,151,281,309,590
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,2,3,2,3,5
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,55,37,34,47,89,84,173
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,38,66,3,1,41,67,108
CUEVO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,1,2,6,5,7,7,14
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,166,210,133,204,299,414,713
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,9,31,31,38,40,78
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,8,6,24,42,32,48,80
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,38,36,69,67,107,103,210
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,2607,3024,2642,3847,5249,6871,12120
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,37,35,61,93,98,128,226
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,34,33,40,40,74,73,147
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,47,57,242,344,289,401,690
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,374,434,159,203,533,637,1170
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,39,65,47,61,86,126,212
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,61,89,309,333,370,422,792
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,106,85,95,103,201,188,389
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,2,4,4,6,6,10,16
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,51,46,44,57,95,103,198
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,15,8,15,8,23
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,3,4,44,62,47,66,113
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,1,3,1,10,2,12
EXALTACION,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4,3,17,13,21,16,37
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,63,40,123,162,186,202,388
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4,2,25,12,29,14,43
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,71,85,73,81,144,166,310
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,77,65,89,102,166,167,333
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,23,16,103,98,126,114,240
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,12,15,98,106,110,121,231
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,211,173,221,224,432,397,829
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,56,76,57,85,113,161,274
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,40,57,85,84,125,141,266
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,11,13,49,92,60,105,165
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,2,4,20,17,22,21,43
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,19,11,199,277,218,288,506
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,16,11,41,41,57,52,109
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,41,29,68,124,109,153,262
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,4,2,4,2,6
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,10,38,42,45,52,97
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,57,65,25,23,82,88,170
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,42,39,86,92,128,131,259
ICLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,39,77,113,185,152,262,414
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,38,76,82,113,120,189,309
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,5,0,5,0,5
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,55,55,173,160,228,215,443
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,74,66,111,98,185,164,349
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,26,29,34,9,60,38,98
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,118,134,158,201,276,335,611
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,42,31,37,30,79,61,140
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,451,581,351,360,802,941,1743
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4239,5108,870,935,5109,6043,11152
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,2,0,2,0,2
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,26,31,80,100,106,131,237
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,128,163,147,155,275,318,593
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,9,12,74,119,83,131,214
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,37,41,37,41,78
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,132,257,674,771,806,1028,1834
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4,3,50,50,54,53,107
LORETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,1,1,0,0,1,1,2
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,126,118,170,141,296,259,555
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,14,13,96,114,110,127,237
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,33,32,39,44,72,76,148
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,5,5,3,12,8,20
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,41,46,54,88,95,134,229
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,18,27,57,59,75,86,161
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,43,30,30,23,73,53,126
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,74,53,156,140,230,193,423
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,130,117,46,60,176,177,353
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,62,69,172,256,234,325,559
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,56,36,197,218,253,254,507
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,52,89,60,79,112,168,280
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,148,206,309,359,457,565,1022
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,367,420,291,332,658,752,1410
MORO MORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,24,26,37,46,61,72,133
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,29,28,141,171,170,199,369
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,10,4,11,4,21,8,29
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,8,7,7,4,15,11,26
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,35,25,35,25,60
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,57,54,213,253,270,307,577
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,54,35,70,46,124,81,205
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,24,22,90,109,114,131,245
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,741,2669,825,1049,1566,3718,5284
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,114,135,274,405,388,540,928
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,57,107,173,179,230,286,516
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,37,32,109,116,146,148,294
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,60,59,180,161,240,220,460
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,131,91,116,105,247,196,443
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,3,5,34,33,37,38,75
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,27,22,39,38,66,60,126
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,85,65,101,121,186,186,372
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,12,17,135,158,147,175,322
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4,2,41,36,45,38,83
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,11,14,44,49,55,63,118
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,55,40,42,34,97,74,171
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,31,47,383,527,414,574,988
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,61,98,218,317,279,415,694
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,54,50,68,77,122,127,249
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,9,11,60,67,69,78,147
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,4,4,86,106,90,110,200
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,111,111,163,205,274,316,590
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,49,33,79,75,128,108,236
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,84,90,28,15,112,105,217
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,3,2,7,8,10,10,20
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,45,34,21,14,66,48,114
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,503,824,779,1367,1282,2191,3473
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,73,90,102,129,175,219,394
PUCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,55,48,10,11,65,59,124
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,234,188,350,382,584,570,1154
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,77,53,126,147,203,200,403
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,58,54,140,187,198,241,439
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,1,0,42,38,43,38,81
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,8,10,182,218,190,228,418
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,69,35,94,77,163,112,275
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,23,14,23,14,37
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,0,0,6,4,6,4,10
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,29,26,248,279,277,305,582
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,225,204,483,452,708,656,1364
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,170,220,355,560,525,780,1305
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,152,230,240,368,392,598,990
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,25,27,25,25,50,52,102
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,655,779,550,885,1205,1664,2869
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,31,37,117,109,148,146,294
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,9,3,8,10,17,27
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,96,124,15,25,111,149,260
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,104,112,573,716,677,828,1505
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,18,17,19,11,37,28,65
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,117,91,92,56,209,147,356
ROBORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,60,60,86,84,146,144,290
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,66,63,22,16,88,79,167
SABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,8,13,49,56,57,69,126
SACABA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,300,367,1167,1077,1467,1444,2911
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,42,84,52,64,94,148,242
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,107,122,377,500,484,622,1106
SAIPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,9,20,30,39,39,59,98
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,48,68,82,74,130,142,272
SAMAIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,73,83,29,29,102,112,214
SAN AGUSTIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,7,8,37,42,44,50,94
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,18,11,75,51,93,62,155
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,41,35,94,91,135,126,261
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,6,5,12,16,18,21,39
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,35,36,49,55,84,91,175
SAN BENITO,otras vacunaciones,influenza estacional en mayores de 60 anos,2019-05-01,59,100,186,287,245,387,632
