,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,7,11,0,1,7,12,19
PADILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,6,5,3,2,9,7,16
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,4,0,5,5
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,8,19,0,0,8,19,27
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,0,3,2,3,2,5
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,3,1,0,1,3,4
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,2,0,0,1,2,3
SABAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,3,12,0,0,3,12,15
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,3,0,0,1,3,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,2,5,0,0,2,5,7
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,3,0,0,1,3,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,66,208,0,0,66,208,274
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,1,0,0,1,1,2
SICAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,2,0,0,1,2,3
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,19,24,0,0,19,24,43
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,9,16,0,0,9,16,25
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,3,0,0,0,3,0,3
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,0,2,2,2,2,4
TOMINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,5,8,0,0,5,8,13
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,3,0,0,1,3,4
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,2,6,0,0,2,6,8
VILLA RIVERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,3,4,0,0,3,4,7
VILLA SERRANO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,1,0,0,1,1,2
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,2,1,0,0,2,1,3
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,2,4,0,0,2,4,6
ZUDAÑEZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,2,0,0,1,2,3
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,1,0,0,3,1,4
ANTEQUERA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,9,0,0,0,9,9
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,6,4,0,0,6,4,10
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,1,1,0,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,8,8,0,0,8,8,16
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
BAURES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
BELEN DE URMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,0,1,0,1,0,1
BELLA FLOR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,5,0,0,2,5,7
BOYUIBE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,1,1,1,2
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,6,0,0,0,6,6
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,6,0,0,1,6,7
CHARAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,13,24,7,4,20,28,48
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
CHUA COCANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,0,2,2,2,2,4
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,7,1,1,2,8,10
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,14,23,0,0,14,23,37
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,6,8,1,0,7,8,15
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,1,0,0,1,1,2
COMBAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,3,0,0,2,3,5
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,7,0,0,1,7,8
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
CULPINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,2,0,0,3,2,5
DESAGUADERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,18,104,64,156,82,260,342
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,5,5,0,0,5,5,10
ESCOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,0,0,0,3,3
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,4,0,0,1,4,5
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,9,0,0,3,9,12
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,4,0,0,1,4,5
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,4,0,0,3,4,7
LA ASUNTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,2,0,2,1,3
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,8,1,3,2,11,13
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,466,102,20,10,486,112,598
LAJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,0,0,0,3,3
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,1,0,2,2
MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,0,0,0,3,3
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,3,0,0,1,3,4
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,6,8,0,0,6,8,14
MOJOCOYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,4,0,1,1,5,6
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,2,0,0,1,2,3
OCURI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,13,0,0,3,13,16
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,17,43,5,6,22,49,71
PADILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,4,4,0,0,4,4,8
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,1,0,0,3,1,4
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,4,0,0,1,4,5
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,0,0,0,3,3
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,0,0,0,3,3
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,4,0,0,0,4,4
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
POROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,1,0,0,2,1,3
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,11,18,11,16,22,34,56
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,7,0,0,2,7,9
PUERTO PEREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,1,0,2,0,2
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,4,0,0,2,4,6
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,10,17,1,1,11,18,29
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,13,0,1,3,14,17
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,7,0,0,1,7,8
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,2,2,2,5,7
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,9,6,0,6,9,15
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,1,2,1,4,2,6
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,3,0,0,3,3,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,6,0,0,2,6,8
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,4,7,0,0,4,7,11
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,2,0,0,1,2,3
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,3,0,0,1,3,4
SAN RAMON BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,66,190,22,11,88,201,289
SANTA ROSA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,5,0,0,1,5,6
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,2,0,0,1,2,3
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,4,0,0,1,4,5
SICAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,0,2,1,2,1,3
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,5,10,0,0,5,10,15
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,3,1,0,3,3,6
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,9,14,5,8,14,22,36
TACACOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,1,0,0,1,1,2
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,1,0,0,3,1,4
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,1,0,0,2,1,3
TARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,7,7,0,0,7,7,14
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,9,16,0,0,9,16,25
TARVITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,2,1,0,0,2,1,3
TIPUANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,2,0,0,1,2,3
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,11,0,0,3,11,14
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
TRIGAL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,7,19,0,0,7,19,26
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,4,7,0,0,4,7,11
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,2,1,0,1,2,3
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,3,5,0,0,3,5,8
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,4,4,0,2,4,6,10
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,3,0,0,0,3,3
VILLA RIVERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,4,0,25,1,29,1,30
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,13,16,1,0,14,16,30
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,3,0,0,1,3,4
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,32,69,0,0,32,69,101
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,3,0,0,1,3,4
YOTALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,3,0,0,1,3,4
ZUDAÑEZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-04-01,1,3,0,0,1,3,4
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,4,0,0,0,4,4
ANTEQUERA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,7,0,0,1,7,8
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,2,2,0,0,2,2,4
BELLA FLOR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,7,0,0,1,7,8
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,3,0,0,0,3,3
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,0,0,0,1,0,1
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,0,38,100,39,100,139
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,0,0,1,0,1,1
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
CATACORA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,3,8,0,0,3,8,11
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,6,4,0,0,6,4,10
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,18,23,3,5,21,28,49
COIPASA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,2,0,0,0,2,2
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,5,0,0,1,5,6
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,2,2,1,0,3,2,5
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,2,0,0,1,2,3
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,3,1,0,0,3,1,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,39,88,62,151,101,239,340
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,2,5,0,0,2,5,7
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,5,0,0,0,5,5
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,4,7,0,0,4,7,11
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,1,0,2,2
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,2,3,0,0,2,3,5
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,6,8,0,0,6,8,14
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,2,2,0,0,2,2,4
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,14,0,2,1,16,17
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,83,120,11,11,94,131,225
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,0,5,0,5,0,5
MACHACAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,1,0,0,1,1,2
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
MOJINETE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,7,1,0,0,7,1,8
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,12,0,1,1,13,14
MORO MORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2019-05-01,20,46,2,3,22,49,71
