,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
SACABA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,36,51,35,66,71,117,188
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,4,10,0,0,4,10,14
SAIPINA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,8,18,1,0,9,18,27
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,5,6,0,0,5,6,11
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,4,5,5,8,9,13,22
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,3,1,4,3,7,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,12,9,0,0,12,9,21
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,28,37,1,2,29,39,68
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,24,43,0,1,24,44,68
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1,2,2,3,3,5,8
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,2,2,6,4,8,12
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,0,0,6,3,6,3,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,35,90,0,0,35,90,125
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1,1,0,0,1,1,2
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,25,46,26,34,51,80,131
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,8,10,0,0,8,10,18
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,15,44,1,5,16,49,65
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,6,15,0,4,6,19,25
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,17,52,0,0,17,52,69
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,10,13,0,0,10,13,23
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,15,5,0,0,15,5,20
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,4,1,0,0,4,1,5
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,5,2,0,0,5,2,7
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,11,0,0,3,11,14
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,4,0,0,3,4,7
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,5,8,0,1,5,9,14
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,12,22,0,0,12,22,34
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,8,19,0,0,8,19,27
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1186,2643,105,319,1291,2962,4253
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,4,19,0,0,4,19,23
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,7,0,0,2,7,9
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,5,0,0,2,5,7
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,1,2,5,5,6,11
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,11,0,0,2,11,13
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,5,4,1,4,6,8,14
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,6,8,0,2,6,10,16
SENA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,8,12,5,4,13,16,29
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,14,23,0,7,14,30,44
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,2,0,0,2,2,4
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,14,21,1,2,15,23,38
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,113,303,10,14,123,317,440
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,0,2,0,0,0,2,2
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,0,0,0,2,0,2
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,2,0,0,3,2,5
TARACO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,7,8,0,0,7,8,15
TARATA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,10,1,0,3,10,13
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,50,154,18,71,68,225,293
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1,6,0,1,1,7,8
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1,2,14,22,15,24,39
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,4,0,0,2,4,6
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,0,8,0,1,0,9,9
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,0,0,8,7,8,7,15
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,9,7,0,0,9,7,16
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,1,1,2,2,3,3,6
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,5,9,0,0,5,9,14
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,21,37,22,29,43,66,109
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,19,30,0,9,19,39,58
TURCO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,4,2,0,0,4,2,6
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,31,49,4,13,35,62,97
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,2,0,0,0,2,0,2
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,6,19,4,8,10,27,37
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,3,0,3,3,6,9
VACAS,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,4,4,0,0,4,4,8
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,36,97,0,1,36,98,134
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,18,62,0,1,18,63,81
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,6,11,0,0,6,11,17
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,7,21,0,0,7,21,28
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,44,73,18,26,62,99,161
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,10,8,2,3,12,11,23
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,11,18,0,0,11,18,29
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2019-04-01,0,3,0,0,0,3,3
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,27,54,2,0,29,54,83
VINTO,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,10,22,2,3,12,25,37
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,3,0,0,3,3,6
WARNES,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,19,52,0,1,19,53,72
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,34,70,2,4,36,74,110
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,11,9,0,1,11,10,21
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,3,119,0,2,3,121,124
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,14,12,0,0,14,12,26
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2019-04-01,10,11,0,0,10,11,21
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,13,0,0,17,13,30
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,25,25,7,7,32,32,64
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,23,0,1,10,24,34
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,14,28,7,10,21,38,59
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,8,2,1,6,9,15
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,18,1,4,9,22,31
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,4,5,3,6,7,13
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,7,2,1,9,8,17
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,14,1,2,9,16,25
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,9,0,0,6,9,15
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,4,1,3,4,7,11
APOLO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,4,2,1,5,5,10
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,11,1,0,7,11,18
ARANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,14,7,11,14,25,39
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,18,49,1,6,19,55,74
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,16,21,5,5,21,26,47
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,15,47,0,0,15,47,62
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,41,47,44,55,85,140
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,4,1,0,1,4,5
AYATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,12,6,1,4,13,10,23
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,4,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,14,2,6,15,20,35
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,14,2,4,13,18,31
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,7,1,4,3,11,14
BAURES,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,13,0,0,4,13,17
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,2,0,0,0,2,2
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,2,0,2,2,4,6
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,1,0,3,2,4,6
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,24,77,3,0,27,77,104
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,19,11,0,2,19,13,32
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,9,2,1,8,10,18
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,6,0,0,5,6,11
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,41,44,0,0,41,44,85
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,16,3,6,16,22,38
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,17,19,0,0,17,19,36
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,16,5,1,14,17,31
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,16,0,0,7,16,23
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,6,3,3,6,9,15
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,7,0,1,5,8,13
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,14,23,9,10,23,33,56
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,1,1,2,1,3
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,57,83,2,6,59,89,148
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,17,22,42,31,59,90
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,6,1,0,7,6,13
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,11,8,7,17,18,35
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,36,57,0,0,36,57,93
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,31,24,1,6,32,30,62
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,9,0,0,8,9,17
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,19,7,1,4,20,11,31
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,7,0,0,3,7,10
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,12,25,214,32,226,57,283
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,14,0,1,8,15,23
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,57,82,7,14,64,96,160
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,6,0,0,4,6,10
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,23,5,4,16,27,43
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,43,59,9,17,52,76,128
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,4,1,4,1,5
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,6,0,0,2,6,8
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,6,0,0,6,6,12
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,15,12,1,0,16,12,28
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,5,9,9,13,14,27
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,4,2,0,5,4,9
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,30,31,8,8,38,39,77
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,16,54,25,39,41,93,134
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,31,27,3,1,34,28,62
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,794,1137,500,1003,1294,2140,3434
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,34,62,9,24,43,86,129
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,17,1,6,12,23,35
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,2,0,1,1,3,4
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,10,23,22,30,32,62
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,4,0,0,2,4,6
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,20,25,6,5,26,30,56
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,2,0,1,2,3,5
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,16,25,1,1,17,26,43
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,1,1,1,1,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,12,1,22,10,34,44
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,4,0,1,4,5,9
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,9,5,4,12,13,25
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,2,1,0,3,2,5
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,11,3,7,14,18,32
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,8,0,0,4,8,12
COROICO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,26,0,4,13,30,43
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,6,1,0,4,6,10
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,41,49,4,6,45,55,100
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,12,33,2,2,14,35,49
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,25,0,0,13,25,38
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,5,0,0,7,5,12
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,0,0,1,0,1
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,6,0,1,3,7,10
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,1,0,0,4,1,5
CURVA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,4,3,1,10,5,15
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,9,0,0,6,9,15
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,522,1249,207,463,729,1712,2441
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,4,0,4,1,8,9
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,8,0,0,4,8,12
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,14,6,5,15,19,34
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,37,84,5,19,42,103,145
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,7,0,0,11,7,18
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,12,30,10,4,22,34,56
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,22,44,15,33,37,77,114
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,4,2,1,5,5,10
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,3,0,0,2,3,5
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,4,0,0,8,4,12
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,16,50,0,1,16,51,67
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,5,0,1,3,6,9
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,11,0,2,3,13,16
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,7,2,3,12,10,22
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,5,3,3,5,8,13
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,4,0,1,5,5,10
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,64,111,16,20,80,131,211
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,10,0,0,5,10,15
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,12,1,4,7,16,23
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,24,1,0,11,24,35
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,3,2,1,4,4,8
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,20,7,13,18,33,51
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,4,0,2,2,6,8
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,8,0,0,8,8,16
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,3,0,1,0,4,4
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,2,0,1,2,3,5
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,2,0,0,4,2,6
ICLA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,25,28,1,2,26,30,56
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,5,1,1,8,6,14
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,10,0,0,1,10,11
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,1,0,0,3,1,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,10,1,1,8,11,19
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,4,0,0,3,4,7
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,19,0,0,9,19,28
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,20,27,0,0,20,27,47
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,31,117,1,11,32,128,160
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1015,1730,557,946,1572,2676,4248
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,7,1,2,3,9,12
LAJA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,16,0,2,9,18,27
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,17,0,0,9,17,26
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,44,45,36,61,80,106,186
LLICA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,13,1,0,9,13,22
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,10,0,0,5,10,15
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,7,1,3,1,10,11
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,8,1,1,4,9,13
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,4,12,8,18,12,30
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,19,0,4,3,23,26
MALLA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,2,0,0,2,2,4
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,10,8,0,0,10,8,18
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,9,1,1,6,10,16
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,11,1,2,8,13,21
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,13,26,0,0,13,26,39
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,16,0,0,11,16,27
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,19,1,1,7,20,27
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,25,39,5,19,30,58,88
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,93,215,2,7,95,222,317
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,6,0,0,5,6,11
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,6,7,2,11,8,19
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,0,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,8,4,7,2,15,6,21
OCURI,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,11,19,1,1,12,20,32
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,15,1,0,7,15,22
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,5,2,2,5,7,12
ORURO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,209,359,92,216,301,575,876
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,22,45,8,18,30,63,93
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,20,38,3,10,23,48,71
PAILON,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,26,55,2,7,28,62,90
PALCA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,9,5,3,7,12,12,24
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,16,23,1,1,17,24,41
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,7,17,1,0,8,17,25
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,3,0,0,5,3,8
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,9,2,4,8,13,21
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,0,0,0,2,0,2
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,3,13,0,1,3,14,17
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,6,7,0,0,6,7,13
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,15,18,0,1,15,19,34
POCONA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,15,25,1,5,16,30,46
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,4,3,5,4,9,13
POOPO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,4,0,0,1,4,5
PORCO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,2,3,1,1,3,4,7
POROMA,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,20,20,1,2,21,22,43
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,1,7,10,11,11,18,29
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,4,17,0,0,4,17,21
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,0,1,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,influenza estacional a personal de salud,2019-05-01,5,2,0,1,5,3,8
