,group,variable,month,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AYO AYO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,1,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,6,8,7,12,13,25
AZURDUY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,0,0,0,2,0,2
BATALLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,8,2,8,2,10
BELEN DE ANDAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,12,0,13,0,13
BERMEJO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,10,0,0,0,10,10
BETANZOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,6,4,0,6,6,12
BOLIVAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,4,1,1,2,5,7
BOLPEBRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,2,0,3,3,5,8
CABEZAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,4,5,14,8,18,26
"CAIZA ""D""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,7,8,7,8,14,22
CAJUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,7,0,0,0,7,7
CALAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,4,0,0,1,4,5
CAMARGO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,6,19,6,21,27
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,18,15,0,7,18,22,40
CAPINOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,3,22,52,24,55,79
CARACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,2,0,0,3,2,5
CARANAVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,15,26,30,3,45,29,74
CARAPARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,4,0,0,1,4,5
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,5,1,2,3,7,10
CHALLAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,2,1,2,3,5
CHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,15,6,1,7,16,13,29
CHAYANTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
CHIMORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,18,6,12,8,30,38
CHUA COCANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,7,5,2,6,9,15
CHUMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,7,14,12,15,19,34
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,4,2,3,3,7,10
COBIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,10,67,66,36,76,103,179
COCAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,10,20,71,57,81,77,158
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,82,262,96,47,178,309,487
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,14,39,60,73,74,112,186
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,0,44,2,46,2,48
COLLANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,10,3,9,6,19,25
COLPA BELGICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,10,6,0,0,10,6,16
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,4,1,8,1,12,13
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,7,0,0,1,7,8
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,2,3,2,6,8
COMANCHE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,5,0,2,1,7,8
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,1,1,2,4,3,7
COPACABANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
CORIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,36,26,37,27,64
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,14,3,17,3,31,34
COTOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,12,47,1,19,13,66,79
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,8,0,0,0,8,8
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,3,0,0,2,3,5
CUEVO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,6,4,6,4,10
CULPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,6,4,7,4,11
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,46,486,585,700,631,1186,1817
EL PUENTE(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
EL TORNO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
EL VILLAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,2,0,2,0,2
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,9,9,10,10,20
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,8,30,11,20,19,50,69
ESCARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
ESCOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,4,8,4,10,14
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,1,1,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,2,7,9,9,11,20
EXALTACION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,2,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,2,0,2,0,2
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,1,2,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,6,0,1,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,31,33,31,35,66
GUANAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,19,13,19,14,33
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,6,17,135,139,141,156,297
HUACARETA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,10,6,0,0,10,6,16
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,1,0,2,0,2
HUACHACALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,3,1,4,1,5
HUANUNI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,5,9,12,11,17,28
HUARACAJE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
HUATAJATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,1,3,5,6,6,12
ICHOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,2,2,2,2,4
ICLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,7,11,0,0,7,11,18
INGAVI (HUMAITA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,4,13,4,15,19
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,2,1,2,3
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,10,7,11,7,18
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,31,29,49,32,80,112
LA GUARDIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,7,0,1,2,8,10
LA PAZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,87,471,209,212,296,683,979
LAGUNILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,0,1,0,5,0,5
LAJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,8,48,41,50,49,99
LAS CARRERAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
LICOMA PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,11,27,86,29,97,126
LLICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,1,15,18,17,19,36
LURIBAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,2,4,2,4,6
MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,63,55,63,55,118
MACHARETI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,2,0,1,1,3,4
MAGDALENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,4,13,5,14,19
MAIRANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,4,0,0,1,4,5
MALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,5,4,5,4,9
MAPIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,15,0,3,0,18,18
MECAPACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,18,26,10,28,28,56
MIZQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,7,13,2,5,9,18,27
MOCOMOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,4,2,0,2,4,6
MOJOCOYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,1,1,1,2
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,4,12,23,14,27,41
MONTERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,77,125,72,129,149,278
MOROCHATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,4,4,14,5,18,23
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,5,0,0,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,1,0,1,0,1
OCURI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
OKINAWA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,3,5,4,5,9
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,8,0,1,3,9,12
ORURO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,23,133,39,16,62,149,211
PADCAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,4,0,4,2,8,10
PADILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,11,4,10,8,21,12,33
PAILON,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,7,21,12,14,19,35,54
PALCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,2,9,8,10,10,20
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,7,107,111,111,118,229
PAMPA AULLAGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
PAPEL PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,5,2,0,0,5,2,7
PASORAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,0,0,0,3,3
PAZÑA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,1,1,1,4,5
POCOATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,140,131,140,134,274
POCONA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,5,2,5,4,9
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,9,6,9,6,15
POOPO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,2,1,3,4
PORCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,3,1,2,2,5,7
POROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,3,1,2,3,5,8
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,5,0,0,0,5,5
PORVENIR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,4,7,4,8,12
POSTRER VALLE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,18,7,18,9,27
POTOSI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,8,98,34,43,42,141,183
PUCARANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,7,34,47,34,54,88
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,2,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
PUERTO PEREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,20,0,2,0,22,22
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,5,7,0,0,5,7,12
PUERTO SILES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,6,5,3,4,9,9,18
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,5,27,112,58,117,85,202
PUNA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,9,0,2,0,11,11
PUNATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,14,29,51,32,65,97
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,29,40,95,165,124,205,329
QUIME,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
QUIRUSILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,1,0,2,0,2
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,5,5,8,6,13,19
RAVELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,5,9,5,9,14
REYES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,5,0,0,1,5,6
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,9,92,4,2,13,94,107
ROBORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,6,3,17,0,23,3,26
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,8,2,8,3,11
SABAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,2,0,1,1,3,4
SACABA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,43,42,49,45,92,137
SACABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,1,0,2,3,3,6
SACACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,5,1,0,2,5,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,0,1,0,4,4
SAMAIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,11,3,5,4,16,20
SAN ANDRES DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,0,0,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,2,0,4,4
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,6,98,111,102,117,219
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,36,1,2,4,38,42
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,3,2,0,3,3,6
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,20,0,2,3,22,25
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,10,12,28,14,38,52
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,12,66,20,33,32,99,131
SAN JAVIER(BNI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,3,0,3,3
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,15,22,22,26,37,48,85
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,4,6,4,6,10
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,4,0,8,3,12,15
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,2,10,2,11,13
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,8,4,1,5,9,14
SAN LUCAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,1,0,2,1,3
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,14,10,7,13,21,34
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,6,0,7,4,13,17
SAN PEDRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,0,15,13,16,13,29
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,7,0,0,0,7,7
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,2,0,0,1,2,3
SAN RAMON BENI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,0,0,0,3,3
SANTA ANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1264,2082,442,197,1706,2279,3985
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,38,35,38,36,74
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,7,12,9,15,16,31
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,4,0,1,0,5,5
SANTIAGO DE HUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,2,1,0,1,2,2,4
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,1,3,1,3,4
SAPAHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,11,4,11,5,16
SENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,5,2,3,3,8,11
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,12,18,31,19,43,62
SICAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,3,0,0,1,3,4
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,26,361,442,365,468,833
SOPACHUY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,0,0,0,3,3
SORATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,7,1,2,1,9,10
SUCRE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,47,116,170,120,217,236,453
TACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,2,0,2,2
TACACOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,3,2,8,3,11,14
TACOPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,5,2,5,3,10,13
TAHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,6,21,10,21,16,37
TARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,5,0,2,0,7,7
TARACO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,3,0,0,1,3,4
TARATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,16,19,16,22,38
TARIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,11,62,18,29,29,91,120
TARVITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,3,7,2,0,5,7,12
TEOPONTE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,1,0,1,1
TIAHUANACU,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,7,0,12,0,19,19
TIPUANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,2,6,2,7,9
TIQUIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,6,19,139,244,145,263,408
TIRAQUE (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,1,6,30,55,31,61,92
TOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,3,29,30,29,33,62
TOLATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,4,6,4,9,8,15,23
TOLEDO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,0,0,4,0,4,4
TOMAVE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-03-01,0,1,1,2,1,3,4
