,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,13,37,2,3,15,40,55
EL PUENTE(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,1,1,1,1,2,3
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,6,10,2,0,8,10,18
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,2,3,0,0,2,3,5
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,2,1,0,0,2,1,3
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,6,4,0,0,6,4,10
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,2,5,0,0,2,5,7
PUERTO ACOSTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,1,0,0,0,1,1
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,0,5,1,5,1,6
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,1,1,0,0,1,1,2
SAN ANDRES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,6,10,0,0,6,10,16
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,0,0,5,0,5,5
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,0,0,150,299,150,299,449
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,1,0,0,0,1,0,1
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,2,1,14,1,16,2,18
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,3,1,0,0,3,1,4
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,2,1,0,0,2,1,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,9,2,0,0,9,2,11
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,2,5,40,0,42,5,47
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,3,3,0,0,3,3,6
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,12,12,1,1,13,13,26
GUTIERREZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,0,0,1,0,1,1
INQUISIVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,1,0,1,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,68,13,0,0,68,13,81
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,2,1,10,9,12,10,22
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,7,0,0,0,7,7
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,0,7,1,7,1,8
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,2,3,0,0,2,3,5
SAN JAVIER(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,4,6,0,0,4,6,10
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,10,0,0,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,2,4,0,0,2,4,6
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,1,0,1,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,0,0,0,1,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-10-01,12,8,0,0,12,8,20
ATOCHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,0,0,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,1,0,0,1,1,2
CONCEPCION,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,11,6,0,0,11,6,17
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,2,17,8,0,10,17,27
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,3,0,0,0,3,0,3
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,1,5,7,6,8,14
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,0,1,1,1,1,2
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,9,16,0,0,9,16,25
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,0,0,1,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,3,0,5,0,8,8
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,0,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,2,0,0,0,2,2
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,0,2,0,0,0,2,2
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,0,11,9,12,9,21
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-11-01,1,1,1,0,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,20,0,0,0,20,0,20
ATOCHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
CARIPUYO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,10,9,0,0,10,9,19
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,5,0,0,0,5,5
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,2,5,0,0,2,5,7
EL TORNO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,9,8,5,9,14,23
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,54,110,0,0,54,110,164
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,2,0,0,1,2,3
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,4,5,0,0,4,5,9
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,3,2,0,0,3,2,5
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,1,3,1,3,2,5
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,16,18,0,0,16,18,34
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,3,1,0,0,3,1,4
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,2,2,0,0,2,2,4
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,0,0,19,18,19,18,37
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-12-01,2,0,0,0,2,0,2
