,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
WALDO BALLIVIAN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,6,0,0,0,6,6
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,4,0,4,4
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,6,0,11,0,17,17
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,3,0,4,4
BOLPEBRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
CARAPARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,5,0,5,5
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,1,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,2,0,48,0,50,50
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,2,0,0,0,2,2
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,2,0,82,0,84,84
ESCOMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,8,0,8,8
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,8,0,9,9
INQUISIVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,3,0,3,3
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,18,0,16,0,34,34
LLICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,5,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,2,0,2,2
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,10,0,10,10
PAMPA AULLAGAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,15,0,0,0,15,15
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,98,0,99,99
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,12,0,12,12
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,4,0,4,4
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
SACACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,6,0,6,6
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,20,0,20,20
SAN JAVIER(BNI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,2,0,2,2
SAN LORENZO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,2,0,2,2
SAN PEDRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,3,0,3,3
SANTIAGO DE CALLAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,5,0,6,6
SANTIAGO DE HUATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,13,0,13,13
TIAHUANACU,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,5,0,5,5
TORO TORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,2,0,2,2
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,4,0,4,4
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-05-01,0,0,0,3,0,3,3
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,3,0,3,3
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,5,0,5,5
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,15,0,3,0,18,18
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,2,0,0,0,2,2
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,1,0,1,1
COROICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,5,0,5,5
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,6,0,2,0,8,8
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,2,0,0,0,2,2
HUACHACALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,1,0,2,2
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,2,0,2,2
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,10,0,58,0,68,68
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,0,0,1,1
MOJINETE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,2,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,29,0,29,29
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,1,0,1,1
POCOATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,12,0,12,12
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,3,0,2,0,5,5
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,11,0,11,11
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,2,0,3,3
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,10,0,10,10
SAN LORENZO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,2,0,2,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,1,0,2,2
SANTA ANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,9,0,0,0,9,9
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,7,0,8,8
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,24,0,24,24
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,3,0,0,0,3,3
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,28,0,28,28
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,2,0,1,0,3,3
UNCIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-06-01,0,0,0,2,0,2,2
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,6,0,6,6
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,2,0,2,2
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,2,0,2,2
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,30,0,0,0,30,30
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,5,0,1,0,6,6
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,2,0,2,2
COLLANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,4,0,4,4
CURVA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,1,0,2,2
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,19,0,0,0,19,19
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,4,0,3,0,7,7
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,4,0,4,4
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,20,0,0,0,20,20
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,2,0,2,2
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,2,0,10,0,12,12
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,5,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,1,0,1,1
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,4,0,4,4
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,3,0,3,3
PELECHUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,3,0,3,3
PUCARANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,2,0,3,3
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,10,0,11,11
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,2,0,10,0,12,12
SAN BENITO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,3,0,4,0,7,7
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,12,0,0,0,12,12
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,16,0,16,16
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,38,0,0,0,38,38
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,2,0,0,0,2,2
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,4,0,0,0,4,4
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,18,0,18,18
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,1,0,0,0,1,1
VILLA SERRANO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,5,0,3,0,8,8
YOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-07-01,0,0,0,2,0,2,2
ALCALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,17,0,18,18
ANDAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,13,0,13,13
AYATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,11,0,11,11
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,8,0,6,0,14,14
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,53,0,53,53
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,2,0,201,0,203,203
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,11,0,11,11
BOYUIBE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,2,0,25,0,27,27
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,52,0,52,52
CALACOTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,2,0,2,2
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,3,0,103,0,106,106
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,13,0,13,13
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,28,0,28,28
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,10,0,10,10
CARACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,2,0,2,2
CARIPUYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,6,0,6,6
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,68,0,68,68
CHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,23,0,23,23
CHARAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,28,0,28,28
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,207,0,207,207
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,1,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,3,0,67,0,70,70
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,54,0,10,0,64,64
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,98,0,98,98
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,6,0,6,6
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,46,0,46,46
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,5,0,36,0,41,41
COTOCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,490,0,490,490
CUATRO CAÑADAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,10,0,10,10
CUEVO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,3,0,3,3
CULPINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,26,0,65,0,91,91
CURVA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,5,0,5,5
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,144,0,93,0,237,237
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,51,0,51,51
EL TORNO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,41,0,427,0,468,468
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,81,0,81,81
ESMERALDA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,2,0,2,2
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,5,0,0,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,42,0,42,42
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,2,0,2,2
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,1,0,2,2
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,96,0,96,96
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,3,0,0,0,3,3
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,10,0,10,10
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,108,0,108,108
HUAYLLAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,4,0,4,4
INCAHUASI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,7,0,55,0,62,62
LA GUARDIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,283,0,283,283
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,185,0,92,0,277,277
LLALLAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,313,0,313,313
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,8,0,35,0,43,43
MOJOCOYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,4,0,4,0,8,8
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,110,0,70,0,180,180
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,235,0,235,235
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,5,0,5,5
OKINAWA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,13,0,14,14
OMEREQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,6,0,26,0,32,32
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,998,0,999,999
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,2,0,10,0,12,12
PADILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,10,0,54,0,64,64
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,8,0,9,9
PAZÑA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,15,0,15,15
PELECHUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,6,0,6,6
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,34,0,34,34
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,5,0,21,0,26,26
PORONGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,6,0,58,0,64,64
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,21,0,1,0,22,22
PRESTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,13,0,13,13
PUCARANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,214,0,214,214
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,2,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,1,0,0,0,1,1
PUERTO SILES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,4,0,163,0,167,167
QUIRUSILLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-08-01,0,0,0,3,0,3,3
