,group,variable,month,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
TUPIZA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-11-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-11-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-11-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-11-01,4,6,0,0,4,6,10
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,0,21,0,21,0,21
COBIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,3,23,0,0,3,23,26
EL TORNO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,6,11,0,0,6,11,17
LLALLAGUA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,2,10,0,0,2,10,12
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,2,0,0,0,2,0,2
PORTACHUELO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,5,0,6,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,2,1,0,0,2,1,3
TAPACARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2019-12-01,0,2,2,0,2,2,4
