,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
UMALA,consultas prenatales,repetidas,2015-02-01,0,0,4,0,9,4,4,1,0,0,22
UNCIA,consultas prenatales,repetidas,2015-02-01,0,0,17,4,150,12,10,4,0,0,197
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2015-02-01,0,0,24,1,58,2,10,1,0,0,96
URUBICHA,consultas prenatales,repetidas,2015-02-01,0,0,4,0,29,0,6,0,0,0,39
UYUNI,consultas prenatales,repetidas,2015-02-01,0,9,30,3,136,0,25,0,0,0,203
VACAS,consultas prenatales,repetidas,2015-02-01,0,0,19,2,20,1,3,0,0,0,45
VALLEGRANDE,consultas prenatales,repetidas,2015-02-01,0,0,11,1,50,3,4,0,0,0,69
VIACHA,consultas prenatales,repetidas,2015-02-01,1,0,51,0,234,1,36,1,0,0,324
VILA VILA,consultas prenatales,repetidas,2015-02-01,1,0,4,0,7,1,3,0,0,0,16
VILLA CHARCAS,consultas prenatales,repetidas,2015-02-01,0,0,20,1,35,9,10,2,0,0,77
VILLA MONTES,consultas prenatales,repetidas,2015-02-01,3,0,82,1,230,4,40,1,0,0,361
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2015-02-01,1,0,1,0,10,0,0,0,0,0,12
VILLA RIVERO,consultas prenatales,repetidas,2015-02-01,0,0,6,0,33,0,2,0,0,0,41
VILLA SERRANO,consultas prenatales,repetidas,2015-02-01,0,0,11,1,26,4,12,4,1,0,59
VILLA TUNARI,consultas prenatales,repetidas,2015-02-01,4,0,141,0,382,4,60,2,1,0,594
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2015-02-01,5,1,14,5,26,2,5,0,0,0,58
VILLAZON,consultas prenatales,repetidas,2015-02-01,3,0,82,1,260,7,73,1,0,0,427
VINTO,consultas prenatales,repetidas,2015-02-01,1,0,73,0,139,0,74,1,0,0,288
VITICHI,consultas prenatales,repetidas,2015-02-01,0,0,6,1,32,1,8,2,0,0,50
WALDO BALLIVIAN,consultas prenatales,repetidas,2015-02-01,0,0,1,0,3,1,2,0,0,0,7
WARNES,consultas prenatales,repetidas,2015-02-01,32,0,234,0,442,0,54,0,0,0,762
YACO,consultas prenatales,repetidas,2015-02-01,1,0,2,0,6,5,1,0,0,0,15
YACUIBA,consultas prenatales,repetidas,2015-02-01,5,0,116,1,414,10,82,9,0,0,637
YAMPARAEZ,consultas prenatales,repetidas,2015-02-01,0,0,9,2,15,3,6,2,0,0,37
YANACACHI,consultas prenatales,repetidas,2015-02-01,1,0,9,0,16,2,3,0,0,0,31
YAPACANI,consultas prenatales,repetidas,2015-02-01,7,0,89,9,182,16,30,1,0,0,334
YOCALLA,consultas prenatales,repetidas,2015-02-01,0,0,4,0,27,3,3,0,0,0,37
YOTALA,consultas prenatales,repetidas,2015-02-01,0,0,18,0,34,0,11,0,0,0,63
YUNCHARA,consultas prenatales,repetidas,2015-02-01,0,0,1,4,4,11,2,4,0,0,26
ZUDAÑEZ,consultas prenatales,repetidas,2015-02-01,0,0,16,0,21,1,9,2,0,0,49
ACACIO,consultas prenatales,repetidas,2015-03-01,0,0,3,2,7,1,2,1,0,0,16
ACHACACHI,consultas prenatales,repetidas,2015-03-01,5,1,64,2,143,12,18,3,0,0,248
ACHOCALLA,consultas prenatales,repetidas,2015-03-01,0,0,18,7,60,21,7,5,0,0,118
AIQUILE,consultas prenatales,repetidas,2015-03-01,6,1,65,2,148,4,36,1,0,0,263
ALALAY,consultas prenatales,repetidas,2015-03-01,0,0,1,0,5,1,0,2,0,0,9
ALCALA,consultas prenatales,repetidas,2015-03-01,0,0,2,0,13,1,5,0,0,0,21
ALTO BENI,consultas prenatales,repetidas,2015-03-01,0,0,13,1,25,0,6,1,0,0,46
ANCORAIMES,consultas prenatales,repetidas,2015-03-01,1,0,10,0,27,0,7,2,0,0,47
ANDAMARCA,consultas prenatales,repetidas,2015-03-01,0,0,3,1,6,1,1,0,0,0,12
ANTEQUERA,consultas prenatales,repetidas,2015-03-01,0,0,5,0,12,3,1,3,0,0,24
ANZALDO,consultas prenatales,repetidas,2015-03-01,0,0,6,1,17,3,5,0,0,0,32
APOLO,consultas prenatales,repetidas,2015-03-01,0,0,28,0,59,9,10,1,0,0,107
ARAMPAMPA,consultas prenatales,repetidas,2015-03-01,0,0,3,2,3,3,2,2,0,0,15
ARANI,consultas prenatales,repetidas,2015-03-01,1,1,29,0,73,2,4,0,0,0,110
ARBIETO,consultas prenatales,repetidas,2015-03-01,1,0,31,2,58,6,10,0,0,0,108
ARQUE,consultas prenatales,repetidas,2015-03-01,3,0,8,0,28,1,4,0,0,0,44
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2015-03-01,6,0,55,2,155,0,16,0,0,0,234
ATOCHA,consultas prenatales,repetidas,2015-03-01,0,0,4,0,38,1,0,1,0,0,44
AUCAPATA,consultas prenatales,repetidas,2015-03-01,0,0,4,0,6,1,2,0,0,0,13
AYATA,consultas prenatales,repetidas,2015-03-01,0,0,3,0,3,1,4,0,0,0,11
AYO AYO,consultas prenatales,repetidas,2015-03-01,0,0,3,0,17,0,8,0,0,0,28
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2015-03-01,1,0,36,1,71,2,20,0,0,0,131
AZURDUY,consultas prenatales,repetidas,2015-03-01,2,0,13,2,15,14,9,4,0,0,59
BATALLAS,consultas prenatales,repetidas,2015-03-01,1,0,11,2,47,5,1,0,0,0,67
BAURES,consultas prenatales,repetidas,2015-03-01,3,0,15,0,19,0,6,0,0,0,43
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2015-03-01,0,0,2,0,2,0,0,0,0,0,4
BELEN DE URMIRI,consultas prenatales,repetidas,2015-03-01,0,0,0,0,0,2,0,0,0,0,2
BELLA FLOR,consultas prenatales,repetidas,2015-03-01,0,0,6,0,11,4,1,0,0,0,22
BERMEJO,consultas prenatales,repetidas,2015-03-01,6,0,69,0,169,4,29,0,0,0,277
BETANZOS,consultas prenatales,repetidas,2015-03-01,3,0,34,4,98,5,23,5,0,0,172
BOLIVAR,consultas prenatales,repetidas,2015-03-01,0,0,2,1,4,3,3,4,0,0,17
BOLPEBRA,consultas prenatales,repetidas,2015-03-01,0,0,0,1,5,0,0,0,0,0,6
BOYUIBE,consultas prenatales,repetidas,2015-03-01,1,0,6,0,9,1,2,0,0,0,19
BUENA VISTA,consultas prenatales,repetidas,2015-03-01,0,0,12,6,21,7,3,1,0,0,50
CABEZAS,consultas prenatales,repetidas,2015-03-01,4,0,59,1,116,3,11,1,0,0,195
CAIROMA,consultas prenatales,repetidas,2015-03-01,0,0,9,0,20,3,3,0,0,0,35
"CAIZA ""D""",consultas prenatales,repetidas,2015-03-01,0,0,16,0,31,3,10,2,0,0,62
CAJUATA,consultas prenatales,repetidas,2015-03-01,1,0,26,9,54,3,4,0,0,0,97
CALACOTO,consultas prenatales,repetidas,2015-03-01,0,0,4,3,2,2,1,0,0,0,12
CALAMARCA,consultas prenatales,repetidas,2015-03-01,0,0,15,2,41,0,6,1,0,0,65
CAMARGO,consultas prenatales,repetidas,2015-03-01,0,0,24,1,74,1,11,0,0,0,111
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2015-03-01,0,0,5,0,4,5,3,0,0,0,17
CAMIRI,consultas prenatales,repetidas,2015-03-01,5,13,35,21,204,25,46,0,0,0,349
CAPINOTA,consultas prenatales,repetidas,2015-03-01,0,0,52,0,142,0,30,0,0,0,224
CAQUIAVIRI,consultas prenatales,repetidas,2015-03-01,1,0,2,0,19,2,2,0,0,0,26
CARACOLLO,consultas prenatales,repetidas,2015-03-01,0,0,42,0,71,2,35,0,0,0,150
CARANAVI,consultas prenatales,repetidas,2015-03-01,7,0,150,2,254,11,42,0,0,0,466
CARAPARI,consultas prenatales,repetidas,2015-03-01,1,0,39,0,81,3,13,0,0,0,137
CARIPUYO,consultas prenatales,repetidas,2015-03-01,0,0,6,2,12,7,1,1,0,0,29
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2015-03-01,0,0,14,0,22,0,0,0,0,0,36
CATACORA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,2,0,0,0,0,0,2
CHACARILLA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,1,0,1,0,0,0,2
CHALLAPATA,consultas prenatales,repetidas,2015-03-01,1,0,34,4,96,19,20,7,0,0,181
CHAQUI,consultas prenatales,repetidas,2015-03-01,0,0,8,0,29,3,4,0,0,0,44
CHARAGUA,consultas prenatales,repetidas,2015-03-01,3,0,53,2,116,2,16,0,0,0,192
CHARAÑA,consultas prenatales,repetidas,2015-03-01,0,0,0,1,7,1,1,0,0,0,10
CHAYANTA,consultas prenatales,repetidas,2015-03-01,0,0,15,4,35,7,5,4,0,0,70
CHIMORE,consultas prenatales,repetidas,2015-03-01,0,0,44,1,87,2,17,1,0,0,152
CHIPAYA,consultas prenatales,repetidas,2015-03-01,0,0,1,0,4,0,1,0,0,0,6
CHOQUE COTA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,4,0,0,0,0,0,4
CHUA COCANI,consultas prenatales,repetidas,2015-03-01,0,0,6,0,1,0,3,0,0,0,10
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2015-03-01,1,0,37,0,73,0,19,0,0,0,130
CHUMA,consultas prenatales,repetidas,2015-03-01,0,0,10,1,7,5,1,0,0,0,24
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2015-03-01,0,0,6,0,22,0,4,0,0,0,32
CKOCHAS,consultas prenatales,repetidas,2015-03-01,1,0,12,1,27,3,12,2,0,0,58
CLIZA,consultas prenatales,repetidas,2015-03-01,0,0,27,0,118,0,13,0,0,0,158
COBIJA,consultas prenatales,repetidas,2015-03-01,19,1,183,0,554,1,68,0,0,0,826
COCAPATA,consultas prenatales,repetidas,2015-03-01,0,0,10,6,13,15,5,4,0,0,53
COCHABAMBA,consultas prenatales,repetidas,2015-03-01,72,0,1105,114,4521,6,1085,1,2,0,6906
COIPASA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,4,0,0,0,0,0,4
COLCAPIRHUA,consultas prenatales,repetidas,2015-03-01,1,3,79,2,347,6,44,1,0,0,483
"COLCHA ""K""",consultas prenatales,repetidas,2015-03-01,0,0,13,2,46,3,7,0,0,0,71
COLLANA,consultas prenatales,repetidas,2015-03-01,0,0,2,0,9,0,3,0,0,0,14
COLOMI,consultas prenatales,repetidas,2015-03-01,3,0,38,0,86,0,6,0,0,0,133
COLPA BELGICA,consultas prenatales,repetidas,2015-03-01,0,0,16,0,36,0,1,0,0,0,53
COLQUECHACA,consultas prenatales,repetidas,2015-03-01,0,0,28,2,73,15,24,2,0,0,144
COLQUENCHA,consultas prenatales,repetidas,2015-03-01,1,0,9,0,43,2,4,0,0,0,59
COLQUIRI,consultas prenatales,repetidas,2015-03-01,0,0,19,2,39,7,8,2,0,0,77
COMANCHE,consultas prenatales,repetidas,2015-03-01,0,0,2,0,4,1,1,0,0,0,8
COMARAPA,consultas prenatales,repetidas,2015-03-01,1,0,51,0,106,0,19,0,0,0,177
COMBAYA,consultas prenatales,repetidas,2015-03-01,0,0,4,0,7,0,4,0,0,0,15
CONCEPCION,consultas prenatales,repetidas,2015-03-01,5,0,43,1,94,1,10,1,0,0,155
COPACABANA,consultas prenatales,repetidas,2015-03-01,0,0,9,0,51,2,5,0,0,0,67
CORIPATA,consultas prenatales,repetidas,2015-03-01,0,0,12,0,89,4,9,0,0,0,114
CORO CORO,consultas prenatales,repetidas,2015-03-01,0,0,3,1,13,1,6,2,0,0,26
COROICO,consultas prenatales,repetidas,2015-03-01,0,0,13,0,79,1,14,0,0,0,107
CORQUE,consultas prenatales,repetidas,2015-03-01,0,0,2,2,8,2,3,0,0,0,17
COTAGAITA,consultas prenatales,repetidas,2015-03-01,2,0,29,1,62,6,13,4,0,0,117
COTOCA,consultas prenatales,repetidas,2015-03-01,5,0,122,0,270,0,32,0,0,0,429
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,1,0,0,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,repetidas,2015-03-01,1,0,45,10,95,10,14,5,0,0,180
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2015-03-01,0,0,0,1,4,0,0,1,0,0,6
CUEVO,consultas prenatales,repetidas,2015-03-01,0,0,9,0,9,1,1,0,0,0,20
CULPINA,consultas prenatales,repetidas,2015-03-01,2,1,29,3,50,2,19,6,0,0,112
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2015-03-01,0,0,17,0,17,0,5,1,0,0,40
CURVA,consultas prenatales,repetidas,2015-03-01,0,0,1,1,8,3,0,0,0,0,13
DESAGUADERO,consultas prenatales,repetidas,2015-03-01,0,0,2,0,17,0,1,0,0,0,20
EL ALTO,consultas prenatales,repetidas,2015-03-01,22,2,943,65,4748,342,706,53,7,0,6888
EL CHORO,consultas prenatales,repetidas,2015-03-01,0,0,2,1,11,9,2,1,0,0,26
EL PUENTE(STC),consultas prenatales,repetidas,2015-03-01,0,0,21,0,40,0,5,0,0,0,66
EL PUENTE(TJA),consultas prenatales,repetidas,2015-03-01,0,0,8,1,52,4,15,1,0,0,81
EL TORNO,consultas prenatales,repetidas,2015-03-01,45,0,94,0,334,0,56,1,0,0,530
EL VILLAR,consultas prenatales,repetidas,2015-03-01,0,0,6,3,7,0,5,0,0,0,21
ENTRE RIOS TRJ,consultas prenatales,repetidas,2015-03-01,2,0,43,2,103,4,20,3,0,0,177
ENTRE RIOS CBBA,consultas prenatales,repetidas,2015-03-01,4,0,58,0,171,3,19,0,0,0,255
ESCOMA,consultas prenatales,repetidas,2015-03-01,0,0,3,0,7,0,1,0,0,0,11
EUCALIPTUS,consultas prenatales,repetidas,2015-03-01,0,0,5,0,15,0,4,0,0,0,24
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2015-03-01,0,0,5,1,6,2,1,0,0,0,15
EXALTACION,consultas prenatales,repetidas,2015-03-01,1,1,3,2,5,3,1,2,0,0,18
FERNANDEZ ALONSO,consultas prenatales,repetidas,2015-03-01,1,0,31,1,78,0,18,0,0,0,129
FILADELFIA,consultas prenatales,repetidas,2015-03-01,1,0,10,1,20,0,2,0,0,0,34
GENERAL SAAVEDRA,consultas prenatales,repetidas,2015-03-01,1,0,38,0,47,0,5,0,0,0,91
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2015-03-01,1,0,9,0,18,4,2,2,0,0,36
GUANAY,consultas prenatales,repetidas,2015-03-01,0,0,35,3,64,5,2,1,0,0,110
GUAQUI,consultas prenatales,repetidas,2015-03-01,0,0,11,1,19,5,0,0,0,0,36
GUAYARAMERIN,consultas prenatales,repetidas,2015-03-01,13,0,134,1,313,2,32,0,0,0,495
GUTIERREZ,consultas prenatales,repetidas,2015-03-01,1,1,17,0,32,3,11,1,0,0,66
HUACARETA,consultas prenatales,repetidas,2015-03-01,1,1,13,1,32,3,6,0,0,0,57
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2015-03-01,0,0,2,1,9,6,1,0,0,0,19
HUACHACALLA,consultas prenatales,repetidas,2015-03-01,0,0,2,0,6,0,4,0,0,0,12
HUANUNI,consultas prenatales,repetidas,2015-03-01,1,0,41,0,131,0,21,0,0,0,194
HUARACAJE,consultas prenatales,repetidas,2015-03-01,1,0,6,0,13,0,1,0,0,0,21
HUARINA,consultas prenatales,repetidas,2015-03-01,0,0,1,0,15,0,3,0,0,0,19
HUATAJATA,consultas prenatales,repetidas,2015-03-01,0,0,2,0,8,0,2,0,0,0,12
HUAYLLAMARCA,consultas prenatales,repetidas,2015-03-01,1,0,5,0,9,2,1,0,0,0,18
HUMANATA,consultas prenatales,repetidas,2015-03-01,0,0,4,0,3,1,2,0,0,0,10
ICHOCA,consultas prenatales,repetidas,2015-03-01,0,0,5,1,4,2,2,0,0,0,14
ICLA,consultas prenatales,repetidas,2015-03-01,0,0,8,2,20,4,11,2,0,0,47
INCAHUASI,consultas prenatales,repetidas,2015-03-01,1,0,6,3,34,12,9,2,0,0,67
INGAVI (HUMAITA),consultas prenatales,repetidas,2015-03-01,0,0,1,0,4,0,0,0,0,0,5
INQUISIVI,consultas prenatales,repetidas,2015-03-01,0,0,7,1,20,2,7,2,0,0,39
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2015-03-01,1,0,23,2,49,4,16,0,0,0,95
IXIAMAS,consultas prenatales,repetidas,2015-03-01,4,0,17,0,32,0,3,0,0,0,56
JESUS DE MACHACA,consultas prenatales,repetidas,2015-03-01,0,0,11,0,32,0,5,0,0,0,48
LA ASUNTA,consultas prenatales,repetidas,2015-03-01,2,0,53,2,191,7,27,1,0,0,283
LA GUARDIA,consultas prenatales,repetidas,2015-03-01,13,0,185,0,394,0,56,0,0,0,648
LA PAZ,consultas prenatales,repetidas,2015-03-01,15,0,729,0,5770,0,1027,0,0,0,7541
LA RIVERA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,1,0,0,0,0,0,1
LAGUNILLAS,consultas prenatales,repetidas,2015-03-01,3,0,8,1,12,4,1,2,0,0,31
LAJA,consultas prenatales,repetidas,2015-03-01,0,0,29,1,55,1,3,0,0,0,89
LAS CARRERAS,consultas prenatales,repetidas,2015-03-01,0,0,4,1,17,2,2,0,0,0,26
LICOMA PAMPA,consultas prenatales,repetidas,2015-03-01,0,0,4,0,8,1,4,0,0,0,17
LLALLAGUA,consultas prenatales,repetidas,2015-03-01,0,0,85,2,259,12,35,0,0,0,393
LLICA,consultas prenatales,repetidas,2015-03-01,0,0,7,2,20,2,0,0,0,0,31
LORETO,consultas prenatales,repetidas,2015-03-01,0,0,2,1,6,2,2,3,0,0,16
LURIBAY,consultas prenatales,repetidas,2015-03-01,2,0,5,1,17,1,4,0,1,0,31
MACHACAMARCA,consultas prenatales,repetidas,2015-03-01,0,0,1,0,10,0,1,0,0,0,12
MACHARETI,consultas prenatales,repetidas,2015-03-01,1,1,13,1,25,5,3,0,0,0,49
MAGDALENA,consultas prenatales,repetidas,2015-03-01,1,0,31,0,69,0,4,0,0,0,105
MAIRANA,consultas prenatales,repetidas,2015-03-01,3,0,22,0,66,0,6,0,0,0,97
MALLA,consultas prenatales,repetidas,2015-03-01,0,0,0,0,0,1,0,1,0,0,2
MAPIRI,consultas prenatales,repetidas,2015-03-01,0,0,29,0,80,1,11,0,0,0,121
MECAPACA,consultas prenatales,repetidas,2015-03-01,1,0,5,1,19,7,1,1,0,0,35
MINEROS,consultas prenatales,repetidas,2015-03-01,7,0,52,0,85,0,15,0,0,0,159
MIZQUE,consultas prenatales,repetidas,2015-03-01,6,0,43,0,105,3,23,0,0,0,180
MOCOMOCO,consultas prenatales,repetidas,2015-03-01,0,0,7,3,16,3,9,0,0,0,38
MOJINETE,consultas prenatales,repetidas,2015-03-01,0,0,1,0,0,1,0,0,0,0,2
MOJOCOYA,consultas prenatales,repetidas,2015-03-01,0,0,11,2,20,1,5,0,0,0,39
MONTEAGUDO,consultas prenatales,repetidas,2015-03-01,2,0,47,0,159,1,34,2,0,0,245
MONTERO,consultas prenatales,repetidas,2015-03-01,7,0,195,1,552,4,60,2,0,0,821
MORO MORO,consultas prenatales,repetidas,2015-03-01,1,0,2,2,7,1,0,0,0,0,13
MOROCHATA,consultas prenatales,repetidas,2015-03-01,0,1,13,2,20,8,12,2,0,0,58
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2015-03-01,1,0,8,0,12,0,1,0,0,0,22
NAZACARA DE PACAJES,consultas prenatales,repetidas,2015-03-01,1,0,0,2,0,0,1,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2015-03-01,1,0,2,1,6,2,1,0,0,0,13
OCURI,consultas prenatales,repetidas,2015-03-01,0,0,9,2,32,12,11,2,1,0,69
OKINAWA,consultas prenatales,repetidas,2015-03-01,1,0,16,0,39,3,5,0,0,0,64
OMEREQUE,consultas prenatales,repetidas,2015-03-01,0,0,11,2,30,1,1,0,0,0,45
ORURO,consultas prenatales,repetidas,2015-03-01,8,0,348,4,2583,9,409,1,0,0,3362
PADCAYA,consultas prenatales,repetidas,2015-03-01,1,0,20,3,73,10,12,1,0,0,120
PADILLA,consultas prenatales,repetidas,2015-03-01,2,0,13,0,40,3,11,0,0,0,69
PAILON,consultas prenatales,repetidas,2015-03-01,3,0,34,0,104,0,6,0,0,0,147
PALCA,consultas prenatales,repetidas,2015-03-01,0,0,30,1,55,3,10,1,0,0,100
PALOS BLANCOS,consultas prenatales,repetidas,2015-03-01,3,0,59,2,126,2,25,0,0,0,217
PAMPA AULLAGAS,consultas prenatales,repetidas,2015-03-01,0,0,5,0,8,1,3,0,0,0,17
PAMPA GRANDE,consultas prenatales,repetidas,2015-03-01,1,0,14,0,35,0,4,0,0,0,54
PAPEL PAMPA,consultas prenatales,repetidas,2015-03-01,1,0,4,2,12,5,2,1,0,0,27
PASORAPA,consultas prenatales,repetidas,2015-03-01,1,0,1,1,9,1,4,0,0,0,17
PATACAMAYA,consultas prenatales,repetidas,2015-03-01,0,0,30,0,95,1,2,2,0,0,130
PAZÑA,consultas prenatales,repetidas,2015-03-01,1,0,7,2,20,4,2,0,0,0,36
PELECHUCO,consultas prenatales,repetidas,2015-03-01,0,0,8,0,26,2,1,0,0,0,37
POCOATA,consultas prenatales,repetidas,2015-03-01,0,0,8,5,30,29,11,8,0,0,91
POCONA,consultas prenatales,repetidas,2015-03-01,2,0,9,1,29,1,5,1,0,0,48
POJO (CBBA),consultas prenatales,repetidas,2015-03-01,2,0,17,2,30,1,8,0,0,0,60
POOPO,consultas prenatales,repetidas,2015-03-01,0,0,5,0,19,0,4,0,0,0,28
PORCO,consultas prenatales,repetidas,2015-03-01,0,0,18,1,79,2,2,0,0,0,102
POROMA,consultas prenatales,repetidas,2015-03-01,1,0,11,3,32,11,12,2,0,0,72
PORONGO,consultas prenatales,repetidas,2015-03-01,0,0,11,0,23,3,1,0,0,0,38
PORTACHUELO,consultas prenatales,repetidas,2015-03-01,7,0,61,0,119,0,15,0,0,0,202
PORVENIR,consultas prenatales,repetidas,2015-03-01,4,0,18,0,30,0,0,0,0,0,52
POSTRER VALLE,consultas prenatales,repetidas,2015-03-01,0,0,0,0,0,1,0,0,0,0,1
POTOSI,consultas prenatales,repetidas,2015-03-01,10,0,404,1,1293,47,280,1,0,0,2036
PRESTO,consultas prenatales,repetidas,2015-03-01,1,0,7,3,15,16,7,3,0,0,52
PUCARA,consultas prenatales,repetidas,2015-03-01,0,0,0,1,3,0,0,0,0,0,4
PUCARANI,consultas prenatales,repetidas,2015-03-01,0,0,28,4,78,6,10,0,0,0,126
PUERTO ACOSTA,consultas prenatales,repetidas,2015-03-01,0,1,6,3,6,10,1,1,0,0,28
PUERTO CARABUCO,consultas prenatales,repetidas,2015-03-01,0,0,6,2,15,5,5,0,0,0,33
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2015-03-01,3,0,18,0,23,1,4,0,0,0,49
PUERTO PEREZ,consultas prenatales,repetidas,2015-03-01,0,0,6,1,6,2,1,0,0,0,16
PUERTO QUIJARRO,consultas prenatales,repetidas,2015-03-01,0,0,14,0,26,0,9,0,0,0,49
PUERTO RICO,consultas prenatales,repetidas,2015-03-01,2,0,13,1,33,1,5,0,0,0,55
PUERTO SILES,consultas prenatales,repetidas,2015-03-01,0,0,1,0,7,0,0,0,0,0,8
PUERTO SUAREZ,consultas prenatales,repetidas,2015-03-01,1,0,31,0,84,0,12,0,0,0,128
PUERTO VILLARROEL,consultas prenatales,repetidas,2015-03-01,5,0,154,0,364,0,51,0,0,0,574
PUNA,consultas prenatales,repetidas,2015-03-01,1,0,23,4,52,13,12,3,0,0,108
PUNATA,consultas prenatales,repetidas,2015-03-01,4,0,49,6,180,6,43,0,0,0,288
QUIABAYA,consultas prenatales,repetidas,2015-03-01,1,0,6,0,15,0,2,0,0,0,24
QUILLACOLLO,consultas prenatales,repetidas,2015-03-01,9,1,171,7,739,35,129,2,0,0,1093
QUIME,consultas prenatales,repetidas,2015-03-01,1,0,12,0,36,0,3,0,0,0,52
QUIRUSILLAS,consultas prenatales,repetidas,2015-03-01,0,0,2,0,3,0,1,0,0,0,6
RAVELO,consultas prenatales,repetidas,2015-03-01,0,0,10,2,19,15,8,6,0,0,60
REYES,consultas prenatales,repetidas,2015-03-01,0,0,26,0,75,3,6,0,0,0,110
RIBERALTA,consultas prenatales,repetidas,2015-03-01,29,34,335,7,692,13,61,0,1,0,1172
ROBORE,consultas prenatales,repetidas,2015-03-01,5,0,21,0,87,0,6,0,0,0,119
RURRENABAQUE,consultas prenatales,repetidas,2015-03-01,2,0,40,0,97,0,22,0,0,0,161
SABAYA,consultas prenatales,repetidas,2015-03-01,0,0,2,0,8,0,1,0,0,0,11
SACABA,consultas prenatales,repetidas,2015-03-01,5,0,311,1,925,7,142,2,0,0,1393
SACABAMBA,consultas prenatales,repetidas,2015-03-01,0,0,4,0,12,0,3,0,0,0,19
SACACA,consultas prenatales,repetidas,2015-03-01,1,0,18,5,43,6,9,6,0,0,88
SAIPINA,consultas prenatales,repetidas,2015-03-01,2,0,21,0,56,0,11,0,0,0,90
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2015-03-01,1,0,8,3,22,6,3,2,0,0,45
SAMAIPATA,consultas prenatales,repetidas,2015-03-01,1,0,19,0,28,0,4,0,0,0,52
SAN AGUSTIN,consultas prenatales,repetidas,2015-03-01,1,0,2,0,5,0,1,0,0,0,9
SAN ANDRES,consultas prenatales,repetidas,2015-03-01,0,0,22,0,20,0,4,0,0,0,46
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2015-03-01,0,0,0,3,4,7,1,1,0,0,16
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2015-03-01,0,0,2,0,5,0,0,0,0,0,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2015-03-01,0,0,4,3,12,7,1,1,0,0,28
SAN BENITO,consultas prenatales,repetidas,2015-03-01,1,0,19,0,60,1,6,0,0,0,87
SAN BORJA,consultas prenatales,repetidas,2015-03-01,10,0,89,2,153,4,28,1,0,0,287
SAN BUENA VENTURA,consultas prenatales,repetidas,2015-03-01,0,0,11,0,32,1,7,0,0,0,51
SAN CARLOS,consultas prenatales,repetidas,2015-03-01,6,0,60,0,126,0,22,0,0,0,214
SAN IGNACIO,consultas prenatales,repetidas,2015-03-01,1,0,56,0,130,0,23,0,0,0,210
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2015-03-01,4,1,98,2,213,12,37,1,0,0,368
SAN JAVIER(BNI),consultas prenatales,repetidas,2015-03-01,1,0,6,0,4,0,1,0,0,0,12
SAN JAVIER(STC),consultas prenatales,repetidas,2015-03-01,4,0,26,0,69,2,22,0,0,0,123
SAN JOAQUIN,consultas prenatales,repetidas,2015-03-01,2,0,16,12,0,2,0,0,0,0,32
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2015-03-01,8,1,38,0,100,0,5,0,0,0,152
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2015-03-01,1,0,15,1,28,2,2,0,0,0,49
SAN JULIAN,consultas prenatales,repetidas,2015-03-01,2,1,57,3,201,3,34,1,0,0,302
SAN LORENZO(PND),consultas prenatales,repetidas,2015-03-01,2,0,4,1,16,1,2,0,0,0,26
