,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,30,0,104,1,6,0,0,0,142
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,6,3,3,0,0,0,13
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,1,1,1,2,0,0,8
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,2,0,19,0,53,0,8,0,0,0,82
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,1,0,0,0,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,31,1,205,0,47,0,3,0,288
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,1,1,0,0,0,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,5,5,22,1,2,0,0,0,35
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,9,1,4,1,1,0,0,0,16
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,6,0,12,0,3,0,0,0,21
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,1,0,1,0,0,0,0,0,3
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,1,0,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,7,0,9,1,1,0,0,0,18
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,3,0,1,0,0,0,4
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,3,1,0,0,0,0,6
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,3,3,3,0,0,11
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,4,2,5,0,0,0,13
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,5,0,0,0,0,0,7
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,9,0,1,0,0,0,11
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,2,2,1,0,0,0,0,7
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,2,0,0,0,0,5
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,2,0,1,0,5,0,0,0,0,0,8
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,22,0,287,3,257,1,0,0,571
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,4,0,1,0,0,0,8
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,2,1,3,0,2,0,0,11
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,3,2,0,0,0,0,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,1,0,1,0,0,0,0,0,3
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,1,2,1,0,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,5,0,22,0,3,0,0,0,30
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,2,0,0,0,0,0,3
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,6,0,2,0,0,0,10
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,7,0,19,0,27,0,4,0,0,0,57
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,0,1,0,0,0,4
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,16,1,3,0,0,0,23
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,0,0,0,0,0,0,1
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,16,0,120,10,11,4,0,0,161
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,1,0,0,0,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,1,2,0,0,0,0,0,5
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,4,1,1,0,1,0,0,0,7
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,6,0,31,0,94,2,7,0,0,0,140
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,4,0,7,0,0,0,13
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,7,0,20,0,5,0,0,0,32
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,41,0,67,0,32,0,0,0,141
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,3,0,1,0,0,0,4
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,7,1,1,3,0,0,15
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,7,1,0,0,0,0,10
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,0,0,2,0,0,0,2
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,4,0,0,0,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,1,0,0,1,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,2,0,0,0,0,0,3
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,6,0,1,0,0,0,9
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,7,1,15,1,4,0,0,0,28
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,0,0,0,0,0,0,2
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,0,1,0,0,0,4
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,15,0,22,0,2,0,0,0,39
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,1,9,2,1,0,0,0,15
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,2,0,1,1,0,0,0,0,5
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,0,5,0,0,0,0,0,0,6
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,5,0,21,0,9,0,0,0,35
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,1,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,1,4,0,12,0,4,0,0,0,22
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,5,0,3,0,0,0,10
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,3,2,3,0,0,11
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,4,0,6,0,1,0,0,0,12
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,1,0,1,0,1,0,0,0,4
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,1,0,0,0,0,2
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,0,0,1,0,0,4
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,2,1,1,1,0,0,8
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,2,0,0,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,0,0,3,0,0,0,3
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,0,0,0,0,0,2
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,3,0,1,0,0,0,6
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,2,0,6,0,15,0,2,0,0,0,25
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,81,3,560,18,1428,17,272,2,14,0,2395
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,5,0,7,0,0,0,0,0,12
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,4,1,1,0,0,0,9
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,0,1,0,0,0,3
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,1,1,0,0,0,4
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,1,0,0,0,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,1,0,0,1,0,0,0,0,0,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,2,2,0,2,0,0,0,7
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,0,0,0,0,0,2
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,7,0,6,0,4,0,0,0,17
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,4,0,3,0,0,0,10
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,3,0,0,0,0,0,4
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,12,0,21,0,5,0,0,0,38
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,2,0,0,0,0,0,0,3
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,1,3,2,3,2,1,0,0,0,12
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,29,0,80,1,26,0,0,0,136
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,1,2,0,0,0,0,4
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,0,1,1,0,0,0,2
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,3,0,1,0,0,0,5
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,4,2,9,1,6,0,0,0,22
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,4,0,1,0,0,0,0,0,6
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,0,1,0,0,0,0,4
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,3,1,1,1,0,0,6
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,2,0,34,2,135,0,29,0,0,0,202
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,1,0,1,0,0,0,0,0,3
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,1,0,0,0,0,4
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,4,0,2,2,0,0,0,0,9
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,1,5,2,1,0,0,0,9
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,1,0,0,0,2
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,22,4,62,1,9,0,0,0,98
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,5,1,10,1,5,0,0,0,22
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
TODOS SANTOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,0,0,0,0,1
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,1,0,1,2,0,0,0,0,5
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,2,1,1,0,0,0,5
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,0,0,0,0,0,0,1
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,6,2,1,0,0,0,10
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,4,1,9,0,3,0,0,0,18
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,12,0,35,0,216,0,81,0,0,0,344
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,1,9,0,1,0,0,0,11
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,1,0,0,0,0,0,3
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,0,0,1,1,0,0,2
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,7,1,18,3,2,1,0,0,32
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,0,0,1,0,0,0,3
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,6,1,16,0,0,0,0,0,23
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,4,0,3,0,0,0,10
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,3,0,1,0,0,0,5
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,4,0,32,1,2,0,0,0,39
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,2,0,0,0,0,1,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,0,0,1,0,0,0,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,7,0,22,1,9,0,0,0,39
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,1,0,1,0,0,0,2
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,2,0,0,0,0,0,3
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,12,0,39,1,3,1,0,0,56
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,1,1,0,0,0,0,0,2
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,3,0,6,1,1,0,0,0,11
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,6,0,24,0,5,1,0,0,36
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,1,1,0,0,0,0,3
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,29,2,45,1,8,0,0,0,86
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,1,2,1,0,0,0,0,5
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,2,2,15,1,54,13,8,2,0,0,97
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,1,0,29,1,12,2,2,0,0,0,47
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,2,1,2,0,0,0,5
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,1,0,0,0,0,0,2
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,0,0,0,1,0,0,0,0,1
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-02-01,0,0,1,0,1,0,0,0,0,0,2
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,1,2,0,1,0,0,0,4
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,6,1,19,2,5,0,0,0,33
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,3,1,4,1,1,0,0,10
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,4,0,7,0,5,0,0,0,17
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,1,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,3,0,1,0,0,0,5
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,0,2,0,2,0,0,5
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,2,1,1,0,0,0,0,0,5
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,0,0,1,0,0,0,2
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,3,1,0,0,0,0,0,5
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,2,0,2,4,1,2,0,0,11
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,3,1,1,1,0,0,0,0,6
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,3,0,0,0,0,0,4
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,1,2,1,3,0,0,0,8
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,4,0,5,0,1,0,0,0,10
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,2,0,5,0,16,0,0,0,0,0,23
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,10,0,0,1,0,0,11
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,2,0,0,0,0,0,2
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,2,0,1,0,0,0,3
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,3,0,2,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,4,0,4,2,1,0,0,0,12
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,0,1,1,0,0,1,0,0,4
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,3,1,1,0,0,0,6
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,1,0,2,0,0,0,0,0,4
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,1,0,0,0,0,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,10,1,14,0,1,0,0,0,27
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,5,1,4,1,6,3,0,0,21
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,1,0,1,1,0,0,3
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,1,3,0,0,0,0,0,5
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,1,7,0,0,0,0,0,8
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,5,0,2,0,1,0,0,0,8
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,2,0,0,0,0,0,3
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,3,1,3,1,0,1,0,0,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,2,1,2,0,0,0,0,0,5
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,2,0,0,0,0,0,2
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,2,0,4,0,0,0,0,0,6
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,6,0,8,0,1,0,0,0,15
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,0,1,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,2,21,2,53,11,6,0,0,0,96
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,6,0,7,0,2,0,0,0,15
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,3,0,2,0,0,0,5
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,2,0,4,0,2,0,0,0,8
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,7,1,18,0,7,1,0,0,34
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,3,1,0,0,0,0,5
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,3,0,2,1,1,0,0,0,7
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,5,0,0,0,0,0,6
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,5,1,22,5,1,2,0,0,36
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,0,1,2,0,0,0,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,3,1,16,1,0,1,0,0,23
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,2,1,14,1,8,0,0,0,26
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,2,4,7,2,1,1,0,0,17
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,1,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,0,0,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,5,0,4,0,2,0,0,0,11
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,1,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,0,0,1,0,5,0,0,0,0,0,6
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2015-03-01,1,0,1,0,4,0,0,1,0,0,7
