,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,2,0,0,1,2,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,5,3,3,2,8,5
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,10,2,8,0,18,2
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,3,0,4,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,6,2,2,3,8
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,4,0,0,0,4,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,6,1,2,1,8,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,3,0,3,0,6,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,2,2,5,3,7
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,2,0,0,0,2,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,2,0,1,1,3,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,12,11,16,11,28,22
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,0,0,1,4,1,4
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,2,0,0,0,2,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,4,1,2,0,6,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,0,0,1,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,2,0,3,2,5,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,2,0,0,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,4,2,1,1,5,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,3,0,2,0,5,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,0,1,0,1,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,0,2,0,2,0,4
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,3,0,0,0,3,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,1,0,2,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,3,1,2,1,5,2
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,1,0,2,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,1,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,1,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
CABEZAS,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,6,4,7,6,13,10
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,2,0,2,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,5,2,4,3,9,5
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,8,3,7,3,15,6
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,2,0,2,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,4,4,1,7,5,11
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,4,0,5,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,3,0,6,0,9,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,1,2,0,3,1
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,0,0,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,2,0,1,0,3,0
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,0,0,0,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,2,0,2,0,4,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
INQUISIVI,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,5,3,5,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,19,8,9,5,28,13
LICOMA PAMPA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
MONTERO,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,1,0,2,0
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,1,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,4,4,1,1,5,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,3,2,3,3
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,3,0,4,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,5,2,5,2,10,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,1,0,1,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,2,0,2,0,4,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,1,0,1,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,2,2,0,0,2,2
SAN JAVIER(STC),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,2,0,1,0,3,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,3,0,0,0,3
TIQUIPAYA,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,1,0,0,0,1,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-09-01,5,2,4,0,9,2
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,5,2,0,0,5,2
ARANI,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,0,1,0,0,0,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,0,0,1,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,0,0,1,0,1,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
CABEZAS,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,0,0,1,0,1,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,9,7,9,4,18,11
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,3,1,5,1,8,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,6,4,8,2,14,6
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,5,0,5,2,10,2
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,1,5,4,6,5
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,6,0,6,0,12,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,1,2,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,1,1,0,2,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
INQUISIVI,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,10,5,19,10,29,15
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,0,0,1,0
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,5,3,6,3
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,2,1,1,1,3,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,4,4,4,4,8,8
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,2,0,0,1,2,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,0,0,2,0,2,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,0,1,1,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,2,0,0,0,2,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,1,0,2,0
TARABUCO,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,1,1,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,4,2,4,2,8,4
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-10-01,2,0,0,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,5,2,6,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,0,0,1,0
ARANI,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,0,0,1,0,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,1,0,2,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,1,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,0,0,1,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,0,0,1,0
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,0,0,1,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,0,1,1,1,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,7,2,5,4,12,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,0,0,2,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,2,0,3,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,2,2,3,4,5
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,0,1,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,4,0,3,0,7,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,3,0,5,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,1,0,3,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,3,1,4,1,7
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,1,0,3,0
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,1,0,2,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,9,5,9,3,18,8
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,0,0,1,0
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,3,0,0,0,3,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,1,0,0,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,0,0,2,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,1,0,3,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,1,1,3,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,0,1,0,2,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,1,1,1,0,2,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,2,0,2,1,4,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,4,1,2,1,6,2
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-11-01,0,0,2,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,1,2,1,3,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,1,0,1,0
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,2,0,3,0,5,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,4,0,2,0,6,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,6,4,5,2,11,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,2,0,3,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,1,1,2,1,3
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,2,1,2,2,4,3
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,1,0,2,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,1,0,2,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,1,0,1,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,1,3,1,4,2
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,2,0,1,0,3,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,1,0,1,0
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,2,0,0,2,2,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,2,9,5,7,7,16
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,5,0,4,0,9,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,1,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,2,0,2,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,2,1,2,2,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,2,0,3,0,5,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,1,1,1,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,0,0,1,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,1,0,0,1,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,0,0,1,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,0,1,1,1,1
TOTORA(CBBA),leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,0,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,3,0,0,0,3,0
UMALA,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,0,1,0,1,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,4,4,4,1,8,5
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-12-01,1,0,1,0,2,0
