municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
CABEZAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,70,70
CAIROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,65,65
"CAIZA ""D""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,65,65
CAJUATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,47,47
CALACOTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,29,29
CALAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,23,23
CAMARGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,86,86
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,23,23
CAMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,79,79
CAPINOTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,129,129
CAQUIAVIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,5,5
CARACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,56,56
CARANAVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,193,193
CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,3,3
CARAPARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,96,96
CARIPUYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,60,60
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,27,27
CATACORA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,6,6
CHALLAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,172,172
CHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,28,28
CHARAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,114,114
CHARAÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,5,5
CHAYANTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,75,75
CHIMORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,101,101
CHIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,4,4
CHOQUE COTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,31,31
CHUMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,24,24
CLIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,47,47
COBIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,199,199
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,735,735
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,214,214
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,63,63
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,116,116
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,25,25
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,228,228
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,37,37
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,43,43
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,67,67
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,14,14
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,39,39
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,56,56
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,12,12
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,16,16
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,17,17
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,55,55
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,155,155
COTOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,103,103
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,74,74
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,10,10
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,22,22
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,179,179
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,34,34
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,9,9
DESAGUADERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2,2
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,1439,1439
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,13,13
EL PUENTE(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,70,70
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,73,73
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,100,100
EL VILLAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,93,93
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,115,115
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,183,183
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,13,13
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,15,15
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,23,23
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,65,65
FILADELFIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,51,51
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,60,60
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,37,37
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,31,31
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,22,22
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,217,217
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,41,41
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,153,153
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,42,42
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,9,9
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,46,46
HUARACAJE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,58,58
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,15,15
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,12,12
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,223,223
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,222,222
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,6,6
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,29,29
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,68,68
IXIAMAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,21,21
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,77,77
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,74,74
LA GUARDIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,273,273
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,1228,1228
LA RIVERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,26,26
LAJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,37,37
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,25,25
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,18,18
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,160,160
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,9,9
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,14,14
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,22,22
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,13,13
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,149,149
MAGDALENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,64,64
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,24,24
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,6,6
MAPIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,26,26
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,45,45
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,128,128
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,198,198
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,39,39
MOJINETE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2,2
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,61,61
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,266,266
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,432,432
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,11,11
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,280,280
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,20,20
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,6,6
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,123,123
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,67,67
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,43,43
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,636,636
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,130,130
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,200,200
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,68,68
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,17,17
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,36,36
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,31,31
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,27,27
PAPEL PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,3,3
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,18,18
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,27,27
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,30,30
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,41,41
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,137,137
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,65,65
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,120,120
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,30,30
PORCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,84,84
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,223,223
PORONGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,42,42
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,67,67
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,40,40
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,5,5
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,557,557
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,123,123
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,3,3
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,88,88
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,52,52
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,40,40
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,43,43
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,41,41
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,12,12
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,55,55
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,8,8
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,17,17
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,177,177
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,145,145
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,93,93
QUIABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2,2
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,492,492
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,17,17
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,8,8
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,116,116
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,103,103
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,698,698
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,82,82
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,29,29
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,24,24
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,423,423
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,49,49
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,224,224
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,60,60
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,58,58
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,29,29
SAN AGUSTIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,15,15
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,121,121
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,6,6
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2,2
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,72,72
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,71,71
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,260,260
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,1,1
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,114,114
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,104,104
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,264,264
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,35,35
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,33,33
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,20,20
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,101,101
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,78,78
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,354,354
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,21,21
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,113,113
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,499,499
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,24,24
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,48,48
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,8,8
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,130,130
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,126,126
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,17,17
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,4,4
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,22,22
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,8,8
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,27,27
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,41,41
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,118,118
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,66,66
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,1969,1969
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,55,55
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,68,68
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,56,56
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,13,13
SANTIVAÑES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,39,39
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,11,11
SAPAHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,43,43
SENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,17,17
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,43,43
SICAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,23,23
SIPE SIPE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,120,120
SOPACHUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,65,65
SORACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,42,42
SORATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,84,84
