municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina A,TOTAL
COIPASA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,88,88
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1,1
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,50,50
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,99,99
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,47,47
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,38,38
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,51,51
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,28,28
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,42,42
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,22,22
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,24,24
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,8,8
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,91,91
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,106,106
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,47,47
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,10,10
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,126,126
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,12,12
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1719,1719
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,86,86
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,74,74
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,30,30
ESCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,22,22
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,44,44
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,21,21
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,76,76
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,23,23
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,83,83
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,5,5
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,11,11
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,12,12
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,69,69
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
INQUISIVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,28,28
IXIAMAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
LA ASUNTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,108,108
LA GUARDIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,107,107
LA PAZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1287,1287
LA RIVERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,7,7
LAJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,26,26
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,3,3
LLALLAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,210,210
LLICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,10,10
LORETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
LURIBAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,7,7
MACHARETI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
MAGDALENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,25,25
MAIRANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,26,26
MALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,3,3
MAPIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
MECAPACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,12,12
MINEROS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,36,36
MIZQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,88,88
MOCOMOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,28,28
MOJOCOYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,3,3
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,51,51
MONTERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,169,169
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,124,124
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,48,48
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,29,29
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,639,639
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,42,42
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,29,29
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,32,32
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,11,11
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,20,20
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,7,7
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,31,31
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,5,5
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,24,24
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,62,62
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,47,47
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,42,42
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,24,24
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,44,44
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,22,22
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,37,37
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,7,7
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,8,8
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,334,334
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,26,26
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,48,48
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,31,31
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,42,42
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
PUERTO SILES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,36,36
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,149,149
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,82,82
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,58,58
QUIABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,239,239
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,3,3
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,45,45
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,100,100
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,308,308
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,37,37
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,34,34
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,11,11
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,335,335
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,15,15
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,54,54
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,12,12
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,27,27
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,10,10
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,118,118
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,20,20
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,33,33
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,84,84
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,130,130
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,7,7
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,32,32
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,38,38
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,10,10
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,154,154
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,5,5
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,41,41
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,90,90
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,35,35
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,24,24
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,72,72
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,10,10
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,27,27
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,5,5
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,32,32
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2338,2338
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,31,31
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,25,25
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1,1
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,5,5
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,26,26
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,30,30
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,104,104
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,29,29
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,33,33
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,552,552
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,3,3
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,40,40
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,22,22
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,79,79
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,35,35
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,24,24
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,319,319
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,21,21
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,21,21
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,51,51
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,97,97
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,49,49
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,1,1
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,17,17
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,11,11
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,20,20
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,24,24
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,33,33
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,43,43
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,8,8
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,6,6
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,294,294
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,79,79
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,9,9
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,27,27
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,57,57
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,19,19
URUBICHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,21,21
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,2,2
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,13,13
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,21,21
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,70,70
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,73,73
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,4,4
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,14,14
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-04-01,16,16
