municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,822,822
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,34,34
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,45,45
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,31,31
SAN AGUSTIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,1,1
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,22,22
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,11,11
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,48,48
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,219,219
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,24,24
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,33,33
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,6,6
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,40,40
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,7,7
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,8,8
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,84,84
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,6,6
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,45,45
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,9,9
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,2,2
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,19,19
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,3,3
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,29,29
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,905,905
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,58,58
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,97,97
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,3,3
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,8,8
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,75,75
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,8,8
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,42,42
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,10,10
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,253,253
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,87,87
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,37,37
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,4,4
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,25,25
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,29,29
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,37,37
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,179,179
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,9,9
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,111,111
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,655,655
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,20,20
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,37,37
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,20,20
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,17,17
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,202,202
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,135,135
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,1,1
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,32,32
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,5,5
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,31,31
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,19,19
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,1,1
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,71,71
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,32,32
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,13,13
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,349,349
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,46,46
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,21,21
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,24,24
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,48,48
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,66,66
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,3,3
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,27,27
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,107,107
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,30,30
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,213,213
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,12,12
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,24,24
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,272,272
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,112,112
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,478,478
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,16,16
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,7,7
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,28,28
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,251,251
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,11,11
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,105,105
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,9,9
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-04-01,43,43
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,17,17
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,119,119
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,194,194
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,26,26
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,11,11
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,31,31
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,58,58
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,50,50
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,78,78
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,140,140
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,20,20
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,23,23
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,61,61
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,187,187
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,40,40
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,45,45
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4,4
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,156,156
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,111,111
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,56,56
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,11,11
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,43,43
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,22,22
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,46,46
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,34,34
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,57,57
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,10,10
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,61,61
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,119,119
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,27,27
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,40,40
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,31,31
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,48,48
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,28,28
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,22,22
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,88,88
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,9,9
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,36,36
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,59,59
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,164,164
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1136,1136
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,104,104
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,24,24
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,8,8
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,63,63
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,132,132
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,49,49
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,63,63
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,16,16
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,38,38
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,28,28
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,51,51
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,18,18
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,99,99
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4,4
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,15,15
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,9,9
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,15,15
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4551,4551
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,34,34
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,126,126
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,59,59
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4,4
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,6,6
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,29,29
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,26,26
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,59,59
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,26,26
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,11,11
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,154,154
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,31,31
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,54,54
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,97,97
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,64,64
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,40,40
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,52,52
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,3453,3453
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,82,82
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,22,22
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,39,39
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,15,15
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,3,3
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,21,21
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4,4
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,19,19
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,28,28
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,142,142
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,54,54
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,34,34
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,312,312
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,118,118
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,45,45
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1069,1069
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,67,67
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,79,79
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,5,5
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,22,22
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,20,20
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,27,27
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,136,136
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,55,55
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,87,87
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,15,15
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,36,36
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,613,613
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
