municipality,group,variable,month,Niños de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
COLQUECHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,36,36
COLQUENCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,34,34
COLQUIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,54,54
COMANCHE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
COMARAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,49,49
COMBAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,30,30
COPACABANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,14,14
CORIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,25,25
CORO CORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,26,26
COROICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,3,3
CORQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,29,29
COTAGAITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,138,138
COTOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,1,1
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,55,55
CUEVO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
CULPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,119,119
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,12,12
CURVA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
EL ALTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,2290,2290
EL CHORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,27,27
EL TORNO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,11,11
EL VILLAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,23,23
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,127,127
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,59,59
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
EXALTACION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,27,27
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,48,48
FILADELFIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,20,20
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,61,61
GUANAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,28,28
GUAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,16,16
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,119,119
GUTIERREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,10,10
HUACARETA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,68,68
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,14,14
HUACHACALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
HUANUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,74,74
HUARACAJE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,7,7
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,17,17
ICHOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,19,19
ICLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,31,31
INCAHUASI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,169,169
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,2,2
INQUISIVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,54,54
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,35,35
IXIAMAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,31,31
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,44,44
LA ASUNTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,70,70
LA GUARDIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,231,231
LA PAZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,1457,1457
LA RIVERA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,6,6
LAJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,40,40
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,10,10
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,6,6
LLALLAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,142,142
LLICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,12,12
LORETO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,9,9
LURIBAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,39,39
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,4,4
MACHARETI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,53,53
MAGDALENA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,80,80
MAIRANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,45,45
MALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,12,12
MAPIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,53,53
MECAPACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,24,24
MINEROS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,1,1
MIZQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,152,152
MOCOMOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,24,24
MOJINETE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,2,2
MOJOCOYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,33,33
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,159,159
MONTERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,170,170
MORO MORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,7,7
MOROCHATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,251,251
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,14,14
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
OCURI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,109,109
OKINAWA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,35,35
OMEREQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,42,42
ORURO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,424,424
PADCAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,73,73
PADILLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,15,15
PAILON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,12,12
PALCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,19,19
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,96,96
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,11,11
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,44,44
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
PASORAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,13,13
PATACAMAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,43,43
PAZÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,26,26
PELECHUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,30,30
POCOATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,157,157
POCONA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,65,65
POJO (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,133,133
POOPO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
PORCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,67,67
POROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,151,151
PORONGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,36,36
PORTACHUELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,70,70
PORVENIR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,23,23
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,15,15
POTOSI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,173,173
PRESTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,15,15
PUCARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,14,14
PUCARANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,50,50
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,34,34
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,40,40
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,30,30
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,39,39
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,32,32
PUERTO RICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,31,31
PUERTO SILES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,11,11
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,4,4
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,142,142
PUNA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,47,47
PUNATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,117,117
QUIABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,43,43
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,370,370
QUIME,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,35,35
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,17,17
RAVELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,93,93
REYES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,67,67
RIBERALTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,240,240
ROBORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,97,97
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
SABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,22,22
SACABA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,594,594
SACABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,32,32
SACACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,77,77
SAIPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,29,29
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,30,30
SAMAIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,23,23
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,12,12
SAN ANDRES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,53,53
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,9,9
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,25,25
SAN BENITO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,49,49
SAN BORJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,269,269
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,33,33
SAN CARLOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,14,14
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,34,34
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,79,79
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,92,92
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,42,42
SAN JULIAN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,135,135
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,101,101
SAN LUCAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,233,233
SAN MATIAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,15,15
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,41,41
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,7,7
SAN PEDRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,34,34
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,42,42
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,20,20
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,22,22
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,3,3
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,29,29
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,52,52
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
SANTA ANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,66,66
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,1182,1182
SANTA ROSA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,61,61
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,56,56
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,4,4
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,42,42
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,15,15
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,36,36
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,4,4
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,25,25
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,53,53
SIPE SIPE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
SOPACHUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,46,46
SORACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,11,11
SORATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,98,98
SUCRE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,1312,1312
TACACOMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
TACOBAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,12,12
TACOPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,48,48
TAPACARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,95,95
TARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,14,14
TARACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,7,7
TARATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
TARIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,351,351
TARVITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,21,21
TEOPONTE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,3,3
TIAWANACU,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,39,39
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,22,22
TIPUANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,47,47
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,395,395
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,146,146
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,5,5
TOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,19,19
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,3,3
TOLATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,24,24
TOLEDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,28,28
TOMAVE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,28,28
TOMINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,74,74
TORO TORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,44,44
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,10,10
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,15,15
TRIGAL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,266,266
TUPIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,67,67
TURCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,8,8
UMALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,53,53
UNCIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,114,114
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,53,53
UYUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,88,88
VACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,40,40
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,7,7
VIACHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,42,42
VILA VILA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,30,30
VILLA MONTES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,129,129
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,18,18
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,11,11
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,27,27
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,269,269
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,66,66
VILLAZON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-03-01,178,178
