municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,12,12
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,7,7
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,4,4
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,6,6
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,16,16
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,7,7
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,17,17
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,8,8
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,5,5
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,7,7
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,12,12
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,6,6
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,4,4
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,8,8
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,5,5
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,21,21
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
ANTEQUERA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,13,13
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,17,17
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
CHUA COCANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,18,18
CLIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,16,16
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,14,14
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,33,33
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,19,19
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
CRUZ DE MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
ESCARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,12,12
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,16,16
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
MOJINETE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
MONTERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,16,16
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,21,21
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,20,20
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
QUIRUSILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,14,14
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,20,20
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
TACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,8,8
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,16,16
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,7,7
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,25,25
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,10,10
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,14,14
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,20,20
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,6,6
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,9,9
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,5,5
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,4,4
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-03-01,3,3
