municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
WARNES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,2,2
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,4,4
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,2,2
PUERTO SILES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-11-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,2,2
COLQUENCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,2,2
COROICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,2,2
EXALTACION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,5,5
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,4,4
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
QUIME,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-12-01,1,1
