,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,2,0,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,2,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,2,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,14,15,1,7,37
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,3,1,4
MACHARETI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,2,1,4
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,3,4,4,1,12
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,1,2
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,1,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,2,0,0,4
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,2,4,4,11
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,2,0,2
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,9,8,6,7,30
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,6,2,2,12
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,3,0,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,3,1,8,8,20
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,2,1,1,6
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,6,5,5,1,17
SAIPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,2,0,1,5
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,1,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,2,0,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,2,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,4,0,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,1,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,5,2,0,0,7
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,28,19,9,9,65
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,2,1,2,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,4,2,0,0,6
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,0,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,3,6,0,0,9
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,7,7,2,1,17
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,2,1,4,9
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,11,12,0,0,23
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,2,1,2,6
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,0,1,1,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,0,1,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,4,4,0,0,8
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,2,1,2,7
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,2,7,1,0,10
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,3,2,2,0,7
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-03-01,1,0,1,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,7,3,0,0,10
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,2,1,0,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,2,0,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,3,0,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,3,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,4,4,0,0,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,4,0,0,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,1,0,1,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,1,0,2
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,0,1,1,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,23,31,3,2,59
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,1,0,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,3,4,2,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
CUEVO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,17,11,12,13,53
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,2,0,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,0,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,1,1,1,5
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,1,0,0,3
HUMANATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,1,0,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,6,1,2,11
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,28,21,2,4,55
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,2,2
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,1,0,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,2,2,1,5
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,7,5,2,16
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,3,3
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,15,11,6,2,34
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,2,5,2,10
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,2,0,0,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,0,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,3,3,5,2,13
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,4,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,6,8,0,4,18
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,6,2,3,6,17
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,1,0,1,4
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,6,6,1,5,18
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,2,1,1,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,2,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,8,9,2,3,22
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,1,2
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,2,0,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,1,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,1,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,1,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,4,0,0,3,7
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,3,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,3,0,0,0,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,4,2,0,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,58,64,28,17,167
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,2,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,3,0,1,5
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,1,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,4,8,0,0,12
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,5,0,0,7
TARVITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,1,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,2,2,3,9
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,1,0,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,6,3,0,0,9
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,2,2,0,0,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,1,0,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,1,1,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,3,4,2,0,9
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,7,5,0,0,12
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,1,1,1,1,4
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,8,6,2,4,20
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,3,3,0,1,7
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-04-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,1,0,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,2,0,0,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,0,0,0,2
ARQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,1,0,0,4
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,0,0,2
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,5,6
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,0,0,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,1,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,2,3
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,10,3,13
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,2,5,4,11
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,18,18,0,0,36
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,1,0,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,3,4
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,0,1,1
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,1,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,5,3,1,12
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,16,25,6,11,58
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,2,0,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,2,2,0,0,4
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,0,2,0,5
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,2,2,3,8
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,0,2,5,7
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,3,2,1,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,4,5,1,1,11
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,31,29,9,20,89
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,0,1,0,1,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,1,0,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2021-05-01,1,0,0,0,1
