,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,3,2,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,3,0,1,6
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,0,2,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,6,1,0,10
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,8,16,8,9,41
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,86,98,4,7,195
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,1,2
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,0,8,5,16
LLICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,1,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,0,0,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,1,1,3
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,5,2,0,7
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,1,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,0,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,1,0,5
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,5,4,5,16
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,1,3,6
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,0,0,2
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,17,12,19,7,55
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,1,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,1,1,2
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,28,38,1,2,69
PADCAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,0,3
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,4,3,6,16
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,0,0,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,3,0,1,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,3,1,2,6
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,4,2,0,1,7
PAZÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,2,2,6
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,3,0,0,3
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,3,1,6,11
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,5,0,0,8
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,1,0,4
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,22,18,9,12,61
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,0,0,2
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,1,4,7
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,0,1,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,9,6,3,0,18
PUNA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,3,4,11
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,5,7,26,14,52
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,0,0,2
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,3,0,0,6
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,12,2,7,3,24
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,1,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,1,2,1,7
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,13,12,14,16,55
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,0,3
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,1,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,1,2,0,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,5,6,1,2,14
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,5,5,10
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,4,0,0,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,7,5,4,6,22
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,3,2,1,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,5,4,0,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,4,0,8,0,12
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,7,2,1,1,11
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,3,0,2,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,3,1,1,5
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,1,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,2,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,201,192,52,41,486
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,4,1,0,0,5
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,2,1,6
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,0,0,3
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,1,1,3
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,2,2,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,2,0,2,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,1,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,7,4,1,4,16
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,1,1,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,0,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,2,4,10
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,45,41,3,7,96
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,1,0,1
TARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,1,0,5
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,1,1,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,16,22,8,13,59
TARVITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,2,1,1,7
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,1,2
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,0,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,9,7,11,9,36
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,1,1,3
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,0,0,2
TORO TORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,1,1,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,1,0,0,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,12,10,1,0,23
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,1,1,1,6
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,3,2,4,2,11
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,4,2,0,0,6
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,1,0,5
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,2,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,5,4,8,19
VILA VILA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,0,2,0,4
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,4,2,2,0,8
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,13,13,3,3,32
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,1,0,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,3,6,3,14
VITICHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,24,21,6,7,58
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,0,2,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,7,3,3,4,17
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,2,2,5,1,10
YOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-03-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,1,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,5,1,1,0,7
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,1,0,3
ALCALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,1,0,2
ARQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,7,4,2,1,14
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,0,1,1,4
AYATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,1,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,2,1,4
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,2,0,0,3
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,0,0,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,2,1,4
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,2,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,6,2,4,6,18
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,3,2,1,0,6
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,4,0,1,0,5
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,2,1,0,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,3,0,1,4
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,2,0,1,3
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,0,5,7
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,3,1,3,8
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,0,0,0,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,3,0,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,3,7,6,18
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,2,2,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,3,8,0,11
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,2,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,4,3,3,11
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,3,7,0,2,12
CHUMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,3,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,1,1,1,5
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,3,2,2,7
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,92,85,14,14,205
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,6,5,0,0,11
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,4,0,1,6
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,2,2,1,7
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,1,0,0,3
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,1,5,8
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,5,0,1,8
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,2,2,5
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,3,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,4,0,1,5
CORQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,0,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,2,1,0,4
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,22,14,1,0,37
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,1,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,57,50,36,35,178
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,4,0,0,6
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,3,1,1,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,4,5,2,5,16
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,1,1,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,1,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,3,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,0,2,4,7
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,2,2,6,2,12
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,3,2,3,3,11
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,0,2,6,8
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,1,2,0,0,3
HUARINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-04-01,0,1,0,0,1
