,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,4,0,0,6
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,15,13,6,4,38
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,1,2,1,7
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,12,18,12,18,60
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,1,12,2,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,1,0,0,2
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,1,0,0,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,1,1,1,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,2,2,0,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,9,0,2,14
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,0,6,5,13
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,4,1,0,9
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,7,0,2,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,4,7,3,17
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,1,1,1,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,7,6,0,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,5,3,7,6,21
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,6,3,0,1,10
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,21,19,3,1,44
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,0,0,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,0,0,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,1,0,2,7
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,0,0,2,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,3,4,3,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,3,9,4,20
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,1,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,2,1,2,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,222,234,74,52,582
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,1,1,0,5
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,1,1,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,7,4,6,4,21
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,3,0,0,5
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,3,1,1,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,0,4,3,7
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,0,5,3,8
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,6,3,1,1,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,2,0,2,5
SICAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,1,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,8,7,3,7,25
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,4,2,0,7
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,0,8,9,19
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,49,44,5,6,104
TACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,0,0,1,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,5,2,0,8
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,0,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,1,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,2,5,4,15
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,2,0,0,3
TARATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,2,1,1,4
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,23,28,14,9,74
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,0,3,1,6
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,4,4,4,15
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,5,1,0,2,8
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,8,5,9,4,26
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,17,13,34,25,89
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,3,1,2,6
TOLEDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,2,0,0,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,1,2,2,6
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,1,5,0,8
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,4,1,5,14
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,11,22,0,0,33
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,6,3,6,5,20
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,3,8,4,19
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,1,2,4,8
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,3,0,0,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,12,6,1,3,22
VACAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,1,2,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,2,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,5,5,2,6,18
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,0,7,1,11
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,4,5,1,0,10
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,22,16,3,3,44
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,4,0,0,6
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,6,0,1,1,8
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,5,8,11,27
VITICHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,2,0,0,3
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,35,35,11,12,93
YACO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,1,0,3,6
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,8,4,3,3,18
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,1,1,1,3
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,3,5,0,0,8
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,2,3,13,4,22
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,2,0,0,2
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,0,0,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-03-01,1,0,0,0,1
ACACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,1,1,4
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,0,1,2,6
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,6,2,2,0,10
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,5,3,10,18,36
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,2,3
ANZALDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,4,0,2,8
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
ARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,3,0,4
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,2,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,10,4,2,0,16
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,2,5,5,15
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,4,0,0,7
AYATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,2,1,0,4
AYO AYO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,1,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,2,0,3
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,0,1,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,1,1,1,6
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,23,20,0,0,43
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,6,4,2,3,15
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,1,1,4
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,4,0,0,7
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,4,1,6,6,17
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,4,4,1,0,9
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,1,1,5,10
CAJUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,2,0,0,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,6,0,0,9
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,4,0,0,7
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,4,1,0,1,6
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,2,1,1,6
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,0,0,1,4
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,1,0,0,3
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,5,3,10
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,5,2,13,11,31
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,5,1,0,7
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,2,3,7
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,1,1,0,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,7,5,5,6,23
CHIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,2,0,0,2
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,9,3,1,4,17
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,4,2,6,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,1,2,5
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,4,4,1,11
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,1,1,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,2,6,4,12
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,131,141,14,18,304
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,20,15,4,4,43
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,4,1,1,7
COLLANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,4,0,0,0,4
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,4,0,0,4
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,2,2,3,7
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,3,0,0,4
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,7,9,0,0,16
COMBAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,2,0,0,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,2,1,4
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,2,0,2,6
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,6,10,2,0,18
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,8,5,7,21
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,3,0,0,5
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,3,3,2,10
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,24,10,2,2,38
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,4,3,1,9
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
CURVA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,1,1,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,78,73,39,62,252
EL CHORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,4,0,0,5
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,5,1,0,7
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,8,7,3,0,18
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,5,9,1,2,17
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,2,1,4
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,5,1,0,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,2,2,0,6
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,4,7,14,25
GUAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,0,0,0,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,4,1,6
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,0,1,0,4
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,4,0,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,8,11,19
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,2,0,0,3
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,1,0,2
HUMANATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,3,4,4,11
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,2,2,3,7
ICLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,2,3,2,8
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,6,7,14,17,44
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,15,9,5,6,35
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,19,19,3,1,42
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,140,122,59,77,398
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,0,2,2
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,1,1,3
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,0,1,2
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,9,3,0,0,12
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,3,0,4
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,3,3,1,10
MALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,2,9,4,17
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,7,3,0,10
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,8,10,1,0,19
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,5,9,3,19
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,2,1,3
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,0,0,2
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,1,1,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,16,16,21,20,73
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,3,1,1,7
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,0,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,30,41,36,33,140
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,1,0,1,2
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,1,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,8,8,20,19,55
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,7,2,3,0,12
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,13,7,4,27
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,2,0,2,2,6
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,6,2,0,1,9
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,0,1,1,5
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,3,5,0,0,8
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,4,0,4
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,3,1,0,5
POOPO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,1,1,1,0,3
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-04-01,4,2,0,1,7
