,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,0,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,1,6,13,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,8,8,6,3,25
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,1,0,1,1,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,1,0,0,0,1
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,1,1,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,1,0,2,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,1,2,0,1,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-05-01,0,0,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,3,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,4,4,1,1,10
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,1,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,5,7,6,4,22
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,1,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,5,1,2,0,8
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,4,0,2,6
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,2,2,5,7,16
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,3,1,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,1,0,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,1,0,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,2,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,10,13,44,54,121
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,2,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,1,2
TOMINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,1,2,1,5
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,1,0,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,0,2,1,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-06-01,1,0,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,3,0,3
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,1,1,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,2,6,4,4,16
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,6,3,8,10,27
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,4,3,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,2,1,0,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,2,0,0,0,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,1,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,4,2,7,13
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,9,4,13
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,1,0,0,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,2,0,0,1,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,3,1,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,5,2,7
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,11,18,3,1,33
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,0,1,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,5,0,0,6
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,2,0,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,2,0,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,1,0,1
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-07-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,5,8,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,2,1,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,5,0,2,8
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,7,11,9,12,39
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,2,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
HUARINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,4,9,20,20,53
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,1,0,1,3
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,3,1,1,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,5,4,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,3,3,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,2,0,1,1,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,1,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,2,2,1,1,6
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,2,0,0,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,1,0,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,4,2,6
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,3,3,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,22,15,21,31,89
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,2,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,2,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,3,0,0,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,0,2,1,3
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,0,2,2,1,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-08-01,1,0,1,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,2,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,2,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,1,2
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,4,4,8
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,6,4,5,3,18
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,5,6,8,4,23
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,3,2,0,0,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,2,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,2,0,0,0,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,3,0,4,7
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,2,3,2,3,10
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,1,1,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,2,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,1,3,5
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,3,1,7,5,16
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,1,3,5
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,5,1,8,1,15
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,2,0,0,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,1,2,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,3,0,3
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,1,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,2,0,4,2,8
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,2,1,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,12,13,30,28,83
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,1,2,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,1,0,2,4
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,1,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
TRIGAL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,2,1,8,7,18
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,1,4,3,9
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,1,2,0,2,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,2,1,3
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-09-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,2,0,2
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,1,0,0,1
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,1,1,0,0,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,2,1,3
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2021-10-01,0,0,0,3,3
