municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,5,5
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,6,6
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,8,8
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,12,12
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,5,5
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,6,6
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,20,20
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-12-01,3,3
