municipality,group,variable,month,Nº de familias carpetizadas con seguimiento durante el periódo,TOTAL
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,59,59
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,90,90
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,57,57
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,54,54
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,542,542
PUNA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,131,131
PUNATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,659,659
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,308,308
QUIME,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,20,20
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,64,64
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,45,45
RAVELO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,328,328
REYES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,41,41
RIBERALTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,421,421
ROBORE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,3,3
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,90,90
SABAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,33,33
SACABA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,295,295
SACABAMBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,33,33
SACACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,23,23
SAIPINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,40,40
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,414,414
SAN ANDRES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,85,85
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,54,54
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,10,10
SAN BENITO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,165,165
SAN BORJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,134,134
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,30,30
SAN CARLOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,151,151
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,60,60
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,118,118
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,39,39
SAN JULIAN,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,168,168
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,31,31
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,70,70
SAN LUCAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,137,137
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,62,62
SAN PEDRO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,167,167
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,3,3
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,65,65
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,159,159
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,13,13
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,172,172
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,558,558
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,184,184
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,62,62
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,37,37
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,139,139
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,110,110
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,176,176
SICAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,89,89
SIPE SIPE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,114,114
SOPACHUY,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,29,29
SORACACHI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,264,264
SORATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,45,45
SUCRE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,1356,1356
TACACOMA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,20,20
TACOPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,60,60
TAHUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,30,30
TAPACARI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,51,51
TARABUCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,11,11
TARACO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,20,20
TARATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,55,55
TARIJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,479,479
TARVITA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,258,258
TEOPONTE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,16,16
TIAHUANACU,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,33,33
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,47,47
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,252,252
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,376,376
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,29,29
TOCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,205,205
TOLATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,202,202
TOMAVE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,14,14
TOMINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,132,132
TORO TORO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,17,17
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,162,162
TRIGAL,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,74,74
TRINIDAD,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,82,82
TUPIZA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,182,182
TURCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,84,84
UMALA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,20,20
UNCIA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,213,213
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,112,112
UYUNI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,59,59
VACAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,97,97
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,120,120
VIACHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,194,194
VILA VILA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,167,167
VILLA MONTES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,144,144
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,76,76
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,363,363
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,100,100
VILLAZON,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,10,10
VINTO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,154,154
VITICHI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,67,67
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,32,32
WARNES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,332,332
YACO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,108,108
YACUIBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,239,239
YANACACHI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,75,75
YAPACANI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,258,258
YOCALLA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,25,25
YOTALA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,384,384
YUNCHARA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,52,52
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-03-01,30,30
ACACIO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,48,48
ACHACACHI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,285,285
ACHOCALLA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,15,15
AIQUILE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,229,229
ALALAY,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,61,61
ALCALA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,19,19
ALTO BENI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,29,29
ANCORAIMES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,69,69
ANDAMARCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,258,258
ANZALDO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,185,185
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,16,16
ARANI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,34,34
ARBIETO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,74,74
ARQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,34,34
ATOCHA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,152,152
AUCAPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,10,10
AYATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,29,29
AYO AYO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,12,12
BATALLAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,45,45
BAURES,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,78,78
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,10,10
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,50,50
BERMEJO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,68,68
BETANZOS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,187,187
BOLIVAR,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,89,89
BOLPEBRA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,49,49
BOYUIBE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,88,88
CABEZAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,73,73
CAIROMA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,10,10
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,152,152
CALACOTO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,15,15
CALAMARCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,33,33
CAMARGO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,61,61
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,10,10
CAMIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,229,229
CAPINOTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,47,47
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,99,99
CARACOLLO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,218,218
CARANAVI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,26,26
CARAPARI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,162,162
CARIPUYO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,3,3
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,10,10
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,672,672
CHAQUI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,126,126
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,90,90
CHAYANTA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,54,54
CHIMORE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,238,238
CHIPAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,15,15
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,19,19
CHUMA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,134,134
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,53,53
CLIZA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,68,68
COBIJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,316,316
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,351,351
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,94,94
COLLANA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,10,10
COLOMI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,62,62
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,61,61
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,54,54
COLQUIRI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,3,3
COMANCHE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,656,656
COMBAYA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,73,73
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,66,66
COPACABANA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,9,9
COROICO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,92,92
CORQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,193,193
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,237,237
COTOCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,12,12
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,65,65
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,15,15
CUEVO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,60,60
CULPINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,124,124
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,84,84
CURVA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,18,18
DESAGUADERO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,736,736
EL CHORO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,121,121
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,15,15
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,248,248
EL TORNO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,2,2
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,402,402
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,111,111
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,41,41
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,117,117
FILADELFIA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,20,20
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,199,199
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,11,11
GUTIERREZ,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,67,67
HUACARETA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,34,34
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,18,18
HUANUNI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,190,190
HUARINA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,153,153
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,100,100
HUMANATA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,4,4
ICHOCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,8,8
ICLA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,82,82
INCAHUASI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,120,120
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,54,54
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,34,34
LA GUARDIA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,43,43
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,40,40
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,12,12
LLALLAGUA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,74,74
LLICA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,97,97
LURIBAY,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,31,31
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,15,15
MACHARETI,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,27,27
MAIRANA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,114,114
MALLA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,37,37
MECAPACA,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,29,29
MINEROS,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,140,140
MIZQUE,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,329,329
MOCOMOCO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,217,217
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias carpetizadas con seguimiento durante el periodo,2021-04-01,314,314
