municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,34,34
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,18,18
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,24,24
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,78,78
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,310,310
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,77,77
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,508,508
HUARACAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,38,38
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,273,273
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,114,114
HUMANATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,20,20
ICHOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,30,30
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,228,228
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,338,338
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,44,44
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,238,238
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,48,48
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,184,184
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,11,11
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,40,40
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,75,75
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,9,9
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,330,330
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,88,88
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,75,75
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,650,650
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,314,314
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,81,81
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,98,98
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,84,84
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,277,277
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,70,70
MAIRANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,186,186
MALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,80,80
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,61,61
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,393,393
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,308,308
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,335,335
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,108,108
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,194,194
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,444,444
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,2043,2043
MORO MORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,95,95
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,7,7
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,25,25
OKINAWA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,69,69
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,522,522
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,930,930
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,491,491
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,799,799
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,259,259
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,174,174
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,575,575
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,136,136
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,3,3
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,120,120
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,47,47
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,35,35
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,65,65
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,94,94
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,679,679
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,129,129
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,107,107
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,127,127
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,86,86
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,537,537
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,42,42
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,10,10
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,17,17
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1033,1033
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,461,461
PUCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,84,84
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,380,380
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,48,48
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,146,146
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,80,80
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,216,216
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,93,93
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,38,38
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1820,1820
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,407,407
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,613,613
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,400,400
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,111,111
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,202,202
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,53,53
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,360,360
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,67,67
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1008,1008
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,23,23
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,126,126
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,157,157
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1146,1146
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,47,47
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,255,255
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,102,102
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,467,467
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,51,51
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,39,39
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,324,324
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,94,94
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,21,21
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,211,211
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,146,146
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,30,30
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,294,294
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,403,403
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,294,294
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,17,17
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,49,49
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,130,130
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,848,848
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,31,31
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,96,96
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1383,1383
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,62,62
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,37,37
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,50,50
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,357,357
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,136,136
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,50,50
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,187,187
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,37,37
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,703,703
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,5,5
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,20,20
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,525,525
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,6,6
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,13,13
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,41,41
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,423,423
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,140,140
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,92,92
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,112,112
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,164,164
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,91,91
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,150,150
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,176,176
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,94,94
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,392,392
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,165,165
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,695,695
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,218,218
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,3386,3386
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,63,63
TACACOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,66,66
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,86,86
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,82,82
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,155,155
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,834,834
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,20,20
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,124,124
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,410,410
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,426,426
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,80,80
TIAHUANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,104,104
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,428,428
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,613,613
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1127,1127
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,72,72
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,186,186
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,38,38
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,382,382
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,61,61
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,294,294
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,81,81
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,184,184
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,169,169
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,127,127
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,1066,1066
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,580,580
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,150,150
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,73,73
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,436,436
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,350,350
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,57,57
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,105,105
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,266,266
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,265,265
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,441,441
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,167,167
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,324,324
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,604,604
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,22,22
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,237,237
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,468,468
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,499,499
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,170,170
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,807,807
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,569,569
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,217,217
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,350,350
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,164,164
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,707,707
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,356,356
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,189,189
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,898,898
YOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,25,25
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,513,513
YUNCHARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,72,72
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-03-01,383,383
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,187,187
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,379,379
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,189,189
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,432,432
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,84,84
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,80,80
ALTO BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,42,42
ANCORAIMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,125,125
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,347,347
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,563,563
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,340,340
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,51,51
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,93,93
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,190,190
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,250,250
ARQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,62,62
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,45,45
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,946,946
AUCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,17,17
AYATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,31,31
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,107,107
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,173,173
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,337,337
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,74,74
BAURES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,99,99
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,226,226
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,53,53
BELLA FLOR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,144,144
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,154,154
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,379,379
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,110,110
BOLPEBRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,49,49
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,202,202
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,161,161
CABEZAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,112,112
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,8,8
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,825,825
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,16,16
CALACOTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,47,47
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,77,77
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,93,93
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,138,138
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,428,428
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,84,84
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,129,129
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,340,340
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,83,83
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,415,415
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,139,139
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,50,50
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,50,50
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,943,943
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,309,309
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,110,110
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,290,290
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,412,412
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,17,17
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,13,13
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,335,335
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,50,50
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,265,265
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,304,304
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,12,12
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,38,38
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,448,448
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,444,444
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,521,521
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,37,37
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,44,44
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,61,61
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,210,210
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2021-04-01,39,39
