municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,17,17
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,97,97
LA ASUNTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,43,43
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,12,12
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,116,116
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,23,23
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,142,142
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,122,122
LLICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,82,82
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,75,75
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,30,30
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,16,16
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,337,337
MAIRANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,91,91
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,47,47
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,32,32
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,43,43
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,132,132
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,355,355
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,62,62
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,308,308
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,372,372
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,419,419
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,86,86
OCURI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,641,641
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,736,736
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,237,237
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,330,330
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,373,373
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,132,132
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,321,321
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,74,74
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,20,20
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,16,16
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,36,36
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,264,264
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,88,88
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,134,134
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,44,44
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,650,650
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,80,80
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,18,18
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,1697,1697
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,398,398
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,55,55
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,184,184
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,74,74
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,120,120
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,103,103
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,199,199
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,45,45
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,636,636
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,160,160
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,348,348
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,265,265
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,94,94
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,210,210
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,19,19
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,429,429
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,61,61
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,502,502
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,40,40
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,108,108
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,114,114
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,604,604
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,9,9
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,119,119
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,92,92
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,349,349
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,44,44
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,35,35
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,71,71
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,75,75
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,19,19
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,138,138
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,245,245
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,328,328
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,517,517
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,95,95
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,15,15
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,40,40
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,25,25
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,375,375
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,27,27
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,769,769
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,2,2
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,34,34
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,18,18
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,115,115
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,83,83
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,11,11
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,79,79
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,18,18
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,322,322
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,12,12
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,670,670
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,10,10
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,20,20
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,205,205
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,195,195
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,69,69
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,234,234
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,135,135
SENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,97,97
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,137,137
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,58,58
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,341,341
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,285,285
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,312,312
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,168,168
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,2022,2022
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,22,22
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,54,54
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,66,66
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,61,61
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,105,105
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,1125,1125
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,20,20
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,85,85
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,600,600
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,676,676
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,23,23
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,121,121
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,13,13
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,347,347
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,262,262
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,60,60
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,132,132
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,20,20
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,334,334
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,30,30
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,333,333
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,10,10
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,190,190
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,81,81
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,50,50
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,176,176
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,878,878
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,90,90
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,306,306
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,56,56
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,40,40
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,95,95
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,194,194
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,150,150
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,64,64
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,298,298
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,123,123
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,219,219
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,449,449
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,238,238
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,239,239
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,1683,1683
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,326,326
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,61,61
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,30,30
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,319,319
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,174,174
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,406,406
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,379,379
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,59,59
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,965,965
YOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,15,15
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,398,398
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,43,43
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-04-01,325,325
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,19,19
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,350,350
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,30,30
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,197,197
ALALAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,67,67
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,128,128
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,13,13
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,162,162
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,100,100
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,165,165
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,45,45
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,25,25
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,85,85
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,203,203
ARQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,20,20
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,20,20
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,403,403
AUCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,9,9
AYATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,23,23
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,130,130
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,192,192
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,313,313
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,35,35
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,76,76
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,54,54
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,32,32
BELLA FLOR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,68,68
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,71,71
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,372,372
BOLIVAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,37,37
BOLPEBRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,50,50
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,238,238
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,73,73
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,76,76
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,68,68
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,263,263
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,110,110
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,666,666
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,123,123
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,191,191
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,10,10
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,72,72
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,15,15
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,65,65
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,514,514
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,155,155
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,73,73
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,8,8
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,193,193
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,160,160
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,10,10
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,102,102
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,30,30
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,46,46
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,98,98
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,73,73
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,51,51
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,39,39
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,28,28
COLPA BELGICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,37,37
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,58,58
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,84,84
COLQUIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,8,8
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,38,38
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,750,750
COMBAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,115,115
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,76,76
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,25,25
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,108,108
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,86,86
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,1123,1123
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,27,27
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,44,44
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,29,29
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,60,60
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,441,441
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,16,16
CURVA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,4,4
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,18,18
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,693,693
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,28,28
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,66,66
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,262,262
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,12,12
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,122,122
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,497,497
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,9,9
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,837,837
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,60,60
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,294,294
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,6,6
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,28,28
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,20,20
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,63,63
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,30,30
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,113,113
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,89,89
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,3,3
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,16,16
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,43,43
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,78,78
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,4,4
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-05-01,285,285
