,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,11,18,32,33,43,51,94
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,0,0,0,4,0,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,4,10,7,14,11,25
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,6,2,1,7,7,14
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,3,0,0,2,3,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,1,4,2,6,3,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,0,25,15,28,15,43
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,13,13,2,0,15,13,28
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,1,1,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,11,4,3,13,14,27
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,6,2,11,8,17,25
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,22,22,12,7,34,29,63
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,10,7,11,9,21,16,37
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,7,2,2,4,9,13
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,1,0,1,0,2,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,6,0,1,4,7,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,18,20,8,7,26,27,53
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,146,124,6,6,152,130,282
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,1,1,0,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,4,1,6,4,10,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,1,2,1,2,3
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,1,2,1,2,3
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,6,5,13,8,19,27
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,13,0,3,4,16,20
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,0,6,6,8,6,14
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,220,244,25,20,245,264,509
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,15,6,5,5,20,11,31
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,5,3,3,9,8,17
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,20,16,49,47,69,63,132
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,13,10,4,11,17,21,38
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,17,13,11,17,28,30,58
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,9,9,9,9,18
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,9,4,4,13,13,26
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,3,2,2,3,5,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,2,0,0,0,2,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,11,5,2,1,13,6,19
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,1,2,2,4,3,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,1,0,2,2,3,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,3,11,10,11,13,24
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,2,10,9,12,11,23
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,16,19,4,3,20,22,42
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,4,2,2,6,6,12
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,7,10,11,16,18,34
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,3,11,3,17,6,23
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,7,8,8,11,15,19,34
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,20,20,0,0,20,20,40
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,4,4,5,9,9,18
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,160,135,32,30,192,165,357
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,2,3,6,5,8,13
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,3,0,0,1,3,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,19,17,7,5,26,22,48
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,1,2,8,2,9,11
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,2,5,12,10,14,24
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,3,0,4,0,4
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,3,4,0,4,3,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,6,3,3,12,9,21
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,3,4,1,7,4,11
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,0,1,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,16,18,14,6,30,24,54
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,42,44,7,6,49,50,99
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,2,13,11,16,13,29
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,24,19,3,5,27,24,51
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,1,0,3,1,4,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,48,57,67,49,115,106,221
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,5,3,1,8,6,14
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,4,3,10,12,14,26
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,7,3,4,9,11,20
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,79,72,23,22,102,94,196
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,4,9,5,14,9,23
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,14,8,3,9,17,17,34
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,2,3,1,3,3,6
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,115,96,37,37,152,133,285
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,3,0,0,1,3,4
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,8,8,10,6,18,14,32
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,4,8,5,8,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,3,7,10,10,13,23
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,3,6,3,12,6,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,2,0,0,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,11,10,8,15,19,34
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,2,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,0,3,1,3,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,3,2,4,6,7,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,2,13,6,18,8,26
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,48,30,9,15,57,45,102
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,5,7,4,13,9,22
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,20,14,18,3,38,17,55
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,16,21,14,7,30,28,58
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,33,37,4,4,37,41,78
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,2,0,0,3,2,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,27,17,0,0,27,17,44
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,3,0,0,5,3,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,8,21,10,30,18,48
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,2,2,3,7,5,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,37,48,17,16,54,64,118
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,4,13,9,19,13,32
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,16,14,3,1,19,15,34
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,15,13,8,22,23,45
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,13,15,0,0,13,15,28
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,17,4,4,13,21,34
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,7,0,0,5,7,12
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,6,13,8,22,14,36
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,22,18,30,7,52,25,77
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,3,0,0,4,3,7
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,3,1,0,4,3,7
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,2,0,3,1,5,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,1,6,2,9,3,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,5,9,4,15,9,24
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,17,12,0,0,17,12,29
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1160,1115,2,8,1162,1123,2285
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,7,14,8,19,15,34
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,11,9,3,6,14,15,29
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,1,0,1,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,5,9,5,9,14
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,1,1,1,1,2,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,3,0,0,2,3,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,7,5,2,1,9,6,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,1,2,5,2,6,8
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,3,4,4,9,7,16
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,3,4,1,6,4,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,19,18,1,0,20,18,38
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,15,5,0,7,15,22
SICAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,2,2,3,2,5,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,25,30,4,4,29,34,63
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,7,6,9,10,16,26
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,8,7,7,3,15,10,25
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,11,6,14,6,25,12,37
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,306,271,3,7,309,278,587
TACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,1,0,2,0,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,5,2,1,4,6,10
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,2,5,2,5,7
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,2,3,3,5,5,10
TAHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,0,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,12,6,6,15,18,33
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,17,7,10,10,27,17,44
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,0,1,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,7,8,2,1,9,9,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,161,194,14,18,175,212,387
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,5,2,7,5,12,17
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,13,2,1,11,14,25
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,6,3,12,12,18,30
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,7,19,18,24,25,49
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,2,4,4,7,6,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,18,20,9,7,27,27,54
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,6,4,10,8,16,24
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,1,2,2,2,4
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,2,0,0,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,2,3,1,6,3,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,2,1,3,1,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,6,5,3,3,9,8,17
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,8,1,0,6,8,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,2,7,7,8,9,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,7,6,5,5,12,11,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,4,0,1,2,5,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,2,2,1,2,3,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,119,103,13,6,132,109,241
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,32,33,8,12,40,45,85
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,2,5,2,6,4,10
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,2,3,0,7,2,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,12,11,19,13,31,24,55
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,9,5,6,14,15,29
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,5,3,3,7,8,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,13,17,1,6,14,23,37
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,0,10,12,10,12,22
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,13,16,1,1,14,17,31
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,59,47,6,4,65,51,116
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,1,0,0,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,9,4,2,4,11,8,19
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,25,42,10,7,35,49,84
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,0,2,0,0,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,9,9,8,10,17,27
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,5,2,1,5,6,11
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,78,72,12,18,90,90,180
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,5,3,5,7,10,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,26,19,10,9,36,28,64
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,15,34,2,3,17,37,54
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,3,1,4,2,7,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,5,1,0,0,5,1,6
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,120,110,10,11,130,121,251
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,5,1,3,5,8,13
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,57,65,24,13,81,78,159
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,2,3,2,4,4,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,4,4,1,0,5,4,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,38,23,27,18,65,41,106
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,5,3,7,6,12,18
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,3,3,2,1,5,4,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,1,0,2,2,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-04-01,2,3,1,3,3,6,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,0,4,5,1,5,5,10
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,14,13,6,4,20,17,37
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,8,4,5,5,13,9,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,17,12,18,20,35,32,67
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,0,0,1,4,1,4,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,2,1,0,1,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,4,10,1,0,5,10,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,7,10,1,4,8,14,22
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,1,0,3,4,4,4,8
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,2,1,1,2,3,3,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,6,2,8,13,14,15,29
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,12,12,4,4,16,16,32
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,1,1,2,1,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,8,15,2,2,10,17,27
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,23,23,2,4,25,27,52
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,5,2,16,17,21,19,40
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,33,32,1,1,34,33,67
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,10,4,0,2,10,6,16
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,2,3,0,0,2,3,5
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,1,1,0,0,1,1,2
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,2,4,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,6,10,30,22,36,32,68
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,8,6,4,2,12,8,20
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,6,11,4,5,10,16,26
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,4,10,7,2,11,12,23
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,0,0,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2017-05-01,0,0,0,2,0,2,2
