,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,2,2,2,6,4,10
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,2,6,5,9,7,16
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,2,30,20,33,22,55
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,25,30,32,30,57,60,117
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,7,8,30,23,37,31,68
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,25,29,12,16,37,45,82
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,45,63,60,57,105,120,225
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,20,21,11,10,31,31,62
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,117,135,0,0,117,135,252
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,35,32,24,15,59,47,106
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,10,16,8,5,18,21,39
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,13,14,15,22,28,50
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,17,18,0,2,17,20,37
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,37,32,103,68,140,100,240
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,10,6,3,14,13,27
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,32,29,20,17,52,46,98
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,11,5,0,0,11,5,16
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,0,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,0,3,1,3,1,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,8,7,10,12,18,30
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,83,58,20,19,103,77,180
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,70,70,89,76,159,146,305
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,12,15,11,21,23,44
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,1,4,2,7,3,10
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,14,16,2,5,16,21,37
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,32,26,3,4,35,30,65
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,49,53,13,24,62,77,139
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,37,19,7,14,44,33,77
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,13,4,12,16,25,41
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,26,37,4,5,30,42,72
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,2,1,2,4,4,5,9
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,27,39,13,11,40,50,90
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,31,29,14,18,45,47,92
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,5,9,7,17,12,29
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,91,80,18,17,109,97,206
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,100,70,40,50,140,120,260
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,19,20,3,0,22,20,42
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,40,24,18,21,58,45,103
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,156,148,22,18,178,166,344
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,14,16,14,24,28,52
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,16,16,17,19,33,35,68
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,15,13,10,12,25,25,50
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,2,1,1,1,3,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,5,8,4,12,9,21
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,50,48,19,25,69,73,142
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,14,15,10,4,24,19,43
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,14,11,47,52,61,63,124
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,2,2,2,8,4,12
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,15,26,9,38,24,62
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,105,103,31,23,136,126,262
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,4,7,8,13,12,25
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,2,4,1,1,3,5,8
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,4,3,0,7,4,11
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,28,34,2,6,30,40,70
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,17,17,18,10,35,27,62
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,7,20,26,24,33,57
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,47,37,45,42,92,79,171
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,32,30,24,28,56,58,114
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,118,95,49,38,167,133,300
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,24,19,27,20,51,39,90
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1108,1127,152,131,1260,1258,2518
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,136,128,81,68,217,196,413
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,50,38,8,12,58,50,108
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,7,16,10,5,17,21,38
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,69,65,9,6,78,71,149
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,19,3,3,15,22,37
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,79,89,130,128,209,217,426
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,30,35,1,0,31,35,66
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,22,19,30,33,52,52,104
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,7,7,2,13,9,22
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,76,79,27,10,103,89,192
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,3,10,6,11,9,20
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,62,58,20,17,82,75,157
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,17,15,17,15,34,30,64
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,31,30,21,25,52,55,107
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,12,6,7,18,19,37
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,24,13,5,16,29,29,58
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,2,2,7,6,9,15
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,39,36,19,13,58,49,107
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,188,187,11,14,199,201,400
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,74,56,5,13,79,69,148
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,0,3,4,4,4,8
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,2,4,8,9,10,19
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,55,65,18,12,73,77,150
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,1,5,6,6,7,13
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,0,8,5,8,5,13
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,17,16,2,3,19,19,38
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1128,1160,791,813,1919,1973,3892
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,5,5,7,10,12,22
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,24,35,4,16,28,51,79
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,33,30,33,39,66,69,135
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,154,180,25,20,179,200,379
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,14,17,1,2,15,19,34
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,64,51,68,61,132,112,244
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,137,139,25,36,162,175,337
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,4,3,1,6,5,11
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,2,2,2,10,4,14
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,4,5,11,9,15,24
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,6,2,1,6,7,13
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,60,55,31,27,91,82,173
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,7,21,24,29,31,60
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,43,48,0,4,43,52,95
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,9,8,11,20,20,40
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,13,10,20,17,33,27,60
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,7,2,5,3,12,5,17
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,174,155,79,81,253,236,489
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,13,20,32,38,45,58,103
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,15,26,17,13,32,39,71
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,1,6,5,12,6,18
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,22,27,10,9,32,36,68
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,3,0,0,1,3,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,6,12,9,20,15,35
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,7,2,0,7,7,14
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,1,0,0,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,7,3,0,0,7,3,10
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,11,6,1,2,12,8,20
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,2,6,3,7,5,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,25,31,31,23,56,54,110
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,2,5,0,0,2,5,7
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,17,13,26,26,43,39,82
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,19,23,43,25,62,48,110
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,20,15,5,7,25,22,47
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,20,21,1,4,21,25,46
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,119,117,17,8,136,125,261
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,239,196,5,2,244,198,442
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,746,821,65,77,811,898,1709
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,0,0,2,1,2,3
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,16,19,16,19,32,38,70
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,43,39,14,31,57,70,127
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,5,5,7,11,12,23
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,1,6,10,6,11,17
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,24,20,50,47,74,67,141
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,8,1,2,9,10,19
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,0,3,3,3,3,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,15,11,16,15,31,26,57
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,3,0,0,4,3,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,8,6,10,12,18,30
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,1,8,4,13,5,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,59,54,0,2,59,56,115
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,0,0,4,2,4,2,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,27,28,1,4,28,32,60
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,14,19,5,6,19,25,44
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,62,54,6,4,68,58,126
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,64,51,31,23,95,74,169
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,15,11,5,7,20,18,38
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,0,0,4,1,4,5
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,18,19,7,4,25,23,48
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,45,34,9,0,54,34,88
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,316,302,42,30,358,332,690
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,9,5,1,1,10,6,16
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,17,36,42,41,59,100
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,2,4,3,8,5,13
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,3,8,12,11,15,26
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,19,34,55,72,74,106,180
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,16,21,6,10,22,31,53
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,16,7,35,24,51,31,82
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,485,525,18,30,503,555,1058
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,69,54,32,15,101,69,170
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,16,12,3,5,19,17,36
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,62,36,62,43,124,79,203
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,28,21,10,6,38,27,65
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,41,45,69,56,110,101,211
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,4,0,1,1,5,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,23,36,11,12,34,48,82
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,8,11,1,3,9,14,23
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,2,0,11,9,13,9,22
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,63,67,62,82,125,149,274
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,5,3,1,6,6,12
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,16,12,15,11,31,23,54
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,15,21,118,95,133,116,249
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,23,30,22,19,45,49,94
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,28,42,13,10,41,52,93
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,9,6,3,1,12,7,19
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,43,38,28,42,71,80,151
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,14,21,8,13,22,34,56
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,28,24,12,6,40,30,70
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,67,60,0,0,67,60,127
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,7,6,12,10,19,29
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,1,1,1,7,2,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,456,428,72,69,528,497,1025
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,2,2,4,8,6,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,2,1,5,4,7,11
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,79,68,68,38,147,106,253
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,7,11,8,23,15,38
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,22,20,7,17,29,37,66
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,9,13,11,10,20,23,43
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,3,26,28,31,31,62
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,23,30,0,0,23,30,53
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,19,24,11,6,30,30,60
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,1,3,0,0,1,3,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,45,40,4,4,49,44,93
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,126,115,40,63,166,178,344
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,17,34,46,44,63,78,141
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,77,78,42,37,119,115,234
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,10,7,0,0,10,7,17
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,170,175,226,246,396,421,817
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,26,34,12,5,38,39,77
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,6,3,0,2,6,5,11
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,11,5,17,21,28,26,54
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,20,24,0,0,20,24,44
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,184,180,4,0,188,180,368
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,35,27,8,10,43,37,80
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,78,108,6,7,84,115,199
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,8,3,4,7,12,19
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,286,307,249,324,535,631,1166
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,9,11,8,15,17,32
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,41,50,120,103,161,153,314
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,18,10,5,6,23,16,39
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,3,9,8,5,11,14,25
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,26,21,6,5,32,26,58
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,4,7,7,5,11,12,23
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,12,25,8,4,20,29,49
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,7,1,6,7,13,8,21
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,5,6,0,4,5,10,15
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,10,10,23,21,33,31,64
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,18,21,19,17,37,38,75
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-06-01,94,80,20,24,114,104,218
