,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,2,0,0,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,5,1,0,1,5,2,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,2,4,0,0,2,4,6
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,0,2,0,2,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,1,0,1,0,1
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,9,2,0,0,9,2,11
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,7,12,1,1,8,13,21
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,3,4,0,0,3,4,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,2,1,2,1,4,2,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,0,2,0,2,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,2,0,0,0,2,0,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,1,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,1,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,2,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,2,0,3,0,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,10,10,0,0,10,10,20
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,3,1,0,0,3,1,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,2,5,1,0,3,5,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,3,0,0,1,3,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,4,1,0,1,4,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,1,0,0,1,1,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,1,1,0,2,1,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,1,0,0,1,1,2
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,1,2,0,1,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-05-01,0,0,1,1,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,4,3,4,3,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,6,3,1,1,7,4,11
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,4,1,4,1,5
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,2,0,0,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,6,4,1,3,7,7,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,2,3,1,0,3,3,6
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,3,4,0,0,3,4,7
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,1,3,2,4,3,7
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,9,7,0,0,9,7,16
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,1,0,2,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,1,0,0,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,2,1,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,2,1,0,0,2,1,3
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,1,0,2,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,4,2,4,2,6
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,9,5,1,2,10,7,17
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,3,2,0,0,3,2,5
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,1,0,2,0,3,0,3
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,2,0,0,0,2,0,2
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,1,0,1,0,2,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,0,0,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-06-01,2,1,0,0,2,1,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,2,1,0,0,2,1,3
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,2,0,0,1,2,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,1,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,3,2,3,2,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,3,2,1,1,4,3,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,2,0,1,0,3,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,3,1,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,6,11,3,5,9,16,25
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,2,0,2,0,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,2,2,0,0,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,4,3,0,0,4,3,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,6,9,0,0,6,9,15
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,1,2,2,2,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,3,0,0,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,3,0,1,0,4,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,3,0,4,0,4
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,2,0,3,1,5,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,1,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,0,1,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,2,1,1,1,3,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,1,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,22,20,4,3,26,23,49
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,4,7,0,1,4,8,12
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,2,1,0,0,2,1,3
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,4,0,0,0,4,0,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,0,2,0,0,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-07-01,1,1,0,0,1,1,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,1,1,1,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,2,0,0,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,3,0,1,1,4,5
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,3,0,3,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,2,0,0,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,8,9,3,2,11,11,22
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,1,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,2,1,3,1,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,2,2,1,3,3,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,2,3,0,0,2,3,5
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,1,0,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,1,1,1,2,2,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,7,7,0,0,7,7,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,1,1,1,2
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,8,10,1,1,9,11,20
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,2,1,2,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,3,2,0,2,3,4,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,3,7,1,1,4,8,12
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,2,1,0,2,2,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,2,1,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,2,0,0,1,2,3
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,14,8,1,1,15,9,24
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,1,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,1,1,0,2,1,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,2,0,0,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-08-01,6,1,0,1,6,2,8
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,0,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,3,0,0,0,3,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,0,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,0,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,0,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 1ra dosis,2017-09-01,0,0,1,0,1,0,1
