,group,variable,month,BCG < A 1 AÑO - D,BCG < A 1 AÑO - D,BCG < A 1 AÑO - F,BCG < A 1 AÑO - F,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - F,BCG 12 A 23 MESES - F,BCG 2 AÑOS - D,BCG 2 AÑOS - D,BCG 2 AÑOS - F,BCG 2 AÑOS - F,BCG 3 AÑOS - D,BCG 3 AÑOS - D,BCG 3 AÑOS - F,BCG 3 AÑOS - F,BCG 4 AÑOS - D,BCG 4 AÑOS - D,BCG 4 AÑOS - F,BCG 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SUCRE,vacunacion en menores  de 5 anos,bcg,2024-02-01,227,191,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,207,443
TACACOMA,vacunacion en menores  de 5 anos,bcg,2024-02-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
TACOBAMBA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACOPAYA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
TAHUA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,bcg,2024-02-01,8,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
TARABUCO,vacunacion en menores  de 5 anos,bcg,2024-02-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TARACO,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TARATA,vacunacion en menores  de 5 anos,bcg,2024-02-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TARIJA,vacunacion en menores  de 5 anos,bcg,2024-02-01,128,156,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,156,288
TARVITA,vacunacion en menores  de 5 anos,bcg,2024-02-01,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
TEOPONTE,vacunacion en menores  de 5 anos,bcg,2024-02-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
TIAHUANACU,vacunacion en menores  de 5 anos,bcg,2024-02-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TINGUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TIPUANI,vacunacion en menores  de 5 anos,bcg,2024-02-01,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TIQUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-02-01,37,31,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,79
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,bcg,2024-02-01,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
TOCO,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLATA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TOLEDO,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOMAVE,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TOMINA,vacunacion en menores  de 5 anos,bcg,2024-02-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TORO TORO,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,bcg,2024-02-01,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
TOTORA(ORR),vacunacion en menores  de 5 anos,bcg,2024-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRIGAL,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,bcg,2024-02-01,134,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,118,252
TUPIZA,vacunacion en menores  de 5 anos,bcg,2024-02-01,26,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,54
UMALA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
UNCIA,vacunacion en menores  de 5 anos,bcg,2024-02-01,5,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,24
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,bcg,2024-02-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
URUBICHA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
UYUNI,vacunacion en menores  de 5 anos,bcg,2024-02-01,19,21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,48
VACAS,vacunacion en menores  de 5 anos,bcg,2024-02-01,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
VALLEGRANDE,vacunacion en menores  de 5 anos,bcg,2024-02-01,10,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
VIACHA,vacunacion en menores  de 5 anos,bcg,2024-02-01,31,37,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,73
VILA VILA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
VILLA CHARCAS,vacunacion en menores  de 5 anos,bcg,2024-02-01,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
VILLA MONTES,vacunacion en menores  de 5 anos,bcg,2024-02-01,30,38,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,76
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,bcg,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA RIVERO,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
VILLA SERRANO,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
VILLA TUNARI,vacunacion en menores  de 5 anos,bcg,2024-02-01,75,66,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,70,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,bcg,2024-02-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
VILLAZON,vacunacion en menores  de 5 anos,bcg,2024-02-01,18,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,33
VINTO,vacunacion en menores  de 5 anos,bcg,2024-02-01,41,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,79
VITICHI,vacunacion en menores  de 5 anos,bcg,2024-02-01,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,vacunacion en menores  de 5 anos,bcg,2024-02-01,61,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,61,123
YACO,vacunacion en menores  de 5 anos,bcg,2024-02-01,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
YACUIBA,vacunacion en menores  de 5 anos,bcg,2024-02-01,53,55,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,131
YAMPARAEZ,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YANACACHI,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YAPACANI,vacunacion en menores  de 5 anos,bcg,2024-02-01,37,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,86
YOCALLA,vacunacion en menores  de 5 anos,bcg,2024-02-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YOTALA,vacunacion en menores  de 5 anos,bcg,2024-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YUNCHARA,vacunacion en menores  de 5 anos,bcg,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,vacunacion en menores  de 5 anos,bcg,2024-02-01,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
ACACIO,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ACHACACHI,vacunacion en menores  de 5 anos,bcg,2024-03-01,22,27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,54
ACHOCALLA,vacunacion en menores  de 5 anos,bcg,2024-03-01,11,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
AIQUILE,vacunacion en menores  de 5 anos,bcg,2024-03-01,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24
ALCALA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
ANCORAIMES,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
ANDAMARCA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ANZALDO,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
APOLO,vacunacion en menores  de 5 anos,bcg,2024-03-01,7,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
ARAMPAMPA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ARANI,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ARBIETO,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
ARQUE,vacunacion en menores  de 5 anos,bcg,2024-03-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,bcg,2024-03-01,24,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,47
ATOCHA,vacunacion en menores  de 5 anos,bcg,2024-03-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
AUCAPATA,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
AYATA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYO AYO,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,bcg,2024-03-01,7,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
AZURDUY,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
BATALLAS,vacunacion en menores  de 5 anos,bcg,2024-03-01,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
BAURES,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BELEN DE URMIRI,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BERMEJO,vacunacion en menores  de 5 anos,bcg,2024-03-01,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,48
BETANZOS,vacunacion en menores  de 5 anos,bcg,2024-03-01,7,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
BOLIVAR,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BOLPEBRA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BUENA VISTA,vacunacion en menores  de 5 anos,bcg,2024-03-01,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CABEZAS,vacunacion en menores  de 5 anos,bcg,2024-03-01,10,14,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,41
CAIROMA,vacunacion en menores  de 5 anos,bcg,2024-03-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
"CAIZA ""D""",vacunacion en menores  de 5 anos,bcg,2024-03-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CAJUATA,vacunacion en menores  de 5 anos,bcg,2024-03-01,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CALACOTO,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CALAMARCA,vacunacion en menores  de 5 anos,bcg,2024-03-01,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CAMARGO,vacunacion en menores  de 5 anos,bcg,2024-03-01,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,bcg,2024-03-01,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
CAPINOTA,vacunacion en menores  de 5 anos,bcg,2024-03-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CAQUIAVIRI,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CARACOLLO,vacunacion en menores  de 5 anos,bcg,2024-03-01,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
CARANAVI,vacunacion en menores  de 5 anos,bcg,2024-03-01,47,48,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,50,97
CARAPARI,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CARIPUYO,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,bcg,2024-03-01,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CHALLAPATA,vacunacion en menores  de 5 anos,bcg,2024-03-01,18,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44
CHAQUI,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHARAGUA,vacunacion en menores  de 5 anos,bcg,2024-03-01,18,20,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,93
CHAYANTA,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CHIMORE,vacunacion en menores  de 5 anos,bcg,2024-03-01,13,17,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,40
CHIPAYA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHOQUE COTA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CHUA COCANI,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,bcg,2024-03-01,11,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
CHUMA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CKOCHAS,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
CLIZA,vacunacion en menores  de 5 anos,bcg,2024-03-01,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34
COBIJA,vacunacion en menores  de 5 anos,bcg,2024-03-01,39,52,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,98
COCAPATA,vacunacion en menores  de 5 anos,bcg,2024-03-01,8,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
COCHABAMBA,vacunacion en menores  de 5 anos,bcg,2024-03-01,553,540,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,548,1111
COLCAPIRHUA,vacunacion en menores  de 5 anos,bcg,2024-03-01,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,54
"COLCHA ""K""",vacunacion en menores  de 5 anos,bcg,2024-03-01,4,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
COLOMI,vacunacion en menores  de 5 anos,bcg,2024-03-01,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
COLPA BELGICA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUECHACA,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
COLQUENCHA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
COLQUIRI,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
COMANCHE,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,vacunacion en menores  de 5 anos,bcg,2024-03-01,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
COMBAYA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,bcg,2024-03-01,16,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34
CORIPATA,vacunacion en menores  de 5 anos,bcg,2024-03-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CORO CORO,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
COROICO,vacunacion en menores  de 5 anos,bcg,2024-03-01,14,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
CORQUE,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
COTAGAITA,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
COTOCA,vacunacion en menores  de 5 anos,bcg,2024-03-01,67,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,40,108
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,bcg,2024-03-01,12,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CUEVO,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CULPINA,vacunacion en menores  de 5 anos,bcg,2024-03-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
DESAGUADERO,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EL ALTO,vacunacion en menores  de 5 anos,bcg,2024-03-01,598,541,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,586,1227
EL CHORO,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,bcg,2024-03-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
EL PUENTE(TJA),vacunacion en menores  de 5 anos,bcg,2024-03-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL TORNO,vacunacion en menores  de 5 anos,bcg,2024-03-01,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,61
EL VILLAR,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,bcg,2024-03-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,bcg,2024-03-01,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41
ESCOMA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EUCALIPTUS,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,bcg,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
FILADELFIA,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,bcg,2024-03-01,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
GIA-TIM,vacunacion en menores  de 5 anos,bcg,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,bcg,2024-03-01,3,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
GUANAY,vacunacion en menores  de 5 anos,bcg,2024-03-01,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
GUAQUI,vacunacion en menores  de 5 anos,bcg,2024-03-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
GUAYARAMERIN,vacunacion en menores  de 5 anos,bcg,2024-03-01,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,64
GUTIERREZ,vacunacion en menores  de 5 anos,bcg,2024-03-01,11,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
HUACARAJE,vacunacion en menores  de 5 anos,bcg,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACARETA,vacunacion en menores  de 5 anos,bcg,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
