,group,variable,month,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,41,52,6,12,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,51,66,117
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,22,11,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,22,49
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,64,64,29,43,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,94,109,203
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,10
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,13,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,76,69,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,79,74,153
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,10,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,9,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,93,102,13,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109,111,220
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,6,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,6,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,33,28,8,23,0,1,4,4,2,1,3,1,0,0,0,2,0,0,1,0,51,60,111
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,15,13,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,24,13,37
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,43,44,19,12,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,67,58,125
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,14
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,21,17,16,14,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,40,32,72
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,40,56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,58,100
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,12,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,11,19
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,8,6,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,16,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1096,1097,56,61,1,4,2,2,2,2,3,4,2,1,5,5,3,3,3,3,1173,1182,2355
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,10
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,9,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,10,9,6,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,15,33
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,28,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,62
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,10,14
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,37,34,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,39,40,79
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,14
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,208,170,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212,174,386
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,6,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,11,15
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,125,135,7,7,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,137,143,280
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,29,26,13,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44,31,75
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,4,9
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,8,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,94,75,4,7,1,1,0,1,2,1,0,0,1,0,0,0,2,0,0,0,104,85,189
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,24,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,10,6,5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,21,16,37
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,22,25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,51
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,48,51,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,52,104
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,28,28,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,32,70
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,79,65,3,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,84,77,161
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,25,14,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,17,44
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,27,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,73
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,113,104,7,2,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,125,109,234
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,54,51,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,110
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,19,24,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,98
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-04-01,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,16,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,15,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,11,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,12
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,12,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
