,group,variable,month,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PUNATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,13,13,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,50,57,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,97,200
QUIME,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
QUIRUSILLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
RAVELO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
REYES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,74,70,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,78,158
ROBORE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,19,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,40
SABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
SACABA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,83,59,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,67,163
SACABAMBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,28,34,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,70
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,6,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,25,35,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,78
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,7,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,29
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,31,29,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,73
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,13,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,15,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,15,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,9,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,7,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,575,580,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,638,1271
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,10,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SENA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,15,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,36
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,8,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SICAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,27,30,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,63
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SORATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
SUCRE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,149,151,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,306
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
TAHUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,10,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
TARACO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TARATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TARIJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,106,119,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,124,234
TARVITA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
TIQUIPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,18,28,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,59
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,8,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
TOCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
TOLATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TOLEDO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOMAVE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOMINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TORO TORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
TOTORA(CBBA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,9,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,23
TOTORA(ORR),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRIGAL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,65,73,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,79,147
TUPIZA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,27,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,52
TURCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
UMALA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UNCIA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,9,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
URUBICHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
UYUNI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,12,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28
VACAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VALLEGRANDE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
VIACHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,24,16,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57
VILA VILA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
VILLA CHARCAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
VILLA MONTES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,23,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA RIVERO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
VILLA SERRANO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VILLA TUNARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,55,59,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,73,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,19,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,48
VINTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,18,17,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,68
VITICHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
WARNES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,79,59,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,62,143
YACO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,51,40,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,95
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,12,12,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,43
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
YOTALA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-03-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ACACIO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,18,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,15,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,24
ALALAY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ALCALA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,8,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
APOLO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,13,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,12,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29
ARQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,14,20,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,39
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
AUCAPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
AYATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-04-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
