,group,variable,month,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PATACAMAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,15,11,0,3,6,0,1,0,0,0,0,0,0,0,0,0,22,14,36
PAZÑA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PELECHUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
POCOATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,14,11,7,8,3,1,1,0,0,1,0,0,0,0,0,0,25,21,46
POCONA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,7,4,5,0,1,0,0,0,0,0,0,0,0,0,0,9,13,22
POJO (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,5,3,1,2,2,1,0,1,1,0,0,0,0,0,0,11,9,20
POOPO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PORCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
POROMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,9,2,5,6,0,1,0,0,0,0,1,0,0,0,0,0,15,9,24
PORONGO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,14
PORTACHUELO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,6,1,1,1,0,0,1,0,1,0,0,1,1,0,0,7,10,17
PORVENIR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,1,2,4,0,0,5,0,0,0,0,0,0,0,0,0,8,5,13
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
POTOSI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,114,116,10,7,21,13,3,2,10,6,2,9,7,5,18,9,185,167,352
PRESTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
PUCARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,13,12,3,7,0,0,0,2,1,0,0,0,0,0,0,0,17,21,38
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,8,8,1,3,0,0,2,0,1,0,0,0,0,0,0,0,12,11,23
PUERTO RICO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,5,12,17
PUERTO SILES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,18,7,7,7,1,0,1,4,0,2,0,1,0,2,0,1,27,24,51
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,35,37,19,18,6,5,17,11,4,2,2,4,0,0,1,0,84,77,161
PUNA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,4,6,6,1,0,2,1,0,0,0,0,0,0,0,0,12,11,23
PUNATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,16,12,9,16,2,1,9,5,1,6,4,4,0,0,1,0,42,44,86
QUIABAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,43,50,68,58,3,7,12,19,3,4,5,8,5,0,4,10,143,156,299
QUIME,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
QUIRUSILLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,7
RAVELO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
REYES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,13,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,5,19
RIBERALTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,32,41,2,2,13,8,6,6,2,0,0,0,0,0,0,0,55,57,112
ROBORE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,8,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,11,5,16
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,16,11,5,1,0,2,0,1,0,2,0,0,0,0,0,0,21,17,38
SABAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,1,0,0,0,1,5,3,8
SACABA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,57,63,27,34,9,5,22,9,2,1,16,10,2,2,5,6,140,130,270
SACABAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SACACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,3,10,5,0,0,0,0,0,0,0,1,0,0,0,0,15,9,24
SAIPINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAMAIPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,11,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,9,21
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,4,0,3,1,2,2,2,0,0,1,0,1,0,1,0,10,11,21
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,8,0,3,2,1,0,0,1,0,0,0,0,0,0,0,8,12,20
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,24,28,5,11,13,7,3,6,4,1,4,3,1,1,0,0,54,57,111
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5,7,12
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,13,9,4,2,1,3,3,2,0,0,2,3,0,0,2,0,25,19,44
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,38,34,14,13,3,5,7,6,0,0,1,3,1,1,0,0,64,62,126
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,2,1,2,0,0,3,1,0,2,1,0,0,0,0,0,6,7,13
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,18,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,20,14,34
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,5,11,9,0,1,9,6,1,0,3,2,1,0,6,1,35,24,59
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,3,6,3,0,0,3,0,0,0,0,0,0,0,0,0,10,6,16
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,28,22,6,3,0,4,2,3,0,3,0,2,0,1,0,0,36,38,74
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,3,1,1,3,2,0,3,1,1,2,2,0,0,0,0,10,12,22
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,10,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,13,11,24
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,12,13,3,2,1,1,1,0,1,0,0,0,0,0,0,0,18,16,34
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,7,5,0,3,0,1,1,0,0,0,1,1,0,0,0,0,9,10,19
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,5,8,13
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,8,4,1,0,1,0,1,0,0,0,0,0,0,0,0,8,11,19
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,9,3,8,18,1,1,0,0,0,1,0,1,0,0,0,0,18,24,42
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,6,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,10,2,3,4,2,1,1,2,1,0,0,0,1,0,0,0,18,9,27
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,9,13
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,564,539,73,73,93,76,51,43,36,28,44,44,32,28,36,41,929,872,1801
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,5,5,10
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,8,0,0,0,0,1,2,0,0,0,0,0,0,1,0,5,10,15
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,7
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,2,4,1,0,0,1,0,1,0,0,1,0,0,0,0,7,4,11
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,8
SENA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,7,12,1,2,3,4,4,2,2,3,7,13,0,1,4,1,28,38,66
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,11,11,6,10,3,2,1,3,2,0,4,3,0,1,2,4,29,34,63
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,9,7,0,0,0,2,0,0,1,0,0,0,2,1,0,0,12,10,22
SICAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,6
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,33,29,8,7,0,4,3,1,2,1,1,2,2,0,2,0,51,44,95
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,10
SORATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SUCRE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,202,159,8,10,13,10,9,1,6,3,6,7,2,1,2,0,248,191,439
TACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,6,6,12,5,0,0,1,1,0,0,1,0,0,0,0,0,20,12,32
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TARACO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TARATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,5,1,3,0,1,0,1,0,0,0,0,0,0,0,0,5,10,15
TARIJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,99,93,11,11,8,10,6,6,3,5,9,6,5,4,5,7,146,142,288
TARVITA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,8,9
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,8
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,0,6,7,1,0,1,0,0,0,0,0,0,0,0,0,9,7,16
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,15,20,10,7,2,3,1,0,1,0,0,1,1,0,0,1,30,32,62
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,7,10,8,0,1,1,1,0,0,0,0,0,0,1,0,15,17,32
TOCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TOLATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,6,8
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,6,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,8,5,13
TOMINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TORO TORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,3,3,9,0,0,1,1,0,0,0,0,0,1,0,0,8,14,22
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,10
TRINIDAD,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,39,37,1,4,6,8,2,6,2,2,6,8,2,4,9,9,67,78,145
TUPIZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,28,16,2,2,4,5,0,1,0,0,0,0,0,0,0,0,34,24,58
TURCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
UMALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
UNCIA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,5,1,11,1,1,0,2,1,0,0,0,0,0,0,0,7,19,26
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
URUBICHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,5,9
UYUNI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,18,16,0,0,0,0,0,0,2,2,0,0,1,0,0,0,21,18,39
VACAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,4,6
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,17,24
VIACHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,25,27,7,3,2,2,2,4,0,1,0,0,0,1,0,0,36,38,74
VILA VILA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,6,5,4,2,0,2,1,0,0,0,0,0,0,0,0,0,11,9,20
VILLA MONTES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,7,14,11,6,3,1,1,4,0,0,0,3,0,0,1,2,23,30,53
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,8
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,54,40,20,22,6,4,9,9,1,3,2,4,4,0,1,1,97,83,180
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,6,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,10,7,17
VILLAZON,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,18,20,1,1,3,1,0,0,3,1,0,0,0,0,0,0,25,23,48
VINTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,13,14,19,11,4,1,2,3,0,1,4,3,2,0,3,1,47,34,81
VITICHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,5,8
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,71,63,12,10,14,15,5,8,2,1,4,3,0,0,0,0,108,100,208
YACO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
YACUIBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,42,37,8,9,2,2,6,3,2,3,6,2,4,0,1,1,71,57,128
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,7
