,group,variable,month,PENTAVALENTE 5TA DOSIS < A 1 AÑO - D,PENTAVALENTE 5TA DOSIS < A 1 AÑO - D,PENTAVALENTE 5TA DOSIS < A 1 AÑO - F,PENTAVALENTE 5TA DOSIS < A 1 AÑO - F,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 5TA DOSIS 2 AÑOS - D,PENTAVALENTE 5TA DOSIS 2 AÑOS - D,PENTAVALENTE 5TA DOSIS 2 AÑOS - F,PENTAVALENTE 5TA DOSIS 2 AÑOS - F,PENTAVALENTE 5TA DOSIS 3 AÑOS - D,PENTAVALENTE 5TA DOSIS 3 AÑOS - D,PENTAVALENTE 5TA DOSIS 3 AÑOS - F,PENTAVALENTE 5TA DOSIS 3 AÑOS - F,PENTAVALENTE 5TA DOSIS 4 AÑOS - D,PENTAVALENTE 5TA DOSIS 4 AÑOS - D,PENTAVALENTE 5TA DOSIS 4 AÑOS - F,PENTAVALENTE 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,7,18,19,37
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,10,2,12
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
PASORAPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,7
PATACAMAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,7,12,19
PAZÑA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,4,6
PELECHUCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,7,5,12
POCOATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,11,8,19
POCONA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,5,3,8
POJO (CBBA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,9,16
POOPO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,7,7,14
PORCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
POROMA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,11,7,18
PORONGO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,10,2,12
PORTACHUELO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,2,3,11,14
PORVENIR,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,15
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
POTOSI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,60,140,159,225,219,444
PRESTO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,6
PUCARANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,10,16,17,33
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,6,4,10
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,5,3,8
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,4,7,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,4,5,9,14
PUERTO RICO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,8,2,10
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,25,24,40,50,90
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,65,72,113,128,241
PUNA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,13,13,26
PUNATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,28,18,49,37,86
QUIABAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,78,124,99,151,250
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,6
RAVELO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,6,8,8,16
REYES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,8,10,9,19
RIBERALTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,70,67,90,82,172
ROBORE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,15,22,20,42
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,11,16,19,35
SABAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,3,12,15
SACABA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,66,90,105,131,236
SACABAMBA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
SACACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,10,11,15,26
SAIPINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,4,9
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,7,4,11
SAMAIPATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,5,6,12,18
SAN ANDRES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,7,15,22
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,4,9,5,14
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,7,8,15
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,15,11,39,29,68
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7,4,11,15
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,2,8,9,17
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,6,13,14,27
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,17,16,36,35,71
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,1,13,14,27
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,8,10,15,25
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,6,1,7
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,12,9,26,29,55
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,5,15,10,25
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,1,1,9,16,25
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,9,7,23,14,37
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,3,13,8,21
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,7,14,12,26
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,2,11,4,15
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,12,11,23
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,6,16,13,29
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,5
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,7,8,15
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,2,5
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,7,4,11
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,375,261,233,710,608,1318
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,8
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,2,8,7,15
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,5,2,7
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,7,5,12
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,12,9,14,23
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,5
SENA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,12,14,17,31
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,32,25,41,37,78
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,8,3,11
SICAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,32,25,55,43,98
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,7
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,7,9
SORATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,13,8,21
SUCRE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,99,86,68,210,167,377
TACACHI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,6,3,9
TAHUA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,7,12,11,23
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,5,8
TARACO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,6
TARATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,5,7,12
TARIJA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,65,100,85,162,150,312
TARVITA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,8,9,17
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,5,15,13,28
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,7,8,15
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,9
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,12,9,27,22,49
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,10,13,13,26
TOCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4
TOLATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,8,3,11
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,9,2,11
TOMINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,8,9
TORO TORO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,9,5,14
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,4,10,15,25
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
TRINIDAD,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,88,70,109,87,196
TUPIZA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,1,16,20,36
TURCO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,4,8,12
UMALA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
UNCIA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,8,14,11,25
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,5,9,14
URUBICHA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UYUNI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,4,6,17,23
VACAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,8,4,12
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,1,16,10,26
VIACHA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,21,11,27,20,47
VILA VILA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,6,7,13,20
VILLA MONTES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,27,29,38,67
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,4
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,7,5,12
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,59,50,110,102,212
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,7,7,14
VILLAZON,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,11,3,24,22,46
VINTO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,24,33,30,44,74
VITICHI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,4,7
WARNES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,47,45,39,115,86,201
YACO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
YACUIBA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,62,67,91,93,184
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,6
YANACACHI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,7,1,8
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,14,26,20,46
