,group,variable,month,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PORONGO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
POSTRER VALLE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,168,165,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,360
PRESTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,15,16,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO PEREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PUERTO RICO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,15,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,36
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,43,46,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,54,102
PUNA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
PUNATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,12,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,58,64,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,108,204
QUIME,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
QUIRUSILLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
RAVELO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
REYES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,89,86,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,89,180
ROBORE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,12,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,14,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,36
SABAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SACABA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,74,88,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,100,194
SACABAMBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,7,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,38,33,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,82
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,11,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,15,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,42
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,40,50,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,98
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,16,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
SAN JOAQUIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,13,18,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,101
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SAN JULIAN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,28,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,12,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
SAN LUCAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,12,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,34
SAN MATIAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,11,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,943,834,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,852,1806
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SENA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,30,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
SICAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,31,38,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,43,80
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,7,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SORATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
SUCRE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,176,161,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,166,345
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
TACOBAMBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
TAHUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,6,11,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TARACO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TARATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TARIJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,125,111,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,116,247
TARVITA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TIQUIPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,24,29,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,64
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,9,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
TOCO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TODOS SANTOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TOLEDO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOMAVE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
TORO TORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
TOTORA(CBBA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,8,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
TOTORA(ORR),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRIGAL,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,82,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,72,154
TUPIZA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,26,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,54
UMALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UNCIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,15,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
URUBICHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
UYUNI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37
VACAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
VALLEGRANDE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
VIACHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,48,36,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,95
VILA VILA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
VILLA MONTES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,21,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,44
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA RIVERO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA SERRANO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
VILLA TUNARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,73,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,75,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,24,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,48
VINTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,21,22,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,76
VITICHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
WARNES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,90,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,93,184
YACO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,49,44,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,108
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,22,15,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,67
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
YOTALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-02-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ACACIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,17,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,36
