,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
UMALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
UNCIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,9,12,3,1,1,1,3,0,0,0,0,1,0,0,0,2,16,17,33
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
URUBICHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,2,10
UYUNI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,18,14,3,0,1,1,0,0,3,0,0,0,0,0,0,0,25,15,40
VACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,2,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,6,7,13
VALLEGRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,15,27
VIACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,17,17,5,9,3,2,5,2,1,1,0,1,4,1,2,3,37,36,73
VILA VILA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
VILLA CHARCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
VILLA MONTES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,21,17,8,4,1,1,1,1,2,2,1,1,0,1,1,0,35,27,62
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA RIVERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,5,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,7,6,13
VILLA SERRANO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
VILLA TUNARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,66,53,22,15,0,4,0,0,1,0,1,0,3,3,0,1,93,76,169
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,9
VILLAZON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,20,14,1,4,0,0,0,0,0,1,0,0,0,0,0,0,21,19,40
VINTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,21,20,21,18,2,0,0,2,2,2,5,0,0,2,1,1,52,45,97
VITICHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,2,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,4,5,9
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,4
WARNES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,66,63,0,0,14,10,3,5,0,0,0,0,13,15,4,8,100,101,201
YACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,2,10
YACUIBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,31,37,12,8,4,3,4,3,1,2,4,4,0,5,4,3,60,65,125
YAMPARAEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,4
YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,13,13,29,24,0,0,0,0,1,0,0,4,0,0,1,1,44,42,86
YOCALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,11
YOTALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,5,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,16
YUNCHARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5
ZUDAÑEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-02-01,0,0,0,0,4,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,7,5,12
ACACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,3,0,0,4,6,10
ACHACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,9,6,7,1,1,1,0,1,0,0,0,0,0,0,0,17,17,34
ACHOCALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,23,17,0,1,0,3,1,1,1,0,0,1,0,0,0,0,25,23,48
AIQUILE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,12,1,3,2,0,0,0,0,0,0,0,0,0,1,1,10,16,26
ALALAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
ALTO BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,3,9,12
ANCORAIMES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,8,2,2,0,0,0,0,1,0,0,0,0,1,0,2,8,13,21
ANDAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1,3,7,10
ANTEQUERA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,5,5,0,0,0,1,0,0,0,1,0,0,3,0,8,8,16
ANZALDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,4,9
APOLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,28
ARAMPAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,7
ARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,1,2,3,0,1,1,2,0,0,0,1,0,1,0,0,5,9,14
ARBIETO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,5,7,6,1,0,2,1,0,0,0,1,0,0,0,0,18,13,31
ARQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,37,25,5,5,2,2,9,7,0,1,0,0,1,1,0,1,54,42,96
ATOCHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,5,1,2,0,0,0,1,3,0,0,0,0,0,0,0,9,8,17
AUCAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
AYATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8
AYO AYO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,1,4,3,0,1,0,0,0,0,0,0,1,0,0,0,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,10,9,5,8,0,0,0,1,1,0,1,3,0,0,0,0,17,21,38
AZURDUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
BATALLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,7,6,0,0,0,1,0,0,1,0,0,0,1,2,0,0,9,9,18
BAURES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4
BELLA FLOR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5
BERMEJO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,21,44,24,16,3,4,8,9,3,1,11,15,2,2,11,9,83,100,183
BETANZOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,10,8,3,0,1,0,0,0,0,0,1,0,0,0,0,17,15,32
BOLIVAR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BOLPEBRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BOYUIBE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,5,8
BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,17,1,0,0,0,0,0,6,5,0,0,2,1,0,0,20,23,43
CABEZAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,18,14,10,0,3,13,7,1,1,8,11,3,5,7,7,57,62,119
CAIROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,2,0,1,5,1,0,0,1,0,0,0,0,0,0,8,11,19
"CAIZA ""D""",vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,7,14
CAJUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,4,1,2,6,0,0,0,0,3,0,1,0,0,0,0,13,10,23
CALACOTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,2,1,3,1,1,1,0,2,0,1,0,0,0,0,0,18,6,24
CAMARGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,25,15,19,19,1,0,0,0,1,0,1,0,0,1,1,2,48,37,85
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CAMIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,19,9,3,3,1,0,0,3,0,0,0,0,0,0,0,0,23,15,38
CAPINOTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,8,1,3,2,5,4,1,0,0,3,2,1,1,0,0,20,20,40
CAQUIAVIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,12
CARACOLLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,19,14,1,4,1,2,2,3,0,0,0,0,0,0,2,2,25,25,50
CARANAVI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,21,21,2,0,0,1,3,0,0,0,0,0,0,0,2,1,28,23,51
CARAPARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,7,2,0,0,1,0,0,0,0,1,0,0,2,0,0,9,10,19
CARIPUYO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,7
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,5,3,5,0,0,0,0,0,1,0,2,0,0,0,0,12,13,25
CATACORA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,8,2,10
CHALLAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,26,27,13,11,2,3,1,4,0,1,1,1,0,0,2,3,45,50,95
CHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,1,1,5,8,13
CHARAGUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,4,9,7,1,1,10,7,0,0,0,1,0,0,0,0,22,20,42
CHARAÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHAYANTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,6,5,7,1,3,0,3,2,1,5,4,0,0,1,2,22,26,48
CHIMORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,20,15,4,6,3,0,1,3,0,0,6,5,2,2,21,25,57,56,113
CHIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,3,1,7,9,16
CHOQUE COTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHUA COCANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,6,0,1,1,1,1,0,0,0,0,0,1,0,3,0,10,8,18
CHUMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,4,8,12
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CKOCHAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,9,2,0,0,0,0,0,0,1,1,0,0,0,0,0,7,10,17
CLIZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,7,5,4,0,0,1,0,0,0,0,1,0,0,0,0,14,12,26
COBIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,15,11,23,0,1,3,11,1,0,3,2,2,7,4,1,35,60,95
COCAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,17,13,3,2,0,0,0,0,2,0,1,1,0,0,0,0,23,16,39
COCHABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,348,274,32,28,76,67,30,16,20,27,16,17,39,24,32,27,593,480,1073
COIPASA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,4,6
COLCAPIRHUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,23,15,9,4,6,1,4,3,0,1,0,1,3,4,6,5,51,34,85
"COLCHA ""K""",vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,11,10,21
COLLANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLOMI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,35,35,10,14,4,1,3,3,0,1,3,1,2,2,6,3,63,60,123
COLPA BELGICA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,10,16,5,4,1,0,0,0,0,0,0,1,0,0,0,0,16,21,37
COLQUECHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,5,7,4,1,1,1,0,2,0,0,0,1,3,1,0,22,13,35
COLQUENCHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
COLQUIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
COMANCHE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4
COMARAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,8,0,1,0,1,0,0,0,0,0,0,0,0,2,0,6,10,16
COMBAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,13,0,0,1,1,1,0,0,0,1,2,3,2,3,1,20,19,39
CORIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,5,1,0,1,0,0,0,1,0,2,1,2,1,0,0,18,7,25
CORO CORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
COROICO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,7,4,1,2,0,0,0,0,0,0,0,1,1,0,3,15,12,27
CORQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,7,11
COTAGAITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,15,3,3,3,0,0,0,0,0,0,0,0,0,1,1,15,19,34
COTOCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,43,51,5,7,4,6,3,2,3,2,1,0,5,3,0,0,64,71,135
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,8,2,2,1,0,2,3,1,0,0,1,0,0,1,0,16,14,30
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUEVO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,5,3,8
CULPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,24,35,17,34,1,0,1,1,0,0,0,0,0,0,0,0,43,70,113
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,5,8
EL ALTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,429,408,287,254,97,110,186,179,102,93,259,232,141,156,424,377,1925,1809,3734
EL CHORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,7
EL PUENTE(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,20,7,0,1,1,0,0,0,0,0,0,0,2,0,2,0,25,8,33
EL PUENTE(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
EL TORNO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,30,36,0,1,0,3,1,1,0,0,0,0,1,0,0,0,32,41,73
EL VILLAR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,12,4,1,0,0,0,1,0,0,0,0,0,0,0,0,8,14,22
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,32,33,10,14,2,4,2,13,0,2,6,2,0,0,8,8,60,76,136
ESCOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ESMERALDA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUCALIPTUS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,1,3,1,0,0,1,1,0,0,0,1,0,0,0,0,6,4,10
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,4,6,10
EXALTACION,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,4
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
FILADELFIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,4,9,0,1,0,3,0,0,1,0,0,0,0,0,6,14,20
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,6,0,1,0,1,0,0,1,1,0,0,1,1,0,0,14,10,24
GIA-TIM,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,8
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,6,9,15
GUANAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,6,4,3,2,0,3,0,0,0,0,0,0,1,3,3,14,13,27
GUAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
GUAYARAMERIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,10,1,0,4,2,1,3,0,0,0,0,2,1,6,1,26,17,43
GUTIERREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,10,17,3,2,1,2,0,2,0,0,0,0,1,0,0,0,15,23,38
HUACARAJE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,2,7
HUACARETA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,5,12,9,0,0,1,0,0,0,0,0,0,0,0,0,18,14,32
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,4,6,10
HUANUNI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,3,3,8,1,0,0,0,0,0,0,0,0,1,0,0,6,12,18
HUARINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,7
HUATAJATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
HUMANATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
