,group,variable,month,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,17,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,22,39
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,32,33,6,7,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,42,43,85
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,24,21,3,8,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,29,34,63
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,65,64,5,7,4,2,0,0,2,2,0,0,0,0,3,0,0,0,0,0,79,75,154
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,22,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,50
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,20,22,16,20,1,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,42,45,87
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,60,51,2,1,5,5,0,1,2,5,2,3,0,0,0,0,0,0,0,0,71,66,137
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,38,45,11,7,2,1,5,0,2,0,2,2,0,3,5,1,2,1,12,16,79,76,155
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,6,7,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-02-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,13,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,20,36
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,17,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,20,38
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,11,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,15,26
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,6,16
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,31
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,8,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,6,14,20
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,11
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,17,8,1,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,23,11,34
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,11,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,8,19
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,11,11,6,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,20,37
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,6,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,7,13,20
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,11,15,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,10,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,22,16,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,20,47
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
CATACORA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,12,17,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,19,35
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,14,13,5,16,1,1,1,3,1,3,5,1,0,0,0,0,0,0,0,0,27,37,64
CHARAÑA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,11
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,17,3,2,0,3,0,1,2,1,0,1,0,1,0,0,0,1,0,0,20,27,47
CHIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHUA COCANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,12,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,15,24
CHUMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
CKOCHAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CLIZA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
COBIJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,14,18,15,18,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30,38,68
COCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,12,12,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,16,36
COCHABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,368,365,11,10,12,15,1,3,8,9,5,0,1,1,3,5,3,1,5,3,417,412,829
COLCAPIRHUA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,23,26,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,60
"COLCHA ""K""",vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
COLLANA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLOMI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,5,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,8,1,3,1,2,0,0,1,0,0,0,1,0,0,0,2,1,0,0,12,14,26
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,8,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,12,28
COMANCHE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COMARAPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
COMBAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,10,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,7,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,18
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,5,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,8,20
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,45,36,10,6,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,57,47,104
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,11,11,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,15,13,28
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,386,356,178,188,12,20,6,19,9,8,19,17,7,6,16,11,2,1,10,15,645,641,1286
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,2,1,2,1,0,1,1,0,3,8,10,2,4,8,8,2,2,5,5,33,37,70
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,17,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,12,30
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,7,24
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,25,22,2,5,1,3,4,4,0,0,1,1,0,0,1,1,0,0,0,0,34,36,70
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,6,16
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,1,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,5,22
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,29,27,0,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,31,32,63
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,15,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,28
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,4,4,7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,10,13,23
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
