,group,variable,month,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,32,25,55,43,98
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,7
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,7,9
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,13,8,21
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,99,86,68,210,167,377
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,6,3,9
TAHUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,7,12,11,23
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,5,8
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,6
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,5,7,12
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,65,100,85,162,150,312
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,8,9,17
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,5,15,13,28
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,6,6,12
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,9
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,12,9,27,22,49
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,10,13,13,26
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,8,3,11
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,9,2,11
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,8,9
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,9,5,14
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,4,10,15,25
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,83,69,104,87,191
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,1,15,20,35
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,4,8,12
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,8,14,11,25
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,5,9,14
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,3,6,15,21
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,8,4,12
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,1,16,10,26
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,21,11,27,20,47
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,6,7,13,20
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,27,29,38,67
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,4
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,7,5,12
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,59,50,110,102,212
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,7,7,14
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,11,3,24,22,46
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,24,33,30,44,74
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,4,7
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,47,45,39,115,86,201
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,62,66,90,93,183
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,6
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,7,1,8
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,14,26,20,46
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,11,6,17,7,24
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,3,7,10
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,6,14,17,31
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,4,1,19,15,34
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,7,5,11,16
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,8,3,15,18
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,7,9
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,4
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,10,16,15,31
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,6,5,11
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,12,10,23,20,43
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,4,11,7,18
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,44,31,65,52,117
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,3,7
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,8
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,9,11,20
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,4,7,13,20
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,9,17,16,33
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,4,3,7
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,9,7,21,16,37
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,7,8,19,10,29
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,3,5
BOLPEBRA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,3,6
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,22,18,28,46
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2,6,8
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,8,11,19
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,2,6
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,1,11,5,16
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,5,10,15,25
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,14,12,21,33
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,4,7
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,9,14,12,26
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,11,11,24,28,52
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,5,4,9
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,5
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,6,11,8,19
CATACORA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,23,11,28,39
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,4
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,10,18,15,33
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,6,10
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,2,2,8,13,21
CHIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
CHOQUE COTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
CHUA COCANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,23,30,25,38,63
CHUMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,4,14,18
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,6,4,10
CKOCHAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,5,5,11,16
CLIZA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,6,21,9,30
COBIJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,27,24,45,40,85
COCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,2,5,13,13,26
COCHABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,172,191,163,344,335,679
COIPASA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,5,5,16,21,37
"COLCHA ""K""",vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,6,7,13,20
COLLANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,2,5
COLOMI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,3,10,7,17
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,7,2,9
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,8,10,18
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,8,11,19
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,10,6,16
COMARAPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,7,9,14,23
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,6,13,11,24
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,7,5,12
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,7,2,9
