,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,3,1,6,2,9,11
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,4,2,3,6,7,13
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,9,7,2,1,11,8,19
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,33,32,7,10,40,42,82
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,4,3,2,6,6,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,8,9,15,8,23,17,40
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,15,14,6,5,21,19,40
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,37,32,23,16,60,48,108
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,3,0,0,3,3,6
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,9,11,1,0,10,11,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,4,1,9,7,13,20
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,3,0,0,5,3,8
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,30,32,9,6,39,38,77
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,6,0,1,1,7,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,12,13,1,2,13,15,28
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,12,16,4,8,16,24,40
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,6,6,5,11,11,22
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,4,6,5,9,9,18
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,11,3,7,12,18,15,33
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,13,11,11,6,24,17,41
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,4,8,6,11,10,21
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,4,1,1,2,5,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,0,5,1,5,1,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,0,0,2,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,0,8,2,9,2,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,0,0,0,6,0,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,7,0,0,6,7,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,600,597,57,45,657,642,1299
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,8,0,0,4,8,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,10,6,4,3,14,9,23
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,3,1,1,6,4,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,0,2,0,4,0,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,3,0,0,2,3,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,7,4,0,2,7,6,13
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,0,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,7,0,1,3,8,11
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,7,2,4,5,11,7,18
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,25,22,1,1,26,23,49
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,6,5,3,11,9,20
SICAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,1,1,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,36,44,5,4,41,48,89
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,3,5,1,6,4,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,1,3,2,3,3,6
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,6,1,2,3,8,11
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,179,147,1,1,180,148,328
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,5,2,3,8,8,16
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,3,2,3,5,6,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,1,3,5,8,6,14
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,8,6,8,7,16,13,29
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,5,1,3,6,8,14
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,2,2,1,4,3,7
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,4,4,2,6,6,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,97,106,10,11,107,117,224
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,4,5,5,9,9,18
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,6,0,1,4,7,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,6,0,0,6,6,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,8,6,2,8,10,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,1,4,2,9,3,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,28,27,9,6,37,33,70
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,10,10,4,1,14,11,25
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,1,4,3,4,4,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,2,1,1,5,3,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,1,6,5,10,6,16
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,1,0,2,6,3,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,1,4,4,6,5,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,7,10,3,4,10,14,24
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,2,1,0,3,2,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,75,72,0,0,75,72,147
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,15,15,4,1,19,16,35
TURCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,1,0,0,1,1,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,9,7,6,7,15,14,29
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,6,4,3,1,9,5,14
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,1,1,0,3,1,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,9,18,6,1,15,19,34
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,3,2,5,0,8,2,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,8,5,0,0,8,5,13
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,25,35,5,3,30,38,68
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,1,1,4,2,5,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,5,4,5,8,10,18
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,33,27,13,2,46,29,75
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,1,0,4,1,5,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,2,5,1,6,3,9
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,9,4,4,9,13,22
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,79,64,16,12,95,76,171
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,4,7,8,9,12,21
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,23,23,5,2,28,25,53
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,22,32,13,13,35,45,80
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,5,1,0,5,5,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,3,0,0,1,3,4
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,117,121,5,9,122,130,252
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,6,1,1,5,7,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,40,31,18,20,58,51,109
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,0,0,2,1,2,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,5,3,0,0,5,3,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,19,21,24,15,43,36,79
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,4,3,0,1,4,4,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,2,4,0,6,2,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,1,0,1,2,2,2,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-02-01,2,6,1,1,3,7,10
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,1,0,0,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,14,15,1,6,15,21,36
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,15,15,0,2,15,17,32
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,13,11,13,7,26,18,44
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,1,1,2,2,3,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,12,1,1,7,13,20
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,7,9,1,1,8,10,18
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,2,2,2,3,4,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,1,2,1,2,2,4
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,5,7,7,7,12,14,26
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,1,0,0,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,4,1,0,7,4,11
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,17,12,8,6,25,18,43
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,8,3,3,9,11,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,26,34,0,0,26,34,60
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,4,7,5,9,9,16,25
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,5,0,0,6,5,11
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,4,3,2,4,6,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,13,9,13,18,26,44
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,5,4,3,5,8,9,17
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,10,4,5,1,15,5,20
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,1,0,1,1,2,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,0,1,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,20,23,0,2,20,25,45
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,11,7,9,5,20,12,32
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,0,2,0,5,0,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,1,7,5,9,6,15
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,11,6,5,4,16,10,26
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,10,10,3,2,13,12,25
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,5,4,1,5,6,9,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,1,7,5,8,6,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,10,6,0,0,10,6,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,2,3,1,5,3,8
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,2,4,8,6,10,16
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,2,1,0,1,2,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,2,0,0,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,11,4,3,13,14,27
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,16,20,0,0,16,20,36
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,7,4,0,0,7,4,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,13,11,0,1,13,12,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,20,25,4,6,24,31,55
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,4,2,4,9,8,11,19
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,4,3,3,2,7,5,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,2,10,8,16,10,26
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,1,1,0,4,1,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,11,12,12,9,23,21,44
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,3,0,3,6,6,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,18,12,25,20,43,32,75
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,25,36,8,6,33,42,75
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,4,0,4,0,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,1,0,1,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,7,9,0,0,7,9,16
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,5,4,4,6,9,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,1,10,9,11,10,21
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,5,6,2,15,7,22
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,8,8,5,3,13,11,24
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,29,28,16,8,45,36,81
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,8,5,14,12,22,17,39
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,421,406,1,6,422,412,834
COIPASA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,0,1,1,4,1,5
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,29,33,1,0,30,33,63
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,12,10,5,1,17,11,28
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,1,0,0,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,17,13,4,7,21,20,41
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,9,9,6,11,15,26
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,7,0,0,6,7,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,4,11,9,20,13,33
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,2,0,0,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,20,16,3,3,23,19,42
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,1,1,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,29,16,10,15,39,31,70
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,4,3,6,6,10,16
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,8,2,0,0,8,2,10
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,0,2,2,3,2,5
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,4,6,2,1,6,7,13
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,4,0,2,0,6,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,10,6,6,12,16,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,32,37,2,2,34,39,73
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,21,13,3,3,24,16,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,2,2,2,2,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,1,4,1,4,2,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,6,11,6,5,12,16,28
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,2,0,0,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,4,0,2,3,6,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,358,364,202,190,560,554,1114
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,2,2,1,2,3,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,8,6,0,0,8,6,14
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,2,5,3,7,5,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,22,24,1,0,23,24,47
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,4,2,1,5,5,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,21,12,3,2,24,14,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,43,48,2,2,45,50,95
ESCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,2,0,0,1,2,3
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,3,0,3,0,3
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,1,0,0,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,2,2,2,2,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,2,2,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,1,10,6,10,7,17
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,3,6,3,6,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,17,19,2,0,19,19,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,7,1,1,10,8,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,6,6,6,15,12,27
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,3,2,1,0,4,2,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,9,6,1,3,10,9,19
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,5,3,1,1,6,4,10
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,7,4,4,1,11,5,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,0,0,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,2,1,0,0,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-03-01,10,12,8,7,18,19,37
