,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,4,4,1,1,5,5,10
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,7,8,1,0,8,8,16
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,17,13,0,0,17,13,30
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,1,2,1,2,2,4,6
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,5,7,0,0,5,7,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,15,24,3,4,18,28,46
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,0,0,0,1,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,5,2,4,3,9,5,14
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,15,12,1,2,16,14,30
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,6,7,2,1,8,8,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,2,3,4,9,6,12,18
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,44,31,6,8,50,39,89
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,19,9,0,1,19,10,29
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,12,21,1,1,13,22,35
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,15,14,12,11,27,25,52
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,1,0,2,2,3,2,5
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,3,1,0,0,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,88,87,9,13,97,100,197
YACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,2,1,1,1,3,2,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,35,35,3,3,38,38,76
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,0,0,1,1,1,1,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,2,3,0,0,2,3,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,23,20,18,10,41,30,71
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,1,2,0,0,1,2,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,2,0,3,3,5,3,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,0,1,0,5,0,6,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-02-01,0,2,2,0,2,2,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,5,2,1,2,6,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,9,7,1,18,10,28
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,13,17,0,1,13,18,31
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,9,4,8,16,17,20,37
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,1,1,1,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,1,1,1,3,2,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,3,1,0,7,3,10
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,4,0,0,6,4,10
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,2,1,3,1,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,1,1,2,1,3,4
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,5,2,3,8,8,16
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,3,3,0,3,3,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,8,10,2,1,10,11,21
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,15,12,5,7,20,19,39
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,8,7,5,1,13,8,21
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,31,39,1,0,32,39,71
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,9,9,8,15,17,32
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,0,0,0,5,0,5
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,2,1,0,3,2,5
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,5,5,6,12,11,23
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,7,4,6,6,13,19
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,7,2,0,9,7,16
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,5,1,0,5,5,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,1,1,2,3,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,24,26,1,0,25,26,51
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,19,16,5,4,24,20,44
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,6,2,2,3,8,11
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,4,1,0,4,4,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,3,0,0,0,3,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,3,5,5,12,8,20
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,6,4,1,5,7,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,4,1,1,5,5,10
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,3,0,0,4,3,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,5,4,1,5,6,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,1,1,2,1,3,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,18,12,0,2,18,14,32
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,16,5,0,2,16,7,23
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,0,1,0,3,0,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,6,1,2,12,8,20
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,14,20,0,1,14,21,35
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,8,0,1,11,9,20
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,7,0,0,3,7,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,3,5,1,8,4,12
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,12,13,7,7,19,20,39
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,5,0,1,3,6,9
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,8,4,7,9,15,13,28
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,6,1,0,2,6,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,12,11,0,1,12,12,24
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,0,1,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,9,7,3,2,12,9,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,3,4,4,6,7,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,1,1,1,1,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,5,6,1,12,6,18
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,10,6,5,17,15,32
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,39,19,4,1,43,20,63
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,6,5,1,11,7,18
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,284,249,2,4,286,253,539
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,29,17,0,1,29,18,47
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,9,9,3,3,12,12,24
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,18,12,9,4,27,16,43
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,2,0,0,4,2,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,3,7,2,10,5,15
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,9,0,0,5,9,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,4,8,2,14,6,20
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,14,20,0,2,14,22,36
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,16,10,6,21,22,43
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,2,0,3,3,5,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,8,10,1,3,9,13,22
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,2,0,0,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,3,1,7,2,10,12
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,2,0,0,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,15,14,3,2,18,16,34
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,45,41,3,9,48,50,98
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,12,19,0,2,12,21,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,2,1,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,4,3,0,6,4,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,7,4,1,10,8,18
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,1,0,0,4,1,5
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,1,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,1,1,1,4,2,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,320,328,139,151,459,479,938
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,1,0,2,1,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,7,0,0,6,7,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,6,1,1,3,7,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,58,59,2,4,60,63,123
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,6,1,1,12,7,19
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,7,2,0,8,7,15
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,1,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,0,1,0,4,0,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,0,0,0,3,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,4,0,4,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,6,6,7,10,13,23
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,1,3,1,6,2,8
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,6,0,1,1,7,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,2,1,5,5,7,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,1,5,1,12,2,14
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,12,1,4,6,16,22
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,1,0,1,0,2,2
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,2,2,3,2,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,5,4,6,7,11,18
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,3,0,0,4,3,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,1,0,1,0,1
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,2,0,3,2,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,2,0,3,2,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,2,0,3,2,5
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,3,2,1,2,4,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,6,2,4,6,10,16
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,3,0,0,0,3,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,4,2,3,4,7,11
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,5,0,1,7,6,13
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,2,0,0,3,2,5
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,10,4,4,0,14,4,18
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,10,21,1,4,11,25,36
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,94,87,7,13,101,100,201
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,290,277,1,9,291,286,577
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,2,4,2,8,4,12
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,9,0,1,7,10,17
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,1,0,0,2,1,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,1,0,0,3,1,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,6,24,36,29,42,71
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,0,0,0,2,0,2
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,5,0,0,3,5,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,0,0,0,2,0,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,1,2,4,4,5,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,11,7,8,5,19,12,31
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,12,6,1,3,13,9,22
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,9,8,2,1,11,9,20
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,10,18,3,0,13,18,31
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,15,19,1,2,16,21,37
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,0,4,7,9,7,16
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,6,6,3,13,9,22
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,0,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,8,0,1,7,9,16
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,68,69,12,18,80,87,167
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,1,1,1,4,2,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,2,2,3,7,5,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,0,0,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,1,1,2,4,3,7
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,13,10,7,5,20,15,35
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,1,1,2,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,148,152,5,8,153,160,313
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,8,6,2,0,10,6,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,0,0,0,3,0,3
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,12,7,10,6,22,13,35
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,9,3,10,5,15
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,13,12,2,3,15,15,30
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,2,0,0,2,2,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,5,0,0,7,5,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,3,0,1,5,4,9
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,0,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,17,11,3,3,20,14,34
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,4,1,1,2,5,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,4,0,2,2,6,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,3,10,10,13,13,26
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,6,7,6,8,12,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,6,1,7,5,13,18
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,2,2,0,6,2,8
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,7,1,2,7,9,16
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,6,13,4,19,10,29
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,14,10,0,2,14,12,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,13,14,1,2,14,16,30
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,3,0,0,1,3,4
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,3,0,0,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,148,143,21,15,169,158,327
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,3,3,7,9,10,19
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,15,14,3,4,18,18,36
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,1,0,3,3,4,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,3,1,2,8,5,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,2,0,1,0,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,6,6,3,1,9,7,16
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,2,0,1,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,5,12,5,7,10,19,29
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,36,37,6,2,42,39,81
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,2,10,8,10,10,20
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,12,9,10,7,22,16,38
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,2,1,0,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,30,22,48,52,78,74,152
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,4,6,2,0,6,6,12
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,0,3,0,0,0,3,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,1,2,1,1,2,3,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,7,7,5,11,12,18,30
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-03-01,3,3,0,0,3,3,6
