,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,4,3,0,0,4,3,7
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,12,15,5,7,17,22,39
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,26,18,11,7,37,25,62
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,88,80,39,40,127,120,247
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,14,16,2,5,16,21,37
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,16,20,1,1,17,21,38
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,18,8,12,21,30,29,59
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,0,3,0,2,0,5,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,68,54,10,7,78,61,139
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,24,28,0,0,24,28,52
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,32,18,3,4,35,22,57
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,8,10,0,0,8,10,18
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,126,106,29,16,155,122,277
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,13,5,4,2,17,7,24
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,29,51,6,2,35,53,88
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,107,100,70,74,177,174,351
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,12,8,10,8,22,16,38
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,0,4,3,5,3,8
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,5,5,0,0,5,5,10
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,7,3,1,9,8,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,58,59,79,59,137,118,255
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,13,4,3,4,16,8,24
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,56,50,42,37,98,87,185
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,0,0,1,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,7,11,1,1,8,12,20
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,0,3,3,4,3,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,4,2,7,9,11,11,22
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,8,11,0,0,8,11,19
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,21,20,1,3,22,23,45
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1472,1338,566,548,2038,1886,3924
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,36,33,4,3,40,36,76
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,42,44,3,4,45,48,93
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,4,2,0,1,4,3,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,8,7,3,0,11,7,18
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,1,0,0,6,1,7
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,8,2,0,8,8,16
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,16,4,4,2,20,6,26
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,0,0,1,4,1,4,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,13,11,4,5,17,16,33
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,8,4,3,4,11,8,19
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,52,39,19,16,71,55,126
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,34,23,16,15,50,38,88
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,3,5,7,11,10,21
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,115,126,14,18,129,144,273
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,4,12,8,6,12,18,30
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,7,2,1,1,8,3,11
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,7,7,18,27,25,34,59
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,727,727,25,16,752,743,1495
TACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,3,5,0,3,3,8,11
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,3,10,13,13,16,23,39
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,9,15,22,23,31,38,69
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,10,10,17,18,27,28,55
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,40,50,45,41,85,91,176
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,13,14,12,13,25,27,52
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,5,7,0,0,5,7,12
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,15,19,13,6,28,25,53
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,243,230,69,72,312,302,614
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,13,13,22,21,35,34,69
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,10,10,12,6,22,16,38
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,14,18,5,2,19,20,39
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,16,22,30,34,46,56,102
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,7,10,10,16,17,33
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,68,63,15,16,83,79,162
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,36,24,24,34,60,58,118
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,9,9,8,4,17,13,30
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,8,5,5,5,13,10,23
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,5,5,1,1,6,6,12
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,17,17,15,11,32,28,60
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,21,23,7,11,28,34,62
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,15,13,21,20,36,33,69
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,26,22,14,15,40,37,77
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,7,4,0,2,7,6,13
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,0,1,3,2,3,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,111,98,48,35,159,133,292
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,104,91,20,24,124,115,239
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,6,2,0,8,6,14
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,7,5,2,6,9,15
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,50,64,29,28,79,92,171
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,7,4,3,10,10,20
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,9,14,7,6,16,20,36
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,72,89,7,10,79,99,178
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,22,18,9,9,31,27,58
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,36,24,3,0,39,24,63
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,110,111,5,3,115,114,229
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,6,2,4,6,10,8,18
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,21,26,33,32,54,58,112
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,41,52,6,4,47,56,103
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,0,4,2,2,2,6,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,20,17,10,11,30,28,58
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,10,8,10,17,20,25,45
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,195,173,53,55,248,228,476
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,24,26,6,8,30,34,64
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,118,139,15,18,133,157,290
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,45,49,53,41,98,90,188
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,23,26,11,7,34,33,67
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,1,1,0,0,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,187,192,12,9,199,201,400
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,7,16,4,3,11,19,30
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,121,115,30,20,151,135,286
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,9,6,1,2,10,8,18
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,35,37,50,60,85,97,182
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,24,24,0,1,24,25,49
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,8,10,7,11,15,21,36
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,5,2,10,22,15,24,39
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-06-01,7,8,10,7,17,15,32
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,3,4,1,6,4,10,14
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,36,24,15,7,51,31,82
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,18,23,1,1,19,24,43
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,27,6,10,19,37,56
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,1,2,0,3,1,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,1,1,1,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,8,15,3,6,11,21,32
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,5,7,0,0,5,7,12
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,0,0,1,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,5,4,0,0,5,4,9
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,14,12,14,13,27
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,6,5,8,18,14,32
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,1,1,2,2,3,5
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,9,10,2,0,11,10,21
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,29,32,12,10,41,42,83
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,4,7,5,1,9,8,17
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,10,10,17,17,27,27,54
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,10,8,2,8,12,16,28
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,5,3,0,0,5,3,8
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,6,9,5,10,11,21
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,4,3,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,9,9,32,33,41,42,83
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,10,6,5,8,15,23
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,16,16,11,16,27,32,59
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,10,9,1,3,11,12,23
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,0,1,0,3,0,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,0,0,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,0,6,3,8,3,11
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,15,26,0,1,15,27,42
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,32,28,24,12,56,40,96
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,7,8,8,3,15,11,26
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,1,0,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,6,1,1,3,7,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,31,26,9,0,40,26,66
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,26,39,20,25,46,64,110
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,7,8,5,4,12,12,24
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,14,3,0,16,14,30
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,10,0,0,13,10,23
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,3,6,7,7,10,17
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,13,2,2,15,15,30
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,15,10,8,2,23,12,35
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,5,1,0,0,5,1,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,70,82,11,12,81,94,175
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,21,30,8,11,29,41,70
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,11,9,0,0,11,9,20
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,9,1,0,14,9,23
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,73,58,15,6,88,64,152
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,8,2,3,4,11,15
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,9,4,1,4,10,8,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,6,4,4,5,10,9,19
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,1,0,0,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,17,14,10,5,27,19,46
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,3,8,1,2,4,10,14
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,31,27,19,23,50,50,100
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,1,1,1,2,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,12,12,13,13,25,25,50
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,33,33,14,12,47,45,92
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,10,10,2,9,12,19,31
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,6,3,8,7,14,10,24
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,12,7,17,10,29,17,46
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,15,21,19,10,34,31,65
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,35,25,10,12,45,37,82
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,49,53,20,15,69,68,137
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,16,9,12,18,28,27,55
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,702,700,53,50,755,750,1505
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,29,19,9,4,38,23,61
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,12,8,4,4,16,12,28
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,0,0,3,2,3,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,22,23,1,3,23,26,49
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,7,9,6,2,13,11,24
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,16,11,9,14,25,25,50
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,8,8,0,0,8,8,16
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,14,6,4,4,18,10,28
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,40,41,5,8,45,49,94
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,15,13,11,12,26,25,51
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,5,2,4,4,9,6,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,34,52,1,0,35,52,87
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,7,5,1,3,8,8,16
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,11,11,4,0,15,11,26
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,5,4,0,0,5,4,9
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,28,33,9,8,37,41,78
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,78,79,23,22,101,101,202
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,18,33,2,2,20,35,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,0,1,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,11,9,9,4,20,13,33
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,13,14,3,1,16,15,31
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,0,0,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,5,0,4,1,9,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,5,2,4,3,9,12
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,817,917,353,374,1170,1291,2461
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,1,1,2,3,3,4,7
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,9,5,7,6,16,11,27
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,4,3,1,0,5,3,8
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,76,67,4,6,80,73,153
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,3,0,1,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,17,19,15,7,32,26,58
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,57,60,10,9,67,69,136
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,2,1,4,3,6,9
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,3,2,1,0,4,2,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,5,6,5,8,10,18
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,2,4,0,0,2,4,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,19,13,12,15,31,28,59
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,3,6,1,3,4,9,13
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,37,41,2,5,39,46,85
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,4,10,0,2,4,12,16
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,10,5,14,11,24,16,40
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,0,1,1,2,1,3,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2021-07-01,73,90,7,5,80,95,175
